	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0588521450319	0.0294288687194	0.029414158121	0.0294885995456	0.0588207227868	0.0294179152335	0.499866637726
B	0.0588448811983	0.0294278052397	0.0294133642972	0.0294881350615	0.0588196484613	0.029417099838	0.499879361495
C	0.0588521450319	0.0294288687194	0.029414158121	0.0294885995456	0.0588207227868	0.0294179152335	0.499866637726
D	0.0588537332221	0.0294295477763	0.0294145677754	0.0294883551316	0.0588185402144	0.0294169295878	0.499868399131
E	0.0588448811983	0.0294278052397	0.0294133642972	0.0294881350615	0.0588196484613	0.029417099838	0.499879361495
F	0.0588521450319	0.0294288687194	0.029414158121	0.0294885995456	0.0588207227868	0.0294179152335	0.499866637726
G	0.0588537332221	0.0294295477763	0.0294145677754	0.0294883551316	0.0588185402144	0.0294169295878	0.499868399131
H	0.0588487859168	0.0294316689032	0.0294147065537	0.0295015012877	0.0588210287626	0.0294188238938	0.499847300954
I	0.0588448811983	0.0294278052397	0.0294133642972	0.0294881350615	0.0588196484613	0.029417099838	0.499879361495
J	0.0588521450319	0.0294288687194	0.029414158121	0.0294885995456	0.0588207227868	0.0294179152335	0.499866637726
K	0.0588537332221	0.0294295477763	0.0294145677754	0.0294883551316	0.0588185402144	0.0294169295878	0.499868399131
L	0.0588521450319	0.0294288687194	0.029414158121	0.0294885995456	0.0588207227868	0.0294179152335	0.499866637726
