Tool	Reference	SampleName	CellType	Prediction	Answer	Error	SqError
Cibersort	10XImmune.tsv	mix_1	B Cells	0	0.035579107	0.035579107	0.00126587285492
Cibersort	10XImmune.tsv	mix_1	CD4 T Cells	0.247853398567	0.118849357	0.129004041567	0.0166420427406
Cibersort	10XImmune.tsv	mix_1	CD8 T Cells	0.378832273896	0.14988645	0.228945823896	0.0524161902794
Cibersort	10XImmune.tsv	mix_1	Monocytes	0	0.586298259	0.586298259	0.343745648506
Cibersort	10XImmune.tsv	mix_1	NK Cells	0.0811246808088	0.109386828	0.0282621471912	0.000798748963857
Cibersort	10XImmune.tsv	mix_2	B Cells	0	0.011737089	0.011737089	0.000137759258194
Cibersort	10XImmune.tsv	mix_2	CD4 T Cells	0.242101634395	0.05399061	0.188111024395	0.0353857574989
Cibersort	10XImmune.tsv	mix_2	CD8 T Cells	0.367120750783	0.158215962	0.208904788783	0.0436412107765
Cibersort	10XImmune.tsv	mix_2	Monocytes	0	0.731455399	0.731455399	0.535027000726
Cibersort	10XImmune.tsv	mix_2	NK Cells	0.0633618662891	0.044600939	0.0187609272891	0.000351972392747
Cibersort	10XImmune.tsv	mix_3	B Cells	0	0.158375635	0.158375635	0.0250828417617
Cibersort	10XImmune.tsv	mix_3	CD4 T Cells	0.368413583321	0.49035533	0.121941746679	0.0148697895831
Cibersort	10XImmune.tsv	mix_3	CD8 T Cells	0.461980260211	0.15786802	0.304112240211	0.0924842546462
Cibersort	10XImmune.tsv	mix_3	Monocytes	0	0.133502538	0.133502538	0.0178229276524
Cibersort	10XImmune.tsv	mix_3	NK Cells	0.0499385649769	0.059898477	0.0099599120231	9.91998475079e-05
Cibersort	10XImmune.tsv	mix_4	B Cells	0	0.209457315	0.209457315	0.043872366807
Cibersort	10XImmune.tsv	mix_4	CD4 T Cells	0.257847401673	0.247223104	0.010624297673	0.000112875701045
Cibersort	10XImmune.tsv	mix_4	CD8 T Cells	0.457836345858	0.175499841	0.282336504858	0.0797139019754
Cibersort	10XImmune.tsv	mix_4	Monocytes	0	0.296096477	0.296096477	0.0876731236918
Cibersort	10XImmune.tsv	mix_4	NK Cells	0.0611582648134	0.071723262	0.0105649971866	0.000111619165553
Cibersort	10XImmune.tsv	mix_5	B Cells	0	0.153358012	0.153358012	0.0235186798446
Cibersort	10XImmune.tsv	mix_5	CD4 T Cells	0.249719437711	0.126388154	0.123331283711	0.0152106055418
Cibersort	10XImmune.tsv	mix_5	CD8 T Cells	0.472817817324	0.329455315	0.143362502324	0.0205528070726
Cibersort	10XImmune.tsv	mix_5	Monocytes	0	0.264939186	0.264939186	0.0701927722783
Cibersort	10XImmune.tsv	mix_5	NK Cells	0.0758492200931	0.125859334	0.0500101139069	0.00250101149298
Cibersort	10XImmune.tsv	mix_6	B Cells	0	0.130248834	0.130248834	0.0169647587584
Cibersort	10XImmune.tsv	mix_6	CD4 T Cells	0.257216054803	0.119362364	0.137853690803	0.019003640068
Cibersort	10XImmune.tsv	mix_6	CD8 T Cells	0.436270812245	0.260108865	0.176161947245	0.0310330316572
Cibersort	10XImmune.tsv	mix_6	Monocytes	0	0.421461897	0.421461897	0.177630130623
Cibersort	10XImmune.tsv	mix_6	NK Cells	0.0607979446908	0.06881804	0.0080200953092	6.43219287687e-05
Cibersort	10XImmune.tsv	mix_7	B Cells	0	0.279008637	0.279008637	0.0778458195206
Cibersort	10XImmune.tsv	mix_7	CD4 T Cells	0.241165884657	0.262110402	0.020944517343	0.000438672806731
Cibersort	10XImmune.tsv	mix_7	CD8 T Cells	0.461518201394	0.170484416	0.291033785394	0.0847006642408
Cibersort	10XImmune.tsv	mix_7	Monocytes	0	0.196019527	0.196019527	0.0384236549653
Cibersort	10XImmune.tsv	mix_7	NK Cells	0.0684236034082	0.092377018	0.0239534145918	0.000573766070607
Cibersort	10XImmune.tsv	mix_8	B Cells	0	0.238232124	0.238232124	0.0567545449056
Cibersort	10XImmune.tsv	mix_8	CD4 T Cells	0.26994409031	0.207689544	0.06225454631	0.00387562853626
Cibersort	10XImmune.tsv	mix_8	CD8 T Cells	0.380036906207	0.075458139	0.304578767207	0.0927682254333
Cibersort	10XImmune.tsv	mix_8	Monocytes	0	0.477542221	0.477542221	0.228046572838
Cibersort	10XImmune.tsv	mix_8	NK Cells	0.0449832736914	0.001077973	0.0439053006914	0.0019276754288
