	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	3.64295073731e-08	1.82883925269e-07	0.0521048836786	0.185521200596	0.0134305974903	6.2717355451e-10	0.748943098295
B	3.3018353434e-08	1.26321059402e-07	0.0529148568094	0.185762582603	0.0127822327862	7.05157969201e-08	0.748540097946
C	5.37045164764e-06	3.27282758929e-05	0.0534214667018	0.173895266693	0.0159753511685	1.12279010216e-08	0.756669805482
D	2.96134480114e-09	4.3148602627e-05	0.0500926481763	0.172192795339	0.0195603188083	2.57895367286e-08	0.758111060323
E	1.08864354609e-08	3.42084612378e-07	0.0530228395562	0.176517284964	0.0153663582086	6.6727836185e-08	0.755093097573
F	2.49107347206e-07	1.27189035816e-07	0.0598106786472	0.181468331658	0.00729133114118	2.72676402581e-08	0.75142925499
G	1.95051174618e-08	8.72171370348e-05	0.0498474804172	0.197416340576	0.0114563869187	1.55035488694e-08	0.741192539943
H	3.75179517707e-09	0.00132134877947	0.0492850233521	0.191833508955	0.0121584346044	1.97779437979e-08	0.745401660779
I	8.22014531805e-09	9.66090637901e-05	0.0493034698432	0.194068381465	0.0126270523633	6.95585805852e-09	0.743904472088
J	7.28230205047e-08	7.58849857509e-08	0.0504857087845	0.165991122607	0.0213802773986	1.81494702542e-05	0.762124593032
K	9.69476404993e-06	6.34744856777e-08	0.0542645577389	0.164608474537	0.0180101500215	9.66061039249e-09	0.763107049803
L	6.50360133784e-08	7.3207296226e-08	0.0497969897265	0.170338171365	0.0201826473838	8.21689957973e-09	0.759682045064
