	Neutrophils	Lymphocyte	Monocytes	Other
S10001	0.3844	0.0	0.0979	0.5177
S10006	0.4184	0.0	0.0427	0.5389
S1001	0.3683	0.096	0.1693	0.3664
S10010	0.5092	0.0401	0.1536	0.297
S10011	0.3935	0.0	0.131	0.4755
S10014	0.4188	0.0271	0.0972	0.457
S10026	0.4305	0.0	0.1427	0.4268
S10032	0.3212	0.0	0.2808	0.398
S10036	0.5145	0.0225	0.0498	0.4132
S10042	0.4337	0.0144	0.1249	0.4271
S10044	0.4106	0.0047	0.1031	0.4814
S10049	0.3576	0.0077	0.132	0.5027
S10057	0.3457	0.1164	0.0719	0.466
S10062	0.3668	0.0054	0.2114	0.4165
S10066	0.495	0.0	0.1325	0.3725
S10067	0.3361	0.0972	0.1247	0.4421
S1007	0.3762	0.0028	0.1236	0.4973
S10073	0.3489	0.0496	0.1056	0.4959
S10077	0.3646	0.0348	0.186	0.4145
S10080	0.4219	0.0652	0.1603	0.3527
S10082	0.4031	0.0	0.1421	0.4547
S10087	0.3199	0.0	0.1977	0.4824
S10089	0.4525	0.0015	0.0898	0.4561
S1009	0.299	0.007	0.1207	0.5732
S10090	0.4096	0.0	0.0719	0.5185
S10093	0.4465	0.0	0.0603	0.4933
S10094	0.3949	0.0134	0.1815	0.4101
S1010	0.3161	0.037	0.1874	0.4594
S10111	0.3354	0.002	0.1211	0.5416
S10116	0.2288	0.1694	0.1123	0.4894
S10119	0.3971	0.0056	0.0838	0.5135
S10121	0.4249	0.1381	0.1341	0.303
S10130	0.4708	0.03	0.1214	0.3778
S10140	0.4538	0.0	0.1554	0.3908
S10142	0.2888	0.2073	0.1665	0.3374
S10150	0.5411	0.092	0.1146	0.2522
S10155	0.3846	0.0	0.124	0.4914
S1016	0.438	0.0949	0.1306	0.3365
S10163	0.3461	0.0358	0.1092	0.5088
S10167	0.4204	0.1506	0.0729	0.3561
S10168	0.3641	0.1941	0.0868	0.355
S10173	0.37	0.0418	0.0959	0.4923
S10175	0.4075	0.0	0.1156	0.4768
S10179	0.2664	0.129	0.1397	0.4649
S10186	0.2032	0.0792	0.189	0.5286
S1019	0.344	0.0481	0.1563	0.4517
S10190	0.3519	0.0922	0.1664	0.3894
S10195	0.4322	0.0	0.1072	0.4606
S10196	0.3914	0.0	0.1318	0.4768
S10200	0.4264	0.1627	0.18	0.2309
S10201	0.5912	0.0612	0.0894	0.2581
S10202	0.4014	0.1998	0.1597	0.2391
S10205	0.3826	0.0007	0.091	0.5256
S10211	0.4083	0.0306	0.1181	0.443
S10221	0.4096	0.0	0.0891	0.5012
S10222	0.4478	0.0	0.0966	0.4556
S10226	0.3974	0.0064	0.1554	0.4407
S10227	0.4288	0.0	0.112	0.4592
S10228	0.4059	0.0377	0.1066	0.4498
S10232	0.2975	0.14	0.0974	0.4651
S10248	0.4393	0.0424	0.0604	0.4578
S10249	0.4324	0.0	0.2839	0.2836
S1025	0.3379	0.148	0.1878	0.3264
S10266	0.4118	0.0029	0.1356	0.4498
S10269	0.4634	0.0641	0.1206	0.3519
S10272	0.516	0.0051	0.069	0.41
S10273	0.4224	0.0413	0.1274	0.4089
S10274	0.4065	0.024	0.1092	0.4603
S1028	0.4284	0.1423	0.1413	0.2881
S10280	0.3148	0.0472	0.2179	0.4201
S10283	0.2411	0.1277	0.2313	0.3999
S1029	0.3579	0.0485	0.1247	0.4688
S10292	0.3567	0.0258	0.0476	0.5699
S10294	0.3583	0.0888	0.104	0.449
S10302	0.405	0.0254	0.0951	0.4745
S10303	0.4016	0.1477	0.1447	0.3061
S10323	0.385	0.0742	0.1298	0.411
S10326	0.4044	0.1034	0.1774	0.3148
S10328	0.3852	0.3039	0.0934	0.2174
S10329	0.3427	0.0946	0.1543	0.4083
S10336	0.3806	0.1954	0.1627	0.2614
S10340	0.4335	0.0	0.1063	0.4602
S10347	0.3525	0.0534	0.1075	0.4866
S10353	0.3962	0.0242	0.1404	0.4391
S10356	0.3494	0.0	0.1231	0.5274
S10358	0.3811	0.0061	0.1735	0.4392
S10365	0.4412	0.0499	0.1513	0.3575
S1037	0.2886	0.1201	0.0922	0.4991
S10373	0.3548	0.0039	0.103	0.5383
S10374	0.3991	0.0335	0.0762	0.4912
S10375	0.4384	0.0211	0.157	0.3836
S10377	0.3695	0.0	0.0626	0.5679
S10378	0.3832	0.0637	0.1414	0.4115
S10390	0.4096	0.0	0.0413	0.5491
S10391	0.3168	0.0	0.128	0.5552
S10393	0.427	0.0755	0.1001	0.3976
S10400	0.3848	0.0	0.2057	0.4095
S10401	0.348	0.1112	0.1455	0.3953
S10406	0.4506	0.0	0.1559	0.3936
S10408	0.3819	0.0917	0.136	0.3905
S10409	0.3554	0.0097	0.1553	0.4796
S10418	0.4862	0.0	0.0514	0.4625
S10431	0.418	0.0232	0.1318	0.4269
S10438	0.3872	0.0169	0.1305	0.4654
S10439	0.387	0.0285	0.2049	0.3796
S10441	0.4137	0.0711	0.2483	0.2669
S10442	0.3754	0.0134	0.1584	0.4529
S1046	0.4871	0.0	0.1406	0.3723
S10478	0.482	0.0	0.2391	0.2789
S10480	0.2876	0.2189	0.1358	0.3578
S10484	0.3809	0.0691	0.1943	0.3557
S10492	0.2886	0.005	0.1598	0.5465
S10496	0.3308	0.128	0.1432	0.3981
S10510	0.4119	0.0	0.138	0.45
S10513	0.3645	0.0523	0.2173	0.3659
S10516	0.3722	0.0419	0.2056	0.3804
S10534	0.3671	0.0	0.1848	0.4481
S10535	0.3696	0.0607	0.1328	0.4368
S10537	0.371	0.0436	0.2342	0.3512
S1054	0.3266	0.1715	0.1368	0.3652
S10543	0.4108	0.1685	0.0875	0.3333
S10546	0.3803	0.0258	0.107	0.4869
S1055	0.4884	0.0224	0.143	0.3463
S10551	0.3519	0.0062	0.1696	0.4723
S10552	0.4296	0.0932	0.1288	0.3486
S10555	0.3607	0.307	0.0849	0.2473
S10559	0.403	0.0199	0.2244	0.3526
S1056	0.385	0.0019	0.1517	0.4614
S10563	0.4241	0.0666	0.127	0.3823
S10574	0.3259	0.0703	0.1735	0.4302
S10576	0.5744	0.0	0.0742	0.3515
S10578	0.4738	0.0162	0.1433	0.3668
S10579	0.4778	0.0272	0.0587	0.4364
S10582	0.4308	0.0821	0.1387	0.3484
S1059	0.3949	0.1184	0.1232	0.3635
S10599	0.4662	0.0	0.1752	0.3587
S10611	0.417	0.0	0.1374	0.4456
S10614	0.4724	0.031	0.1748	0.3217
S10624	0.3248	0.0197	0.218	0.4376
S10632	0.455	0.0751	0.0822	0.3876
S10634	0.4086	0.008	0.1264	0.457
S10638	0.3654	0.0	0.2178	0.4168
S10644	0.3306	0.0787	0.1845	0.4062
S10649	0.5466	0.0091	0.0452	0.3992
S10652	0.496	0.1026	0.1129	0.2885
S10654	0.385	0.1117	0.1628	0.3405
S10655	0.438	0.0576	0.1109	0.3935
S10656	0.3833	0.1331	0.0887	0.3949
S10657	0.3924	0.0	0.1339	0.4738
S10658	0.4197	0.0779	0.1061	0.3964
S10660	0.2623	0.208	0.153	0.3767
S10661	0.355	0.0249	0.0963	0.5239
S10676	0.3828	0.0457	0.2456	0.3259
S1068	0.3228	0.0376	0.2092	0.4305
S10681	0.4955	0.0385	0.0942	0.3718
S10686	0.4033	0.0487	0.1489	0.3991
S10688	0.3224	0.0011	0.1326	0.5438
S10690	0.3668	0.2069	0.1755	0.2508
S10698	0.3465	0.1092	0.18	0.3643
S107	0.4163	0.1235	0.0744	0.3859
S10703	0.3123	0.0998	0.1878	0.4001
S10726	0.3887	0.0	0.1037	0.5076
S10729	0.3696	0.0017	0.16	0.4685
S10733	0.4015	0.0346	0.1706	0.3933
S10734	0.3405	0.0	0.147	0.5125
S10735	0.3992	0.0146	0.1068	0.4793
S10740	0.3968	0.0	0.2299	0.3733
S10745	0.4868	0.0678	0.2033	0.2421
S10748	0.3446	0.0026	0.1319	0.5208
S10753	0.3548	0.0	0.1813	0.4639
S10756	0.3882	0.0555	0.1547	0.4017
S10757	0.2788	0.0362	0.1349	0.55
S1076	0.3924	0.0257	0.1712	0.4107
S10764	0.3889	0.0395	0.0918	0.4797
S10767	0.3151	0.1311	0.1261	0.4277
S10776	0.4568	0.0346	0.1724	0.3363
S10778	0.4811	0.0	0.1051	0.4138
S10784	0.492	0.0033	0.1754	0.3293
S10787	0.3795	0.0952	0.1313	0.3941
S10800	0.3975	0.1745	0.1	0.328
S10805	0.3757	0.0161	0.1323	0.476
S10813	0.3982	0.114	0.1805	0.3072
S10814	0.4674	0.0416	0.0517	0.4393
S10815	0.4313	0.0135	0.1	0.4553
S10817	0.378	0.0215	0.0666	0.5339
S1083	0.3483	0.0634	0.1939	0.3944
S10835	0.3257	0.0	0.2973	0.377
S10838	0.4195	0.0536	0.1133	0.4136
S10844	0.4169	0.029	0.066	0.4882
S10845	0.397	0.0128	0.1942	0.396
S10846	0.3126	0.1219	0.1193	0.4463
S10853	0.5059	0.0	0.1407	0.3533
S10854	0.3028	0.0	0.183	0.5142
S10865	0.3436	0.1104	0.1835	0.3624
S10866	0.3974	0.0644	0.1718	0.3664
S10869	0.4534	0.0867	0.2251	0.2349
S10873	0.3726	0.1174	0.1215	0.3885
S10876	0.3201	0.0314	0.211	0.4374
S10883	0.4433	0.0253	0.1729	0.3585
S10885	0.4077	0.0	0.1407	0.4516
S10893	0.4861	0.0	0.1665	0.3475
S10895	0.4211	0.1349	0.1792	0.2646
S10902	0.3914	0.0052	0.0823	0.5212
S10903	0.4748	0.0555	0.079	0.3907
S1092	0.4726	0.0	0.1628	0.3647
S10925	0.364	0.0095	0.2086	0.4179
S10927	0.4156	0.0	0.1488	0.4356
S10936	0.2977	0.1382	0.1643	0.3997
S10945	0.4522	0.0674	0.1931	0.2874
S10947	0.4187	0.0287	0.0608	0.4917
S10949	0.4039	0.1209	0.0742	0.4009
S1095	0.3879	0.0426	0.1111	0.4584
S10961	0.4375	0.1025	0.1118	0.3482
S10969	0.3631	0.0728	0.1491	0.4151
S10972	0.3773	0.1654	0.1497	0.3075
S10973	0.4697	0.0243	0.1324	0.3737
S10978	0.4428	0.119	0.0906	0.3476
S10979	0.3318	0.0699	0.1469	0.4514
S10986	0.4246	0.009	0.1373	0.4291
S10989	0.4401	0.0	0.1104	0.4494
S10995	0.3954	0.0	0.1754	0.4293
S11005	0.3562	0.0549	0.1473	0.4415
S11008	0.4167	0.0027	0.0872	0.4933
S11010	0.3866	0.034	0.1289	0.4505
S11013	0.3517	0.097	0.1683	0.383
S11016	0.369	0.0367	0.2054	0.3889
S11017	0.3568	0.0334	0.271	0.3388
S11020	0.4234	0.0969	0.1968	0.2828
S11027	0.4566	0.032	0.1597	0.3516
S11035	0.4876	0.0	0.097	0.4155
S11041	0.4376	0.01	0.1115	0.441
S1106	0.4117	0.1274	0.109	0.352
S11071	0.2594	0.1756	0.1765	0.3885
S11076	0.4078	0.0684	0.0875	0.4363
S11078	0.4782	0.0281	0.1162	0.3776
S11081	0.3526	0.1105	0.1585	0.3784
S11086	0.468	0.1104	0.0607	0.3609
S1109	0.3939	0.0775	0.2455	0.283
S11096	0.464	0.0211	0.1521	0.3629
S11100	0.3795	0.0	0.1054	0.5151
S11107	0.4714	0.0	0.0953	0.4333
S11109	0.4568	0.0087	0.1358	0.3986
S1111	0.2771	0.2258	0.1318	0.3655
S11119	0.4206	0.0398	0.0818	0.4578
S11127	0.3607	0.1062	0.1402	0.393
S11136	0.3621	0.0	0.0862	0.5517
S11147	0.4848	0.0	0.0793	0.4359
S11150	0.4982	0.0	0.0621	0.4396
S11152	0.3979	0.0227	0.1585	0.4209
S1116	0.3302	0.0157	0.0773	0.5767
S11163	0.3571	0.006	0.0653	0.5716
S11164	0.4869	0.0	0.1569	0.3561
S11166	0.3018	0.0617	0.166	0.4704
S11173	0.4046	0.0325	0.1326	0.4303
S11174	0.3816	0.03	0.1515	0.4368
S11182	0.4042	0.0066	0.0894	0.4998
S11188	0.4428	0.0582	0.1912	0.3079
S11189	0.4175	0.006	0.1413	0.4353
S1119	0.2803	0.0378	0.1897	0.4922
S11195	0.321	0.0242	0.1419	0.5129
S11197	0.385	0.0	0.0506	0.5644
S11198	0.526	0.0597	0.1854	0.2289
S11211	0.33	0.1026	0.185	0.3824
S11214	0.3702	0.0292	0.1691	0.4315
S11216	0.4092	0.0445	0.1421	0.4043
