	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.059395739468	0.0	0.192642864573	0.595166309183	0.0990335001427	0.0400126899982
mix_2	0.0322392894264	0.0	0.155270226957	0.713027726166	0.0145115773922	0.0459791539082
mix_3	0.271057448978	0.187048846247	0.156363264669	0.159063220046	0.0358290626837	0.190638157377
mix_4	0.28498485297	0.042047771158	0.180717884674	0.297605850456	0.0366513291241	0.157992311617
mix_5	0.221588418461	0.0	0.291595741815	0.273971265999	0.0850188621765	0.127825711549
mix_6	0.184658418058	0.0119475653994	0.211583171148	0.440220486948	0.028327899938	0.123262458509
mix_7	0.353990923361	0.0322901065227	0.201085489006	0.183362553197	0.0595609150328	0.16971001288
mix_8	0.28255928013	0.0872845724612	0.0361937017973	0.452882174328	0.0	0.141080271283
mix_9	0.100082600244	0.0287957121565	0.228571607524	0.463060015676	0.107792688328	0.0673385402852
mix_10	0.390969122862	0.0930486699165	0.079307326202	0.238472670526	0.0	0.198202210494
mix_11	0.0753763466894	0.0368896037813	0.129339969161	0.653814583535	0.0240430596625	0.0527501549998
mix_12	0.0369383023309	0.0564368065539	0.174175854557	0.6041584046	0.00781602414753	0.10348395979
mix_13	0.408550475095	0.0	0.18918047296	0.173766964401	0.0705656991138	0.157936388431
mix_14	0.41696959433	0.0416772276586	0.123915012871	0.216117622933	0.0	0.201320542208
mix_15	0.345371266576	0.0	0.242743350629	0.0989806726829	0.21033261307	0.102572097042
mix_16	0.272530458032	0.122573222033	0.148147108296	0.257054970038	0.0175374367032	0.182156804898
mix_17	0.54579702026	0.0811322073816	0.1212521634	0.00410857148414	0.0	0.247710037474
mix_18	0.0652532312615	0.00919941475352	0.107302185565	0.719061522815	0.0	0.0576222108993
mix_19	0.258610279983	0.0	0.185529596104	0.397979684911	0.014635652181	0.143244786821
mix_20	0.212777270399	0.10428118966	0.356060505281	0.0392965170348	0.0682819849214	0.219302532703
mix_21	0.324160362775	0.0576520860554	0.192333225525	0.226877566634	0.000237750569772	0.198739008442
mix_22	0.290689046307	0.0	0.188955104237	0.326741797137	0.0929665084131	0.100647543906
mix_23	0.328719780709	0.0835498575532	0.079924981035	0.348870020941	0.0	0.158935359762
mix_24	0.0113134902385	0.0	0.116345287636	0.772026121114	0.0547404640403	0.00786136583846
mix_25	0.103891454259	0.194574353944	0.0818410930781	0.473988760024	0.0	0.145704338695
mix_26	0.101517702523	0.110850325746	0.355207146576	0.0467449359049	0.255420028469	0.130259860781
mix_27	0.278956261527	0.0	0.054740304303	0.46033437397	0.0983060302098	0.10766302999
mix_28	0.295891569628	0.132061962307	0.256673686374	0.0361974819455	0.0688400912047	0.21033520854
mix_29	0.172101071879	0.0413435131896	0.208325081251	0.411825326098	0.061777020384	0.104627987198
mix_30	0.227140959806	0.0340861065568	0.188326178874	0.38138576588	0.034256934668	0.134804054215
mix_31	0.170733449941	0.130522143781	0.115461497263	0.439018518839	0.0153274898819	0.128936900294
mix_32	0.233370628442	0.0695052732884	0.196967766957	0.308417527714	0.0388474904296	0.152891313169
mix_33	0.229043838527	0.0498892435684	0.135030702233	0.42548691335	0.0297606968923	0.130788605429
