	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.1060240172	0.00689078583153	0.237370325059	0.0135328195439	0.334559684855	0.037190314632	0.135806733322
B	0.106716577534	0.00685219203236	0.237638816449	0.0134778140589	0.334762796015	0.0371243224233	0.137097650867
C	0.0894038830443	0.00591404613072	0.22807067213	0.0123496277642	0.372788728048	0.0372185139249	0.137906076613
D	0.0930428061075	0.00595986464465	0.22953182394	0.0128214439859	0.373032437316	0.0367197652936	0.14127901823
E	0.0925200755953	0.00611866744827	0.241063303491	0.0126941717264	0.349377267486	0.0437508252874	0.137051523857
F	0.0967310233737	0.00681662514105	0.291714283369	0.0142103216688	0.289826915667	0.0304405672059	0.14105684271
G	0.110390933492	0.00754829481724	0.223860330185	0.0162374475051	0.328119961031	0.0330273713701	0.143794945265
H	0.103148584452	0.00815179529547	0.212356137788	0.0138244699907	0.338339387012	0.0329129619378	0.144220705743
I	0.106071554204	0.00819373117652	0.214617965608	0.013922713945	0.340168786677	0.0331837896768	0.141904264691
J	0.0882609399305	0.00431792526832	0.214284788307	0.0126433860815	0.389115619246	0.0272298147845	0.143872249779
K	0.0884919944924	0.00410802896172	0.232022945308	0.0114496977679	0.363312399705	0.045048178823	0.136537368794
L	0.0876013123754	0.00564205015429	0.214724634662	0.0118132101656	0.381306477081	0.0282413427421	0.143826323973
