	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.152670448283	0.224990380057	0.0	0.14811981119	0.0	0.199908793584	0.249074470074
B	0.153586942585	0.221306083056	0.0	0.151014088225	0.0	0.202802699704	0.248190467932
C	0.105746218185	0.0	0.0	0.0993025996867	0.0483532297419	0.434480113449	0.267760137482
D	0.114240203028	0.0	0.0	0.0964716129578	0.0340394580266	0.442806567477	0.262917675996
E	0.0758482654679	0.000926615163313	0.0	0.140794119572	0.0	0.461616304144	0.282572590584
F	0.0713771369027	0.0731535371595	0.379010924507	0.151044301216	0.0	0.0766242439255	0.215541567951
G	0.160217661125	0.284001319484	0.0	0.267237785147	0.0	0.0139499497269	0.239928994929
H	0.116890327664	0.521703831085	0.0	0.11093163997	0.0	0.0	0.210527225215
I	0.116989182272	0.528138844511	0.0	0.110371416256	0.0	0.0	0.20390928297
J	0.111401383336	0.0	0.0	0.0544891057737	0.154233061125	0.356332554818	0.27653012211
K	0.0815423029867	0.0	0.0	0.0435154801693	0.0	0.555543255552	0.267132188234
L	0.0661397169301	0.0	0.0	0.0990085857625	0.0746212412146	0.349439021336	0.34963357109
