	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.1254	0.1492	0.3313	0.3173	0.0769	0
Mix_2	0.3292	0.2545	0.2481	0.1024	0.0588	0
Mix_3	0.0895	0.1227	0.3923	0.1104	0.285	0
Mix_4	0.1444	0.2184	0.3872	0.0558	0.1942	0
Mix_5	0.4739	0.0871	0.3591	0.0019	0.0671	0
Mix_6	0.2292	0.0341	0.2381	0.3721	0.1264	0
Mix_7	0.2089	0.2845	0.218	0.0205	0.268	0
Mix_8	0.3035	0.3321	0.0203	0.1933	0.1479	0
Mix_9	0.2812	0.1907	0.2902	0.093	0.1436	0
Mix_10	0.3661	0.0546	0.1999	0.1975	0.1776	0
Mix_11	0.2442	0.3981	0.2553	0.0432	0.0566	0
Mix_12	0.0508	0.1615	0.3462	0.2654	0.1761	0
Mix_13	0.4179	0.137	0.2017	0.055	0.1796	0
Mix_14	0.0905	0.2391	0.3922	0.0016	0.2766	0
Mix_15	0.1522	0.4078	0.1572	0.0793	0.2035	0
Mix_16	0.2858	0.2623	0.0958	0.137	0.219	0
Mix_17	0.1867	0.3141	0.1537	0.0629	0.2822	0
Mix_18	0.1584	0.5508	0.0579	0.0927	0.1403	0
Mix_19	0.1031	0.0669	0.3256	0.2795	0.2249	0
Mix_20	0.3237	0.173	0.1384	0.1925	0.1691	0
Mix_21	0.2928	0.146	0.0884	0.2847	0.185	0
Mix_22	0.1073	0.096	0.2525	0.3389	0.2054	0
Mix_23	0.4463	0.2438	0.1446	0.0855	0.0706	0
Mix_24	0.0182	0.4881	0.0219	0.1745	0.2973	0
Mix_25	0.4074	0.1921	0.1626	0.0064	0.2243	0
Mix_26	0.277	0.3105	0.0893	0.0444	0.2782	0
Mix_27	0.3385	0.1176	0.0	0.231	0.3122	0
Mix_28	0.2314	0.1833	0.1992	0.2445	0.1417	0
Mix_29	0.3387	0.2787	0.0729	0.0423	0.265	0
Mix_30	0.1998	0.1218	0.4049	0.0039	0.2693	0
Mix_31	0.3074	0.2437	0.1358	0.1186	0.1945	0
Mix_32	0.1546	0.4986	0.0401	0.1556	0.1506	0
Mix_33	0.0961	0.3368	0.1514	0.1739	0.2419	0
Mix_34	0.2697	0.0492	0.2132	0.3201	0.1407	0
Mix_35	0.2133	0.2658	0.3602	0.0499	0.1096	0
Mix_36	0.28	0.1988	0.2333	0.0881	0.1995	0
Mix_37	0.1086	0.1081	0.4271	0.1207	0.2355	0
Mix_38	0.0637	0.2447	0.3031	0.2312	0.1572	0
Mix_39	0.3842	0.1713	0.0381	0.3091	0.0878	0
Mix_40	0.2393	0.0891	0.4152	0.0588	0.1976	0
Mix_41	0.1906	0.1191	0.4912	0.1165	0.0825	0
Mix_42	0.2811	0.3445	0.0292	0.0593	0.286	0
Mix_43	0.3267	0.0585	0.2607	0.1894	0.1628	0
Mix_44	0.0993	0.178	0.4095	0.2181	0.095	0
