	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0293040002428	0.44685520053	0.143152323288	0.167107935142	0.109087156655	0.0462930210055
mix_2	0.0193046005634	0.417792140897	0.167441184222	0.210950004926	0.0540676198885	0.0501217599031
mix_3	0.0707478414859	0.669094499443	0.125918791627	0.0392387085991	0.051332400588	0.0299479698832
mix_4	0.101525145428	0.548095092505	0.153182381943	0.080755910423	0.0589231015284	0.0343407729474
mix_5	0.0648708168166	0.49946363294	0.234987029929	0.0592843660214	0.0901607940577	0.0289804604721
mix_6	0.0628229294262	0.506207492827	0.20580304872	0.101252063213	0.0586248460856	0.0328183017116
mix_7	0.128434286905	0.53703394765	0.151832327586	0.0523183653471	0.079667662694	0.034629339558
mix_8	0.141172305274	0.512727062492	0.0921693737302	0.149211684593	0.00709107327855	0.0451871801667
mix_9	0.0316700734025	0.506607249484	0.156640371166	0.113206792441	0.109211084196	0.0404404242366
mix_10	0.143884260903	0.529863053522	0.204907856622	0.0627032073513	0.00801848902722	0.0303140058561
mix_11	0.0413899551858	0.480336819119	0.0868762409153	0.205077791867	0.0542710867738	0.054617372357
mix_12	0.0136957715223	0.515057835622	0.203270498994	0.134778556487	0.0409184752098	0.04075534703
mix_13	0.180130882273	0.477840691881	0.131061987298	0.0587212847803	0.0934144675897	0.033803757244
mix_14	0.153686481928	0.4852209134	0.233949098993	0.0570426835369	0.0211630246609	0.0288883161086
mix_15	0.125102610173	0.430881162362	0.226131246505	0.030225976267	0.143990640167	0.0324071919771
mix_16	0.0835693596986	0.605037365129	0.15182613589	0.0636968497963	0.0415659397971	0.0337347168987
mix_17	0.189557931751	0.529587951811	0.224334140462	0.00711957358203	0.0144710002826	0.0282121618471
mix_18	0.0408309860945	0.403621012569	0.1488913459	0.228107196211	0.0299606964942	0.0566637337312
mix_19	0.0946401551037	0.472408314423	0.214199603508	0.105119420438	0.0417422041891	0.0354263651002
mix_20	0.0333555314244	0.572446413198	0.306958823523	0.00639490552886	0.052250856672	0.0241522995425
mix_21	0.0954946739339	0.532276453577	0.242804410402	0.0506581114765	0.0313685152728	0.027226831923
mix_22	0.12295696526	0.424639780927	0.187556762311	0.0959370009912	0.102162933255	0.0378122161087
mix_23	0.14065971872	0.528254182175	0.120800987426	0.107263586166	0.027170636333	0.03785342151
mix_24	0.0193932588173	0.328921726136	0.116401266708	0.284886528787	0.0900500417076	0.06116229095
mix_25	0.0262911901738	0.599800471659	0.18897739709	0.101881527014	0.0120759878345	0.0369270819701
mix_26	0.0219228378181	0.609687765901	0.168289764462	0.0111972354365	0.152515020047	0.0304041216053
mix_27	0.206370864682	0.249869761647	0.0636472354061	0.217196718029	0.132723138243	0.0577085918433
mix_28	0.063692481758	0.604403366577	0.228225052177	0.00962259257703	0.0623995249575	0.0259111691153
mix_29	0.0648444408038	0.523979159322	0.161633114176	0.102706996086	0.0754634753057	0.0381709608524
mix_30	0.0808173902007	0.513903144762	0.179921292998	0.0969816058619	0.0580113055982	0.0371422496513
mix_31	0.057854422005	0.611751510038	0.0991633848763	0.111143471185	0.0409952992822	0.0389160371583
mix_32	0.067127105495	0.568333726426	0.177856052569	0.0703486586125	0.0581208461249	0.0338279889394
mix_33	0.104178473425	0.519672499487	0.0802694810838	0.139416404076	0.0646657461562	0.043973964243
mix_34	0.0190063629855	0.459063458188	0.138444709718	0.183663137297	0.0841194589832	0.0488933777429
mix_35	0.0498635842889	0.46993344378	0.233430049322	0.114810448625	0.0601519575617	0.0327404474623
