	Neutrophils	Lymphocyte	Monocytes	Other
S10001	7.673616	26.73903	7.313074	91.430762
S10006	7.621446	27.098278	7.155312	91.481084
S1001	7.563788	27.617178	7.364644	92.026242
S10010	8.01016	27.243066	7.551326	91.885794
S10011	7.589428	27.028206	7.373794	91.402156
S10014	7.56761	26.957448	7.206642	91.077816
S10026	7.77351	28.122222	7.382578	91.833854
S10032	7.762404	27.656172	7.647558	92.409136
S10036	7.477238	27.0509	7.044378	90.406492
S10042	7.815512	27.84004	7.480878	92.789788
S10044	7.895574	28.492176	7.449394	93.261892
S10049	7.79792	28.270982	7.397156	92.830094
S10057	7.110364	26.113176	6.943918	90.002208
S10062	7.773598	27.84392	7.583576	92.792026
S10066	7.952446	26.84581	7.498116	91.783306
S10067	7.612576	28.223048	7.31772	92.026024
S1007	7.488086	26.789954	7.255936	91.506912
S10073	7.785478	28.268964	7.39884	92.917992
S10077	7.609158	26.821872	7.406312	91.792362
S10080	7.770226	27.361306	7.499618	92.889334
S10082	7.767496	28.026374	7.46352	92.441962
S10087	7.771758	28.218874	7.503368	92.525986
S10089	7.602856	26.678236	7.168264	90.35795
S1009	7.490758	27.91954	7.344762	92.88052
S10090	7.61418	26.497348	7.110052	90.080468
S10093	7.356946	26.232434	7.092912	91.005868
S10094	7.930882	27.69834	7.624614	92.683686
S1010	7.617328	27.329294	7.481392	92.679924
S10111	7.752962	28.342654	7.418358	92.952026
S10116	7.244208	27.402478	7.244024	91.88589
S10119	7.532932	27.73908	7.341542	91.762322
S10121	7.696358	27.456708	7.365378	91.037988
S10130	7.774248	26.846926	7.378218	91.33543
S10140	8.020318	27.576702	7.512368	92.105548
S10142	7.475044	27.987992	7.318268	91.901556
S10150	7.842778	26.178844	7.316152	90.731804
S10155	7.645272	27.886808	7.41142	92.465596
S1016	7.542046	26.786778	7.183484	90.326618
S10163	7.64955	26.739506	7.378446	92.441824
S10167	7.513064	27.313232	7.19764	91.992552
S10168	7.541402	27.928936	7.246542	91.701218
S10173	7.48178	28.054582	7.30408	91.911718
S10175	7.749302	27.481418	7.331458	91.536564
S10179	7.726172	28.99561	7.447786	94.322066
S10186	7.245338	28.202464	7.29742	92.147002
S1019	7.542828	27.512664	7.29073	91.607822
S10190	7.685688	28.786854	7.515796	93.471236
S10195	7.773776	27.078164	7.33448	91.90613
S10196	7.854358	28.03561	7.495252	93.333928
S10200	7.776324	27.30183	7.424408	91.505622
S10201	7.936816	26.057696	7.268082	90.108024
S10202	7.587288	27.0616	7.407462	91.256792
S10205	7.944728	28.388882	7.425026	92.926102
S10211	7.377526	26.731782	7.191444	90.777336
S10221	7.772364	28.272488	7.385708	93.730232
S10222	7.68734	26.66543	7.16093	90.29741
S10226	7.840874	27.798334	7.395402	91.600874
S10227	7.773414	26.995374	7.398956	91.765102
S10228	7.730594	27.578064	7.251448	91.719264
S10232	7.172984	27.11957	6.990186	91.121438
S10248	7.658196	28.054146	7.219124	91.415582
S10249	7.834988	26.789496	7.721514	91.964356
S1025	7.648182	28.19319	7.440298	92.514318
S10266	7.71987	26.590396	7.429618	91.373974
S10269	7.715044	27.099944	7.223488	90.830812
S10272	7.717918	26.885306	7.15189	90.436652
S10273	7.805794	27.385042	7.286062	91.41427
S10274	7.7689	27.498474	7.343738	92.155232
S1028	7.770454	28.122936	7.329604	91.998686
S10280	7.831536	28.582758	7.74193	94.505828
S10283	7.678302	28.692724	7.555122	93.20835
S1029	7.623526	27.586496	7.318322	91.96707
S10292	7.411922	27.4516	7.117116	91.39507
S10294	7.534088	28.208216	7.205498	92.16749
S10302	7.565844	27.447236	7.37989	91.889174
S10303	7.58596	27.225348	7.378784	91.105804
S10323	7.633468	27.118254	7.34458	91.651688
S10326	7.787314	27.677846	7.484984	91.788008
S10328	7.70853	27.960744	7.366704	92.208018
S10329	7.675536	28.039496	7.448548	92.590512
S10336	7.65313	27.091188	7.388128	91.37291
S10340	7.726686	27.578358	7.302932	91.520608
S10347	7.331008	25.865844	7.20064	90.046956
S10353	7.595216	27.428242	7.311006	91.543082
S10356	7.429262	26.86427	7.282184	91.10847
S10358	7.8543	27.364152	7.547538	92.133124
S10365	7.735354	27.00911	7.325932	90.732918
S1037	7.426398	28.27647	7.244062	92.445944
S10373	7.597002	27.876866	7.372746	92.719154
S10374	7.37417	26.746174	6.963932	89.784144
S10375	7.783442	27.626796	7.41475	93.178968
S10377	7.13058	26.349524	7.075528	91.486402
S10378	7.863336	28.625598	7.460092	93.196548
S10390	7.158638	25.601706	6.954332	89.071292
S10391	7.310038	26.59375	7.244676	91.256264
S10393	7.59133	27.83174	7.218752	91.675668
S10400	7.672916	26.808316	7.524292	91.927296
S10401	7.577546	26.951634	7.350068	91.560942
S10406	7.736292	26.494658	7.344634	90.818894
S10408	7.731578	27.272056	7.498786	92.530904
S10409	7.6963	28.37618	7.439198	93.458302
S10418	7.494754	25.174938	6.908578	88.867304
S10431	7.475906	26.994124	7.269408	90.997228
S10438	7.607972	27.412818	7.325594	92.208168
S10439	7.796548	27.946658	7.590576	93.307312
S10441	7.907894	27.275242	7.72508	92.73433
S10442	7.743942	27.472988	7.511954	92.586638
S1046	7.924534	27.081826	7.434586	91.656588
S10478	7.973536	26.37212	7.596532	91.207602
S10480	7.26251	27.232264	7.09741	90.76233
S10484	7.78314	26.894944	7.516518	91.847254
S10492	7.664548	28.470102	7.502694	94.627328
S10496	7.73498	28.702564	7.36516	92.721576
S10510	7.374368	26.932016	7.14725	90.17493
S10513	7.720872	27.308128	7.551234	91.768506
S10516	7.59226	26.98839	7.464678	91.306966
S10534	7.688974	27.877754	7.45971	91.849024
S10535	7.46919	28.075564	7.291154	91.565852
S10537	7.814278	27.821978	7.615722	92.976174
S1054	7.368372	26.929476	7.22708	91.220684
S10543	7.760926	27.76943	7.241494	92.056262
S10546	7.415412	26.949492	7.057196	90.379918
S1055	7.692758	26.251482	7.38045	90.330008
S10551	7.502722	26.602694	7.333402	90.772004
S10552	7.661342	26.137604	7.297478	90.645982
S10555	7.737544	28.709138	7.390762	93.556434
S10559	7.699878	27.344334	7.455764	91.566418
S1056	7.69389	28.00663	7.414178	92.260584
S10563	7.85188	27.255212	7.528054	92.266444
S10574	7.70597	28.2345	7.468818	92.6156
S10576	7.715714	26.823628	7.219684	90.477258
S10578	7.690612	26.746848	7.312558	90.98549
S10579	7.841932	27.558046	7.235202	91.231856
S10582	7.904668	27.903884	7.439656	91.81561
S1059	7.831858	27.784224	7.437674	92.69511
S10599	7.895178	27.85463	7.551902	92.450662
S10611	7.785634	27.546216	7.424074	91.510532
S10614	7.948894	27.096782	7.532006	91.685474
S10624	7.591708	27.209452	7.455694	91.418284
S10632	7.453792	26.301256	7.10941	89.889954
S10634	7.673174	27.78889	7.213344	91.378364
S10638	7.609298	27.41206	7.541136	92.589054
S10644	7.583718	28.090574	7.483934	92.701086
S10649	8.058332	27.291356	7.249802	91.10435
S10652	7.792062	26.940572	7.271534	90.67457
S10654	7.733058	28.172988	7.501796	92.228954
S10655	7.71282	27.492924	7.30003	91.311838
S10656	7.925468	29.091528	7.44961	93.80748
S10657	7.475626	26.588958	7.236976	91.618428
S10658	7.936502	28.731104	7.475504	93.186458
S10660	7.177754	27.324152	7.210084	91.234248
S10661	7.640876	28.081498	7.3037	92.223186
S10676	7.898324	27.995344	7.654272	92.64778
S1068	7.710544	27.98343	7.45991	92.346042
S10681	7.419616	26.69208	7.097272	90.153788
S10686	7.469622	26.38476	7.234814	90.139342
S10688	7.746328	28.190138	7.51238	92.946678
S10690	7.497122	26.823164	7.331454	91.343644
S10698	7.499694	27.926236	7.365956	91.480074
S107	7.73689	28.124606	7.37121	92.684336
S10703	7.613836	28.164226	7.388886	92.029014
S10726	7.580358	27.570332	7.315992	92.255454
S10729	7.594004	26.975464	7.494756	92.476028
S10733	7.816238	28.018732	7.473872	92.225998
S10734	7.328208	27.172552	7.344092	92.20972
S10735	7.602232	27.308848	7.263796	91.643162
S10740	7.809076	26.988126	7.709188	92.85897
S10745	7.957898	27.23138	7.584392	91.530238
S10748	7.500394	27.05751	7.317036	91.669672
S10753	7.850906	27.899408	7.731136	93.942356
S10756	7.742356	28.05101	7.42094	92.15154
S10757	7.45807	28.61258	7.350428	93.247086
S1076	7.720202	27.669978	7.546356	92.339324
S10764	7.480062	26.571818	7.324012	91.53612
S10767	7.456156	27.981312	7.260838	92.846068
S10776	7.96882	27.692626	7.61324	92.104586
S10778	7.987266	27.834678	7.531392	93.009102
S10784	8.084976	27.12875	7.653576	91.69308
S10787	7.54835	27.083846	7.32568	91.389472
S10800	7.764514	27.99754	7.287484	91.947282
S10805	7.782372	26.97899	7.431174	91.969604
S10813	7.755494	27.454614	7.43056	91.30875
S10814	7.30597	26.072906	6.975286	89.445232
S10815	7.848574	27.80686	7.335766	92.02075
S10817	7.344538	27.093654	7.106482	91.01902
S1083	7.711788	28.139532	7.51235	92.38414
S10835	7.598936	27.121028	7.519268	91.892314
S10838	7.773316	27.953906	7.35321	91.782702
S10844	7.574304	27.294188	7.20266	90.532556
S10845	7.849536	27.498826	7.483428	91.737506
S10846	7.427334	28.18899	7.26634	92.36547
S10853	7.745266	26.764856	7.291018	90.7303
S10854	7.569204	28.183636	7.3905	92.523198
S10865	7.727882	27.458482	7.53892	92.102796
S10866	7.731236	27.83155	7.494888	92.25258
S10869	8.02342	27.17235	7.657502	92.073614
S10873	7.701928	26.933362	7.30773	91.492202
S10876	7.734668	28.395994	7.581752	92.828644
S10883	7.692472	27.236848	7.356056	91.97179
S10885	7.642474	27.123518	7.425904	92.624424
S10893	7.712226	27.30419	7.363352	91.137316
S10895	7.885938	27.359458	7.566006	92.097868
S10902	7.471854	27.304172	7.13171	91.097646
S10903	7.672666	27.23147	7.391964	92.798662
S1092	8.055	27.521142	7.500298	91.563062
S10925	7.627532	27.383654	7.399586	91.785482
S10927	7.899108	27.481142	7.638018	92.674404
S10936	7.71847	28.412598	7.451824	93.3211
S10945	8.005964	27.61229	7.69676	92.717784
S10947	7.34126	26.142784	7.032014	90.12872
S10949	7.668006	28.199812	7.238734	92.644524
S1095	7.457228	26.051604	7.144742	90.511662
S10961	7.836482	27.153392	7.296614	91.483122
S10969	7.667542	28.152256	7.44159	92.19249
S10972	7.647414	27.27302	7.313796	91.53284
S10973	7.919324	27.239068	7.461144	92.257024
S10978	7.928536	27.841338	7.391272	91.929992
S10979	7.706286	27.73498	7.44073	92.625056
S10986	7.65331	26.6399	7.295508	90.862572
S10989	7.709658	27.69504	7.348074	91.39004
S10995	7.886144	28.282194	7.49996	92.795816
S11005	7.552812	27.50452	7.322158	92.054478
S11008	7.794786	27.416688	7.333842	91.835598
S11010	7.220918	26.732476	6.921286	89.709982
S11013	7.7713	27.530772	7.478714	91.829116
S11016	7.702414	28.052358	7.52767	93.028616
S11017	7.684308	27.396642	7.59276	92.334424
S11020	7.771018	27.334952	7.593168	92.647786
S11027	7.890892	27.522974	7.473228	92.228608
S11035	7.706746	27.329624	7.22001	90.936376
S11041	7.698782	27.395212	7.239908	90.96812
S1106	7.780478	27.878584	7.36271	92.014054
S11071	7.474714	28.60544	7.353974	92.763606
S11076	7.692462	27.319268	7.32638	91.539052
S11078	7.89042	27.397892	7.42614	91.489614
S11081	7.627296	27.427902	7.499174	92.055256
S11086	7.688596	27.060946	7.254056	91.310244
S1109	7.960868	28.100606	7.764112	93.657806
S11096	7.945866	27.263826	7.598772	92.163594
S11100	7.575716	27.002734	7.242926	90.60677
S11107	7.859166	27.246088	7.369048	91.55618
S11109	7.77315	26.769846	7.306934	91.112228
S1111	7.548142	28.652566	7.318904	93.078072
S11119	7.679834	27.161044	7.207634	90.98804
S11127	7.613042	28.11571	7.378982	92.988618
S11136	7.40488	26.487512	7.074324	90.4074
S11147	7.844846	27.507568	7.372804	91.939454
S11150	7.942372	27.207162	7.281286	91.524418
S11152	7.70759	27.06422	7.401306	91.358338
S1116	7.744022	28.667636	7.379056	94.182918
S11163	7.717708	28.099146	7.305918	92.094756
S11164	7.778084	26.861296	7.451972	91.215244
S11166	7.016264	25.29797	6.935076	89.080746
S11173	7.823256	27.991164	7.310106	92.05379
S11174	7.394114	27.461008	7.20763	90.711774
S11182	7.878114	28.41868	7.400418	93.01007
S11188	7.903902	27.816652	7.513434	92.011252
S11189	7.83159	28.23446	7.524736	92.304988
S1119	7.385642	28.094554	7.340354	91.96172
S11195	7.736038	28.329838	7.586474	93.766476
S11197	7.413768	26.883994	6.961324	90.441536
S11198	8.097596	26.854134	7.626942	91.631024
S11211	7.593766	26.85982	7.48083	91.92092
S11214	7.531734	27.84468	7.30643	91.918298
S11216	7.870868	27.574406	7.50629	92.647238
S11224	7.750454	27.536718	7.324672	91.296834
S11236	7.739044	27.69133	7.48634	91.694704
S11241	7.527954	26.981928	7.144536	90.833104
S11243	7.582652	27.049978	7.351172	91.10627
S11245	7.455352	26.398184	7.229544	90.48538
S11249	7.45517	26.783506	7.240034	90.084586
S11274	7.112806	25.43065	7.005264	89.65153
S11280	7.59316	27.80732	7.440796	92.70952
S11281	7.613374	27.366178	7.45794	91.96248
S11285	7.350348	26.455554	7.157912	90.597118
S11298	7.437268	27.16489	7.299798	92.05411
S11311	7.696094	27.69664	7.28412	92.01644
S11312	7.760764	27.347644	7.432216	92.293398
S11316	7.733068	27.96696	7.563066	92.512602
S1133	7.486168	26.72947	7.032586	90.43785
S11330	7.83073	27.750904	7.271036	91.451896
S11332	7.618102	28.350958	7.36846	92.509102
S11334	7.631044	27.629836	7.43668	91.711296
S11335	7.84351	27.237478	7.363646	91.379068
S11345	7.343706	26.032324	7.035732	90.742966
S11349	7.742414	27.99393	7.527354	93.584362
S1135	7.670344	27.335434	7.625004	92.167956
S11352	7.743448	26.36052	7.24487	91.024796
S11353	7.924786	27.256798	7.560164	91.694224
S11368	7.73411	27.436256	7.47934	92.202078
S11369	7.557472	26.959366	7.418488	91.42941
S11371	7.373278	27.15732	7.139634	91.261782
S11377	7.675882	26.699702	7.50583	91.404016
S11378	7.21412	26.997124	7.138052	90.498196
S11383	7.704272	28.672462	7.362176	93.2306
S11384	7.370146	27.923428	7.095096	91.810038
S11392	7.570786	27.326192	7.265308	91.745834
S1140	7.488728	26.4826	7.143278	90.206734
S11410	7.704914	27.321588	7.471514	92.41601
S11411	7.633584	28.30953	7.488804	93.627228
S11414	7.543334	26.86365	7.06347	90.715108
S11419	7.855946	27.728376	7.501882	92.29988
S11424	7.48949	27.575898	7.383646	92.544932
S11425	7.663594	27.78809	7.34756	91.846842
S11433	7.662596	27.410104	7.569426	93.509798
S11434	7.85932	28.208594	7.563446	93.13072
S11436	7.706788	27.168654	7.5345	92.440646
S11437	7.567354	28.21238	7.230742	92.566084
S11440	8.001344	26.625972	7.32692	90.802396
S11449	7.77949	28.361526	7.320568	91.649684
S11459	7.29676	26.610658	7.229054	90.64676
S11477	7.85603	27.654442	7.480324	92.038458
S11480	7.778814	27.07633	7.351632	91.20432
