	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.0	0.159398330999	0.0	0	0	0	0	0
mix_2	0.0	0.198943565205	0.0	0	0	0	0	0
mix_3	0.0	0.197235602347	0.0	0	0	0	0	0
mix_4	0.0	0.221281368258	0.0	0	0	0	0	0
mix_5	0.0	0.207920517077	0.0	0	0	0	0	0
mix_6	0.0	0.216761907795	0.0	0	0	0	0	0
mix_7	0.0	0.209046829704	0.0	0	0	0	0	0
mix_8	0.0	0.195119205327	0.0	0	0	0	0	0
mix_9	0.0	0.21065961101	0.0	0	0	0	0	0
mix_10	0.0	0.207622272398	0.0	0	0	0	0	0
mix_11	0.0	0.162436673017	0.0	0	0	0	0	0
mix_12	0.0	0.217452863981	0.0	0	0	0	0	0
mix_13	0.0	0.228149871571	0.0	0	0	0	0	0
mix_14	0.0	0.196183031561	0.0	0	0	0	0	0
mix_15	0.0	0.207532755838	0.0	0	0	0	0	0
mix_16	0.0	0.214433904294	0.0	0	0	0	0	0
mix_17	0.0	0.226868246152	0.0	0	0	0	0	0
mix_18	0.0	0.220380831394	0.0	0	0	0	0	0
mix_19	0.0	0.192888690671	0.0	0	0	0	0	0
mix_20	0.0	0.217522699929	0.0	0	0	0	0	0
mix_21	0.0	0.239082355852	0.0	0	0	0	0	0
mix_22	0.0	0.172217781257	0.0	0	0	0	0	0
mix_23	0.0	0.195879199257	0.0	0	0	0	0	0
mix_24	0.0	0.227927079818	0.0	0	0	0	0	0
mix_25	0.0	0.21848373616	0.0	0	0	0	0	0
mix_26	0.0	0.222881206769	0.0	0	0	0	0	0
mix_27	0.0	0.182952078051	0.0	0	0	0	0	0
mix_28	0.0	0.215594685107	0.0	0	0	0	0	0
mix_29	0.0	0.169179306596	0.0	0	0	0	0	0
mix_30	0.0	0.215546866953	0.0	0	0	0	0	0
mix_31	0.0	0.201720168518	0.0	0	0	0	0	0
mix_32	0.0	0.190464738511	0.0	0	0	0	0	0
mix_33	0.0	0.210607013882	0.0	0	0	0	0	0
mix_34	0.0	0.192658018297	0.0	0	0	0	0	0
mix_35	0.0	0.203456167653	0.0	0	0	0	0	0
mix_36	0.0	0.195020163794	0.0	0	0	0	0	0
mix_37	0.0	0.215979755973	0.0	0	0	0	0	0
mix_38	0.0	0.196124905953	0.0	0	0	0	0	0
mix_39	0.0	0.211612086894	0.0	0	0	0	0	0
mix_40	0.0	0.198802830341	0.0	0	0	0	0	0
mix_41	0.0	0.201672220526	0.0	0	0	0	0	0
mix_42	0.0	0.22505748739	0.0	0	0	0	0	0
mix_43	0.0	0.21642625473	0.0	0	0	0	0	0
mix_44	0.0	0.199519479166	0.0	0	0	0	0	0
mix_45	0.0	0.188415675768	0.0	0	0	0	0	0
mix_46	0.0	0.193342681661	0.0	0	0	0	0	0
mix_47	0.0	0.224316594712	0.0	0	0	0	0	0
mix_48	0.0	0.213945723315	0.0	0	0	0	0	0
mix_49	0.0	0.144453161673	0.0	0	0	0	0	0
mix_50	0.0	0.202277494188	0.0	0	0	0	0	0
mix_51	0.0	0.222556928049	0.0	0	0	0	0	0
mix_52	0.0	0.208402359746	0.0	0	0	0	0	0
mix_53	0.0	0.200577479192	0.0	0	0	0	0	0
mix_54	0.0	0.219474224175	0.0	0	0	0	0	0
mix_55	0.0	0.232963308827	0.0	0	0	0	0	0
mix_56	0.0	0.208527914572	0.0	0	0	0	0	0
mix_57	0.0	0.20475408879	0.0	0	0	0	0	0
mix_58	0.0	0.216842855967	0.0	0	0	0	0	0
mix_59	0.0	0.197386540228	0.0	0	0	0	0	0
mix_60	0.0	0.220396094326	0.0	0	0	0	0	0
mix_61	0.0	0.208236926674	0.0	0	0	0	0	0
mix_62	0.0	0.200203115723	0.0	0	0	0	0	0
mix_63	0.0	0.217083435597	0.0	0	0	0	0	0
mix_64	0.0	0.219442179705	0.0	0	0	0	0	0
mix_65	0.0	0.199836875878	0.0	0	0	0	0	0
mix_66	0.0	0.182085682538	0.0	0	0	0	0	0
mix_67	0.0	0.182901066568	0.0	0	0	0	0	0
mix_68	0.0	0.223367826876	0.0	0	0	0	0	0
mix_69	0.0	0.231064798523	0.0	0	0	0	0	0
mix_70	0.0	0.226668799873	0.0	0	0	0	0	0
mix_71	0.0	0.207273721334	0.0	0	0	0	0	0
mix_72	0.0	0.19914151571	0.0	0	0	0	0	0
mix_73	0.0	0.238858605285	0.0	0	0	0	0	0
mix_74	0.0	0.213841557349	0.0	0	0	0	0	0
mix_75	0.0	0.222714849475	0.0	0	0	0	0	0
mix_76	0.0	0.180613610944	0.0	0	0	0	0	0
mix_77	0.0	0.210792419594	0.0	0	0	0	0	0
mix_78	0.0	0.223439448308	0.0	0	0	0	0	0
mix_79	0.0	0.196492390616	0.0	0	0	0	0	0
mix_80	0.0	0.212434826143	0.0	0	0	0	0	0
mix_81	0.0	0.170075574672	0.0	0	0	0	0	0
mix_82	0.0	0.202409373802	0.0	0	0	0	0	0
mix_83	0.0	0.244522127089	0.0	0	0	0	0	0
mix_84	0.0	0.205364232412	0.0	0	0	0	0	0
mix_85	0.0	0.196001919746	0.0	0	0	0	0	0
mix_86	0.0	0.221091388875	0.0	0	0	0	0	0
mix_87	0.0	0.171741309049	0.0	0	0	0	0	0
mix_88	0.0	0.194622253631	0.0	0	0	0	0	0
mix_89	0.0	0.200017702253	0.0	0	0	0	0	0
mix_90	0.0	0.194400783287	0.0	0	0	0	0	0
mix_91	0.0	0.194854862657	0.0	0	0	0	0	0
mix_92	0.0	0.220579335165	0.0	0	0	0	0	0
mix_93	0.0	0.242870807779	0.0	0	0	0	0	0
mix_94	0.0	0.209164677126	0.0	0	0	0	0	0
mix_95	0.0	0.22203840622	0.0	0	0	0	0	0
mix_96	0.0	0.193498224832	0.0	0	0	0	0	0
mix_97	0.0	0.189122984673	0.0	0	0	0	0	0
mix_98	0.0	0.208177256042	0.0	0	0	0	0	0
mix_99	0.0	0.201642885579	0.0	0	0	0	0	0
mix_100	0.0	0.221238478378	0.0	0	0	0	0	0
