	Neutrophils	Lymphocyte	Monocytes	Other
S10001	0.1461565028	1.07670712953	0.071092228931	0
S10006	0.146731259329	1.07738417227	0.0646713597546	0
S1001	0.106809799855	1.12485405407	0.091993311533	0
S10010	0.162635596474	1.05168871656	0.110828251858	0
S10011	0.132162229942	1.10039267438	0.0662269146642	0
S10014	0.128641257889	1.09729545305	0.0737562179611	0
S10026	0.114109698801	1.15693274847	0.0680045831697	0
S10032	0.122452227743	1.11806428226	0.100848183744	0
S10036	0.144932404235	1.06216525527	0.0724196769041	0
S10042	0.139522272927	1.10771413588	0.0776344228031	0
S10044	0.125030145542	1.15699825581	0.0628842616672	0
S10049	0.103873496609	1.18768481027	0.049128759797	0
S10057	0.132305500798	1.04863607455	0.0507413959093	0
S10062	0.125090852892	1.11516368109	0.0874300291516	0
S10066	0.155186627197	1.0413205903	0.111104173972	0
S10067	0.0995477608156	1.1946917046	0.0395306948007	0
S1007	0.151593221217	1.08904187749	0.052586917501	0
S10073	0.114127483179	1.18451437912	0.047531228002	0
S10077	0.127302566378	1.12660075269	0.0510181444434	0
S10080	0.139199109807	1.10864676625	0.0609671032025	0
S10082	0.125004060161	1.16725531555	0.0425686259393	0
S10087	0.102389255373	1.17838761165	0.0620177763219	0
S10089	0.156915483434	1.03850586363	0.0823899555522	0
S1009	0.119355045573	1.14146595178	0.0632084689976	0
S10090	0.153036984014	1.05389649444	0.0700740269201	0
S10093	0.158674746732	1.02604307607	0.0616472331213	0
S10094	0.129572100838	1.1289486863	0.0736281223717	0
S1010	0.111456625217	1.11452085432	0.0764554069837	0
S10111	0.105905376999	1.17762632179	0.0634187113095	0
S10116	0.087592176381	1.15305199096	0.0511332125736	0
S10119	0.130034002412	1.13810248455	0.0398436680324	0
S10121	0.124181785169	1.11341124916	0.0779279605635	0
S10130	0.172403524409	1.04556420232	0.0670339032932	0
S10140	0.153934020526	1.0942843892	0.0948674801588	0
S10142	0.0898759557251	1.15755297978	0.0751039305293	0
S10150	0.194071785075	1.01667653397	0.0599878130387	0
S10155	0.126223949617	1.13420821927	0.0626654726221	0
S1016	0.136480799951	1.05945788983	0.0905865088119	0
S10163	0.115907412387	1.09460189392	0.0855378020496	0
S10167	0.127893033839	1.10253745553	0.0598915359254	0
S10168	0.0972384520114	1.17258002771	0.0577713644086	0
S10173	0.111210997138	1.17336723208	0.0358901458606	0
S10175	0.142528429881	1.11154069923	0.0639712688712	0
S10179	0.0861658223227	1.22942018882	0.0415690705446	0
S10186	0.0721647666387	1.20015461825	0.0526466755694	0
S1019	0.113366921544	1.1453318984	0.0530017679478	0
S10190	0.111227673291	1.17500101397	0.0545559658376	0
S10195	0.173354155877	1.06871771413	0.0595433534141	0
S10196	0.120446367365	1.15139753219	0.0587872722517	0
S10200	0.130667348454	1.08894534644	0.096464908118	0
S10201	0.193138119606	0.98924948087	0.090553947515	0
S10202	0.115557554156	1.09570979565	0.0902567642623	0
S10205	0.106061978166	1.17884689403	0.0614588298542	0
S10211	0.139224170557	1.05999292543	0.0767297881698	0
S10221	0.132993480058	1.12536890795	0.0729305424491	0
S10222	0.156376819874	1.04122181304	0.0891072790496	0
S10226	0.126671133883	1.14586373837	0.0559937762767	0
S10227	0.14238351001	1.10147390556	0.0629189620231	0
S10228	0.143169796867	1.09304062819	0.0828573087369	0
S10232	0.108221692606	1.13336091253	0.041251922458	0
S10248	0.115726735618	1.16350244218	0.0469526592786	0
S10249	0.143740168041	1.06409038726	0.11778775506	0
S1025	0.0923248903669	1.16152124062	0.076690548985	0
S10266	0.147555064486	1.0791760233	0.0528760835672	0
S10269	0.125437740948	1.09362348742	0.0806317005234	0
S10272	0.142128652776	1.07186917299	0.0690148748343	0
S10273	0.115438619505	1.1237212961	0.0835628312205	0
S10274	0.133827698931	1.10814113795	0.0607421642384	0
S1028	0.131175268606	1.15189613165	0.055106322631	0
S10280	0.110442751923	1.20632736142	0.0431383921717	0
S10283	0.0949007141541	1.19718590366	0.0617219014206	0
S1029	0.123076428058	1.11574732498	0.0745481753448	0
S10292	0.124878520554	1.16259050388	0.0130490606939	0
S10294	0.103736780347	1.20378519806	0.016228224933	0
S10302	0.124516402643	1.12203600693	0.0580951274144	0
S10303	0.12091529653	1.11763575706	0.0646174064312	0
S10323	0.130131254664	1.10046278053	0.0759073744381	0
S10326	0.105219362922	1.14557564986	0.0798361590242	0
