	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.273678812659	0.0842786609465	0.124554644968	0.0517696216133	0.292027871765	0.173690388049	0
B	0.273058129064	0.0845201453672	0.124658435439	0.052335777311	0.292646561355	0.172780951464	0
C	0.258426395018	0.070868087569	0.121331136997	0.0482539349357	0.319000891736	0.182119553745	0
D	0.256849295888	0.0708770651667	0.121516649589	0.0478572456037	0.320657555707	0.182242188045	0
E	0.258052009403	0.0758254492903	0.128448154484	0.0495171590267	0.300520669007	0.18763655879	0
F	0.264756163361	0.0809898275353	0.143323719353	0.0519643027973	0.282038319381	0.176927667573	0
G	0.280459636657	0.0891205496585	0.120560378236	0.0593270022634	0.284477855633	0.166054577551	0
H	0.281329581826	0.0964758641772	0.115548557637	0.0559280615082	0.287070125644	0.163647809207	0
I	0.282196231579	0.0966900357404	0.11593738914	0.0557544838242	0.285311754876	0.16411010484	0
J	0.25960284623	0.0650469423756	0.116218225686	0.0465489575944	0.328696498869	0.183886529246	0
K	0.258139006946	0.0636853887669	0.12628004386	0.0461941985641	0.309689328776	0.196012033087	0
L	0.253514226548	0.0698289219391	0.11677248881	0.0486248886232	0.32924080343	0.182018670651	0
