	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0399798836407	0.00720775263448	0.04123751334	0.124884514602	0.015498555189	0.0423026871144	0.646520809515
B	0.0397370553387	0.00688478132304	0.0408632330846	0.128506265539	0.0221039480666	0.0368778626554	0.646569685872
C	0.034664447242	0.00531850551725	0.0394158323776	0.104865432916	0.0292409685622	0.0434352385323	0.669061983942
D	0.0356411365768	0.00512432269648	0.0373445495826	0.103580297912	0.0212012139499	0.0517862526474	0.673878677325
E	0.0347021494979	0.00607248975768	0.0417623354098	0.115146596792	0.0173999209327	0.0555807474731	0.654714171199
F	0.0360815776162	0.00618284593725	0.0566438785782	0.122805160063	0.0149267986445	0.0409462378436	0.643266390028
G	0.0402692153245	0.00672628721339	0.0390895093276	0.153457354044	0.0184332229753	0.0273993214437	0.631447307149
H	0.0394702163692	0.00916150161996	0.0333599132897	0.128288534022	0.0162185764921	0.0298859464778	0.653338213478
I	0.0396571082727	0.00903203543263	0.0336491639082	0.129451623629	0.0209603390556	0.0283625800881	0.647996827686
J	0.0371421438272	0.00258858593343	0.0402559325476	0.0847988403812	0.0427677037382	0.0325166933122	0.68259903563
K	0.036547050232	0.00255120916698	0.0413781898656	0.0890776723173	0.0196395461277	0.0656141322033	0.675119531725
L	0.0311251637006	0.0049639165279	0.0406662639304	0.0875155284664	0.0373718707175	0.0337491559792	0.684853131963
