	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.142839444508	0.118685589671	0.181690873376	0.0350332346222	0.241623800881	0.280127056941	0
B	0.142019430016	0.118479839415	0.182389901608	0.035202631094	0.241651318906	0.280256878962	0
C	0.129895287958	0.09878373712	0.181375978123	0.031511646918	0.266721027322	0.291712322559	0
D	0.129962780628	0.0992417531701	0.181162523986	0.0315711574584	0.26600423137	0.292057553388	0
E	0.129171430102	0.10374675214	0.184471396033	0.0323890546063	0.245340557627	0.304880809492	0
F	0.138323006123	0.115043011591	0.206671837186	0.035255550274	0.226756308446	0.277950286379	0
G	0.146041808203	0.126848541498	0.179867433613	0.0408045501434	0.235015922318	0.271421744225	0
H	0.145950136365	0.13683090738	0.178686955572	0.0374699449602	0.232230069769	0.268831985953	0
I	0.145401892967	0.13702285807	0.178335857041	0.0375379402005	0.232942505027	0.268758946695	0
J	0.12914176267	0.0914144552315	0.178491518622	0.0299434507397	0.274847242823	0.296161569914	0
K	0.128853859949	0.0892770274166	0.184288918694	0.0293498445531	0.251779158033	0.316451191354	0
L	0.127436921048	0.0983689185894	0.180626212947	0.0317853923047	0.269064571214	0.292717983897	0
