	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.263275319457	0	0	0	0.693887347608	0.328184456965	0
B	0.289318164013	0	0	0	0.787965926531	0.23734998129	0
C	0.0653826455422	0	0	0	1.2172476305	0.123992027166	0
D	0.064321173795	0	0	0	1.21610326084	0.114437872218	0
E	0.0844225205052	0	0	0	0.959422792826	0.36047123285	0
F	0.0562343004053	0	0	0	0.768109001435	0.535932896666	0
G	0.231430798876	0	0	0	0.810623072849	0.0510033556917	0
H	0.194896951259	0	0	0	0.718455325928	0.0	0
I	0.190992319313	0	0	0	0.775844773101	0.0	0
J	0.0396474104815	0	0	0	1.31236464287	0.0219131187897	0
K	0.0604164646358	0	0	0	1.04779455821	0.28535080474	0
L	0.012933893534	0	0	0	1.33663502208	0.0487340008258	0
