	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	2771.67333216	7411.09848289	2381.6973686	0	0	0	0	0
mix_2	2728.82016736	7665.43192681	2194.6343689	0	0	0	0	0
mix_3	2546.37048589	7661.33530744	2007.28686931	0	0	0	0	0
mix_4	2839.03790289	7604.49348859	2328.06962216	0	0	0	0	0
mix_5	2721.34530046	7583.78705611	2197.93457389	0	0	0	0	0
mix_6	2807.18999641	7574.94007828	2336.04580361	0	0	0	0	0
mix_7	2637.30610644	7635.53636991	2107.76603607	0	0	0	0	0
mix_8	2630.22618871	7551.63246578	2178.12663734	0	0	0	0	0
mix_9	2896.4458677	7512.53371513	2418.1391667	0	0	0	0	0
mix_10	2837.246808	7713.60239678	2188.45847522	0	0	0	0	0
mix_11	2896.59073722	7432.10003507	2385.6747805	0	0	0	0	0
mix_12	2729.62923994	7595.42197538	2253.7501112	0	0	0	0	0
mix_13	2842.25377441	7663.09603041	2338.26787812	0	0	0	0	0
mix_14	2948.7445045	7550.80186372	2371.49085593	0	0	0	0	0
mix_15	2703.48613682	7581.30200837	2235.15250166	0	0	0	0	0
mix_16	2469.7072384	7616.63167334	1935.70896632	0	0	0	0	0
mix_17	2506.8539541	7652.78373877	1947.82222722	0	0	0	0	0
mix_18	2830.33609527	7777.08633389	2200.77594753	0	0	0	0	0
mix_19	2543.55880898	7552.76355537	2038.49627141	0	0	0	0	0
mix_20	2826.41049187	7648.07281703	2334.43288155	0	0	0	0	0
mix_21	2614.51947866	7746.53437209	2109.53389946	0	0	0	0	0
mix_22	2871.27071774	7433.50666635	2338.20458821	0	0	0	0	0
mix_23	2919.74153685	7576.37150677	2398.95458823	0	0	0	0	0
mix_24	2693.89001317	7658.33436571	2197.94395016	0	0	0	0	0
mix_25	2907.08270784	7606.55317965	2407.8486758	0	0	0	0	0
mix_26	2624.65078602	7735.63753528	2064.33265842	0	0	0	0	0
mix_27	2871.77075118	7482.99428918	2393.77044804	0	0	0	0	0
mix_28	2804.05157232	7608.64736205	2305.81627178	0	0	0	0	0
mix_29	2830.95473088	7452.71923725	2328.74731489	0	0	0	0	0
mix_30	2856.14089396	7608.65916393	2362.52028346	0	0	0	0	0
mix_31	2827.73672877	7616.0559077	2291.76459187	0	0	0	0	0
mix_32	2989.06999513	7502.9848878	2380.91102648	0	0	0	0	0
mix_33	2793.02198023	7693.39595006	2255.35838501	0	0	0	0	0
mix_34	2653.33385953	7700.20615367	2037.29902122	0	0	0	0	0
mix_35	2798.75727567	7555.68788146	2288.22206874	0	0	0	0	0
mix_36	2775.88515347	7597.0178124	2230.5996993	0	0	0	0	0
mix_37	2571.16142215	7614.83725252	2071.72150608	0	0	0	0	0
mix_38	2644.57483581	7600.4026966	2154.42835346	0	0	0	0	0
