	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0235	0.0706	0.0527	0.7143	0.1389	0
mix_2	0.0064	0.0401	0.0649	0.8558	0.0327	0
mix_3	0.2008	0.4849	0.0874	0.147	0.0799	0
mix_4	0.2517	0.1889	0.1003	0.3705	0.0886	0
mix_5	0.1677	0.1242	0.2244	0.3113	0.1725	0
mix_6	0.1314	0.1111	0.145	0.5431	0.0694	0
mix_7	0.3486	0.2048	0.0947	0.2124	0.1395	0
mix_8	0.2496	0.1192	0.0223	0.6089	0.0	0
mix_9	0.0394	0.1404	0.0857	0.5637	0.1708	0
mix_10	0.4065	0.1253	0.1647	0.3035	0.0	0
mix_11	0.0266	0.0966	0.0178	0.8138	0.0453	0
mix_12	0.002	0.1079	0.1256	0.7406	0.0239	0
mix_13	0.4406	0.1261	0.064	0.2044	0.1649	0
mix_14	0.4517	0.0747	0.2044	0.2692	0.0	0
mix_15	0.328	0.0615	0.168	0.0909	0.3515	0
mix_16	0.2176	0.3111	0.1025	0.3116	0.0571	0
mix_17	0.6157	0.1797	0.188	0.0066	0.0	0
mix_18	0.0271	0.0335	0.0435	0.8893	0.0066	0
mix_19	0.2247	0.0631	0.1543	0.5166	0.0412	0
mix_20	0.1111	0.2922	0.4692	0.0106	0.1169	0
mix_21	0.306	0.1596	0.2628	0.2638	0.0074	0
mix_22	0.2654	0.0462	0.1091	0.4206	0.1586	0
mix_23	0.3058	0.1717	0.0382	0.4772	0.0062	0
mix_24	0.0021	0.0248	0.0125	0.894	0.0666	0
mix_25	0.0327	0.2567	0.124	0.5865	0.0	0
mix_26	0.0331	0.4264	0.1051	0.0215	0.4139	0
mix_27	0.2474	0.0089	0.0	0.6271	0.1165	0
mix_28	0.2092	0.3421	0.2915	0.0167	0.1404	0
mix_29	0.1136	0.166	0.0931	0.5022	0.1251	0
mix_30	0.1743	0.1368	0.1188	0.4901	0.08	0
mix_31	0.1006	0.2614	0.0314	0.5667	0.04	0
mix_32	0.1756	0.2246	0.1378	0.3663	0.0958	0
mix_33	0.1757	0.1755	0.006	0.5701	0.0728	0
mix_34	0.0058	0.0824	0.0461	0.7872	0.0785	0
mix_35	0.0878	0.0642	0.1746	0.6048	0.0686	0
mix_36	0.3634	0.346	0.0	0.2294	0.0594	0
mix_37	0.3311	0.3301	0.0168	0.2981	0.0215	0
mix_38	0.0982	0.506	0.0423	0.0775	0.2754	0
mix_39	0.3749	0.1086	0.1749	0.0886	0.253	0
mix_40	0.1801	0.2225	0.0	0.5655	0.032	0
mix_41	0.0377	0.0529	0.1027	0.6947	0.112	0
mix_42	0.4233	0.2712	0.1939	0.0285	0.0819	0
mix_43	0.0112	0.2111	0.2154	0.2997	0.2627	0
mix_44	0.0515	0.459	0.0062	0.261	0.2221	0
mix_45	0.0	0.3529	0.1068	0.5403	0.0	0
mix_46	0.1869	0.1282	0.416	0.1252	0.1437	0
mix_47	0.2011	0.1562	0.0785	0.5582	0.006	0
mix_48	0.2152	0.0	0.0	0.6571	0.1277	0
mix_49	0.2134	0.0288	0.0683	0.561	0.1284	0
mix_50	0.3231	0.3943	0.1456	0.137	0.0	0
mix_51	0.2225	0.0406	0.0	0.6054	0.1315	0
mix_52	0.446	0.2574	0.0584	0.0472	0.191	0
mix_53	0.2285	0.0614	0.0206	0.5842	0.1053	0
mix_54	0.4176	0.11	0.4179	0.0433	0.0099	0
mix_55	0.2144	0.0791	0.0341	0.5844	0.088	0
mix_56	0.1308	0.3776	0.1304	0.3613	0.0	0
mix_57	0.0002	0.2385	0.0244	0.6095	0.1274	0
mix_58	0.1826	0.2132	0.1174	0.2978	0.189	0
mix_59	0.01	0.0487	0.1718	0.675	0.0945	0
mix_60	0.3451	0.1017	0.1664	0.3868	0.0	0
mix_61	0.3	0.5957	0.0624	0.023	0.015	0
mix_62	0.2408	0.4858	0.0	0.0782	0.195	0
mix_63	0.0213	0.1614	0.0854	0.6746	0.0573	0
mix_64	0.2051	0.1749	0.0195	0.6005	0.0	0
mix_65	0.1533	0.1592	0.0497	0.3038	0.334	0
mix_66	0.2148	0.0252	0.0141	0.6111	0.1348	0
mix_67	0.3698	0.2445	0.1192	0.0448	0.2217	0
mix_68	0.082	0.1615	0.3208	0.1276	0.3082	0
mix_69	0.1921	0.1416	0.0406	0.6258	0.0	0
mix_70	0.3703	0.0	0.0	0.311	0.3186	0
mix_71	0.2631	0.0224	0.017	0.6959	0.0	0
mix_72	0.5835	0.244	0.0152	0.133	0.0214	0
mix_73	0.3717	0.048	0.0684	0.2446	0.2673	0
mix_74	0.2718	0.2289	0.0	0.4098	0.0894	0
mix_75	0.1979	0.045	0.0	0.6796	0.0775	0
mix_76	0.0644	0.2448	0.2098	0.2574	0.2237	0
mix_77	0.1014	0.4605	0.2636	0.0362	0.1383	0
mix_78	0.1685	0.0481	0.0942	0.6035	0.0857	0
mix_79	0.03	0.1216	0.0827	0.7422	0.0234	0
mix_80	0.3283	0.1709	0.2007	0.3001	0.0	0
mix_81	0.1434	0.4103	0.135	0.3112	0.0	0
