	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0469	0.1453	0.062	0.4986	0.2163	0
mix_2	0.0406	0.1253	0.0753	0.6387	0.0825	0
mix_3	0.1707	0.488	0.0537	0.1241	0.1374	0
mix_4	0.2252	0.2638	0.0695	0.2682	0.147	0
mix_5	0.1498	0.2446	0.1102	0.2399	0.235	0
mix_6	0.1374	0.2194	0.0953	0.3903	0.1321	0
mix_7	0.2828	0.2616	0.069	0.1708	0.1915	0
mix_8	0.2539	0.2005	0.0522	0.4588	0.0047	0
mix_9	0.0601	0.2111	0.0584	0.3934	0.2523	0
mix_10	0.3655	0.268	0.0925	0.2388	0.0062	0
mix_11	0.0686	0.183	0.0277	0.5908	0.0948	0
mix_12	0.0381	0.2273	0.0969	0.5318	0.0755	0
mix_13	0.3425	0.219	0.0398	0.164	0.208	0
mix_14	0.4024	0.2176	0.1079	0.2185	0.0287	0
mix_15	0.2581	0.1834	0.0735	0.087	0.3771	0
mix_16	0.1917	0.3733	0.0751	0.23	0.1019	0
mix_17	0.5138	0.2937	0.1087	0.0229	0.0396	0
mix_18	0.0619	0.1199	0.0782	0.6678	0.0298	0
mix_19	0.2223	0.1823	0.1012	0.3686	0.0987	0
mix_20	0.107	0.4344	0.206	0.0252	0.2065	0
mix_21	0.271	0.2985	0.1332	0.2027	0.0696	0
mix_22	0.2364	0.1448	0.0702	0.2985	0.2286	0
mix_23	0.2744	0.2456	0.0605	0.3535	0.0361	0
mix_24	0.0399	0.0886	0.0458	0.6539	0.1364	0
mix_25	0.062	0.3568	0.1056	0.4298	0.0131	0
mix_26	0.0512	0.3971	0.0688	0.0317	0.433	0
mix_27	0.2535	0.0449	0.0297	0.4614	0.1804	0
mix_28	0.1783	0.4286	0.1372	0.0316	0.2006	0
mix_29	0.1214	0.2529	0.0605	0.3475	0.1923	0
mix_30	0.1645	0.2339	0.0799	0.3585	0.1372	0
mix_31	0.1165	0.3305	0.0605	0.3908	0.074	0
mix_32	0.1636	0.3135	0.0791	0.2678	0.1503	0
mix_33	0.168	0.2437	0.0383	0.4022	0.1166	0
mix_34	0.0386	0.1583	0.0594	0.5668	0.1444	0
mix_35	0.1088	0.1872	0.1024	0.4251	0.1507	0
mix_36	0.2893	0.368	0.0268	0.1889	0.0987	0
mix_37	0.2842	0.3712	0.0388	0.2266	0.0499	0
mix_38	0.0966	0.4444	0.054	0.0737	0.3092	0
mix_39	0.292	0.22	0.0886	0.0908	0.2846	0
mix_40	0.1832	0.2791	0.0365	0.4058	0.0643	0
mix_41	0.0647	0.152	0.0742	0.4886	0.1916	0
mix_42	0.334	0.3654	0.0944	0.0374	0.1448	0
mix_43	0.0367	0.2873	0.0944	0.23	0.3327	0
mix_44	0.0661	0.4056	0.0501	0.1994	0.2511	0
mix_45	0.0336	0.4236	0.1107	0.3879	0.0144	0
mix_46	0.1614	0.3101	0.17	0.1144	0.2233	0
mix_47	0.2015	0.2473	0.0739	0.4057	0.0403	0
mix_48	0.2351	0.0252	0.0272	0.4851	0.1975	0
mix_49	0.2097	0.1034	0.0663	0.4011	0.1908	0
mix_50	0.2794	0.4567	0.0912	0.1232	0.0224	0
mix_51	0.2156	0.0974	0.0226	0.431	0.2017	0
mix_52	0.3447	0.2993	0.046	0.0577	0.231	0
mix_53	0.2251	0.1281	0.0315	0.4095	0.1745	0
mix_54	0.3446	0.3067	0.1731	0.0704	0.0855	0
mix_55	0.2083	0.1565	0.0367	0.4242	0.146	0
mix_56	0.1408	0.4532	0.1006	0.2736	0.0038	0
mix_57	0.029	0.286	0.05	0.4205	0.1878	0
mix_58	0.1531	0.2955	0.0873	0.2102	0.2311	0
mix_59	0.0427	0.1736	0.105	0.4732	0.1786	0
mix_60	0.3214	0.2298	0.105	0.3134	0.0024	0
mix_61	0.2566	0.5579	0.0771	0.0312	0.048	0
mix_62	0.196	0.4406	0.0356	0.073	0.2287	0
mix_63	0.0479	0.2561	0.0763	0.4792	0.1092	0
mix_64	0.2113	0.2521	0.0512	0.4491	0.0066	0
mix_65	0.1334	0.214	0.0535	0.2151	0.3622	0
mix_66	0.2127	0.0718	0.0394	0.4417	0.2055	0
mix_67	0.2898	0.2972	0.069	0.0524	0.2705	0
mix_68	0.0839	0.2848	0.142	0.1096	0.3614	0
mix_69	0.1991	0.2284	0.0542	0.4603	0.0257	0
mix_70	0.3023	0.041	0.0162	0.2298	0.3859	0
mix_71	0.2903	0.0887	0.0503	0.5358	0.0049	0
mix_72	0.4676	0.2875	0.0487	0.1207	0.0493	0
mix_73	0.2925	0.1171	0.0561	0.1966	0.3136	0
mix_74	0.2312	0.2768	0.0317	0.2939	0.1398	0
mix_75	0.211	0.1077	0.021	0.4939	0.1352	0
mix_76	0.0704	0.3072	0.1142	0.1877	0.2968	0
