	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0494262675099	0.388627444953	0.524823564494	0	1.19437557046	0.225990587741	0
B	0.049394635583	0.438425579683	0.563323004156	0	1.08849750758	0.255750044114	0
C	0.0171772982791	0.112241645358	0.47068865633	0	1.75287644926	0.0	0
D	0.0147838656039	0.102559676415	0.446627607677	0	1.79448693711	0.0	0
E	0.00990340456892	0.186018939692	0.565290916201	0	1.44031682733	0.172096712316	0
F	0.0	0.297465505218	0.908843087364	0	0.72827431781	0.465657275798	0
G	0.069473333453	0.613171255673	0.442260534304	0	0.987097712538	0.296498589568	0
H	0.0611755265521	0.781654054061	0.414302002321	0	0.669847878344	0.45176486245	0
I	0.0351757561958	0.909667875395	0.407968505372	0	0.630401519998	0.395628559287	0
J	0.029506312854	0.0121564474985	0.399980837875	0	1.87943855876	0.0	0
K	0.0144399499048	0.0208054582735	0.60086302082	0	1.67431117711	0.0263455764347	0
L	0.0	0.120773812159	0.374198579585	0	1.85468471716	0.0	0
