	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.191135960812	0.892820205854	0.517091914445	0.0562853373613	0.253361492862	0.786835391483	0.0369566835215
B	0.25516209507	0.89555754671	0.619528812143	0.0	0.144055321162	0.759425692287	0.125306118291
C	0.0339978514638	0.10462541797	0.166537621548	0.0	0.861013494888	0.5375487685	0.219639410742
D	0.041257690202	0.116777196324	0.158542034779	0.0	0.812530885138	0.626321304727	0.21226532931
E	0.0223516704358	0.197294215494	0.359058944887	0.021312448621	0.208309763676	1.10667532536	0.184703218551
F	0.0479445876599	0.281014342947	1.18455368825	0.0	0.0487403104355	0.362829947828	0.0136620624628
G	0.244760522642	1.24267313929	0.360318284156	0.468524321781	0.188769244374	0.263910922377	0.0140443111085
H	0.129834999539	1.78533047631	0.0765662315626	0.0	0.137558731473	0.159932237483	0.00431227611007
I	0.116775453344	1.76891643945	0.0889240619071	0.0	0.145054784434	0.133640054704	0.00237030153496
J	0.0355870581614	0.0	0.10455271502	0.0	1.13578416782	0.0494522678036	0.172947391689
K	0.0105306231266	0.0	0.194819464573	0.0	0.111534483774	1.08464626659	0.0152877739042
L	0.00148996828726	0.0805563625873	0.339082474512	0.0	1.11842507663	0.0432196973008	0.190832233218
