	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.465242227311	0.00018270832636	2.94493017319e-07	2.47289871905e-05	0.0689595118446	0.465590484729
mix_2	0.455577626085	6.81999052423e-05	9.74939480531e-07	5.3544391056e-06	0.0643685915313	0.479590552488
mix_3	0.568306353096	0.00278937178863	1.54131357643e-06	0.000938663501324	1.73494418633e-06	0.427960935281
mix_4	0.563918358113	0.000671537441917	0.000104259289752	0.000108377401746	0.000307515448973	0.433589805332
mix_5	0.551020138907	3.49709511256e-06	3.63659657658e-05	0.00073837215572	0.0138256405582	0.434352523278
mix_6	0.528087591822	9.66585417984e-05	2.37946577153e-06	4.64233206906e-05	0.00810218157053	0.456023048477
mix_7	0.567358745282	0.00311488824203	9.55809223977e-05	2.32710246728e-05	2.13623435075e-09	0.42833948878
mix_8	0.553384459966	0.000111453099835	2.93625876949e-07	2.73593597595e-06	4.22441280154e-06	0.446406071673
mix_9	0.485835608857	1.87625358712e-05	3.96444438989e-08	0.000193524728853	0.0637113122929	0.45023909878
mix_10	0.57446430313	0.000605753601412	0.000120036452332	0.000325207291591	7.72184500081e-06	0.424476975469
mix_11	0.477909795754	8.83169749316e-06	3.45619102561e-06	6.31267664908e-07	0.0469155858618	0.474622822044
mix_12	0.495970459923	0.000107573809369	3.97463577897e-08	1.75601162347e-06	0.0462344224983	0.457573817998
mix_13	0.551285510174	0.00917364618756	1.60867826539e-06	0.00229625293286	4.77522909538e-07	0.437242488859
mix_14	0.570859656958	7.04700575692e-05	0.000349861345699	0.00221589882995	7.06972071515e-05	0.425724837773
mix_15	0.566037411511	1.43697143886e-06	0.000181254498994	9.09862009456e-06	0.00930014148422	0.422549152303
mix_16	0.571105755853	0.00113180070027	6.95605579443e-05	4.33767019953e-09	2.31970646413e-05	0.427592058146
mix_17	0.566925145484	0.00708357370405	4.93170118959e-08	1.65592780362e-09	3.14957653967e-05	0.42320950274
mix_18	0.491883964819	0.00014448547105	8.02917804763e-08	0.000265669034575	0.0279922157604	0.479713584158
mix_19	0.553837395537	7.24253675155e-05	2.40501470132e-06	0.000639232740336	0.00443061765085	0.440823831423
mix_20	0.571227112645	0.00253440545584	2.79447576489e-06	1.26797295924e-05	1.44893440661e-05	0.423748493729
mix_21	0.576257364297	0.000127418048565	1.46504768374e-06	2.59399399883e-06	2.83515947596e-06	0.423197022095
mix_22	0.530354366237	0.000839835129749	2.66553263982e-06	2.99503649625e-08	0.0288988576703	0.439902657434
mix_23	0.563577870756	5.46829386388e-05	0.000142043754475	3.11758665797e-06	1.75909608735e-06	0.436220317449
mix_24	0.439213264753	0.000137684088877	7.81870326783e-06	4.30405909927e-07	0.0720103022783	0.488627079272
mix_25	0.54360246571	0.00166485337855	1.97404442148e-07	7.99760236858e-05	0.00755693978261	0.446908137703
mix_26	0.530837322166	0.00356930288317	3.49202049919e-06	2.00051716032e-08	0.0338527080497	0.430939815956
mix_27	0.497636658708	0.0010595115849	3.04282304263e-05	0.000247626486641	0.03424877723	0.466762605206
mix_28	0.580023785387	0.00125919863557	3.02476188202e-07	6.15657519731e-06	1.06389168812e-07	0.418368818524
mix_29	0.532294976875	2.8958519248e-05	1.25658531732e-08	2.69837248945e-09	0.0252502686855	0.442323796754
mix_30	0.554317638586	4.0827441966e-05	1.30427643971e-07	1.23078733315e-05	0.00481491813621	0.440169779534
mix_31	0.546495433653	1.65006270349e-08	5.02499395602e-07	2.69422916756e-07	0.005723797528	0.446163458148
mix_32	0.561537950002	1.5054029906e-06	1.06056018816e-06	6.32581247355e-05	1.77572421066e-05	0.436553146209
mix_33	0.551580173876	5.40693472373e-06	2.05029017616e-07	8.43360151683e-05	0.00343211665148	0.444597178478
mix_34	0.459441055792	0.000179658037381	1.50628923778e-05	0.000475269382826	0.0689668678853	0.470922072926
mix_35	0.50856042724	1.73890514538e-06	1.28922080884e-06	5.95370523473e-08	0.0424653425867	0.448971047155
mix_36	0.573037867083	0.000654764520303	0.000223422769286	5.57017842915e-05	5.11779547234e-06	0.425698205465
mix_37	0.573577173538	4.32691350494e-06	6.78206362225e-08	0.000850667835705	0.000130319864964	0.424766922605
mix_38	0.560613513405	1.35449401471e-06	8.69661452419e-08	5.60578909484e-05	0.0107663771153	0.426590137179
mix_39	0.574060127633	0.00018218304798	1.74660481213e-05	0.00380323834255	9.0949320038e-07	0.421936073119
mix_40	0.556336040271	1.88453144231e-05	5.48350395953e-05	5.43120328361e-07	0.00180435785482	0.441783398455
mix_41	0.484313698596	0.00119009524701	6.5251794006e-06	3.89793525204e-08	0.0524175046665	0.461148934959
mix_42	0.570713267991	0.00478702645019	0.000475863631198	2.1755393608e-08	3.96927140679e-06	0.42401983313
mix_43	0.503370274017	0.00319508218817	7.96397349167e-08	4.70743349863e-09	0.0514711880369	0.441873921715
mix_44	0.56308980521	0.00179072431312	2.99142130569e-06	6.39994799752e-09	8.64450144684e-06	0.434019998553
mix_45	0.549113946291	2.90072118843e-05	3.34608141163e-05	1.68943565274e-08	0.00942576914562	0.441235050991
mix_46	0.569164489293	0.000882428667165	9.07781973063e-08	0.00146247632521	0.00178540964249	0.426137086701
mix_47	0.555163906815	8.43909992488e-06	3.81212240838e-07	3.91169816936e-06	9.57119236569e-07	0.443910983872
mix_48	0.500793685513	3.61975040415e-05	1.51612688912e-06	8.92103063601e-05	0.0288766166056	0.47017661633
mix_49	0.521604843976	0.000210304549992	3.72025961698e-08	1.22495712091e-08	0.0300020637283	0.447998974799
mix_50	0.579894342055	0.000975809831761	1.63372742167e-06	2.36869328747e-08	4.3620763636e-06	0.419108117622
mix_51	0.502372449618	1.68069030433e-05	1.46041528156e-07	4.93190738049e-09	0.04147593707	0.456134620006
mix_52	0.569712979433	0.00449090116915	7.71226681121e-06	0.000446335124896	2.69807374324e-06	0.425338526462
mix_53	0.513014984439	8.95658506777e-07	5.45627577537e-05	2.93621468991e-05	0.035697792041	0.451187539788
mix_54	0.57394646127	0.00498982989444	1.23124363954e-07	0.00115232352503	1.0276734511e-07	0.419911158728
mix_55	0.528815967027	4.14934235084e-06	6.37056154417e-08	3.92924127572e-06	0.0231218008751	0.448054074641
mix_56	0.570902324442	0.000269590854539	3.92023820198e-05	0.000170530029732	5.40054931163e-05	0.428564279544
mix_57	0.487792564415	1.41781938114e-05	1.22485923434e-06	7.95139117e-09	0.0596666910239	0.452312458577
mix_58	0.570096793923	3.12981614327e-05	2.1531776324e-07	0.000131332917313	1.79437494185e-05	0.429221294592
mix_59	0.466310282156	0.00014298183381	1.5892223546e-07	4.33166123961e-05	0.0749202743362	0.458582983842
mix_60	0.562458548496	4.20422622228e-07	6.45251161659e-06	0.000605801640618	2.40233877156e-05	0.434289130991
