	B Cells	CD4 T Cells	CD8 T Cells	Monocytes	NK Cells	Other
mix_1	0.0526	0.149	0.0549	0.4205	0.1415	0.0243
mix_2	0.041	0.123	0.0536	0.5132	0.0594	0.0286
mix_3	0.1489	0.4355	0.0668	0.1333	0.099	0.032
mix_4	0.1949	0.256	0.0735	0.2399	0.1007	0.031
mix_5	0.1429	0.248	0.1144	0.2114	0.1497	0.0316
mix_6	0.13	0.2103	0.0863	0.325	0.0921	0.0309
mix_7	0.2424	0.2624	0.0754	0.176	0.1291	0.0263
mix_8	0.2183	0.1864	0.0409	0.3864	0.0035	0.0268
mix_9	0.064	0.2187	0.0708	0.3467	0.155	0.0251
mix_10	0.2917	0.2513	0.0938	0.2214	0.0061	0.0328
mix_11	0.0689	0.144	0.0407	0.4907	0.0616	0.0251
mix_12	0.0373	0.221	0.0776	0.4069	0.0573	0.0307
mix_13	0.3106	0.1937	0.0676	0.1741	0.1458	0.0272
mix_14	0.3246	0.2071	0.1133	0.2145	0.017	0.0352
mix_15	0.2506	0.1804	0.1069	0.0989	0.2648	0.0224
mix_16	0.1699	0.3373	0.0842	0.2119	0.0693	0.0308
mix_17	0.4387	0.2933	0.1255	0.0233	0.0183	0.0354
mix_18	0.0625	0.1093	0.0477	0.5341	0.0262	0.027
mix_19	0.19	0.178	0.0973	0.3136	0.0625	0.0288
mix_20	0.1192	0.3911	0.2038	0.0335	0.1293	0.0421
mix_21	0.2241	0.2782	0.1296	0.1915	0.0469	0.033
mix_22	0.2182	0.1321	0.0838	0.2815	0.1477	0.0271
mix_23	0.2341	0.2241	0.0546	0.3128	0.0237	0.0319
mix_24	0.0369	0.078	0.035	0.5404	0.0862	0.0221
mix_25	0.0637	0.3314	0.0864	0.3324	0.0134	0.0338
mix_26	0.0487	0.4052	0.1034	0.0382	0.2949	0.0297
mix_27	0.2362	0.0268	0.0222	0.4198	0.125	0.0182
mix_28	0.1686	0.4192	0.1377	0.0339	0.1304	0.039
mix_29	0.1161	0.2295	0.0758	0.3093	0.1192	0.0266
mix_30	0.1497	0.2264	0.0844	0.3068	0.0894	0.0286
mix_31	0.0993	0.2892	0.0601	0.3339	0.0545	0.0292
mix_32	0.1457	0.2951	0.0843	0.2437	0.1004	0.0301
mix_33	0.1583	0.223	0.0335	0.3464	0.0858	0.0239
mix_34	0.0444	0.1592	0.0506	0.4627	0.0925	0.0244
mix_35	0.1018	0.1801	0.1052	0.3565	0.0935	0.0296
mix_36	0.2515	0.3396	0.0409	0.1778	0.0708	0.0236
mix_37	0.2392	0.3302	0.0499	0.2115	0.0421	0.0274
mix_38	0.1012	0.4311	0.0771	0.0784	0.204	0.0293
mix_39	0.2642	0.1996	0.1195	0.1117	0.2043	0.0294
mix_40	0.1643	0.2564	0.035	0.3433	0.0478	0.0251
mix_41	0.0703	0.1507	0.0763	0.4078	0.1189	0.0268
mix_42	0.2857	0.3469	0.115	0.0492	0.0982	0.0326
mix_43	0.0364	0.2894	0.1167	0.2054	0.2114	0.034
mix_44	0.075	0.3759	0.0653	0.1854	0.1704	0.0284
mix_45	0.0412	0.3854	0.0822	0.3058	0.0143	0.0345
mix_46	0.1566	0.3012	0.1688	0.1114	0.1385	0.039
mix_47	0.1722	0.236	0.0601	0.3358	0.0327	0.0292
mix_48	0.2163	0.0074	0.0206	0.4516	0.1397	0.0194
mix_49	0.1907	0.1103	0.0659	0.3519	0.1283	0.0233
mix_50	0.2273	0.4115	0.0982	0.1233	0.0172	0.0365
mix_51	0.2039	0.0818	0.0179	0.3982	0.1404	0.0196
mix_52	0.3113	0.2838	0.0784	0.0654	0.1612	0.0306
mix_53	0.2042	0.1121	0.0399	0.3759	0.1082	0.0227
mix_54	0.2897	0.2943	0.172	0.0734	0.0579	0.0407
mix_55	0.1899	0.1437	0.0431	0.3701	0.1004	0.0213
mix_56	0.1235	0.3944	0.0902	0.2301	0.0092	0.0362
mix_57	0.0371	0.267	0.0492	0.3609	0.1257	0.0252
mix_58	0.1481	0.2836	0.0991	0.1899	0.1539	0.0292
mix_59	0.0448	0.167	0.0992	0.3929	0.1145	0.0298
mix_60	0.2654	0.2241	0.0964	0.2726	0.0026	0.0355
mix_61	0.2127	0.5118	0.0797	0.0396	0.0424	0.0348
mix_62	0.1776	0.4132	0.0673	0.0881	0.1535	0.0238
mix_63	0.0531	0.2411	0.0748	0.3839	0.0681	0.0297
mix_64	0.1826	0.2367	0.04	0.3685	0.0085	0.0277
mix_65	0.1353	0.2215	0.0625	0.2196	0.2383	0.0277
mix_66	0.2014	0.0649	0.0328	0.4002	0.1395	0.0195
mix_67	0.2631	0.2868	0.0977	0.0659	0.1875	0.0274
mix_68	0.0903	0.2927	0.1457	0.1145	0.2317	0.0306
mix_69	0.176	0.2121	0.0432	0.3792	0.0226	0.026
mix_70	0.3068	0.0027	0.0344	0.2574	0.2749	0.0195
mix_71	0.2462	0.0766	0.0344	0.4563	0.0009	0.0224
mix_72	0.3823	0.2975	0.043	0.1323	0.0368	0.0279
mix_73	0.274	0.1073	0.0816	0.2084	0.216	0.0224
mix_74	0.2116	0.2453	0.0353	0.2767	0.1002	0.0269
mix_75	0.1888	0.0964	0.0188	0.436	0.0925	0.0184
mix_76	0.0815	0.317	0.1102	0.1862	0.1789	0.0293
mix_77	0.1014	0.4681	0.1289	0.0471	0.1326	0.0373
mix_78	0.1594	0.1446	0.0677	0.3674	0.0996	0.0256
mix_79	0.064	0.2189	0.0592	0.429	0.0526	0.0244
mix_80	0.2433	0.2914	0.1043	0.2119	0.0071	0.0353
mix_81	0.1291	0.4135	0.0903	0.2007	0.0163	0.0358
mix_82	0.1933	0.1801	0.0907	0.3307	0.044	0.0279
mix_83	0.1634	0.1134	0.0441	0.4246	0.0862	0.0156
mix_84	0.1727	0.3224	0.0922	0.2449	0.025	0.0334
mix_85	0.1285	0.3609	0.1081	0.2393	0.0192	0.0359
mix_86	0.0769	0.4382	0.1006	0.1189	0.1414	0.0308
mix_87	0.1012	0.3414	0.0847	0.3125	0.0021	0.0326
mix_88	0.1636	0.3091	0.0993	0.1815	0.125	0.0306
mix_89	0.1437	0.4092	0.1241	0.0909	0.1171	0.0333
mix_90	0.0907	0.2958	0.0806	0.3362	0.0249	0.0329
mix_91	0.1502	0.1071	0.0345	0.4066	0.1402	0.0236
mix_92	0.1379	0.2855	0.065	0.3294	0.0256	0.029
mix_93	0.042	0.088	0.0273	0.5729	0.0359	0.0224
mix_94	0.0361	0.1033	0.0675	0.4524	0.1482	0.0213
mix_95	0.2065	0.0512	0.0396	0.3861	0.166	0.018
mix_96	0.1771	0.0508	0.0569	0.3436	0.223	0.016
mix_97	0.1273	0.2042	0.0788	0.3684	0.0535	0.0284
mix_98	0.1669	0.2294	0.0498	0.361	0.0373	0.0284
mix_99	0.1132	0.5731	0.1053	0.0105	0.0633	0.0398
mix_100	0.1489	0.2883	0.0715	0.3009	0.0391	0.0317
