	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.218424239154	0	0	0	0.94235675735	0.129922828564	0
B	0.252513988873	0	0	0	0.966826938379	0.135344964547	0
C	0.0271328639055	0	0	0	1.31542309572	0.183891354555	0
D	0.0262937407283	0	0	0	1.32243200542	0.185741075639	0
E	0.0231813795447	0	0	0	1.15056006377	0.308699366502	0
F	0.0142197083386	0	0	0	1.00130733162	0.314121135638	0
G	0.293957608713	0	0	0	0.791458147027	0.0410972916117	0
H	0.368415011116	0	0	0	0.493402271997	0.141836387991	0
I	0.401191988101	0	0	0	0.493228639698	0.109129881745	0
J	0.0190023895233	0	0	0	1.21562334744	0.340012998248	0
K	0.0	0	0	0	1.11156645256	0.436057225912	0
L	0.0	0	0	0	1.24865904309	0.24423202111	0
