	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.145929114475	0.297580860114	0.297008517066	0	0	0	0	0
mix_2	0.197929800676	0.328289279312	0.258428710618	0	0	0	0	0
mix_3	0.203211166784	0.331619003141	0.189897659	0	0	0	0	0
mix_4	0.15351116712	0.363012114518	0.287645109717	0	0	0	0	0
mix_5	0.167444554106	0.331083869971	0.272240703563	0	0	0	0	0
mix_6	0.15190427459	0.357747603405	0.296554827378	0	0	0	0	0
mix_7	0.181940879752	0.332949141202	0.245772526513	0	0	0	0	0
mix_8	0.17142492727	0.32990439232	0.263741626343	0	0	0	0	0
mix_9	0.146899859876	0.347008507932	0.312808208478	0	0	0	0	0
mix_10	0.187975370777	0.364382196921	0.210653203306	0	0	0	0	0
mix_11	0.183455772688	0.296159523157	0.280561658045	0	0	0	0	0
mix_12	0.136477581954	0.363842851049	0.275098008929	0	0	0	0	0
mix_13	0.133460328789	0.411431260562	0.247991950339	0	0	0	0	0
mix_14	0.16302100558	0.348189168115	0.266227909818	0	0	0	0	0
mix_15	0.166069170327	0.342686325327	0.270524126509	0	0	0	0	0
mix_16	0.223410482587	0.344917770939	0.18708809973	0	0	0	0	0
mix_17	0.203781298616	0.388373030331	0.19093194177	0	0	0	0	0
mix_18	0.18783602712	0.410006095663	0.181522962822	0	0	0	0	0
mix_19	0.169519096217	0.339385295279	0.213902990957	0	0	0	0	0
mix_20	0.165468345501	0.372379080854	0.27348647388	0	0	0	0	0
mix_21	0.165187722731	0.419959082218	0.202759508198	0	0	0	0	0
mix_22	0.147146526883	0.32588615855	0.279013608452	0	0	0	0	0
mix_23	0.169203329108	0.344656290944	0.267969952126	0	0	0	0	0
mix_24	0.157751078701	0.369905199677	0.268595771467	0	0	0	0	0
mix_25	0.151805081413	0.366808819304	0.288954752264	0	0	0	0	0
mix_26	0.171564392583	0.404341063766	0.177487039797	0	0	0	0	0
mix_27	0.161127530255	0.322811627531	0.286321282729	0	0	0	0	0
mix_28	0.160414803936	0.360964527441	0.27882568092	0	0	0	0	0
mix_29	0.163739460641	0.313643360752	0.279862261921	0	0	0	0	0
mix_30	0.149442450211	0.363390362363	0.281167975808	0	0	0	0	0
mix_31	0.153802076181	0.360361367098	0.25128828923	0	0	0	0	0
mix_32	0.160879278124	0.345297851468	0.264729396421	0	0	0	0	0
mix_33	0.156811548812	0.385609719994	0.217505609344	0	0	0	0	0
mix_34	0.2002842866	0.372452882958	0.171332703965	0	0	0	0	0
mix_35	0.139941253841	0.355013428543	0.278885001067	0	0	0	0	0
mix_36	0.164354985844	0.335312993216	0.256664759749	0	0	0	0	0
mix_37	0.179422265148	0.360026139732	0.224373907069	0	0	0	0	0
mix_38	0.181583491978	0.326139546033	0.239121579693	0	0	0	0	0
mix_39	0.159198886614	0.356749420348	0.28159929132	0	0	0	0	0
mix_40	0.154231061441	0.343901117346	0.253683790566	0	0	0	0	0
mix_41	0.179462543634	0.366980807012	0.19547352942	0	0	0	0	0
mix_42	0.171841137887	0.393445117392	0.248316120453	0	0	0	0	0
mix_43	0.197564090336	0.374129189898	0.184926031397	0	0	0	0	0
mix_44	0.18284934782	0.338746888987	0.262410268239	0	0	0	0	0
mix_45	0.16939168086	0.330533220367	0.271511309705	0	0	0	0	0
mix_46	0.155163442494	0.349572029183	0.22511856359	0	0	0	0	0
mix_47	0.277561689669	0.349020674133	0.130898728511	0	0	0	0	0
mix_48	0.188375030836	0.377236415913	0.214737603808	0	0	0	0	0
mix_49	0.159648643583	0.298316972468	0.253939759199	0	0	0	0	0
mix_50	0.150162407823	0.344546746961	0.289026704066	0	0	0	0	0
mix_51	0.205499499205	0.385577662738	0.163985858493	0	0	0	0	0
mix_52	0.191762665147	0.362991020703	0.192563984591	0	0	0	0	0
mix_53	0.223485152009	0.350412716866	0.193200649342	0	0	0	0	0
mix_54	0.16539244913	0.362397080954	0.252455576977	0	0	0	0	0
mix_55	0.165843646182	0.423874539535	0.190442026859	0	0	0	0	0
mix_56	0.130183369606	0.37513786867	0.266573336932	0	0	0	0	0
mix_57	0.154809770965	0.336489572712	0.297276807275	0	0	0	0	0
mix_58	0.146648261478	0.359200023054	0.271864396448	0	0	0	0	0
mix_59	0.214355358238	0.342333051378	0.183963211192	0	0	0	0	0
mix_60	0.166986819113	0.379899794548	0.225155262405	0	0	0	0	0
mix_61	0.16991127708	0.336167358583	0.261361831597	0	0	0	0	0
mix_62	0.175150463512	0.345245119276	0.217284673715	0	0	0	0	0
mix_63	0.141357033605	0.36397895381	0.272800147826	0	0	0	0	0
mix_64	0.277189474715	0.339189529778	0.14670436731	0	0	0	0	0
mix_65	0.191353979075	0.35216497338	0.190597194785	0	0	0	0	0
mix_66	0.200255434315	0.317993319313	0.225860270333	0	0	0	0	0
mix_67	0.178613436429	0.304991327118	0.269885692198	0	0	0	0	0
mix_68	0.17236312799	0.375482562832	0.226921566297	0	0	0	0	0
mix_69	0.173956062879	0.378764620299	0.257752642293	0	0	0	0	0
mix_70	0.164679801093	0.396334501775	0.198486602195	0	0	0	0	0
mix_71	0.177295386285	0.343491585646	0.232871534588	0	0	0	0	0
mix_72	0.179419682525	0.336357018669	0.224076143189	0	0	0	0	0
mix_73	0.17430256052	0.393456769967	0.211915091711	0	0	0	0	0
mix_74	0.150019322228	0.362366875253	0.288988446492	0	0	0	0	0
mix_75	0.178746842134	0.375479984504	0.227766104713	0	0	0	0	0
mix_76	0.171061346497	0.291596278907	0.270178252097	0	0	0	0	0
mix_77	0.16976262576	0.350570525081	0.26335848447	0	0	0	0	0
mix_78	0.171123518506	0.379050384349	0.231453993461	0	0	0	0	0
mix_79	0.236529227059	0.329205113728	0.174220764161	0	0	0	0	0
mix_80	0.215045597451	0.359774222604	0.185458217772	0	0	0	0	0
mix_81	0.224616791219	0.324163279486	0.17266995302	0	0	0	0	0
mix_82	0.225687228299	0.332631201783	0.14624347515	0	0	0	0	0
mix_83	0.145372774133	0.425801941996	0.224933919924	0	0	0	0	0
mix_84	0.165635883936	0.339603234959	0.25551967579	0	0	0	0	0
mix_85	0.194023184677	0.330726638888	0.200211168355	0	0	0	0	0
mix_86	0.161863878151	0.356382321284	0.268633560668	0	0	0	0	0
mix_87	0.141852686308	0.314879744306	0.323903239596	0	0	0	0	0
mix_88	0.152248541566	0.349344725254	0.262877666092	0	0	0	0	0
mix_89	0.270488005081	0.339731603539	0.1334786593	0	0	0	0	0
mix_90	0.125876087021	0.333715151464	0.325358446862	0	0	0	0	0
mix_91	0.137246590472	0.347378546748	0.278053307597	0	0	0	0	0
mix_92	0.161573805589	0.378166497034	0.254157565707	0	0	0	0	0
mix_93	0.213202124341	0.376673911295	0.190606868342	0	0	0	0	0
mix_94	0.142752615262	0.352493450859	0.291048117373	0	0	0	0	0
mix_95	0.128595898498	0.395966886183	0.266814359954	0	0	0	0	0
mix_96	0.181569828646	0.34172235513	0.235536258792	0	0	0	0	0
mix_97	0.150135715115	0.342351521468	0.280772933922	0	0	0	0	0
mix_98	0.147948537989	0.374543462803	0.240108543397	0	0	0	0	0
mix_99	0.261392243247	0.32102755636	0.155309869869	0	0	0	0	0
mix_100	0.128666384208	0.37008412039	0.273139813523	0	0	0	0	0
