	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0864786064222	0.300513114027	0.195963915267	0.0	0.125822944978	0.147018481123	0.0569786208572
B	0.0769348994264	0.278752666475	0.216681966343	0.00311468267104	0.176157966629	0.132140757285	0.0547900595087
C	0.00514758839734	0.0369088300493	0.200406449352	0.000461541228946	0.599294455941	0.0953935984533	0.0544729409996
D	0.00806498708609	0.0371655583991	0.212339465838	0.0	0.571597974352	0.100266240194	0.0581587326
E	0.0167393845901	0.0960024783565	0.277605284637	0.0	0.135523230782	0.355708664006	0.0789649964856
F	0.0137280734628	0.123711700132	0.592872825642	0.00708700218356	0.0700955269287	0.0513522429056	0.102143924503
G	0.0913241707158	0.428402919263	0.0	0.120974273831	0.0439485730396	0.0682094770844	0.151587653605
H	0.0599390568806	0.64497376453	0.0	0.0	0.0653591929133	0.0659604335114	0.108469222623
I	0.0705594539043	0.639634810928	0.0	0.0	0.0626195023079	0.0660873684264	0.0969296906216
J	0.0157743807787	0.0105826504876	0.113861492548	0.0	0.759424684342	0.0	0.090765014154
K	0.00633642241379	0.0288318655105	0.175528869063	0.00749982737475	0.251612525926	0.460390589543	0.0610136899942
L	0.0217207564139	0.0257536124961	0.109499197883	0.01158013409	0.720698991199	0.0	0.105626275419
