	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.1192	0.1735	0.2929	0	0	0	0	0
mix_2	0.1995	0.2392	0.1785	0	0	0	0	0
mix_3	0.1686	0.2843	0.07	0	0	0	0	0
mix_4	0.136	0.3244	0.2226	0	0	0	0	0
mix_5	0.1455	0.2946	0.1733	0	0	0	0	0
mix_6	0.1388	0.3003	0.2245	0	0	0	0	0
mix_7	0.1581	0.2877	0.1373	0	0	0	0	0
mix_8	0.1532	0.2541	0.1703	0	0	0	0	0
mix_9	0.1202	0.3003	0.2782	0	0	0	0	0
mix_10	0.176	0.3428	0.1131	0	0	0	0	0
mix_11	0.1605	0.1811	0.2905	0	0	0	0	0
mix_12	0.1173	0.3215	0.1736	0	0	0	0	0
mix_13	0.1334	0.3612	0.1674	0	0	0	0	0
mix_14	0.1432	0.3177	0.2195	0	0	0	0	0
mix_15	0.148	0.2848	0.1761	0	0	0	0	0
mix_16	0.1913	0.3151	0.0545	0	0	0	0	0
mix_17	0.1761	0.3364	0.0579	0	0	0	0	0
mix_18	0.1765	0.3928	0.0844	0	0	0	0	0
mix_19	0.1549	0.2781	0.1014	0	0	0	0	0
mix_20	0.179	0.3232	0.1733	0	0	0	0	0
mix_21	0.1499	0.382	0.0782	0	0	0	0	0
mix_22	0.1138	0.2444	0.247	0	0	0	0	0
mix_23	0.152	0.2826	0.2346	0	0	0	0	0
mix_24	0.1427	0.3356	0.1464	0	0	0	0	0
mix_25	0.136	0.3173	0.2406	0	0	0	0	0
mix_26	0.1449	0.3671	0.0664	0	0	0	0	0
mix_27	0.1303	0.2355	0.2698	0	0	0	0	0
mix_28	0.1499	0.3081	0.1966	0	0	0	0	0
mix_29	0.1344	0.2087	0.2662	0	0	0	0	0
mix_30	0.1247	0.3331	0.2203	0	0	0	0	0
mix_31	0.1393	0.3085	0.1786	0	0	0	0	0
mix_32	0.1337	0.3232	0.2278	0	0	0	0	0
mix_33	0.1377	0.3603	0.1226	0	0	0	0	0
mix_34	0.18	0.3149	0.0745	0	0	0	0	0
mix_35	0.1204	0.2977	0.2152	0	0	0	0	0
mix_36	0.1361	0.2986	0.1722	0	0	0	0	0
mix_37	0.1592	0.3117	0.1048	0	0	0	0	0
mix_38	0.1509	0.2768	0.1337	0	0	0	0	0
mix_39	0.1557	0.2851	0.2128	0	0	0	0	0
mix_40	0.1259	0.3094	0.1797	0	0	0	0	0
mix_41	0.1594	0.3318	0.0854	0	0	0	0	0
mix_42	0.1774	0.4158	0.1752	0	0	0	0	0
mix_43	0.1737	0.3471	0.0713	0	0	0	0	0
mix_44	0.184	0.2723	0.2011	0	0	0	0	0
mix_45	0.1551	0.2614	0.2058	0	0	0	0	0
mix_46	0.1184	0.3263	0.1255	0	0	0	0	0
mix_47	0.2119	0.3052	0.026	0	0	0	0	0
mix_48	0.1796	0.3894	0.1191	0	0	0	0	0
mix_49	0.1202	0.2313	0.2223	0	0	0	0	0
mix_50	0.1382	0.292	0.2212	0	0	0	0	0
mix_51	0.1712	0.3503	0.0499	0	0	0	0	0
mix_52	0.1729	0.326	0.0892	0	0	0	0	0
mix_53	0.2233	0.3253	0.0856	0	0	0	0	0
mix_54	0.1404	0.3424	0.1634	0	0	0	0	0
mix_55	0.1497	0.3905	0.08	0	0	0	0	0
mix_56	0.1091	0.342	0.2005	0	0	0	0	0
mix_57	0.1291	0.284	0.2516	0	0	0	0	0
mix_58	0.1346	0.3069	0.1691	0	0	0	0	0
mix_59	0.1891	0.304	0.0786	0	0	0	0	0
mix_60	0.1511	0.3608	0.1213	0	0	0	0	0
mix_61	0.1431	0.3122	0.1676	0	0	0	0	0
mix_62	0.1427	0.3071	0.117	0	0	0	0	0
mix_63	0.124	0.32	0.1792	0	0	0	0	0
mix_64	0.2325	0.295	0.0298	0	0	0	0	0
mix_65	0.169	0.3039	0.0781	0	0	0	0	0
