	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.00641500371482	0.00563602051881	0.00733296312241	0	0.0244089312697	0.0145790779643	0
B	0.00743246309793	0.005886177822	0.0089680720746	0	0.027700230779	0.0166483181714	0
C	0.0055074070017	0.00196783982089	0.00640104102656	0	0.0314514978789	0.0187369960655	0
D	0.00622636190139	0.00215709720077	0.00746953933765	0	0.0338106125433	0.020415992692	0
E	0.00656533972476	0.00313716038151	0.0104068140983	0	0.0316694206199	0.0201424007438	0
F	0.00207708140091	0.00282200998492	0.0108813066454	0	0.0116014880535	0.00696888914996	0
G	0.00356943822822	0.00606535036119	0.00315130418837	0	0.0115273464211	0.00601695518512	0
H	0.00495523505241	0.00759937472331	0.00288010436165	0	0.0163474919306	0.00905695654213	0
I	0.00540036709861	0.00740214362526	0.00314667850492	0	0.0162079687363	0.00921202782511	0
J	0.00721324404825	0.000567638280881	0.0068249377704	0	0.0392841856166	0.023237187632	0
K	0.00680561299788	0.00058653403765	0.00997803181831	0	0.0360590951538	0.0227659249443	0
L	0.00632499107978	0.00281214715885	0.00661037165605	0	0.0365245884409	0.0212524865938	0
