	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.470127269611	0.110088864096	0.0	0.0	0.419783866293	0.0	0
B	0.470302386786	0.0895072998289	0.0	0.0	0.440190313385	0.0	0
C	0.522304744908	0.0122828654401	0.0	0.0	0.465412389652	0.0	0
D	0.536956385403	0.00201815351937	0.0	0.0	0.461025461078	0.0	0
E	0.505158336792	0.0464640546098	0.0	0.0	0.448377608599	0.0	0
F	0.485271528689	0.0845217648861	0.0	0.0	0.430206706424	0.0	0
G	0.454663560415	0.180222559234	0.0	0.0	0.365113880351	0.0	0
H	0.44120871667	0.187169943192	0.0	0.0	0.371621340138	0.0	0
I	0.446600360174	0.160300291818	0.0	0.0	0.393099348007	0.0	0
J	0.539197047916	0.0	0.0	0.0	0.460802952084	0.0	0
K	0.545653250874	0.0	0.0	0.0	0.454346749126	0.0	0
L	0.522359091709	0.0428535585517	0.0	0.0	0.434787349739	0.0	0
