	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	321.109005384	1780.44835075	961.508240142	0	0	0	0	0
mix_2	324.353937585	1827.72933656	945.319055566	0	0	0	0	0
mix_3	331.581338589	1812.48215566	1022.69574182	0	0	0	0	0
mix_4	316.231859692	1795.746343	978.776908463	0	0	0	0	0
mix_5	318.916910507	1774.3018709	1008.66780167	0	0	0	0	0
mix_6	310.296876853	1806.23425475	984.394601326	0	0	0	0	0
mix_7	322.018061664	1782.23103698	1024.21620701	0	0	0	0	0
mix_8	317.135425121	1792.00705404	1011.38683847	0	0	0	0	0
mix_9	313.247063041	1819.93441193	957.969064219	0	0	0	0	0
mix_10	343.456055116	1816.07488617	946.007146007	0	0	0	0	0
mix_11	341.280562545	1814.91924721	906.332712576	0	0	0	0	0
mix_12	316.346529304	1789.68202823	1017.03428047	0	0	0	0	0
mix_13	309.969113285	1859.71991431	972.182083033	0	0	0	0	0
mix_14	341.198843778	1817.75255949	923.256989973	0	0	0	0	0
mix_15	309.031691295	1810.98143132	1010.91359112	0	0	0	0	0
mix_16	315.825389292	1822.48705557	1046.84216734	0	0	0	0	0
mix_17	311.911794285	1818.02104986	1046.37353407	0	0	0	0	0
mix_18	343.504476018	1866.65312511	941.172172157	0	0	0	0	0
mix_19	322.508711611	1804.29036833	1029.4132821	0	0	0	0	0
mix_20	308.820863255	1850.58242016	963.243822421	0	0	0	0	0
mix_21	313.205588579	1840.40152341	1034.59685502	0	0	0	0	0
mix_22	341.91867902	1790.5729906	945.222166614	0	0	0	0	0
mix_23	324.429436227	1834.66153532	937.55735455	0	0	0	0	0
mix_24	305.769672865	1806.87453312	1026.15473391	0	0	0	0	0
mix_25	318.053733307	1837.830739	955.852653204	0	0	0	0	0
mix_26	321.599363331	1842.55605087	1022.05577034	0	0	0	0	0
mix_27	325.903779999	1802.1800686	946.84026778	0	0	0	0	0
mix_28	315.672969479	1819.55254769	989.078329485	0	0	0	0	0
mix_29	328.079343526	1802.43096368	939.43275267	0	0	0	0	0
mix_30	322.557602769	1825.1304451	973.293606213	0	0	0	0	0
mix_31	330.701659553	1817.09910109	966.573654058	0	0	0	0	0
mix_32	354.996426244	1818.53691252	894.492298994	0	0	0	0	0
mix_33	324.998739355	1855.59523445	976.682812038	0	0	0	0	0
mix_34	343.432518557	1834.8999219	982.560688523	0	0	0	0	0
mix_35	324.159682747	1793.04300747	988.778156467	0	0	0	0	0
mix_36	331.936316476	1777.32906154	983.604232428	0	0	0	0	0
mix_37	313.481302104	1811.98528317	1036.14144205	0	0	0	0	0
mix_38	316.399028032	1800.48542372	1017.36386907	0	0	0	0	0
mix_39	313.96533565	1808.81347078	980.227458144	0	0	0	0	0
mix_40	335.872134967	1787.84157341	967.244314373	0	0	0	0	0
mix_41	332.088419064	1827.02381582	994.098244075	0	0	0	0	0
mix_42	351.624141639	1861.68741356	917.127818778	0	0	0	0	0
mix_43	334.663295401	1828.70016531	983.560118581	0	0	0	0	0
mix_44	325.037916719	1846.63766549	922.716795346	0	0	0	0	0
mix_45	333.646530577	1756.51624933	973.969726713	0	0	0	0	0
mix_46	334.219864933	1800.48535737	979.995158851	0	0	0	0	0
mix_47	313.127723458	1864.88003571	1079.43835327	0	0	0	0	0
mix_48	346.069047213	1847.36402081	918.641271318	0	0	0	0	0
mix_49	367.138239678	1732.67213917	894.553027384	0	0	0	0	0
mix_50	325.664182588	1802.27726541	976.280532862	0	0	0	0	0
mix_51	326.056472127	1824.71527455	1022.83556	0	0	0	0	0
mix_52	331.251901643	1829.73218473	1004.5290553	0	0	0	0	0
mix_53	342.587981358	1859.59291621	932.901448308	0	0	0	0	0
mix_54	317.953324849	1827.02013842	998.048239458	0	0	0	0	0
mix_55	321.108011837	1846.01670808	1005.42099829	0	0	0	0	0
mix_56	331.690173052	1825.82725807	959.732066396	0	0	0	0	0
mix_57	324.053746877	1793.71023612	953.824104183	0	0	0	0	0
mix_58	306.31956833	1805.12114836	1015.54386151	0	0	0	0	0
mix_59	339.598625558	1822.30324757	983.457596756	0	0	0	0	0
mix_60	316.877549122	1851.58203685	984.895571727	0	0	0	0	0
mix_61	320.576699303	1789.71971584	997.559801005	0	0	0	0	0
mix_62	320.196076904	1801.89226333	1024.63062731	0	0	0	0	0
mix_63	309.585483868	1803.04697019	1010.96202464	0	0	0	0	0
mix_64	323.174949474	1857.13599864	1052.07042593	0	0	0	0	0
mix_65	328.73987977	1817.82709724	996.598280889	0	0	0	0	0
mix_66	343.795700899	1811.06583865	940.728017898	0	0	0	0	0
mix_67	322.91927122	1787.35131756	963.972374736	0	0	0	0	0
mix_68	318.173280157	1819.77854446	1021.06817207	0	0	0	0	0
mix_69	312.461605713	1820.05254856	979.802056679	0	0	0	0	0
mix_70	317.971581338	1829.85621695	1045.07458831	0	0	0	0	0
mix_71	319.49575869	1812.98961392	1011.18389922	0	0	0	0	0
mix_72	311.239868399	1807.37218787	1022.87459193	0	0	0	0	0
mix_73	311.507806186	1808.05733783	1052.42721392	0	0	0	0	0
mix_74	324.45595993	1852.8938156	924.45923112	0	0	0	0	0
mix_75	330.6935084	1832.97035721	968.962150155	0	0	0	0	0
mix_76	322.296611573	1765.95727624	1009.25107374	0	0	0	0	0
mix_77	327.075924572	1810.33877145	965.346280908	0	0	0	0	0
mix_78	308.186113442	1841.08811865	1019.15538477	0	0	0	0	0
mix_79	331.38269679	1793.24028199	996.94715533	0	0	0	0	0
mix_80	345.888891991	1842.38425332	935.74263531	0	0	0	0	0
mix_81	338.436354496	1840.24743183	944.951029007	0	0	0	0	0
mix_82	330.873617253	1801.32599889	1074.93621035	0	0	0	0	0
mix_83	322.438115664	1811.54514979	1047.45331851	0	0	0	0	0
mix_84	323.460943031	1782.3178849	1013.45836916	0	0	0	0	0
mix_85	330.329064736	1798.95650735	1010.8660382	0	0	0	0	0
mix_86	310.773693463	1809.8915545	1003.91652737	0	0	0	0	0
