	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0395098146924	0	0	0	0.0	0.13888162296	0
B	0.0403333635206	0	0	0	0.0	0.138869229788	0
C	0.0547878900764	0	0	0	0.0	0.160245101244	0
D	0.053236367319	0	0	0	0.0	0.160475952576	0
E	0.0445525704637	0	0	0	0.0	0.161277260149	0
F	0.0300696149803	0	0	0	0.0	0.160036589493	0
G	0.0250779652634	0	0	0	0.0	0.124047293248	0
H	0.0217363011401	0	0	0	0.0	0.116836576596	0
I	0.0228231583745	0	0	0	0.0	0.11554544042	0
J	0.0557705937048	0	0	0	0.0	0.159234805506	0
K	0.0498036016348	0	0	0	0.0	0.168640266488	0
L	0.0469629167816	0	0	0	0.0	0.158341143365	0
