	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.000748587399569	0.000177419630197	3.38962291717e-08	3.08385165707e-07	0.000894475208177	3.40607241474e-06	0.998175769408
B	0.000722118482496	0.000168395984671	1.11169282983e-08	1.64613494998e-07	0.000926799419328	1.06078319648e-08	0.998182499775
C	0.000810554150671	5.94653018023e-05	5.85212667292e-09	4.43615342281e-08	0.000954595115663	5.48097056775e-09	0.998175329737
D	0.000855247061381	1.53258928011e-05	2.77943941768e-08	3.66710792797e-08	0.000961482304414	1.04106555306e-08	0.998167869865
E	0.000805270795409	0.000105291354145	1.61653600898e-07	3.33613989903e-07	0.000917090799128	2.61840474479e-08	0.9981718256
F	0.000800207293292	7.00678117563e-05	2.01704310036e-08	6.1440924104e-07	0.000960955048347	4.79670731346e-07	0.998167655596
G	0.000756132626468	0.000318256825252	7.70820466967e-08	1.44626305418e-07	0.000797376822535	1.69416731654e-07	0.998127842601
H	0.000706203623089	0.000310786229387	1.08390016594e-08	1.16185082428e-06	0.000817108557167	5.7433049021e-09	0.998164723157
I	0.000729465707741	0.000285030086943	1.62251213136e-06	7.05255329928e-08	0.000815543917224	2.41297972259e-10	0.998168267009
J	0.000847119459876	7.49202905353e-06	6.04038244748e-07	9.24789709086e-09	0.000972822077679	1.97560114964e-06	0.998169977546
K	0.00086154800647	2.09971488707e-07	6.94586769545e-06	1.14709300261e-06	0.000955201131947	7.21454472308e-10	0.998174947208
L	0.000826693038214	8.67235314956e-05	4.47457640435e-09	3.77806080631e-09	0.000912411133845	3.7528077616e-07	0.998173788763
