	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0	0.750617538165	0.0	0.0	0.470696530737	0.245274272102	0.6494757699
B	0.0	0.744034346769	0.0	0.0	0.49716129489	0.221240427034	0.621861282655
C	0.166775251816	0.273047103915	0.0	0.0	0.793155937257	0.204733911849	0.655616894923
D	0.190020804639	0.273389898386	0.0	0.0	0.813999665484	0.192898744847	0.689592223404
E	0.0393013761938	0.45915632985	0.0	0.0	0.644942413129	0.25292642861	0.727954734118
F	0.0	0.655875362878	0.334166989643	0.0	0.244721088525	0.276250286619	0.662567829608
G	0.0596940773405	0.739301163273	0.0	0.0975070080992	0.578049318703	0.0	0.631063325926
H	0.0	0.96662592789	0.0	0.0	0.521534919885	0.0	0.559304829883
I	0.0	1.06592695151	0.0	0.0	0.528609192089	0.00312491995758	0.611750561666
J	0.314403268678	0.030913883056	0.0	0.0	0.947670611234	0.152599830405	0.6552243106
K	0.304235727896	0.0249255426321	0.0	0.0	0.756786386658	0.324793918519	0.711366158113
L	0.217248398821	0.185984263721	0.0	0.0	0.892634490619	0.185588376319	0.664166690809
