	Neutrophils	Lymphocyte	Monocytes	Other
S10001	0.3081	0.4884	0.1292	0.0743
S10006	0.2941	0.5219	0.0782	0.1058
S1001	0.2364	0.51	0.1813	0.0723
S10010	0.4162	0.338	0.1857	0.0601
S10011	0.2572	0.5219	0.173	0.048
S10014	0.2875	0.4886	0.0922	0.1317
S10026	0.2995	0.5558	0.1111	0.0337
S10032	0.2299	0.4256	0.3071	0.0375
S10036	0.2964	0.5103	0.0719	0.1214
S10042	0.2774	0.505	0.1468	0.0707
S10044	0.3115	0.5487	0.1107	0.0292
S10049	0.2057	0.5963	0.1378	0.0601
S10057	0.1964	0.5593	0.1159	0.1285
S10062	0.2275	0.5227	0.2158	0.034
S10066	0.4014	0.366	0.1978	0.0349
S10067	0.1703	0.6815	0.1029	0.0453
S1007	0.2305	0.5121	0.1561	0.1012
S10073	0.2293	0.6155	0.1315	0.0237
S10077	0.2439	0.4819	0.1941	0.0801
S10080	0.2594	0.444	0.2279	0.0687
S10082	0.2342	0.5969	0.1265	0.0424
S10087	0.1854	0.589	0.1644	0.0613
S10089	0.2863	0.5186	0.1076	0.0875
S1009	0.1563	0.6578	0.1365	0.0495
S10090	0.3021	0.5087	0.1052	0.0838
S10093	0.3249	0.3721	0.1392	0.1639
S10094	0.2927	0.4509	0.1966	0.0598
S1010	0.1791	0.5598	0.2093	0.0518
S10111	0.201	0.6399	0.1386	0.0205
S10116	0.1007	0.6708	0.1647	0.0637
S10119	0.2145	0.6045	0.098	0.083
S10121	0.2505	0.5682	0.1314	0.0499
S10130	0.3384	0.4453	0.137	0.0793
S10140	0.3548	0.4009	0.1746	0.0698
S10142	0.1334	0.6216	0.1341	0.1108
S10150	0.5111	0.2858	0.1364	0.0667
S10155	0.2191	0.5596	0.1536	0.0677
S1016	0.2774	0.5208	0.1342	0.0676
S10163	0.2895	0.4783	0.1905	0.0417
S10167	0.2715	0.5101	0.1127	0.1057
S10168	0.182	0.6424	0.0948	0.0808
S10173	0.1958	0.6837	0.0837	0.0367
S10175	0.2616	0.5409	0.1108	0.0867
S10179	0.1298	0.6377	0.1542	0.0783
S10186	0.0597	0.6704	0.1934	0.0763
S1019	0.1689	0.5698	0.1585	0.1028
S10190	0.2026	0.6354	0.1127	0.0493
S10195	0.3404	0.4403	0.1538	0.0656
S10196	0.2713	0.5043	0.1565	0.068
S10200	0.3013	0.4596	0.1757	0.0634
S10201	0.5322	0.2659	0.1366	0.0652
S10202	0.2642	0.5095	0.1822	0.0441
S10205	0.259	0.5803	0.1138	0.0469
S10211	0.2	0.5376	0.1128	0.1496
