	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0878517291818	0.0280528301784	0.0262836360989	0.0243925316316	0.127685311253	0.0368374222011	0.460702906881
B	0.0871159898177	0.0281415085853	0.0260512186948	0.0244782393311	0.126947572383	0.0368542800776	0.461356603253
C	0.0810899733964	0.0234515120586	0.0253313088308	0.0222146646879	0.139886697991	0.0390831211444	0.463944691055
D	0.0809747972139	0.0235815097627	0.0252753875959	0.0219991514865	0.139571662335	0.0395327847865	0.462472230119
E	0.0815387261962	0.024898106495	0.0271270114244	0.0229481875204	0.131700098843	0.0402659544614	0.465342504259
F	0.0828377496484	0.0263028901828	0.0294889201969	0.0238725045524	0.121262816932	0.0360436012118	0.466153059086
G	0.087991560304	0.0292210651913	0.0238546848789	0.0272812846934	0.118803152115	0.0344740170071	0.467473778244
H	0.0870864485792	0.0308804437105	0.0215929988442	0.0253694824138	0.118939356033	0.0336320233779	0.469713546027
I	0.0866859320686	0.0308902075152	0.0217004999401	0.0252941516713	0.117207155346	0.0327508503525	0.47040422009
J	0.0809853532396	0.0203441030179	0.0235522957549	0.0208578987771	0.144028609101	0.0373953672521	0.464842792047
K	0.08145306946	0.019575198283	0.0266930884818	0.0208828388576	0.13579244389	0.0414859217464	0.465049524237
L	0.0774706904915	0.0224020289579	0.0235721330719	0.0218510120189	0.14204305431	0.037548414084	0.467378160612
