	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	12.3106206207	0	0	0	12.3305501175	11.7247482707	0
B	12.7040167658	0	0	0	12.7882216409	12.0554242568	0
C	11.6485051576	0	0	0	17.196427711	14.8753704779	0
D	12.0166188629	0	0	0	17.2170399878	15.1422607594	0
E	10.8578001167	0	0	0	15.0458318062	14.4250150879	0
F	9.00872017953	0	0	0	11.0962238526	11.7325111958	0
G	9.84790824198	0	0	0	8.65889302225	7.75371172631	0
H	12.2190364576	0	0	0	9.91744091165	9.41975332317	0
I	11.9016742876	0	0	0	9.72825159593	9.0774213169	0
J	12.0202871205	0	0	0	18.4443503749	15.7403144624	0
K	12.460917508	0	0	0	18.1232824808	17.6931510536	0
L	12.0504600715	0	0	0	18.0423049693	15.8888015055	0
