	B Cells	CD4 T Cells	NK Cells	Monocytes	CD8 T Cells	Other
Mix_1	0.1362	0.1431	0.2803	0.2647	0.0016	0.0318
Mix_2	0.2903	0.2294	0.2154	0.1044	0.0	0.0299
Mix_3	0.0945	0.1326	0.3421	0.0916	0.1607	0.0342
Mix_4	0.1407	0.2223	0.3343	0.0455	0.0921	0.0243
Mix_5	0.4296	0.0818	0.3274	0.0019	0.0	0.0236
Mix_6	0.2299	0.0092	0.2048	0.3105	0.0637	0.0385
Mix_7	0.1915	0.2719	0.2128	0.0092	0.1406	0.035
Mix_8	0.269	0.2947	0.0222	0.1792	0.0523	0.0628
Mix_9	0.2584	0.1837	0.2593	0.0888	0.0458	0.0293
Mix_10	0.3419	0.0203	0.1792	0.1823	0.1115	0.0379
Mix_11	0.206	0.3592	0.2242	0.0429	0.0	0.0336
Mix_12	0.0572	0.1662	0.293	0.2181	0.0834	0.0362
Mix_13	0.3775	0.1217	0.1902	0.059	0.083	0.0323
Mix_14	0.0842	0.2513	0.3529	0.0	0.1365	0.027
Mix_15	0.1338	0.3912	0.1651	0.068	0.0632	0.0417
Mix_16	0.259	0.2412	0.0943	0.1212	0.1075	0.0456
Mix_17	0.1678	0.2865	0.1507	0.058	0.154	0.0388
Mix_18	0.1279	0.521	0.0829	0.0903	0.0016	0.0543
Mix_19	0.1202	0.0636	0.2703	0.2346	0.1313	0.0345
Mix_20	0.2958	0.1541	0.1311	0.1756	0.0724	0.0418
Mix_21	0.2776	0.1231	0.0818	0.2464	0.0953	0.0508
Mix_22	0.1191	0.094	0.219	0.2738	0.1091	0.0413
Mix_23	0.3922	0.2243	0.138	0.0825	0.0	0.0397
Mix_24	0.0064	0.4513	0.0459	0.1486	0.1444	0.0616
Mix_25	0.3606	0.1789	0.1694	0.0106	0.1099	0.0347
Mix_26	0.2439	0.2879	0.1025	0.0419	0.1388	0.0509
Mix_27	0.3269	0.0939	0.0	0.2005	0.1958	0.0559
Mix_28	0.2163	0.1705	0.1746	0.2119	0.0587	0.0375
Mix_29	0.2978	0.267	0.078	0.0414	0.1359	0.047
Mix_30	0.1936	0.1268	0.3534	0.0	0.1569	0.0167
Mix_31	0.2746	0.2394	0.1288	0.107	0.0798	0.0391
Mix_32	0.1426	0.4452	0.0488	0.1413	0.0408	0.0557
Mix_33	0.0921	0.3068	0.1441	0.153	0.1226	0.05
Mix_34	0.2728	0.0309	0.1766	0.265	0.0752	0.0372
Mix_35	0.2004	0.2607	0.315	0.0472	0.0107	0.0249
Mix_36	0.2532	0.1827	0.2121	0.0851	0.0949	0.0354
Mix_37	0.109	0.1157	0.3647	0.1041	0.1368	0.0244
Mix_38	0.0651	0.2404	0.2619	0.1911	0.0649	0.0347
Mix_39	0.3555	0.1494	0.0272	0.2779	0.0174	0.0488
Mix_40	0.2358	0.087	0.3552	0.0533	0.1007	0.0252
