	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	2700.19250155	5092.14159253	2633.99653192	0	0	0	0	0
mix_2	2635.10555585	5340.39508155	2416.4034391	0	0	0	0	0
mix_3	2392.92710702	5465.11920219	2055.4965925	0	0	0	0	0
mix_4	2584.97062103	5225.86674806	2732.54226886	0	0	0	0	0
mix_5	2474.89506095	5303.28471441	2526.70535028	0	0	0	0	0
mix_6	2581.25334467	5218.93566003	2695.79549273	0	0	0	0	0
mix_7	2425.97445197	5404.56543954	2357.40100317	0	0	0	0	0
mix_8	2454.27295692	5304.5047598	2361.56275894	0	0	0	0	0
mix_9	2670.09658648	5112.84421439	2858.05630008	0	0	0	0	0
mix_10	2674.67181122	5328.14477859	2459.5961405	0	0	0	0	0
mix_11	2844.08741728	5035.00151522	2725.05983287	0	0	0	0	0
mix_12	2477.23534462	5279.05876981	2570.06302728	0	0	0	0	0
mix_13	2663.86619345	5237.50307399	2624.34975111	0	0	0	0	0
mix_14	2768.17035832	5093.93765083	2771.7578555	0	0	0	0	0
mix_15	2508.69898038	5302.65996809	2472.23570319	0	0	0	0	0
mix_16	2267.69410368	5498.73143936	1977.08460032	0	0	0	0	0
mix_17	2262.49929099	5504.84373132	2026.34316913	0	0	0	0	0
mix_18	2693.13871199	5324.96865583	2407.13583216	0	0	0	0	0
mix_19	2386.53042371	5392.85604104	2079.88351597	0	0	0	0	0
mix_20	2676.0923895	5256.88893793	2611.41599175	0	0	0	0	0
mix_21	2389.66211341	5477.64688068	2240.58401579	0	0	0	0	0
mix_22	2702.26753442	5029.18717992	2714.89898337	0	0	0	0	0
mix_23	2790.70098377	5149.66926993	2711.9890564	0	0	0	0	0
mix_24	2438.30043836	5393.36562004	2477.54461134	0	0	0	0	0
mix_25	2706.46629551	5182.1469343	2793.81612925	0	0	0	0	0
mix_26	2430.24773979	5461.68907657	2164.97661624	0	0	0	0	0
mix_27	2738.3121459	5098.02282387	2741.58567074	0	0	0	0	0
mix_28	2588.25087556	5249.90378422	2628.34565442	0	0	0	0	0
mix_29	2710.67716218	5093.03687623	2651.41501743	0	0	0	0	0
mix_30	2641.50765997	5195.81411635	2740.41829326	0	0	0	0	0
mix_31	2660.78057581	5220.74241008	2597.38541323	0	0	0	0	0
mix_32	2796.7391925	5010.48015538	2844.42451892	0	0	0	0	0
mix_33	2644.50253016	5278.06385186	2460.07455617	0	0	0	0	0
mix_34	2548.0473235	5376.04012434	2116.26678467	0	0	0	0	0
mix_35	2574.14455104	5195.7516445	2657.79350235	0	0	0	0	0
mix_36	2580.81899581	5249.1581116	2548.95339481	0	0	0	0	0
mix_37	2364.98431581	5413.43655832	2195.59578446	0	0	0	0	0
mix_38	2471.70624381	5357.5883795	2303.34842601	0	0	0	0	0
mix_39	2609.21496179	5233.29011671	2656.18231171	0	0	0	0	0
mix_40	2590.47892208	5214.21998598	2576.91408389	0	0	0	0	0
mix_41	2523.40261301	5389.68184982	2194.71955343	0	0	0	0	0
mix_42	2740.65226262	5137.15750573	2765.95055064	0	0	0	0	0
mix_43	2571.35276153	5441.83286101	2247.5770076	0	0	0	0	0
mix_44	2778.70905784	5185.68258285	2647.06512571	0	0	0	0	0
mix_45	2519.05813063	5156.21838991	2546.54018129	0	0	0	0	0
mix_46	2574.34344967	5355.33486963	2364.78448819	0	0	0	0	0
mix_47	2140.01133587	5586.23550496	1634.12499358	0	0	0	0	0
mix_48	2752.00215424	5259.22986572	2568.86540717	0	0	0	0	0
mix_49	2828.2849058	5011.3487183	2658.35120688	0	0	0	0	0
mix_50	2582.88789776	5140.43016999	2692.98948985	0	0	0	0	0
mix_51	2382.71107041	5484.69132931	2088.46055078	0	0	0	0	0
mix_52	2531.21344872	5410.8707208	2234.54951642	0	0	0	0	0
