	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.081996156233	0.0561770296109	0.0674363589771	0.0582541675206	0.0439557971693	0.0803474333208	0.441980849216
B	0.0825896570335	0.0556479831552	0.0664954903698	0.0587556221183	0.044293746119	0.0797752323979	0.446882231596
C	0.0706260373592	0.0405313483966	0.0620934505289	0.0485435868908	0.0695060063717	0.0879811243174	0.463551443413
D	0.0707572731582	0.0411499438955	0.0631050478436	0.0476805588234	0.0711892975143	0.0873615642187	0.468814405674
E	0.069952076682	0.0475195416344	0.0677977879272	0.0541039654754	0.0487050737083	0.106639606879	0.448424539933
F	0.0745021182842	0.0495553779478	0.0956997266466	0.0580041904205	0.0403119758224	0.0772800628978	0.437259427752
G	0.0831197411992	0.0544474974685	0.0645547054898	0.0741248232016	0.0411435175469	0.0613289433539	0.43964100839
H	0.0804963351985	0.074576109704	0.0531529149853	0.0582110388444	0.0420472204767	0.0616471019135	0.447090235374
I	0.0794014777381	0.0750149696595	0.053050732481	0.0575081897075	0.0451601845061	0.0611985462903	0.444799670777
J	0.0730623986616	0.0211617615832	0.0605837852578	0.0380439866117	0.0963124790442	0.0692212328161	0.480979042464
K	0.0725820145546	0.0178914179631	0.0641285440409	0.0420017269017	0.0570004580237	0.126588572755	0.468403906231
L	0.0609940965218	0.037623955426	0.0635997211339	0.0397923362418	0.093835542513	0.065143600752	0.471341397364
