	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0441465491069	0	1.99545831738e-09	0	0.196417286542	0.121819525494	0.552169402574
B	0.044840294222	0	1.10588473748e-09	0	0.197447450901	0.121440799746	0.550903789312
C	0.0360490431222	0	1.71538175514e-09	0	0.217994698042	0.117224880445	0.546960164908
D	0.0363895940885	0	1.22000845214e-10	0	0.218509764866	0.115157248135	0.5478804487
E	0.0369584332394	0	2.58503856244e-10	0	0.202518006689	0.132571143864	0.548535691663
F	0.0394996530318	0	0.00114195324731	0	0.175098854978	0.108512702863	0.589811955279
G	0.0452490744265	0	6.16105017303e-09	0	0.185798787836	0.10835650163	0.571491586823
H	0.0421782868364	0	5.05113352689e-10	0	0.174682416842	0.102343579876	0.585325103215
I	0.0416429076697	0	8.89225152471e-10	0	0.177359878849	0.102027570336	0.58266037164
J	0.0363697252145	0	1.38796864019e-10	0	0.228997569049	0.0934406501042	0.557445911025
K	0.034617441897	0	2.83678696579e-10	0	0.206294816858	0.128223597467	0.554459477765
L	0.032989873513	0	7.21339482355e-10	0	0.230049721083	0.0963236014312	0.557484484628
