	B Cells	CD4 T Cells	CD8 T Cells	Endothelial	Fibroblasts	Macrophages	Mast Cell	Other
mix_1	0.00011435860444	0.0	0.135598119665	0	0	0	0	0
mix_2	0.0242780715455	0.0	0.119111486083	0	0	0	0	0
mix_3	0.0091294041154	0.0	0.0	0	0	0	0	0
mix_4	0.0101317038952	0.0	0.0844860173497	0	0	0	0	0
mix_5	0.0	0.0	0.0967032162218	0	0	0	0	0
mix_6	0.00583812305147	0.0	0.0936832200118	0	0	0	0	0
mix_7	0.0	0.0	0.109047643488	0	0	0	0	0
mix_8	0.00525598540038	0.0	0.080308787381	0	0	0	0	0
mix_9	0.00492369304249	0.0	0.140731344901	0	0	0	0	0
mix_10	0.0291269637044	0.0	0.0	0	0	0	0	0
mix_11	0.0511334917237	0.0	0.0	0	0	0	0	0
mix_12	0.0	0.0	0.101895022296	0	0	0	0	0
mix_13	0.00352924117384	0.0	0.213782300171	0	0	0	0	0
mix_14	0.0334121890226	0.0	0.0529474408433	0	0	0	0	0
mix_15	0.00475342139934	0.0	0.0486175849899	0	0	0	0	0
mix_16	0.0189665349934	0.0	0.0	0	0	0	0	0
mix_17	0.0	0.0	0.184948156816	0	0	0	0	0
mix_18	0.0263820863591	0.0	0.0721601340946	0	0	0	0	0
mix_19	0.0	0.0	0.0462138850086	0	0	0	0	0
mix_20	0.0165003065901	0.0	0.0554563577764	0	0	0	0	0
mix_21	0.0	0.0	0.196604226946	0	0	0	0	0
mix_22	0.0173194961442	0.0	0.108179536547	0	0	0	0	0
mix_23	0.0323207923126	0.0	0.0489472814273	0	0	0	0	0
mix_24	0.0	0.0	0.040507220783	0	0	0	0	0
mix_25	0.0220987402498	0.0	0.0687417251861	0	0	0	0	0
mix_26	0.0	0.0	0.123534062521	0	0	0	0	0
mix_27	0.0104883017169	0.0	0.113695856466	0	0	0	0	0
mix_28	0.00422599511038	0.0	0.096473141086	0	0	0	0	0
mix_29	0.005202591482	0.0	0.0	0	0	0	0	0
mix_30	0.00875276392286	0.0	0.0686421648173	0	0	0	0	0
mix_31	0.0104022438619	0.0	0.00681062120318	0	0	0	0	0
mix_32	0.0374508651426	0.0	0.00108126510747	0	0	0	0	0
mix_33	0.00262155125032	0.0	0.0	0	0	0	0	0
mix_34	0.00331975074653	0.0	0.146217760754	0	0	0	0	0
mix_35	0.0043381608305	0.0	0.0888119808253	0	0	0	0	0
mix_36	0.00690319974089	0.0	0.128248839001	0	0	0	0	0
mix_37	0.0	0.0	0.0420346418647	0	0	0	0	0
mix_38	0.00374207141855	0.0	0.0551437624094	0	0	0	0	0
mix_39	0.00674769339814	0.0	0.0932880152247	0	0	0	0	0
mix_40	0.00482060959787	0.0	0.061149346121	0	0	0	0	0
mix_41	0.00555667571925	0.0	0.126781590662	0	0	0	0	0
mix_42	0.0149568046307	0.0	0.178419607727	0	0	0	0	0
mix_43	0.00263652393058	0.0	0.143440456951	0	0	0	0	0
mix_44	0.0336626520968	0.0	0.0786944761411	0	0	0	0	0
mix_45	0.00472907050436	0.0	0.141917905042	0	0	0	0	0
mix_46	0.0	0.0	0.0279995978345	0	0	0	0	0
mix_47	0.0120033943809	0.0937447956696	0.0	0	0	0	0	0
mix_48	0.0542111208369	0.0	0.0	0	0	0	0	0
mix_49	0.0387683117911	0.0	0.0	0	0	0	0	0
mix_50	0.00421213566562	0.0	0.115900201813	0	0	0	0	0
mix_51	0.0	0.0	0.157983460056	0	0	0	0	0
mix_52	0.00418617971875	0.0	0.208427142552	0	0	0	0	0
mix_53	0.0423850888575	0.0	0.0	0	0	0	0	0
mix_54	0.00296898887287	0.0	0.0866887281933	0	0	0	0	0
mix_55	0.0	0.0	0.169748242758	0	0	0	0	0
mix_56	0.00256318016223	0.0	0.00783692032087	0	0	0	0	0
mix_57	0.0132068373026	0.0	0.132569577928	0	0	0	0	0
mix_58	0.0	0.0	0.0736955264596	0	0	0	0	0
mix_59	0.0142242422101	0.0	0.194467715373	0	0	0	0	0
mix_60	0.00354844908262	0.0	0.18222315197	0	0	0	0	0
mix_61	0.00482233725751	0.0	0.105785893158	0	0	0	0	0
mix_62	0.000599381989645	0.0	0.0	0	0	0	0	0
mix_63	0.0	0.0	0.0899081521515	0	0	0	0	0
mix_64	0.0463001942401	0.0248496201879	0.0	0	0	0	0	0
mix_65	0.00566014748262	0.0	0.187141639664	0	0	0	0	0
