	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.136703301028	0.0	0.147982174272	0.120436643385	0.0	0.0	0.594877881316
B	0.135686973803	0.0	0.152598181477	0.12074426685	0.0	0.0	0.590153172412
C	0.0994179020073	0.0	0.108764054127	0.049163191423	0.0145075533787	0.118935108541	0.609212190522
D	0.104366163719	0.0	0.106203286554	0.0480697710896	0.00687299833092	0.123953506361	0.610534273945
E	0.0877904466994	0.0	0.160885425435	0.0672399826417	0.0	0.107347768054	0.576736377169
F	0.0722632207914	0.0	0.297842206896	0.0871528086919	0.0	0.0	0.537337099776
G	0.120173643739	0.0	0.0712194053409	0.193728510907	0.0	0.0	0.608580750826
H	0.106657462861	0.0842133073439	0.0508985684446	0.125997796256	0.0	0.0	0.600644123964
I	0.106889381018	0.0893444596098	0.0496797417946	0.125389810449	0.0	0.0	0.600836995486
J	0.103994781813	0.0	0.0850981431464	0.0287361135275	0.0442108147248	0.0988122819497	0.638472132633
K	0.0948083809574	0.0	0.153478015679	0.0173686675202	0.0	0.165609286142	0.566036625798
L	0.0713666650203	0.0	0.0803902277344	0.0513529597743	0.0	0.0957279186425	0.701162228829
