	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.0	0.760939543276	0.235242540151	0	0.00381791657289	0.0	0
B	0.0	0.758066604024	0.238218401218	0	0.00371499475824	0.0	0
C	0.0	0.700197016148	0.23971031272	0	0.0600926711317	0.0	0
D	0.0	0.698889315729	0.241432299718	0	0.0596783845523	0.0	0
E	0.0	0.715283489625	0.251207966442	0	0.0335085439337	0.0	0
F	0.0	0.735936422341	0.264063577659	0	0.0	0.0	0
G	0.0	0.781025176228	0.218974823772	0	0.0	0.0	0
H	0.0	0.79181346589	0.20818653411	0	0.0	0.0	0
I	0.0	0.790499441224	0.209500558776	0	0.0	0.0	0
J	0.0	0.668088008806	0.239273272007	0	0.0926387191867	0.0	0
K	0.0	0.672566026709	0.255867902027	0	0.0715660712638	0.0	0
L	0.0	0.700595460443	0.233759462369	0	0.0656450771874	0.0	0
