	B Cells	Monocytes	NK Cells	Neutrophils	CD4 T Cells	CD8 T Cells	Other
A	0.326041476382	0	0	0	0.154752463525	0.215793276973	0
B	0.324501212441	0	0	0	0.155220966595	0.215704230156	0
C	0.319025571674	0	0	0	0.165848191928	0.21856161239	0
D	0.318246198255	0	0	0	0.165807662983	0.22002376402	0
E	0.316809011298	0	0	0	0.160232264864	0.223595539313	0
F	0.319469588149	0	0	0	0.152348568877	0.225446010241	0
G	0.326997179188	0	0	0	0.151616580129	0.211443420597	0
H	0.328498047025	0	0	0	0.149617519111	0.20491307202	0
I	0.329891833028	0	0	0	0.149421163363	0.205153549075	0
J	0.319501668774	0	0	0	0.16867124808	0.216839906542	0
K	0.319131543862	0	0	0	0.163071671772	0.226637023484	0
L	0.314959293689	0	0	0	0.166057322898	0.219294252542	0
