naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
S10001	0.0810843047761514	0.194396598742426	0.204337855809163	0.0568728551075433	0.142251197286224	0.078931445719234	0.0875259787050705	0.154599763854187
S10006	0.0819360061360104	0.182071116738514	0.223552012152123	0.0560817586747006	0.140538779628138	0.080282701385617	0.0882790323397798	0.147258592945117
S1001	0.0768863642306072	0.174446641663567	0.224005181520609	0.0591956070459624	0.142431152286484	0.0815607521482932	0.0914810261789619	0.149993274925515
S10010	0.0757934542396089	0.186817530556428	0.193004135702842	0.0614853546335905	0.148627922560882	0.0826430713199791	0.0958262779927612	0.155802252993908
S10011	0.081164138802092	0.187908896729903	0.202467347160987	0.0605333486348428	0.142005867719454	0.0830705130636453	0.0901990963531608	0.152650791535915
S10014	0.0806490268350647	0.185367952631396	0.198339349105862	0.0583941255118744	0.142425730510972	0.0829469393766025	0.0969483720516631	0.154928503976565
S10026	0.0748698467973059	0.181821841860987	0.228888100411889	0.0581978479050132	0.144214540422916	0.0757019296080057	0.0893320470547058	0.146973845939178
S10032	0.0830055158952624	0.186925565135134	0.2027348491778	0.0577575472167171	0.13935795404731	0.0875795172821078	0.0958684312812054	0.146770619964463
S10036	0.0746960680043146	0.187649513164652	0.22947592102076	0.0560942449073856	0.135698512942935	0.0770137186084099	0.0889685088850436	0.1504035124665
S10042	0.0816397896532718	0.183366330831164	0.205698080750163	0.0591091260595318	0.145737011550671	0.0808162307334267	0.0890136346321959	0.154619795789575
S10044	0.0774760886641996	0.181679600300265	0.224468159749607	0.0582991377650337	0.138894409112966	0.079237599578519	0.0924974388379901	0.147447565991419
S10049	0.0786567550245233	0.182547661791076	0.231595395612773	0.0584896915859353	0.136102896811317	0.0774341223193191	0.0899388086827736	0.145234668172284
S10057	0.0799054215713816	0.191244331753109	0.199071547639313	0.0598319888830185	0.14465131004549	0.080425788068705	0.0916881196563678	0.153181492382616
S10062	0.0777329418483219	0.186799857812827	0.210873924100206	0.0591269140984939	0.143352805158826	0.0783310443452517	0.093357645621429	0.150424867014644
S10066	0.076774197969429	0.188829841053446	0.194108842327297	0.0584982288081972	0.145475088331739	0.0850862415525839	0.0934006132264826	0.157826946730824
S10067	0.0788144211704634	0.180701749795331	0.230274286530393	0.0592346715181427	0.137634271537768	0.0786403932424134	0.0910855755893533	0.143614630616137
S1007	0.0821620862006343	0.188246638607922	0.209624136829925	0.0561563662146776	0.139527004669098	0.0792891722061207	0.0896633276131303	0.155331267658493
S10073	0.0772552571973744	0.180069190686601	0.231696747958275	0.0607469512085202	0.137073852728541	0.0825457708004544	0.0894967389593779	0.141115490460856
S10077	0.0857476540396621	0.194148237210326	0.190744127597781	0.0587712485597251	0.134705650527127	0.0841288222550481	0.0941139052387775	0.157640354571553
S10080	0.0845082612433113	0.18809112360022	0.198858231255252	0.0607653734457718	0.142621513168919	0.0785972152379905	0.0910481837971634	0.155510098251372
S10082	0.0796644998472621	0.185815264935586	0.215507204848192	0.0593591575510885	0.138627296495437	0.0828668854922552	0.0916411712296008	0.146518519600579
S10087	0.0818981134865112	0.18154866982965	0.221545519472415	0.0585359976047726	0.139884812226289	0.0802805348779942	0.0896177508071884	0.146688601695181
S10089	0.0803033040631209	0.193398164274092	0.203616488217679	0.0565978248244879	0.1370500512241	0.0803924370278834	0.0896827303427004	0.158959000025936
S1009	0.0859580334387413	0.19434249430322	0.202408194473155	0.0618338825824816	0.137814496370343	0.0792817511351734	0.090144046508968	0.148217101187919
S10090	0.0772343857109787	0.183685165699812	0.213425240496246	0.0576774305870936	0.141615058127258	0.0846551731146896	0.0882143642081299	0.153493182055792
S10093	0.077844193648266	0.188836972750375	0.200480011725124	0.0576097948848578	0.146461706456335	0.0812017760404645	0.0903432492077517	0.157222295286826
S10094	0.078899579162696	0.182946751038074	0.210755895994675	0.058351935625193	0.141185273760671	0.080504891985781	0.095019402996741	0.152336269436169
S1010	0.0803264117858768	0.189604360149316	0.206857715403496	0.0593272191188021	0.138719976943253	0.0807364905227091	0.0896311384980347	0.154796687578513
S10111	0.0779361466309284	0.18609731425299	0.216680099169259	0.0598687649078446	0.137999513259688	0.0805634230913288	0.092516776558341	0.148337962129619
S10116	0.0800309668603679	0.193426661615132	0.207715045276161	0.0634738353369318	0.135560118607846	0.0820857402438721	0.0879415777906055	0.149766054269084
S10119	0.0796130916863245	0.184598290626286	0.211081216997486	0.0581666931119921	0.143182022265291	0.0808187566573861	0.0888093230875786	0.153730605567655
S10121	0.0794538915340453	0.183020071956213	0.20998315136542	0.0609749416037191	0.140640016983199	0.0802408229816247	0.0912981326093125	0.154388970966466
S10130	0.0789203538345051	0.189592988577682	0.19856662990863	0.0569084349439494	0.145447254381428	0.0788233470347937	0.0948333990326405	0.156907592286372
S10140	0.0852609951710575	0.190239049714042	0.190981781563939	0.0576174541579562	0.146911899511145	0.08432616973141	0.092981363442135	0.151681286708316
S10142	0.0818130815107656	0.189054466301261	0.210075612762429	0.0572636802640791	0.142195625826474	0.0798429946892469	0.0900254359023977	0.149729102743346
S10150	0.0838744325417577	0.199115937538032	0.184888880493495	0.060638680519927	0.1401578746534	0.0809616442598918	0.0923958888617159	0.15796666113178
S10155	0.0797936526112049	0.181567892938662	0.219650208669729	0.0589239923200854	0.138268141828308	0.0814637042905446	0.0902791493831105	0.150053257958355
S1016	0.0784276061456396	0.194929477112118	0.19602307718566	0.0585472264046061	0.143710096856085	0.0809346943472215	0.0939336534568778	0.153494168491792
S10163	0.0857975283226187	0.197769874982267	0.189010333816428	0.0610320392071689	0.140815848260758	0.0825410905936012	0.0875513779865332	0.155481906830625
S10167	0.0823560258015988	0.192036197654452	0.189886755323706	0.0626329059262685	0.13832973729478	0.0866122941897381	0.0890467986911048	0.159099285118352
S10168	0.080308891878091	0.18408819335037	0.210125210418911	0.0608166767691783	0.139812124286338	0.0804760142648274	0.0925417396780163	0.151831149354267
S10173	0.0841353124632964	0.187402551893685	0.22207210548026	0.0602679999126244	0.136956293249791	0.0774832468045425	0.0873415151644616	0.144340975031338
S10175	0.0799567783665598	0.184008113219399	0.210020172283762	0.0570762989893216	0.14319160760404	0.0835299002619819	0.0894337472546687	0.152783382020267
S10179	0.0769427460287875	0.170709384317904	0.234567963483767	0.0609541224418581	0.137583137728215	0.0840086292401947	0.0932641313475143	0.14196988541176
S10186	0.0841432214205316	0.187935046894717	0.207031312029898	0.0587110578047666	0.14322184747087	0.0796513905957353	0.0929663284639066	0.146339795319575
S1019	0.0790140911783906	0.188371004963147	0.215354556547773	0.0570716521913548	0.138826708764777	0.0788371480568898	0.0886117955267944	0.153913042770873
S10190	0.0783876303242565	0.173018140317769	0.238030676828339	0.0583246995470366	0.138986280546098	0.0835525669112975	0.0884895387059089	0.141210466819295
S10195	0.0797067543116506	0.185330660710602	0.217420924812731	0.0566018896474238	0.142250884835623	0.07817820862623	0.0914184274188643	0.149092249636875
S10196	0.0755951000448164	0.184736571557167	0.215973529233817	0.0576434356886818	0.145318653513274	0.0803331116804417	0.0881151149255874	0.152284483356214
S10200	0.0759003904485451	0.186390193015854	0.202163522370448	0.0580528685783631	0.146309810465442	0.0856748999465146	0.0937849393391727	0.15172337583566
S10201	0.0819307713602796	0.198000499788224	0.174933644006851	0.0565569804885489	0.147618292070056	0.0811802387555526	0.0961299711217532	0.163649602408735
