B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
S16354	0	0	0.2621	0	0	0.6361	0.0898	0	0	0.0119
S16358	0	0	0.1583	0.146	0.0388	0.3093	0.1411	0	0	0.2065
S1636	0	0	0.152	0.1143	0	0.4206	0.1661	0	0	0.1471
S16367	0	0	0.1518	0.0303	0	0.4323	0.2395	0	0	0.1461
S16368	0	0	0.237	0.0535	0	0.4252	0.1823	0	0	0.102
S16372	0	0	0.227	0.0287	0	0.3649	0.0921	0.0418	0	0.2454
S16373	0	0	0.1804	0.0504	0	0.5988	0.1306	0	0	0.0398
S16379	0	0	0.2044	0.055	0	0.527	0.0976	0	0	0.116
S16386	0	0	0.2676	0.0569	0	0.4044	0.1097	0	0	0.1615
S16389	0	0	0.1618	0.0352	0	0.4921	0.1915	0	0	0.1194
S1639	0	0	0.1688	0.0913	0.0481	0.2268	0.1896	0.0919	0	0.1835
S16391	0	0	0.2494	0.0156	0	0.3758	0.1807	0.0151	0	0.1634
S16401	0	0	0.1684	0.088	0.0217	0.3196	0.1315	0	0	0.2709
S16407	0	0	0.1468	0.074	0.0344	0.2988	0.2548	0.022	0	0.1691
S16408	0	0	0.2142	0.1392	0.0085	0.3912	0.0869	0	0	0.1599
S16412	0	0	0.2067	0.0571	0	0.5171	0.107	0	0	0.1121
S16414	0	0	0.1472	0.0127	0	0.4922	0.1978	0	0	0.1501
S16419	0	0	0.2158	0.0779	0	0.4529	0.1923	0	0	0.0611
S16420	0	0	0.24	0.0819	0	0.4298	0.1253	0	0	0.1231
S16422	0	0	0.253	0.0768	0	0.4938	0.1204	0	0	0.056
S16423	0	0	0.1584	0.0281	0	0.4361	0.178	0	0	0.1994
S16428	0	0	0.1405	0.118	0	0.4768	0.1083	0	0	0.1564
S16439	0	0	0.1522	0.1042	0.0226	0.4692	0.1294	0	0	0.1224
S16441	0	0	0.2204	0.0987	0.0048	0.4651	0.1304	0	0	0.0805
S16450	0	0	0.2566	0.0524	0.0581	0.2128	0.2639	0	0	0.1563
S16455	0	0	0.2162	0.0103	0	0.4402	0.1941	0	0	0.1393
S16460	0	0	0.2445	0.04	0	0.4916	0.087	0	0	0.1369
S16473	0	0	0.2191	0.0507	0	0.5248	0.1006	0	0	0.1047
S16475	0	0	0.1496	0.1042	0.1353	0.0951	0.1864	0.0951	0	0.2344
S16476	0	0	0.2725	0.1199	0	0.3009	0.1016	0	0	0.205
S16478	0	0	0.2242	0	0	0.3854	0.1697	0	0	0.2206
S16480	0	0	0.1783	0.027	0	0.5874	0.1458	0	0	0.0615
S16488	0	0	0.2045	0.0154	0	0.3644	0.162	0	0	0.2537
S1649	0	0	0.1974	0	0	0.6931	0.0905	0	0	0.0191
S16498	0	0	0.158	0	0	0.3908	0.1767	0.0216	0	0.2529
S16503	0	0	0.2005	0.0585	0.015	0.2186	0.233	0	0	0.2745
S16504	0	0	0.1845	0.0513	0	0.3782	0.1947	0	0	0.1912
S16505	0	0	0.2106	0.0046	0	0.6765	0.0718	0	0	0.0364
S16506	0	0	0.1193	0.0957	0.0444	0.4721	0.1564	0	0	0.1121
S16515	0	0	0.3034	0.0928	0	0.4915	0.1123	0	0	0
S16518	0	0	0.2645	0.0188	0	0.4632	0.1587	0	0	0.0948
S16526	0	0	0.1511	0.1647	0.0698	0.3267	0.1095	0	0	0.1783
S16529	0	0	0.3023	0	0	0.3588	0.2554	0	0	0.0834
S1653	0	0	0.2609	3e-04	0.0128	0.353	0.2393	0	0	0.1336
S16532	0	0	0.1989	0.1901	0.0693	0.1826	0.1826	0	0	0.1764
S16535	0	0	0.227	0	0	0.4672	0.1993	0	0.0051	0.1014
S1655	0.1942	0.3739	0.0719	0.0244	0	0.0107	0.2307	0	0.0942	0
S16551	0	0	0.1959	0.0325	0.011	0.4758	0.1629	0	0	0.1218
S16561	0	0	0.2641	0.0545	0.022	0.3084	0.1639	0	0	0.1871
S16571	0	0	0.0981	0.0927	0	0.5053	0.1092	0	0	0.1948
S16575	0	0	0.1216	0.1059	0.0604	0.2233	0.213	0	0	0.2758
S16584	0	0	0.1722	0.0505	0	0.5274	0.1522	0	0	0.0976
S1659	0	0	0.106	0	0	0.5447	0.2188	0	0	0.1304
S16591	0	0	0.1595	0.088	0.0386	0.3848	0.1424	0	0	0.1866
S166	0	0	0.1804	0.0166	0.02	0.3607	0.2036	0.0486	0	0.1702
S1660	0	0	0.2882	0.0777	0.0052	0.4005	0.1281	0	0	0.1003
S16604	0	0	0.2467	0.0805	0	0.4914	0.1262	0	0	0.0553
S16606	0	0	0.2141	0.041	0	0.4606	0.1155	0	0	0.1688
S16609	0	0	0.1205	0.2197	0.0803	0.3054	0.079	0	0	0.1951
S16612	0	0	0.1673	0.0492	0	0.4893	0.1437	0	0	0.1504
S16619	0	0	0.1859	0.0688	0	0.4843	0.1668	0	0	0.0942
S16623	0	0	0.2193	0.036	0.003	0.3825	0.1652	0	0	0.1939
S16632	0	0	0.1441	0.0068	0	0.554	0.1798	0	0	0.1152
S16640	0	0	0.1128	0.1624	0.0688	0.2946	0.1318	0	0	0.2296
S16641	0	0	0.2628	0.0697	0	0.4551	0.158	0	0	0.0544
S16644	0	0	0.1154	0.0809	0	0.476	0.1274	0	0.0049	0.1953
S16646	0	0	0.1755	0	0	0.3801	0.2916	0	0.0361	0.1167
S16649	0	0	0.1775	0.123	0	0.3957	0.2142	0	0	0.0896
S16652	0	0	0.2123	0.0126	0	0.5536	0.1461	0	0	0.0754
S16654	0	0	0.188	0.0389	0	0.4347	0.2014	0	0	0.137
S16655	0	0	0.1964	0.0044	0	0.4696	0.144	0	0	0.1856
S16656	0	0	0.1691	0.0605	0	0.4532	0.1119	0	0	0.2054
S16669	0	0	0.2499	0	0	0.5303	0.1606	0	0	0.0592
S16671	0	0	0.2419	0.2028	0.034	0.3259	0.0939	0	0	0.1015
S16675	0	0	0.1616	0.0408	0	0.4876	0.1786	0	0	0.1314
S16676	0	0	0.2286	0.0457	0.004	0.3797	0.2272	0	0	0.1148
S16696	0	0	0.2034	0.0504	0	0.2988	0.2183	0	0.0151	0.214
S16698	0	0	0.1707	0.0945	4e-04	0.3892	0.191	0	0	0.1542
S1670	0	0	0.2374	0	0	0.5034	0.1577	0	0	0.1015
S16700	0	0	0.184	0.1092	0	0.5173	0.1264	0	0	0.0631
S16706	0	0	0.1908	0.0844	0	0.4347	0.1662	0.0146	0.0247	0.0846
S1671	0	0	0.2489	0	0	0.5523	0.1683	0	0	0.0305
S16712	0	0	0.322	0.0087	0	0.4734	0.1448	0	0.0015	0.0496
S16715	0	0	0.1334	0.1214	0.0069	0.3463	0.114	0	0	0.278
S16717	0	0	0.2186	0	0	0.3708	0.2401	0	0	0.1704
S16721	0	0	0.2163	0.1528	0.014	0.4122	0.1321	0	0	0.0726
S16725	0	0	0.2146	0	0	0.5126	0.1697	0	0	0.1031
S1673	0	0	0.1986	0.0413	0.0135	0.3978	0.2029	0	0.0295	0.1164
S16747	0	0	0.1326	0	0	0.2602	0.2912	0.0895	0	0.2265
S1675	0	0	0.1874	0.0409	0.0193	0.3666	0.2017	0.0522	0	0.1319
S16757	0	0	0.1874	0	0	0.4499	0.2195	0	0	0.1431
S16758	0	0	0.1296	0	0.0173	0.3845	0.182	0.0614	0	0.2252
S16762	0	0	0.191	0.0696	0	0.4256	0.1581	0.012	0	0.1437
S16770	0	0	0.1364	0.1627	0.0736	0.2225	0.044	0.043	0	0.3179
S16773	0	0	0.238	0.0394	0	0.5599	0.1153	0	0	0.0473
S16775	0	0	0.2461	0.0599	0	0.408	0.2267	0	0	0.0592
S1678	0	0	0.1038	0.0881	0.0381	0.4043	0.1116	0.0567	0.0024	0.195
S16780	0	0	0.1505	0	0	0.44	0.261	0	0	0.1485
S16785	0	0	0.133	0	0	0.5199	0.1775	0	0	0.1696
S16791	0	0	0.1926	0.0248	0	0.5212	0.1262	0	0	0.1353
S16792	0	0	0.167	0.0813	0.093	0.2688	0.2113	0.0072	0	0.1712
S16797	0	0	0.1401	0.0481	0	0.4039	0.2317	0.0054	0.0225	0.1482
S16799	0	0	0.2568	0.0638	0	0.4988	0.1468	0	0	0.0339
S1680	0	0	0.1845	0.0202	0	0.356	0.2866	0	0.0042	0.1484
S16801	0	0	0.1294	0.0727	0.0528	0.384	0.1215	0.014	0	0.2255
S16806	0	0	0.1983	0.0039	0	0.4189	0.2268	0.0045	0	0.1476
S16811	0	0	0.1896	0.1008	0	0.4928	0.1669	0	0	0.05
S16815	0	0	0.1858	0.0553	0	0.425	0.1662	0	0	0.1677
S16816	0	0	0.183	0.1912	0	0.3403	0.1646	0	0.0562	0.0646
S16825	0	0	0.2147	0.0411	0	0.4162	0.1585	0	0	0.1696
S16827	0	0	0.1894	0.058	0	0.4223	0.1199	0.0565	0	0.1538
S16829	0	0	0.2256	0	0	0.4697	0.1944	0	0	0.1103
S16830	0	0	0.1222	0.07	0	0.5758	0.1158	0	0	0.1161
S16835	0	0	0.241	0.0443	0	0.5819	0.0954	0	0	0.0374
S16841	0	0	0.1738	0.0472	0	0.3245	0.2157	0.0801	0.0363	0.1224
S16843	0	0	0.237	0.0345	0	0.5337	0.1617	0	0	0.0331
S16853	0	0	0.2281	0.0395	0	0.3603	0.2047	0	0	0.1674
S16859	0	0	0.1869	0.0726	0	0.5338	0.0664	0	0	0.1403
S16860	0	0	0.1272	0.0152	0.0142	0.3207	0.2883	0.0545	0.0101	0.1698
S16880	0	0	0.2325	0.0437	0	0.4311	0.1568	0	0	0.1359
S16893	0	0	0.2343	0.0385	0	0.5655	0.1367	0	0	0.0251
S16896	0	0	0.2333	0.1572	0.0202	0.2861	0.1021	0	0	0.2012
S16905	0	0	0.215	0.1338	0.006	0.3464	0.1977	0	0.0187	0.0824
S16909	0	0	0.1743	0.0518	0	0.4009	0.1736	0.0104	0	0.189
S16910	0	0	0.2125	0.0932	0	0.3916	0.166	0	0	0.1367
S16915	0	0	0.1712	0.1774	0.0271	0.3075	0.0904	0	0	0.2264
S16928	0	0	0.2283	0.0573	0.0188	0.3364	0.1293	0.0462	0	0.1837
S16929	0	0	0.2218	0.0321	0	0.4365	0.1678	0	0	0.1419
S16932	0	0	0.1844	0.0272	0.0187	0.5343	0.1454	0	0	0.0899
S16933	0	0	0.2705	0.0845	0	0.3923	0.1683	0	0	0.0844
S16939	0	0	0.1799	0.0779	0.0174	0.288	0.2123	0	0	0.2245
S16947	0	0	0.2419	0.1186	0.0221	0.4978	0.0809	0	0	0.0388
S16949	0	0	0.1819	0	0	0.5399	0.2002	0	0	0.078
S16951	0	0	0.2684	0.0289	0	0.3379	0.2002	0.0434	0	0.1212
S16961	0	0	0.2111	0.1652	0.0477	0.2775	0.1059	0	0	0.1926
S16963	0	0	0.1586	0	0	0.47	0.2432	0	0	0.1283
S1697	0	0	0.1205	0.0367	0	0.4997	0.1498	0	0	0.1933
S16976	0	0	0.203	0.0846	0	0.4782	0.1282	0	0	0.106
S16977	0	0	0.2167	0.0347	0	0.5303	0.1486	0	0	0.0697
S16992	0	0	0.3431	0.0449	0	0.2368	0.1896	0	0.0558	0.1298
S16994	0	0	0.1898	0.0251	0	0.5007	0.1846	0	0	0.0998
S16995	0	0	0.18	0.0744	0.0206	0.2924	0.2461	0.0191	0	0.1673
S17000	0	0	0.2111	0.04	0	0.4701	0.1848	0	0	0.094
S17002	0	0	0.1282	0.141	0.0064	0.4924	0.1073	0	0	0.1247
S17012	0	0	0.3103	0.0633	0	0.401	0.1344	0	0	0.091
S17015	0	0	0.1152	0.0924	0	0.3632	0.2339	0	0	0.1953
S1702	0	0	0.184	0	0	0.3832	0.1702	0.0706	0.0354	0.1568
S17021	0	0	0.1767	0.1388	0	0.3646	0.185	0	0	0.135
S17025	0	0	0.2248	0	0.0129	0.4025	0.2194	0	0	0.1404
S17027	0	0	0.1658	0.0105	0	0.3966	0.1365	0.0604	0	0.2302
S17030	0	0	0.2309	0	0	0.4825	0.1499	0	0	0.1367
S17037	0	0	0.2091	0.0727	0	0.4013	0.1278	0	0	0.1892
S17040	0	0	0.2257	0.0458	0	0.574	0.0798	0	0	0.0746
S17046	0	0	0.1884	0	0	0.6107	0.1425	0	0	0.0583
S17047	0	0	0.1576	0.1124	0.01	0.2293	0.151	0	0	0.3397
S17055	0	0	0.2407	0.0569	0	0.4813	0.1219	0	0	0.0992
S17056	0	0	0.3762	0.0679	0	0.236	0.1774	0.031	0	0.1116
S17057	0	0	0.1964	0.0352	0	0.481	0.1916	0	0	0.0958
S1706	0	0	0.1935	0.1002	0.0134	0.3606	0.1209	0	0.0028	0.2085
S17068	0	0	0.1137	0.1275	0.1043	0.2292	0.1618	0.0332	0.0414	0.1889
S17070	0	0	0.2108	0.1626	0	0.2919	0.0524	0	0	0.2822
S17077	0	0	0.21	0.0858	0	0.5114	0.1143	0	0	0.0786
S17078	0	0	0.2234	0	0	0.7089	0.0677	0	0	0
S17079	0	0	0.1885	0.0017	0	0.418	0.2243	0	0	0.1674
S17080	0	0	0.1884	0.1395	0	0.4732	0.0889	0	0	0.11
S17091	0	0	0.1824	0.067	0	0.4869	0.1279	0	0	0.1357
S17095	0	0	0.1782	0.0693	0	0.496	0.1019	0	0	0.1547
S17097	0	0	0.1427	0.2166	0.0869	0.3355	0.0166	0	0	0.2016
S17099	0	0	0.2812	0.0902	0.0102	0.255	0.2342	0	0	0.1291
S17102	0	0	0.2532	0.0641	0	0.5001	0.024	0	0	0.1586
S17110	0	0	0.3027	0.2308	0.0047	0.3139	0.0486	0	0.0059	0.0934
S17114	0	0	0.23	0.0952	0	0.3661	0.1485	0	0.038	0.1222
S17117	0	0	0.2256	0	0	0.4606	0.1932	0	0	0.1206
S17131	0	0	0.2407	0.1424	0.0238	0.247	0.2165	0	0.021	0.1085
S17132	0	0	0.1693	0.0253	0	0.4638	0.1421	0.0664	0	0.1331
S17133	0	0	0.1852	0	0	0.5576	0.1661	0	0	0.0911
S17134	0	0	0.2696	0	0	0.495	0.1704	0	0	0.0651
S17142	0	0	0.2583	0.058	0	0.5188	0.1246	0	0	0.0403
S17148	0	0	0.1854	0.0607	0	0.3996	0.1939	0	0	0.1603
S17150	0	0	0.2386	0.053	0	0.3644	0.1679	0	0	0.1762
S17151	0	0	0.1464	0.2067	0.1166	0.2524	0.1662	0	0	0.1117
S17180	0	0	0.3355	0.0568	0	0.2705	0.1633	0	0.034	0.14
S17187	0	0	0.3023	0.0142	0	0.6005	0.0831	0	0	0
S17197	0	0	0.1624	0.0302	0	0.4209	0.2135	0.0186	0	0.1544
S17198	0	0	0.1908	0.1146	0.0073	0.5352	0.081	0	0	0.071
S17205	0	0	0.1796	0	0	0.6612	0.1082	0	0	0.051
S1721	0	0	0.2154	0.0312	0	0.4092	0.1826	0	0	0.1616
S17210	0	0	0.3014	0.006	0	0.4072	0.1421	0	0	0.1433
S17211	0	0	0.128	0.0589	0	0.4747	0.1047	0	0	0.2337
S17212	0	0	0.3167	0.0337	0	0.4282	0.1089	0	0	0.1125
S17219	0	0	0.3047	0.0724	0.0014	0.3777	0.1668	0	0.0094	0.0677
S17223	0	0	0.1975	0.0573	0.0273	0.419	0.1922	0	2e-04	0.1066
S17229	0	0	0.2042	0.0849	0.0189	0.2367	0.2965	0.0277	0	0.1311
S17230	0	0	0.1393	0.0271	0	0.5641	0.1743	0	0	0.0952
S17233	0	0	0.1507	0.0597	0.0168	0.4767	0.0917	0	0	0.2043
S17240	0	0	0.1856	0.0228	0	0.5182	0.2068	0	0	0.0666
S1725	0	0	0.1606	0.0128	0	0.5812	0.0945	0	0	0.1509
S17251	0	0	0.2553	0.013	0	0.4091	0.1716	0	0	0.151
S17252	0	0	0.2336	0.0379	0	0.4408	0.1824	0	0.0185	0.0868
S17254	0	0	0.3547	0.2258	0.0153	0.3305	0	0	0	0.0738
S17256	0	0	0.1934	0.0465	0	0.4892	0.1479	0	0	0.123
S17259	0	0	0.2283	0.0849	0	0.4571	0.1368	0	0	0.0929
S1726	0	0	0.1515	0.1473	0.0514	0.3482	0.0981	0	0	0.2036
S17275	0	0	0.1826	0	0	0.4343	0.2495	0	0	0.1336
S17281	0	0	0.2	0.1249	0	0.3818	0.0871	0	0	0.2063
S17283	0	0	0.2371	0.0632	0	0.4406	0.1394	0	0	0.1197
S17284	0	0	0.2042	0.0648	0	0.3726	0.1589	0	0	0.1996
S17290	0	0	0.1634	0.0415	0.0462	0.3943	0.1716	0	0	0.183
S17291	0	0	0.1694	0.1257	0	0.3913	0.1644	0.0261	0	0.123
S17295	0	0	0.2144	0	0.1216	0.2196	0.2318	0.085	0.0024	0.1251
S17301	0	0	0.2423	0.0778	0.0076	0.3288	0.1783	0.0358	0.0293	0.1002
S1731	0	0	0.2179	0.0474	0	0.4122	0.2039	0	0	0.1186
S17311	0	0	0.1659	0.0395	0	0.4518	0.188	0	0	0.1548
S17316	0	0	0.2102	0.0942	0.0015	0.4245	0.1215	0	0	0.148
S17320	0	0	0.1906	0.1205	0.0266	0.3337	0.1282	0.0284	0	0.172
S17322	0	0	0.2133	0.1033	0.0197	0.4442	0.1563	0	0	0.0632
S17323	0.4136	0.2478	0.008	0	0.0047	0	0.2053	0	0.1206	0
S17332	0	0	0.2754	0.0291	0	0.5432	0.1524	0	0	0
S17333	0	0	0.2514	0.0744	0	0.4954	0.105	0	0	0.0737
S17334	0	0	0.1401	0.1766	0.0174	0.3233	0.0733	0.017	0.0044	0.2479
S17346	0	0	0.1526	0.018	0	0.4575	0.2135	0	0	0.1584
S17351	0	0	0.2728	0.0655	0.0084	0.352	0.0465	0	0.015	0.2399
S17353	0	0	0.156	0.029	0.0224	0.3374	0.2669	0.0185	0	0.1698
S17362	0	0	0.2705	0.0238	0	0.4072	0.1741	0	0	0.1244
S17365	0	0	0.1511	0	0	0.6522	0.129	0	0	0.0677
S17367	0	0	0.2705	0.078	0	0.4471	0.1127	0	0	0.0917
S17369	0	0	0.2652	0.0068	0	0.4882	0.1512	0	0	0.0886
S17370	0	0	0.1752	0.064	0	0.4928	0.1691	0	0	0.099
S17373	0	0	0.2153	0.1841	0.0587	0.328	0.1638	0	0.0036	0.0464
S17378	0	0	0.1775	0.0134	0.0387	0.496	0.2229	0	0	0.0514
S1738	0	0	0.2281	0.111	0.0012	0.3337	0.1841	0	0	0.1419
S17381	0	0	0.1826	0.0302	0.028	0.3786	0.1339	0.0682	0	0.1784
S17393	0	0	0.1964	0.1534	0.0047	0.3023	0.0371	0.0283	0	0.2777
S17396	0	0	0.2035	0.0307	0.0081	0.4749	0.1354	0	0	0.1473
S17411	0	0	0.2198	0	0	0.5597	0.1348	0	0	0.0857
S17412	0	0	0.1376	0.0203	0.126	0.2845	0.1771	0.1104	0.0082	0.136
S17413	0	0	0.2064	0.0632	0	0.371	0.141	0.0432	0.0033	0.172
S17415	0	0	0.2153	0.0224	0	0.3896	0.2156	0	0	0.157
S1742	0	0	0.2446	0	0	0.279	0.2831	0.032	0	0.1613
S17421	0	0	0.2351	0.0221	0.0186	0.3748	0.232	0	0	0.1174
S17422	0	0	0.316	0.0534	0	0.496	0.095	0	0	0.0396
S17427	0	0	0.2183	0	0	0.5349	0.1345	0	0	0.1123
S17428	0	0	0.2119	0.1024	0	0.3126	0.2007	0.0111	0	0.1614
S17430	0	0	0.2362	0.0254	0	0.4844	0.1952	0	0	0.0588
S17431	0	0	0.2626	0	0	0.4306	0.2464	0	0	0.0605
S17435	0	0	0.135	0.0471	0	0.4877	0.1504	0	0	0.1798
S17437	0	0	0.171	0.0756	0	0.5438	0.143	0	0	0.0666
S17446	0	0	0.2626	0	0	0.4326	0.1889	0	0	0.1158
S17448	0	0	0.3899	0.0412	0	0.4224	0.1328	0	0	0.0137
S17456	0	0	0.3295	0.0652	0	0.4131	0.1348	0	0	0.0575
S17458	0	0	0.2324	0.1526	0.019	0.3248	0.0985	0	0	0.1727
S17460	0	0	0.234	0.0519	0	0.3827	0.1993	0	0	0.132
S17464	0	0	0.149	0.1772	9e-04	0.2513	0.1223	0	0	0.2992
S17467	0	0	0.2042	0.0816	0	0.4394	0.1835	0	0	0.0913
S17468	0	0	0.2163	0.0218	0	0.414	0.1894	0	0	0.1585
S17472	0	0	0.1442	0	0	0.6692	0.1338	0	0	0.0528
S17478	0	0	0.266	0.1207	0	0.4319	0.072	0	0	0.1095
S17479	0	0	0.1906	0.1223	0	0.4554	0.133	0	0	0.0988
S17481	0	0	0.2192	0.0706	0.012	0.3008	0.2189	0	0.0871	0.0914
S17485	0	0	0.1954	0	0	0.5651	0.1844	0	0	0.0551
S17493	0	0	0.2116	0.1659	0.0301	0.3368	0.1191	0	0	0.1365
S17498	0	0	0.2122	0.0662	0	0.5441	0.1242	0	0	0.0533
S17510	0	0	0.2338	0	0	0.5173	0.1798	0	0	0.0691
S17516	0	0	0.2132	0.0184	0.0032	0.4886	0.1518	0	0.0098	0.115
S1752	0	0	0.1765	0.026	0	0.493	0.1791	0	0	0.1253
S17520	0	0	0.1713	0	0	0.5636	0.165	0	0	0.1001
S17521	0	0	0.2918	0.1031	0	0.386	0.1681	0	0	0.0509
S17523	0	0	0.2694	0.0437	0.0175	0.2301	0.2062	0.0515	0	0.1816
S17529	0	0	0.19	0.1447	0.0343	0.3211	0.0895	0	0	0.2204
S17530	0	0	0.2816	0.0859	0.013	0.2796	0.1897	0	0	0.1504
S17539	0	0	0.1494	0.0038	0	0.4521	0.2271	0.0283	0.0106	0.1287
S1754	0	0	0.2598	0.1046	0.033	0.2944	0.1884	0	0	0.1197
S17542	0	0	0.2004	0.0678	0.0168	0.3277	0.1818	0	0	0.2056
S17549	0	0	0.2684	0	0	0.3215	0.2158	0.0334	0.0012	0.1597
S17558	0	0	0.251	0.0447	0	0.4852	0.1248	0	0	0.0944
S1756	0	0	0.1457	0.0608	0.0124	0.4706	0.0986	0	0	0.2118
S17563	0	0	0.2327	0.1139	0.0379	0.3307	0.097	0	0	0.1877
S17567	0	0	0.1771	0.06	0	0.3168	0.1881	0.0399	0	0.2181
S17576	0	0	0.2073	0	0	0.3334	0.2276	0	0.003	0.2288
S17577	0	0	0.1982	0.109	0	0.382	0.1344	0	0	0.1765
S17582	0	0	0.1675	0.0912	0.0233	0.4178	0.168	0	0	0.1322
S17583	0	0	0.2619	0.1169	0.0136	0.3186	0.1436	0	0	0.1454
S17587	0	0	0.1646	0	0	0.3758	0.277	0.0161	0	0.1665
S17590	0	0	0.2017	0.0432	0	0.4698	0.1487	0	0	0.1366
S176	0	0	0.1963	0.1137	0.0091	0.4424	0.1096	0	0.0045	0.1244
S17600	0	0	0.1807	0.1502	0.0188	0.3864	0.1013	0	0	0.1626
S17603	0	0	0.1655	0.0453	0.0144	0.39	0.2314	0	0	0.1534
S17609	0	0	0.166	0.021	0	0.4355	0.215	0.0056	0	0.1569
S17621	0	0	0.339	0.1236	0	0.4337	0.0422	0	0	0.0615
S17641	0	0	0.1512	0.099	0	0.399	0.2065	0	0	0.1444
S17645	0	0	0.1576	0.0068	0	0.6679	0.0925	0	0	0.0752
S17649	0	0	0.2447	0.0684	0	0.4537	0.1153	0	0	0.1179
S17650	0	0	0.2191	0.0875	0	0.29	0.1611	0.0115	0.0208	0.21
S17652	0	0	0.1804	0.0034	0	0.451	0.1729	0	0	0.1923
S17654	0	0	0.2077	0.0478	0	0.4282	0.1917	0	0	0.1246
S17658	0	0	0.2688	0.0942	0.0637	0.2076	0.0614	0.0337	0	0.2706
S17660	0	0	0.2364	0.1309	0.0464	0.2059	0.1269	0	0	0.2535
S17663	0	0	0.2234	0.0881	0	0.4637	0.06	0	0	0.1648
S17664	0	0	0.1181	0.0521	0.0026	0.4226	0.1925	0	0	0.2121
S17670	0	0	0.208	0.0436	0.0198	0.4522	0.1313	0	0	0.1451
S1770	0	0	0.2124	0.1381	0.0277	0.4669	0.069	0	0	0.0858
S17704	0	0	0.2701	0	0	0.6003	0.1144	0	0	0.0153
S17712	0	0	0.1668	0.0156	0.0152	0.4408	0.1937	0.0335	0	0.1345
S17720	0	0	0.2679	0.1211	0.0406	0.2256	0.152	0	0	0.1928
S17726	0	0	0.143	0.0689	0	0.5105	0.1183	0	0	0.1593
S1773	0	0	0.2648	0	0	0.5038	0.1655	0	0	0.0659
S17734	0	0	0.2268	0.0168	0	0.6138	0.1072	0	0	0.0353
S17735	0	0	0.2062	0.0458	0	0.369	0.2379	0	0.0337	0.1074
S17753	0	0	0.2783	0.0037	0	0.5087	0.158	0	0	0.0512
S17755	0	0	0.1728	0.0497	0	0.4657	0.1792	0	0	0.1326
S17759	0	0	0.2101	0.0149	0	0.4569	0.1582	0	0	0.1599
S17767	0	0	0.2757	0.0497	0	0.5033	0.1402	0	0	0.0311
S17774	0	0	0.2244	0.0818	0	0.4834	0.1728	0	0	0.0376
S17783	0	0	0.2453	0	0	0.4004	0.2324	0	0	0.1219
S17784	0	0	0.2251	0.1308	0	0.5077	0.083	0	0	0.0534
S17790	0	0	0.1536	0.114	0	0.4538	0.1063	0	0	0.1724
S17791	0	0	0.1825	0.0507	0	0.482	0.1486	0	0	0.1362
S17792	0	0	0.2021	0	0	0.5224	0.1306	0	0	0.145
S17793	0	0	0.2638	0.1079	0.0211	0.2766	0.1785	0	0	0.1521
S17799	0	0	0.1318	0	0	0.521	0.206	0	0	0.1412
S1780	0	0	0.2307	0.0396	0	0.3854	0.2079	0.0078	0	0.1286
S17801	0	0	0.1936	0.054	0	0.5236	0.0408	0	0	0.188
S17806	0	0	0.2124	0.0868	0.0066	0.3864	0.137	0	0	0.1708
S17808	0	0	0.2414	0.0253	0	0.4278	0.1481	0	0	0.1575
S17810	0	0	0.1398	0.0423	0	0.4357	0.1967	0	0	0.1854
S1782	0	0	0.2556	0.0408	0	0.4777	0.1086	0	0	0.1173
S17823	0	0	0.1838	0.0556	0	0.4887	0.0959	0	0	0.1761
S17828	0	0	0.1853	0.0482	0.0068	0.4135	0.1895	0	0.0217	0.135
S17839	0	0	0.192	0.0522	0	0.3003	0.242	0	0.0634	0.15
S17843	0	0	0.2049	0	0	0.6403	0.152	0	0	0.0029
S17845	0	0	0.1937	0.029	0.0106	0.4326	0.1984	0	0	0.1356
S1785	0	0	0.2172	0.0195	0	0.5804	0.1152	0	0	0.0676
S17850	0	0	0.1885	0.0594	0	0.4938	0.1387	0	0	0.1197
S17857	0	0	0.2012	0.0774	0	0.2671	0.2318	0.0203	0	0.2021
S17859	0	0	0.1623	0.044	0	0.5182	0.1712	0	0	0.1044
S17865	0	0	0.122	0.0193	0	0.5117	0.1817	0	0	0.1653
S17868	0	0	0.2397	0	0	0.3548	0.265	0.0307	0	0.1098
S1787	0	0	0.1927	0.0111	0.0488	0.3016	0.2171	0.0349	0	0.1938
S17879	0	0	0.1873	0.0554	0	0.5074	0.1098	0	0	0.1401
S17881	0	0	0.1649	0.0815	0.0136	0.3256	0.1985	0	0	0.2159
S17884	0	0	0.2748	0.047	0.0324	0.2586	0.214	0.0397	0.0675	0.066
S17893	0	0	0.2099	0.0136	0	0.4793	0.1599	0	0	0.1374
S17897	0	0	0.2152	0.0411	0.0382	0.1764	0.2491	0.127	0.0467	0.1062
S17899	0	0	0.1697	0.0106	0	0.5546	0.1757	0	0	0.0895
S17913	0	0	0.2408	0.174	0	0.3958	0.0542	0	0	0.1351
S17917	0	0	0.132	0.0125	0.0405	0.2418	0.2919	0.0684	0	0.213
S17928	0	0	0.1668	0.0873	0.0243	0.4201	0.0793	0	0	0.2222
S17936	0	0	0.2503	0.073	0.0029	0.31	0.1361	0	0	0.2276
S17938	0	0	0.2206	0.0112	0.057	0.3912	0.1467	0	0.0121	0.1612
