B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8
A	0.0517896955857662	0.0653580834065847	0.0686890663927456	0.0781801581905906	0.146520566077016	0.0292052845429351	0.0820892266429456	0.356907909432537	0.0866458493536945	0.0346141603751852
B	0.0511945368652265	0.0652459870985693	0.068032639215353	0.0755430348009431	0.145524572401072	0.0300257279096521	0.0821952867407602	0.365468322852956	0.0826529113697343	0.0341169807457343
C	0.042691853870579	0.0595744169852984	0.0547512862104626	0.0700567380129329	0.149507842546562	0.0264199678555845	0.0931109209497119	0.383815597510178	0.085194702720005	0.034876673338685
D	0.0430049016324701	0.0561553228245721	0.0543687744560083	0.0726093204818217	0.142861111321524	0.0258411128020742	0.0908343651784185	0.399245387740337	0.0819798501239183	0.0330998534388563
E	0.0445843625797583	0.0630597211549214	0.0609563067154725	0.0786941062260888	0.153214988113489	0.029064485000774	0.0825551014834508	0.366634543889348	0.0792440376849891	0.0419923471517083
F	0.0462018336375515	0.0602773939822362	0.0645589867345364	0.0859911282659902	0.16636184247539	0.030466468095268	0.0786888873820236	0.352012578744842	0.0878617278666408	0.027579152815522
G	0.0521766472511738	0.0668678325355111	0.0725562759121357	0.0808508961326327	0.13568261513023	0.0364071345760824	0.0825108883724749	0.355375047991485	0.0876609408538919	0.0299117212443822
H	0.0495336466983623	0.0649583629713929	0.0791348240992838	0.068190774865878	0.141007530843903	0.0294041439368673	0.0780830288172569	0.363841957558997	0.095661293389192	0.0301844368188664
I	0.0514805916904581	0.0660528184109039	0.0802712898108589	0.0674204976914295	0.141659599473481	0.0302252098852272	0.0787543963355599	0.363979403155641	0.0892361428136956	0.0309200507327452
J	0.0415590818681672	0.0602258338403629	0.0388674219492414	0.0695958619783798	0.145163292369865	0.0248349683569031	0.0954953018439347	0.415310681479315	0.0836489732584301	0.0252985830554013
K	0.0434860976057014	0.0628796199494662	0.0397694348613828	0.076618222942759	0.156907511717776	0.0232526643385615	0.0869953803429598	0.374467017599322	0.0908142583658651	0.0448097922762059
L	0.0351257450742774	0.0508422591358695	0.0514986849921304	0.0841074614973524	0.144307899669158	0.0261434615479943	0.0914108011765762	0.408530102468662	0.0819148218709461	0.0261187625670345
