naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
Mix_1	0.0915018357356324	0.117087472061823	0.456446257696589	0.0948393502590543	0.1383223758785	0.0173880098940268	0.0131675398495345	0.0267067135936771	0.0445404450311625
Mix_2	0.23831787305379	0.258506066968819	0.241313065747908	0.0625724103834651	0.125595330186425	0.0114980709017797	0.00919095859153726	0.0319228906699899	0.0210833334962862
Mix_3	0.0943475543202443	0.130305441234538	0.25007127055418	0.066323703607819	0.208479122490277	0.0215309275791727	0.00940997930571953	0.0270521382242118	0.192479862683838
Mix_4	0.162814841730063	0.176522777778398	0.181723085321405	0.0567917149046011	0.204830461641129	0.0246841194784246	0.00736807566255425	0.0408957668795361	0.144369156603889
Mix_5	0.338248070258214	0.349253353165789	0.0530311634301371	0.0284230468728705	0.133740962355563	0.0208364917527617	0.00336667941015672	0.0164310154369339	0.0566692173175738
Mix_6	0.12953285769882	0.138462819286813	0.428903419819622	0.0959593030987075	0.115934508910022	0.00970682698637419	0.0100408191137867	0.00761496604022298	0.0638444790456323
Mix_7	0.203938387178086	0.232157729677741	0.119356644414719	0.0414302858521618	0.156746390734654	0.0195637012005387	0.00609393126540895	0.0487674952846955	0.171945434391995
Mix_8	0.207515239435116	0.223222865259808	0.31892406424519	0.07937992176202	0.0587737388503999	0.00267862529497012	0.00725682587828001	0.0375983722034161	0.0646503470707996
Mix_9	0.222909897493834	0.227323441331176	0.219320849456954	0.0561982219173733	0.149215767641012	0.0150754928774029	0.00691930707079547	0.0252222858071536	0.0778147364042981
Mix_10	0.212654920664441	0.220182034339082	0.274387418376823	0.0619593630683009	0.10607004656572	0.0134962755321277	0.00747658141301402	0.00831466767954286	0.0954586923609483
Mix_11	0.234723321751379	0.247803184618483	0.188846368328765	0.0555024712121241	0.157065515378998	0.0105134016278232	0.0054742109821192	0.0646604788766481	0.0354110472236605
Mix_12	0.0546950141833759	0.072575889811405	0.436590427888787	0.10220923990201	0.174307104164033	0.0212879680440201	0.0133334945407975	0.0195878503882638	0.105413011077308
Mix_13	0.271619971498152	0.28879982479257	0.141647082651943	0.0462920919749661	0.107413537546151	0.0126972297431195	0.00396017797615917	0.023223330995263	0.104346752821675
Mix_14	0.129981826564593	0.146713043556118	0.0801871123818724	0.0309925389291443	0.264058695485458	0.0341227526462031	0.00567978864309146	0.0605091002118339	0.247755141581685
Mix_15	0.165083708597083	0.167508197222716	0.236264176737519	0.0602116592938296	0.159968541920602	0.0141706414889467	0.0072789436150947	0.0689772464666863	0.120536884657522
Mix_16	0.203437591916044	0.217907974759946	0.253385027913693	0.0679742515193888	0.096003359794884	0.0109251042630385	0.00751109413056341	0.0369229119949463	0.105932683707496
Mix_17	0.201099662421924	0.177200696177066	0.18799057581599	0.0581360779806494	0.140225589077254	0.0173200550499657	0.00637621461485987	0.0569319511124782	0.154719177749814
Mix_18	0.179749071118805	0.169915407782434	0.299529513441268	0.0704552319694378	0.116682711159555	0.00930598830411362	0.00719095567101303	0.0810344984810353	0.0661366220723381
Mix_19	0.0786251730191117	0.104700967625063	0.394406276555657	0.0878817368105699	0.158540233722261	0.0146217838319675	0.0112421671173907	0.0171060259824486	0.132875635335531
Mix_20	0.204832267554979	0.215259916436	0.291239785107592	0.0714260931419454	0.0983119660157406	0.0075302648514715	0.00846118500108907	0.0231511956456404	0.0797873262455418
Mix_21	0.171346462727113	0.18428082262917	0.3606382958042	0.0846775596171074	0.0821891587237142	0.0107789834627071	0.00869566681637568	0.019704393353174	0.0776886568664384
Mix_22	0.0861959853100725	0.0895432854306895	0.44059619406148	0.100029770757087	0.143164390651864	0.016659154954912	0.0109013595991247	0.0140429786407231	0.0988668805940467
Mix_23	0.289415208516124	0.300878189480855	0.186837197307455	0.0562693791122253	0.0928624399463958	0.0100382138679406	0.00628879525052937	0.0285395855766372	0.0288709909418378
Mix_24	0.011718681789725	0.053021907394978	0.415569624431993	0.0967132250296927	0.114983718376288	0.0104705906591501	0.00988901769118901	0.0914790939041176	0.196154140722866
Mix_25	0.304040464816593	0.313579524464525	0.0746928220363541	0.0308145692479747	0.113109953763463	0.0117893124686614	0.00306271067008483	0.0319568839271297	0.116953758605215
Mix_26	0.206424063834596	0.281897780313546	0.168127987761561	0.0466091046646347	0.0972557536542916	0.0101629575803845	0.00625492294456574	0.046170458903921	0.137096970342501
Mix_27	0.197842132764175	0.213034647422138	0.30078777003399	0.0771267260828433	0.0384219874839694	0.0068162425910408	0.00692509801482432	0.0153177611599739	0.143727634447046
Mix_28	0.152438919684987	0.169091905920632	0.35092980606978	0.0839365020475546	0.117878754728568	0.0169451530511146	0.00859449776847974	0.0299362829737332	0.0702481777551502
Mix_29	0.254403159636129	0.268120878652418	0.145606785458433	0.0513734005987885	0.0955853525323477	0.0107729891509692	0.00391996381484032	0.0422739995231583	0.127943470632917
Mix_30	0.220383527753027	0.204181683569877	0.0774439749952169	0.0247271884515686	0.210152277606744	0.0232871308703634	0.0043138540823344	0.0267701294270357	0.208740233243834
Mix_31	0.221494745246765	0.228545430031913	0.227422805499839	0.0652930495257566	0.112554246916207	0.0101068249295836	0.00569946297521289	0.0370849222929165	0.0917985125818056
Mix_32	0.151036495248676	0.169218331274815	0.330864782382059	0.0794288238342876	0.0805845739627587	0.00839822391660825	0.0108531583294909	0.0810360482919516	0.0885795627593532
Mix_33	0.0944297816430527	0.109683989176541	0.347850386400608	0.0831467727546448	0.145913265973186	0.0123743582771245	0.0111032942967176	0.0527690356155851	0.14272911586254
Mix_34	0.163995747547558	0.160239350421018	0.382511025427022	0.0944464671278823	0.105059595339048	0.00885322159395631	0.0114754584204542	0.00956582085031892	0.0638533132727415
Mix_35	0.208707071992445	0.227543356293103	0.180465259941297	0.0509322436105378	0.175597746419691	0.0227160158590998	0.0100505341651172	0.0425804396267347	0.0814073320919744
Mix_36	0.215616074814455	0.224337066303745	0.206789136343461	0.0552733685558019	0.134775387389982	0.017730382338264	0.00716985689378501	0.0292865836516673	0.109022143708839
Mix_37	0.105764124340785	0.126613381700904	0.282297933644686	0.0675073998991416	0.200145383315962	0.0199781946342574	0.0075525309528142	0.0253584798499665	0.164782571661483
Mix_38	0.0686574054791805	0.0744548613905752	0.421498086383052	0.0954089601830779	0.178921561384078	0.0160431800458228	0.0118502621585103	0.0374981972058463	0.0956674857698572
Mix_39	0.207708651905684	0.214063916657973	0.369546763342946	0.0883452680131407	0.0448429598343923	0.00341522632925827	0.00903128049907753	0.0245738740396555	0.0384720593778734
Mix_40	0.216847237651424	0.202028646906382	0.15846873168829	0.0460456945546436	0.179072996697514	0.026222098135127	0.00459209084180204	0.0201381746904707	0.146584328834346
Mix_41	0.168169051096555	0.189368265627884	0.254209915129206	0.0519619243784738	0.175023853065951	0.0321180056513097	0.00939800918877125	0.031889422045976	0.087861553815873
Mix_42	0.251298605472772	0.249322782160877	0.169530954156733	0.047463642419771	0.08466403446096	0.00739353743819992	0.00535584786141483	0.0365639197544803	0.148406676274791
Mix_43	0.201826147445191	0.210944703081541	0.274743622230239	0.070185602542617	0.119006849808388	0.0140447884297682	0.00661279433384936	0.0160583852122032	0.0865771069162034
Mix_44	0.0869359835521796	0.106984646488413	0.402691491662609	0.0912152364603873	0.184098020379315	0.0204306657890058	0.0123617550546184	0.0302736584181584	0.0650085421953139
Mix_45	0.120556458640066	0.131640276118145	0.29972196004101	0.0729166794283166	0.134729115582476	0.0193458257600809	0.00681095009690767	0.0259819471017659	0.188296787231233
Mix_46	0.212735567687265	0.232812569405071	0.237169578505034	0.0551768831410889	0.0489001296265607	0.0064423791933531	0.00719228101203499	0.0384969503030162	0.161073661126576
Mix_47	0.142137262943514	0.174643240925886	0.346261419000622	0.0859791446633662	0.126514707193535	0.0150425229059774	0.0113630498537917	0.0106821866985921	0.0873764658147153
Mix_48	0.234510312123566	0.248042018324532	0.183589583053845	0.0452308026483541	0.141951728784547	0.0165936900293569	0.00955355748056467	0.0390181445091787	0.0815101630460553
Mix_49	0.176891473046961	0.175436215540572	0.10837968967346	0.0346739647820324	0.270805894805219	0.0366352125879851	0.00542271261661093	0.0525711179771095	0.139183718970049
Mix_50	0.104869757118154	0.123986560782588	0.315834365923691	0.0795817652242692	0.0947759649429681	0.0120015638104633	0.00816372888407214	0.0450026086710333	0.215783684642762
Mix_51	0.217560172109378	0.225398191073217	0.238629274658916	0.0668644610760942	0.119732623111146	0.00753178231740246	0.00769888741856552	0.0417620876067263	0.0748225206285542
Mix_52	0.0670153440566149	0.0879293519949497	0.268806633959188	0.0619276773579336	0.202770582260639	0.026264162479466	0.00868786251833424	0.0343217525765907	0.242276632796284
Mix_53	0.161913129066195	0.178092133176648	0.344273707594899	0.0850550498859113	0.0921986295870558	0.0101895279744985	0.00806324026324533	0.0210462057150126	0.0991683767365341
Mix_54	0.0796790315414486	0.109143228136271	0.42123850086687	0.0889980676704688	0.208211759039509	0.0190144592969035	0.0115519476511664	0.00676317197131676	0.0553998338260453
Mix_55	0.0786142494047138	0.0634701461300959	0.264094132748339	0.0523447703499993	0.266550282057377	0.0262879895543699	0.0114990925971478	0.0375182849473634	0.199621052210594
Mix_56	0.111596576872559	0.101856295203069	0.361912622333209	0.0825811358959743	0.10932635701308	0.0101234658074994	0.0073157138738703	0.0309954024650866	0.184292430535652
Mix_57	0.0223663468970413	0.0439378805930884	0.35102376101063	0.0757393079165152	0.330513468052668	0.0409758891426216	0.0192466960360537	0.0567312499235947	0.059465400427787
Mix_58	0.142141520187622	0.17994354877952	0.233739165069101	0.0535442918965071	0.159580124215345	0.00693930151897871	0.00733928409789601	0.0786899114373803	0.13808285279765
Mix_59	0.1091542008183	0.125041706779859	0.234479959711077	0.0602020066580496	0.244528941886731	0.0374029435062599	0.0103510574963495	0.0326010638707614	0.146238119272613
Mix_60	0.309561751316541	0.328757975802908	0.0367759872210636	0.0178676968013711	0.073187756954301	0.0166369823985912	0.00242286504915405	0.0188055189694996	0.195983465486571
Mix_61	0.237423845309152	0.249159759155996	0.225569122837616	0.0650015600606707	0.120048898083036	0.0145813197336221	0.0072155166263653	0.00798437955053724	0.0730155986430051
Mix_62	0.334105108926428	0.347752505144644	0.0367991356717226	0.0103091779556487	0.152432231169811	0.0184908887607097	0.00343070916335262	0.0196087079372213	0.0770715352704626
Mix_63	0.0577626405338308	0.0722444624571748	0.440533634499774	0.0975396034243213	0.203023101584876	0.0243863135017667	0.0139823414107581	0.0143886291908775	0.0761392733966205
Mix_64	0.152427303880613	0.154058913882523	0.389006931445328	0.0896817136498742	0.10296478670507	0.00707189093402446	0.00888678216306079	0.00868122324697507	0.087220454092531
Mix_65	0.156875728049665	0.18602186355039	0.339456149232444	0.0823362040700406	0.0983089700437103	0.00923855953914066	0.00864589515990703	0.0204055052022928	0.0987111251524097
Mix_66	0.26583400986043	0.272058815832431	0.104160253773764	0.029585001644518	0.153647203219043	0.0177361200345086	0.00550865479527427	0.0435347059050677	0.107935234934963
Mix_67	0.250598982339994	0.261339852313649	0.288769556963665	0.0659230404547474	0.0857279334836126	0.00632912786150935	0.00924434432368672	0.0163967500481829	0.0156704122109527
Mix_68	0.138020301704802	0.140216461872136	0.32520118922246	0.0838353265522306	0.0835746045325825	0.00637140721267499	0.0084972323847131	0.0353046938970066	0.178978782621394
Mix_69	0.276665747726335	0.283710671863313	0.141847760151914	0.0453948631986507	0.122975672069757	0.0174925961929914	0.0047588828216409	0.0139730242762637	0.0931807816991341
Mix_70	0.13574579340086	0.183597161605942	0.268333314337573	0.0753966435386592	0.104921789204944	0.013952117942102	0.00984999141808768	0.0448688888967554	0.163334299655077
Mix_71	0.162636830913601	0.183179477338048	0.195015087467225	0.0527288179400742	0.184994208408102	0.0229289173649725	0.00645864994947832	0.0197921851904687	0.17226582542803
Mix_72	0.114158744574193	0.115628439381875	0.451665377317895	0.109493597623405	0.0637886779866034	0.00465610551915151	0.0120496091362142	0.0483564253155694	0.0802030231450939
Mix_73	0.0690620510674488	0.0713437555935261	0.227176628965502	0.0645599301861217	0.296728139692055	0.0324752765435177	0.0138607665051175	0.0321867149399173	0.192606736506795
Mix_74	0.220466384650799	0.232944565449021	0.256251355042386	0.0672829037613054	0.124940065319838	0.0152923710094955	0.00741191884500526	0.00811883313371972	0.0672916027884305
Mix_75	0.198625786792755	0.206382692519227	0.157515129895261	0.0393928093808534	0.238587981880922	0.0297090441463955	0.00731219929692478	0.0418296460748241	0.0806447100128381
Mix_76	0.195022791443031	0.222944240826005	0.118783469491911	0.035794338945677	0.224039545577702	0.0328903119375311	0.00588952913506284	0.0320401167143205	0.132595655928761
Mix_77	0.130668901816249	0.144431028267289	0.399300683347262	0.0892448569531982	0.141416956401358	0.00982377166719405	0.0114247548162227	0.0255714269585402	0.0481176197726881
Mix_78	0.122798203337557	0.129742018081917	0.0754093337701929	0.0371042038933245	0.27012049758068	0.0369554006536281	0.00500086119705776	0.0713096697889823	0.251559811696661
Mix_79	0.0777117020687648	0.0829936034845323	0.375184595384958	0.0839841718346493	0.250186883270459	0.0309551617258991	0.0115675759322579	0.0188883832341153	0.0685279230643642
Mix_80	0.197132154239946	0.205470241660361	0.275010757009079	0.0801496532675064	0.129593995353138	0.0175603661863223	0.00810925648775199	0.0452241570897635	0.0417494187061318
Mix_81	0.154210958241212	0.170483435654451	0.296592834387689	0.0703261712773083	0.149738995754121	0.0174821965401297	0.00933307593146664	0.017822503619331	0.114009828594291
Mix_82	0.274824032328667	0.281036533579085	0.00549092661969729	0.00569361555705461	0.181347574258955	0.0255370844961252	0.00117110871582313	0.0393829389559655	0.185516185488628
Mix_83	0.219465883474988	0.231612694737277	0.237638569116096	0.0623786166721953	0.127035325654593	0.0159237504098299	0.006876382545875	0.0188343756799873	0.0802344017091581
Mix_84	0.146007260844427	0.175413600740524	0.318141719718052	0.0797113012555612	0.104365113085521	0.00806105199732104	0.00842544805572952	0.0328343986167385	0.127040105686126
Mix_85	0.223425316509663	0.245676237256184	0.121456049333189	0.0344237125777339	0.19411564146097	0.0217178846575785	0.00559623869347367	0.0420745709146221	0.111514348596586
Mix_86	0.116951452624412	0.13033320813693	0.322907312794497	0.076981135099157	0.177002339227623	0.020894423138944	0.0103045687335486	0.0171263474394764	0.127499212805412
Mix_87	0.289159176904991	0.302609398826803	0.213440317727473	0.0620541397693734	0.088935748172279	0.0111610752145635	0.0065410894477289	0.00215035392859471	0.0239487000081939
Mix_88	0.247018336356226	0.268648268702893	0.198024298579589	0.0595486696901328	0.0445976950391864	0.00532535475578413	0.00533383986356212	0.0432844878074234	0.128219049205202
Mix_89	0.0303760058996153	0.0283420563760358	0.489600484474237	0.115266481856918	0.181445111276272	0.0218081643264063	0.0139366449367229	0.0324624239716118	0.0867626268821808
Mix_90	0.226727825562408	0.246676921232455	0.0955277185819116	0.0386135167504056	0.266439201117793	0.0351278962262153	0.00672176165246278	0.0279864336773033	0.0561787251990455
Mix_91	0.358188845354475	0.375583812431617	0.0818509675884481	0.0251004489531963	0.102232509126634	0.0106606585760642	0.00291195933108512	0.0255043549122044	0.0179664437262766
Mix_92	0.199405169724916	0.213501294853173	0.265014306629365	0.0631834322764696	0.168121599117109	0.0200764116984132	0.00958804434747199	0.0320691740229162	0.0290405673301672
Mix_93	0.115267994678677	0.128328082591854	0.462590947380982	0.113268166060789	0.0148516745537893	0.00486386849154827	0.0138172294710992	0.0543064059984783	0.0927056307727827
