B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
S10001	0.0609751560950881	0.124204552238969	0.086918795064739	0.232152200792143	0.0314014656720178	0.0247866562686661	0.0553918828682912	0.00811041672148166	0.0893044363094993	0.236392493243773	0.0503619447253316
S10006	0.0606590736365732	0.132557269872789	0.0800965255276471	0.243051667738508	0.0327994495700157	0.0254624069081606	0.0535346492285536	0.0078114559244375	0.0851111995088998	0.228465016003274	0.0504512860811419
S1001	0.0582251889552477	0.130448239245181	0.0830468287738836	0.252111624804747	0.0330180826144258	0.0277212352994469	0.0537791637888009	0.00783160683259101	0.0865531765611854	0.220145691227831	0.0471191618966598
S10010	0.0554461670719507	0.122777564927918	0.0848982042961162	0.245669994248033	0.0316151278230898	0.0287305466251277	0.0535964605618984	0.0078871686653228	0.089574296060028	0.230316307088832	0.0494881626316825
S10011	0.0610436304531121	0.123005496331887	0.0867409856466716	0.244855788839481	0.0327968427079452	0.0276325464180386	0.0558092872862732	0.00801475688318917	0.0872915528697941	0.222925863535429	0.0498832490281803
S10014	0.0583187818898148	0.12825412666015	0.0822187592207082	0.239865154918369	0.034018533851819	0.0273685920581574	0.0525994020210105	0.00808722667585565	0.0898445349251727	0.230073578711768	0.0493513090671752
S10026	0.0566437131206532	0.131490090081153	0.083208646280916	0.246557123378987	0.0320138066067122	0.0250894918808917	0.0528367687504496	0.007524915705017	0.0865710206022985	0.229787933077924	0.0482764905149974
S10032	0.0634659696581605	0.130643047802365	0.0826567169891424	0.247375768910944	0.0313726392218942	0.0254612496590968	0.0541963892295166	0.00802550897048368	0.0866114297790607	0.222508837022222	0.0476824427571142
S10036	0.0561409147294805	0.124446237588144	0.0839744645015682	0.246290723899808	0.032756155061436	0.0249250863637484	0.0523966520517583	0.0078051569413623	0.089556451387165	0.232615073597162	0.0490930838783668
S10042	0.0593389493517551	0.130044249571292	0.0831430306258586	0.248784640590879	0.0314007525070013	0.0267871837387567	0.0506931895567448	0.00772252110982126	0.0856936578198466	0.228114811403716	0.0482770137243279
S10044	0.0564362047441048	0.140616756940743	0.0841013943661023	0.245131001793117	0.0317873681641042	0.0258461829704011	0.0518960382680968	0.00742462927297661	0.0837014040713775	0.226344118751892	0.0467149006570844
S10049	0.0589022521057704	0.1340125438935	0.0813707410990777	0.24821124937923	0.0312477539292855	0.0274221982302099	0.0509419553901219	0.00766722187707387	0.0860989487192767	0.226057998508352	0.0480671368681028
S10057	0.0600014383823566	0.123949442337975	0.0816875305429232	0.250992407603492	0.0341091025276253	0.0264294709720624	0.0555831331169685	0.00849853032791576	0.0861182245985092	0.220913117459008	0.051717602131164
S10062	0.0583189306408983	0.126568377207438	0.0835486218203899	0.245747360068612	0.031293223624877	0.0271731839995056	0.0529968500297821	0.00769372805325424	0.0868875537438099	0.230280673867921	0.0494914969435115
S10066	0.0560430532579579	0.116446344823039	0.0871433844970357	0.239672327675735	0.0324152326724483	0.0246971773636183	0.0550030421616336	0.00819501064574799	0.090178839304862	0.239259872965496	0.0509457146324267
S10067	0.059071979882574	0.126307855084123	0.0863911322204139	0.249276817063174	0.0320823067071172	0.0285394039364571	0.0523510623440814	0.00791128653605053	0.0864964742291508	0.222312858577126	0.0492588234197323
S1007	0.0633746203153337	0.127205385569378	0.0855180712776484	0.247750822638371	0.0321960067745616	0.0241290245689492	0.0537430137894889	0.00789247546603461	0.0891743638596864	0.219686741966227	0.0493294737743212
S10073	0.0581114612533444	0.128585871233486	0.0852412554504267	0.247641070114162	0.0327944505614774	0.0293766661372747	0.0519092492758862	0.00759169026098643	0.0849344724006574	0.226658670691529	0.04715514262077
S10077	0.0623548735457535	0.126376355608452	0.0877281316142207	0.236180032286408	0.0322911676000704	0.0265876139844138	0.0545075351921889	0.00848705858294821	0.0882448807063877	0.228803655244882	0.0484386956342749
S10080	0.0603036315388876	0.134632449562732	0.0812374968159416	0.244065293871367	0.0310500183195602	0.0284165110438007	0.0534906108146632	0.00782430540614316	0.0882569395826008	0.22233672562294	0.0483860174213639
S10082	0.0594737845191047	0.142930338896511	0.0863883337230999	0.245805230869863	0.0323136619850262	0.0252407895742842	0.0506475967396119	0.00772068822455675	0.0871043305252685	0.214875190124495	0.0475000548181791
S10087	0.0632306786398074	0.129925485468637	0.0849944342829126	0.25014415705539	0.0329843806406312	0.0266378450445627	0.0528049384872048	0.00773125930347887	0.0891352732639409	0.214967431181714	0.0474441166317205
S10089	0.0604851721663717	0.122131998977933	0.0878082292637255	0.244587813658027	0.0314204117364011	0.0265118148976635	0.0546935847027099	0.00812978689300669	0.0912578256245449	0.221266752204757	0.0517066098748593
S1009	0.0621443176408188	0.151696914322495	0.0850943810632371	0.24057326835427	0.0321088493126892	0.027142240184199	0.0515691259584895	0.00808615132967149	0.0856893170260135	0.208381440270702	0.0475139945374144
S10090	0.0600454075282313	0.122651183155299	0.0848431421959174	0.243689507285837	0.0351073395506086	0.0270099151403936	0.0540978644153061	0.00851492993260955	0.0893427631177453	0.224367247406956	0.050330700271095
S10093	0.0592902688762612	0.119658952295541	0.0799677033430403	0.257983450162645	0.033545043891508	0.0266525184974538	0.0549016266775334	0.0083393517839807	0.0877925876347597	0.219639366607261	0.0522291302300151
S10094	0.0581631684659163	0.127533440572062	0.0847834885367283	0.248447654438089	0.0326921820845126	0.0256391717390866	0.0520114015417941	0.00765509513557283	0.0885762254853707	0.225752819130782	0.0487453528700863
S1010	0.0602488035163627	0.128016747929795	0.0848412930428562	0.245567253943851	0.0331229752180808	0.0286663058540665	0.0544406863297394	0.00816208023604595	0.0865251855483841	0.220967448206486	0.0494412201743323
S10111	0.0576725360062272	0.128481761127824	0.0865728228773381	0.253130982373001	0.0322449080322462	0.0277378469382975	0.0511568869189359	0.00779148445585379	0.0857362013904993	0.221176862436017	0.0482977074437599
S10116	0.0607984085646901	0.124484092872593	0.0870652319057773	0.2570931691765	0.0334504010664979	0.031663359315813	0.0539982088777318	0.00822189756801077	0.0845016342285577	0.209794597998544	0.0489289984252847
S10119	0.0593277155753599	0.132937255508895	0.0864485190777859	0.250858940907131	0.0320071094692961	0.0267056090995499	0.0517766633181509	0.00767625683705247	0.0864260722696346	0.217323321334128	0.048512536603017
S10121	0.0586811360554422	0.127202194720249	0.0846470781293457	0.250093017461404	0.0313646120887532	0.030028907733253	0.052919646824614	0.00786357831854949	0.0858201723062821	0.22248634568508	0.0488933106770274
S10130	0.0592598750497967	0.125765561788574	0.0827026572993219	0.236267607346903	0.0322993035010867	0.0259612604418424	0.055657772114226	0.00800751931478467	0.0871511857811303	0.236687297077414	0.0502399602849198
S10140	0.0621091250114467	0.145136130252718	0.0779931831141696	0.237750742656892	0.0310363849721186	0.026113779256618	0.0508622859348695	0.00740248557014313	0.0848824269491897	0.229418283778766	0.0472951725030688
S10142	0.0624676824815212	0.127166170309653	0.0827108719883064	0.254272416615938	0.0336036715354334	0.0283934767628346	0.0513087143005188	0.00812745491299897	0.0862795780643999	0.219574132499786	0.0460958305286101
S10150	0.0603927028874464	0.122260787295681	0.0798203467061381	0.244928615704905	0.033048311644312	0.0271168877764964	0.0548106180368153	0.00802523309734902	0.0861656325512002	0.232205980388013	0.0512248839116442
S10155	0.0607500635528693	0.123427984902202	0.0886510513170274	0.248151264079601	0.0312856861315872	0.0267247364267021	0.0533527866689795	0.00844180205941372	0.084750941901648	0.225662402533532	0.048801280426438
S1016	0.058607550280391	0.121665641759903	0.082051668454745	0.247337339988174	0.0331386755948206	0.0274089329951966	0.0542156285918464	0.00809885734060446	0.0869992980135193	0.230098107857775	0.0503782991230255
S10163	0.0624990884353798	0.135475826646347	0.0850521061135323	0.231368097932358	0.0325090963683061	0.0283166165601909	0.0548844337188785	0.00801843043145446	0.0855771127187445	0.226845649873639	0.0494535412011695
S10167	0.0604793631729129	0.132787741288906	0.0797582680526247	0.244716610807115	0.0330586435812152	0.0287727065472977	0.0521238485293296	0.00795675986779967	0.0848847720422115	0.227967451158499	0.0474938349520892
S10168	0.0619013287034954	0.12140865382553	0.0862870535736686	0.254560701836957	0.032924870396082	0.0295903330214785	0.0525848591415899	0.00811039244680853	0.0868002773518914	0.216930845177249	0.0489006845252497
S10173	0.0612186460836972	0.137931863246457	0.0839217838806481	0.242682561735896	0.0332023031501754	0.0267395033006927	0.0520960831928764	0.00802814947089028	0.0849433294025882	0.221227496559211	0.0480082799768674
S10175	0.0601167341578528	0.12745680718288	0.0818785531562484	0.249298722300374	0.0323848943319416	0.0253140637720927	0.0531185974928879	0.00828617578001105	0.08859515061443	0.225081655727649	0.048468645483633
S10179	0.058679781519772	0.131213723477877	0.0838219001814593	0.254800847335702	0.0347081035378335	0.0301553201803558	0.0531955408458229	0.00785810320489411	0.0873257951701024	0.209590594356655	0.0486502901895267
S10186	0.065087475400967	0.13218732452411	0.0853519285603718	0.247699632169147	0.0339099582716146	0.0287406409694419	0.0531130952089215	0.00801056393446728	0.0851198647850923	0.212829062495579	0.0479504536802875
S1019	0.05971603399114	0.120356856835283	0.0861654161672312	0.247354109161263	0.0311020798240006	0.0259869775725871	0.0539605991603891	0.00818848206878049	0.0862144326865094	0.232973869801958	0.0479811427308582
S10190	0.0626487323168537	0.130887104174643	0.0879551224567698	0.249632422551266	0.0322110876683449	0.0272072228932648	0.0531768142231995	0.00819217372863729	0.0861842083457224	0.213462281088559	0.0484428305527399
S10195	0.0590356993582287	0.127365999318154	0.0819654543346991	0.243171214595749	0.0331363338672804	0.0255523742552929	0.0555659005927547	0.00775053860727495	0.0869846187101773	0.228798829771879	0.0506730365885108
S10196	0.0549720296640787	0.1281591094689	0.0843996647440098	0.250853490190385	0.0314470945282535	0.0250534634635115	0.0534318480925136	0.00766826700260236	0.0880051001993498	0.228330686728811	0.0476792459175844
S10200	0.0564628620854635	0.126626430446508	0.0804569361210344	0.250447417707579	0.0323695817456543	0.0278159410097054	0.0541686320673952	0.00812447915237699	0.0886273854063689	0.224956595987868	0.0499437382700459
S10201	0.0598739913307809	0.119439386435628	0.0812290302785395	0.23694306267162	0.0322497920438367	0.0267826040375425	0.0562679173189397	0.00835194774078923	0.0905120364712116	0.236702327349016	0.051647904322095
S10202	0.0606010196477963	0.125685638724108	0.0814167497194398	0.247946108986836	0.0327489771573479	0.0285108541402908	0.0525371898201655	0.00830391848336685	0.0876239801324313	0.225298115846776	0.0493274473414413
S10205	0.0631521010994578	0.130695877783749	0.0818961073676156	0.24419837142539	0.0308597368610808	0.0252076463943938	0.05207673793892	0.0079697322853613	0.0844525249653721	0.230928590756784	0.0485625731218754
S10211	0.0567639002908109	0.123799735490873	0.0792155087545479	0.262682144003207	0.0342620293620087	0.0274835928419004	0.0530633394290302	0.00818943430615645	0.0861877752044373	0.218902706864109	0.0494498334529203
S10221	0.0592192337570753	0.132004421396244	0.0825021525389521	0.252642262877778	0.0321451966295894	0.027595879445406	0.0529428179142879	0.00787581448905092	0.0889685568737904	0.215393455193313	0.0487102088845132
