B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
mix_1	0.0168976661999811	0.0252842712372847	0.0557306765111793	0.234223020439981	0.236331619586986	0.264691391244368	0.0218557877410354	0.00642214525634776	0.042966395441855	0.0585012764928536	0.0370957498481285
mix_2	0.0172752766901946	0.214652784357701	0.0571855996148264	0.231570511913829	0.196736269240117	0.175168195595914	0.00448010312969354	0.00400389369665274	0.00584390393974259	0.0733258339674469	0.0197576278538824
mix_3	0.0339101525440962	0.133367355361619	0.0531325587735857	0.22588754476369	0.201116421044844	0.109430112873069	0.043084395803455	0.0127228583768349	0.0677190778288785	0.0568679336379019	0.0627615889920262
mix_4	0.0172684586576708	0.144162366006988	0.07943219989003	0.240907786091552	0.265788389403399	0.164975501496562	0.00475651066441265	0.00453378689924402	0.0102880562942155	0.0417839202442109	0.0261030243517151
mix_5	0.0204796300108262	0.154290497889605	0.0642099757620004	0.217996985217182	0.228568816424757	0.183185989477338	0.0154608008522389	0.00757515778102028	0.0298307568071309	0.0400137382635267	0.0383876515143745
mix_6	0.0184982805339012	0.160296877323249	0.0677205370648168	0.236189682029146	0.267787887619167	0.193424545818568	0.00310226118890111	0.00626273159429758	0.00667530536506875	0.0179996932156455	0.0220421982472389
mix_7	0.0287759833375215	0.158497489256933	0.0661232572557181	0.199922437192204	0.216831445466674	0.169359804016632	0.0184274520459881	0.0081307096814923	0.0276025089264707	0.0657643850595331	0.0405645277608341
mix_8	0.0191547371088447	0.0977940594248895	0.061322236905321	0.238001587039295	0.219997530816016	0.21814409967096	0.0117213891211268	0.00756967942154857	0.0173344627915876	0.0740455442480017	0.0349146734524082
mix_9	0.0180863662342026	0.149124141101787	0.0709351743870827	0.228216381996868	0.259818009347991	0.19675350847784	0.00931209613520801	0.0049754619801321	0.0171116539467317	0.0259311553822705	0.019736051009886
mix_10	0.0279684814000498	0.196108441284319	0.0859561407384732	0.237830526074255	0.183031027871112	0.0752907302939358	0.0292633746061326	0.00751473600791889	0.0543639412007665	0.0507872770537568	0.0518853234692808
mix_11	0.0208610173737425	0.173374405481526	0.0535593446731062	0.216823203514122	0.193142159021951	0.204187963442451	0.0160229727180134	0.00424520718070205	0.03434193268644	0.0505846413416707	0.0328571525662739
mix_12	0.0205401360668707	0.0188906260732851	0.0822217964556745	0.265003677152527	0.285289328580712	0.185944168428241	0.0158637018737805	0.00843993258214194	0.0309232067811718	0.0423895549182072	0.0444938710873882
mix_13	0.0098789357047627	0.055191443279912	0.100947239758219	0.29937775724293	0.276479962658863	0.136340091614382	0.0162026687777673	0.00694120089062486	0.0300869525709311	0.0315957518846487	0.0369579956169593
mix_14	0.0225252929551492	0.152642831785843	0.0760040201693701	0.22487209668871	0.242033568210442	0.14133656004982	0.0183544596018	0.00442799284811024	0.0396359332600063	0.0426329907037849	0.0355342537269644
