Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	P-value	Correlation	RMSE
Mix_1	0	0.141460963489469	0.194839918154598	0.182582028400496	0.0694181534646392	0	0	0.112972257184841	0	0.298726679305957	9999	0.543339380341213	0.84028560462862
Mix_2	0	0.278559419289713	0.0897870678067292	0.153616029893975	0.0504409814712456	0	0	0.180001720846853	0	0.247594780691485	9999	0.593942171268747	0.803523651529172
Mix_3	0.0108724872254443	0.0750588107601091	0.0936861042024814	0.146805881126192	0.115839554343148	0	0	0.0172594722779712	0	0.540477690064654	9999	0.578363035093076	0.828128203994115
Mix_4	0.0138862494607068	0.100513468901792	0.0528619801353205	0.121657156754779	0.141902220904715	0	0	0.0386468462733564	0	0.53053207756933	9999	0.599731596012566	0.811289040339376
Mix_5	0	0.375029856947168	0.0220462722450208	0.189961845823888	0.0686949629310724	0	0	0.050269868931143	0	0.293997193121707	9999	0.612078221755231	0.789941321041213
Mix_6	0	0.238948756360344	0.228545855923606	0.123048218513144	0.0692290627849211	0	0	0.0383088827057283	0	0.301919223712256	9999	0.551544930371605	0.832951039026691
Mix_7	0	0.204128970750597	0.0420230564507737	0.00668541424250047	0.145588276589839	0	0	0.144086107340823	0	0.457488174625468	9999	0.631015707186539	0.775312209433245
Mix_8	0	0.311804285968449	0.166947582386161	0	0.0602517336925479	0	0.0110897003860459	0.140920016242496	0	0.3089866813243	9999	0.620723972734408	0.788372506478054
Mix_9	0	0.235349463183713	0.0684136216375986	0.10896195681672	0.08959497962099	0	0	0.105092429378088	0	0.392587549362891	9999	0.602627442865481	0.797352166349367
Mix_10	0	0.294826815016142	0.136451219143313	0.0703977845512913	0.072607933640699	0	0	0.0580172125392135	0	0.367699035109342	9999	0.597686515479501	0.801322023184803
Mix_11	0	0.209500664495833	0.0531783488707103	0.121170613130392	0.0927681975708146	0	0	0.202657607231978	0	0.320724568700272	9999	0.605313346929567	0.79538984963676
Mix_12	0	0.0736567651885869	0.179573115651952	0.0811929718126749	0.136258326516133	0	0	0.0415164901925842	0	0.487802330638069	9999	0.552976624201541	0.839653678579407
Mix_13	0	0.350550480555088	0.0664559636239745	0.0933687117241425	0.0833342603218698	0	0	0.0775494392340084	0	0.328741144540917	9999	0.633563371618185	0.773821473569608
Mix_14	0	0.0962749309310282	0.0156225005414773	0.173847008379492	0.0790657191686052	0	0	0.131217605791855	0	0.503972235187542	9999	0.604140660204954	0.808198751104152
Mix_15	0	0.189228743669365	0.078418746966632	0	0.115500223040682	0	0	0.13879230794913	0	0.478059978374192	9999	0.621914074032933	0.782127500875559
Mix_16	0	0.283712690476966	0.118406901873326	0	0.10465019931709	0	0	0.131169006118704	0	0.362061202213914	9999	0.636505620531594	0.773123641127425
Mix_17	0	0.207617727876156	0.0659183839882684	0	0.149858930043733	0	0	0.155543338536733	0	0.42106161955511	9999	0.63841299790817	0.768674065650678
Mix_18	0	0.160012649144344	0.118557671799649	0	0.0619324378896308	0	0.0192877337997759	0.115057976497403	0.0345553834778451	0.490596147391353	9999	0.609304681454101	0.791840454016035
Mix_19	0.00314999747600594	0.0945062474450304	0.195607864186843	0.0696176631562547	0.150588863394526	0	0	0	0	0.48652936434134	9999	0.562513544274767	0.831033267957094
Mix_20	0	0.316356207712496	0.156568788198283	0.0321305116585961	0.103523789486537	0	0	0.11623375665693	0	0.275186946287159	9999	0.622232470507154	0.785797312908155
Mix_21	0	0.324952901733675	0.177913071134492	0	0.117581660430981	0	0	0.0611913503255986	0	0.318361016375254	9999	0.630916633029484	0.779872808038609
Mix_22	0.0161126576842439	0.0830950408948731	0.228725502093844	0.0317385057306152	0.149375538859333	0	0	0	0	0.490952754737091	9999	0.558769368391509	0.831379551842311
Mix_23	0	0.404129885964774	0.0926254247723478	0.0693296013032126	0.0691983769928879	0	0	0.141789356487423	0	0.222927354479355	9999	0.628769284511685	0.780555765252363
Mix_24	0	0.0355520644391463	0.151454637275127	0	0.070157988345711	0	0.00295290282672772	0.21694378875312	0	0.522938618360168	9999	0.621512637306854	0.782956552826091
Mix_25	0	0.365354666418891	0.0213450937820178	0.0656693027900239	0.092784658029114	0	0	0.102066949859947	0	0.352779329120007	9999	0.647039714245308	0.762166278305065
Mix_26	0	0.272542955617072	0.0618350267231958	0	0.119885718990791	0	0	0.121133194832568	0	0.424603103836373	9999	0.653922692685089	0.756552352488971
Mix_27	0	0.376035961903614	0.175363733536332	0	0.0752603622160698	0	0	0.0497666449552509	0	0.323573297388734	9999	0.639370340809341	0.775754642675832
Mix_28	0	0.234147441878722	0.168606169430515	0.0722788863027346	0.0827298331844132	0	0	0.132484455998916	0	0.309753213204699	9999	0.589703680527043	0.8071778836422
Mix_29	0	0.291342774806431	0.0530566359052106	0	0.109958447298414	0	0	0.131116068247472	0	0.414526073742472	9999	0.648926298250927	0.760759455703407
Mix_30	0	0.18911373870833	0.0184576541974141	0.189258358798221	0.0896840859670639	0	0	0.0799149738188811	0	0.43357118851009	9999	0.615369771094961	0.792754648569078
Mix_31	0	0.309788973007103	0.100472425394018	0	0.118490615673102	0	0	0.0626519518419477	0	0.40859603408383	9999	0.635563205490114	0.772564752758163
Mix_32	0	0.192580764302933	0.145505718581339	0	0.0466682846546596	0	0	0.172244686007169	0.000233664110470677	0.442766882343429	9999	0.614368836648171	0.788681382301895
Mix_33	0	0.125358865737355	0.147476606741455	0	0.157261895035982	0	0	0.139899687406092	0	0.430002945079116	9999	0.623215695721011	0.781060705514765
Mix_34	0	0.245991979212938	0.191356658231566	0.107534993149153	0.0548299471481077	0	0	0.123933751122994	0	0.276352671135242	9999	0.561890634368354	0.826339649836061
Mix_35	0	0.202481216371049	0.0522323874029901	0.157711802219328	0.0827863805015906	0	0	0.154068511053147	0	0.350719702451895	9999	0.593407267739098	0.805806296068397
Mix_36	0	0.244703691763457	0.084963307694074	0.0958238540074602	0.0925165058132178	0	0	0.118924556929236	0	0.363068083792555	9999	0.614708698697056	0.78770045042385
Mix_37	0	0.0854271467380566	0.0932491340297467	0.140734552362995	0.116944564422824	0	0	0.0481610548849221	0	0.515483547561456	9999	0.569998502498612	0.833835788696795
Mix_38	0	0.0822091655742516	0.189900781086313	0.0971020969290202	0.11298896017948	0	0	0.0313607057623924	0.00973327318296694	0.476705017285576	9999	0.578791007873591	0.817279321864024
Mix_39	0	0.407078465077647	0.222525792216764	0	0.0661067587968627	0	0	0.048072300784814	0	0.256216683123912	9999	0.613883218283175	0.794887365058105
Mix_40	0.0244136375295949	0.151174254460351	0.0534231828164766	0.121209136013864	0.134717480347742	0	0	0.0549238152378862	0	0.460138493594086	9999	0.583341941210445	0.819237032997369
Mix_41	0	0.162846010659558	0.0855753603422047	0.230576961322225	0.0676426783936906	0	0	0.0821939797429435	0	0.371165009539378	9999	0.565710545759656	0.830577856777143
Mix_42	0	0.264266235083408	0.0620147509394937	0	0.0989190210060657	0	0	0.157781293509095	0	0.417018699461938	9999	0.650506866055329	0.759600026052253
Mix_43	0	0.269623858988595	0.134270087197841	0.118929067693167	0.0477849526651585	0	0	0.0177712731246404	0	0.411620760330597	9999	0.580802174467385	0.812908249180305
Mix_44	0	0.114336891247132	0.127816275711526	0.192007737202096	0.0817315941499705	0	0	0.129779951523897	0	0.354327550165379	9999	0.5536249039774	0.837940383310638
Mix_45	0.00942686345397713	0.112146723576545	0.134033853162152	0	0.161032536535551	0	0	0	0	0.583360023271775	9999	0.627340933749028	0.779261272139562
Mix_46	0	0.303812197580223	0.138030681260509	0	0.0468970357282164	0	0	0.146339455238921	0	0.364920630192131	9999	0.642291857759035	0.7714063846086
Mix_47	0	0.199868606915272	0.183217909735864	0.098632284263994	0.0782627638775001	0	0	0.0772688346145736	0	0.362749600592796	9999	0.568464462538675	0.82156417025337
Mix_48	0	0.241687610320243	0.0650326197567324	0.0597990890642288	0.122707615321938	0	0	0.113044482552047	0	0.397728582984811	9999	0.610074534327021	0.791531290372911
Mix_49	0	0.116338718068204	0.0251526172227767	0.2161092295972	0.0870651182470277	0	0	0.133931916316711	0	0.421402400548081	9999	0.57873847884616	0.829421738867902
Mix_50	0	0.145651564745285	0.113552011100085	0	0.107204190499896	0	0	0.170538781509368	0	0.463053452145366	9999	0.652392820907537	0.757320052220611
Mix_51	0	0.276716488502955	0.0898142156176141	0	0.130288385168014	0	0	0.0989116336464938	0	0.404269277064923	9999	0.625357950254354	0.779674096644918
Mix_52	0	0.0856757157964961	0.0880419348161522	0.0703014841659387	0.120478966985991	0	0	0.121116440636723	0	0.514385457598698	9999	0.601131071709645	0.80352997218405
Mix_53	0	0.266498419179951	0.16211858809662	0	0.115741154307692	0	0	0.08087595022474	0	0.374765888190997	9999	0.626123059146509	0.781357900306767
Mix_54	0	0.116555263167679	0.167480449234886	0.356959623853736	0.0696702409774636	0	0	0.0554802506563744	0	0.233854172109862	9999	0.551777202218788	0.847184496348007
Mix_55	0	0.0717250569423988	0.0689753899907391	0.198327513822418	0.103857349490348	0	0	0.0884249409476967	0	0.468689748806399	9999	0.565897949487017	0.842122963225304
Mix_56	0	0.156042789253602	0.147993057388843	0	0.143577144104355	0	0	0.133563724001348	0	0.418823285251852	9999	0.645183625334367	0.763768341467538
Mix_57	0	0.0255268613055081	0.0931920765049211	0.359452764748863	0.0834262225943237	0	0	0.173455589415074	0	0.26494648543131	9999	0.552149820149003	0.863040642284619
Mix_58	0	0.179217073408717	0.0752074187887784	0	0.128507293906065	0	0	0.107718802895987	0	0.509349411000452	9999	0.622830009545898	0.781844959135016
Mix_59	0	0.113725974564771	0.0625686569787161	0.286681808639163	0.0745101158421319	0	0	0.0460444999982889	0	0.416468943976929	9999	0.573120955288058	0.836650498655237
Mix_60	0	0.388498821905938	0.0184177470709183	0	0.0967424561436726	0	0	0.0608402675507773	0	0.435500707328694	9999	0.671760457865835	0.741810062713137
Mix_61	0	0.299731746947736	0.0998977377802406	0.138613615871112	0.0704059876031342	0	0	0.103118545011927	0	0.288232366785851	9999	0.586341467545883	0.808926160313216
Mix_62	0	0.334320400337681	0.0109124717200609	0.191754052319204	0.0854786630728027	0	0	0.0894096331687333	0	0.288124779381518	9999	0.604912361678455	0.796455893133417
Mix_63	0	0.0842457844052443	0.150574621126689	0.309442221134652	0.0608215939112352	0	0	0.0560683191279647	0	0.338847460294215	9999	0.552996051734937	0.846056501772655
Mix_64	0	0.24990420506362	0.217330071670533	0.0658146887735768	0.0708157445760853	0	0	0.0727165047772557	0	0.323418785138929	9999	0.592722335136775	0.806269498495232
Mix_65	0	0.277109452502424	0.17132011161974	0	0.11883570257999	0	0	0.0588102888028877	0	0.373924444494958	9999	0.622916326464809	0.783921544050726
Mix_66	0	0.26806830657493	0.0338613993334911	0.0926302861477697	0.0936027703912065	0	0	0.116848242582263	0	0.39498899497034	9999	0.614305762178975	0.788300623512311
Mix_67	0	0.417755218455202	0.17297351546051	0.136331435368056	0.041723045131425	0	0	0.0962046953177677	0	0.13501209026704	9999	0.605518889625576	0.799244116696894
Mix_68	0	0.187903342810061	0.128345057214657	0	0.12140389720573	0	0	0.137005857063227	0	0.425341845706326	9999	0.644886460683499	0.764392871407342
Mix_69	0	0.342056458154728	0.0622580210179039	0.0984326664471892	0.0676165390608447	0	0	0.0818228475735863	0	0.347813467745748	9999	0.612067306024578	0.789965023664816
Mix_70	0	0.17832736570996	0.108638832159355	0	0.114949204539346	0	0	0.152442137480385	0	0.445642460110954	9999	0.649604162435325	0.759954499606763
Mix_71	0.0197108746897431	0.118566899799014	0.0733828701901166	0.111594395631446	0.132901995449596	0	0	0.0110257296912951	0	0.53281723454879	9999	0.59587025604978	0.810406460278516
Mix_72	0	0.165598734147336	0.22045532173892	0	0.0371414468715092	0	0	0.206219114771352	0	0.370585382470883	9999	0.589312233105782	0.807923027803009
Mix_73	0	0.0686701877141144	0.0475657057665891	0.155511752513005	0.132527072272422	0	0	0.111398679326638	0	0.484326602407232	9999	0.567094375137713	0.843988304568632
Mix_74	0	0.3013290671298	0.115093573155959	0.133423145753017	0.0891527026304796	0	0	0.0726865130566226	0	0.288314998274122	9999	0.579043552437949	0.814167002086389
Mix_75	0	0.153411163616568	0.0309379441575623	0.27388332436525	0.0687734410157612	0	0	0.140817325901667	0	0.332176800943192	9999	0.577099059936257	0.827557338456342
Mix_76	0	0.146564756450578	0.0298750747009093	0.224675300763523	0.0857222765887683	0	0	0.110055535643581	0	0.40310705585264	9999	0.58396642390641	0.822428017572768
Mix_77	0	0.183504425772406	0.160696113977861	0.168792718910777	0.0499116383436789	0	0	0.134643908625412	0	0.302451194369865	9999	0.555292703618686	0.830964993571895
Mix_78	0	0.0814582856728934	0.0391956171068124	0.0753497865364042	0.158944767886535	0	0	0.0191726698799275	0	0.625878872917427	9999	0.619046280282247	0.79924994022489
Mix_79	0	0.0937628138941192	0.112822753582693	0.414836936658254	0.0576276408473398	0	0	0.0482143015892306	0	0.272735553428364	9999	0.551450169267383	0.86138777904034
Mix_80	0	0.219191448064249	0.114744376560083	0.066105469685587	0.0891970741436343	0	0	0.17711683526532	0	0.333644796281126	9999	0.601743043608255	0.797708052966332
Mix_81	0.0260397803285035	0.113408921640566	0.129956996475278	0.0770136777618123	0.14263721611606	0	0	0.0268577063320019	0	0.484085701345777	9999	0.576042160586196	0.821201321070891
Mix_82	0	0.232999169235303	0	0.156027168389159	0.0861690986383902	0	0	0.100733374987983	0	0.424071188749165	9999	0.623711790177601	0.783340432930556
Mix_83	0	0.281045998488463	0.0993807991080946	0.0846194292037258	0.0805494855753925	0	0	0.0595990514214346	0	0.39480523620289	9999	0.592681452720879	0.804314764951032
Mix_84	0	0.21017828573381	0.143739041640909	0	0.124599706107455	0	0	0.125781398601561	0	0.395701567916266	9999	0.628853331270093	0.777620432580968
Mix_85	0	0.173759658443777	0.0242511966075296	0.183197905889783	0.083998076228749	0	0	0.136636616276441	0	0.39815654655372	9999	0.589003774812568	0.814000564199962
Mix_86	0	0.132878947509033	0.118671018501917	0.154915588916253	0.080797342156643	0	0	0.0620369292165495	0	0.450700173699604	9999	0.551126890173347	0.840261727444876
Mix_87	0	0.464858776887614	0.124952659052383	0.133056742446317	0.0568333574559784	0	0	0.0786505220445609	0	0.141647942113147	9999	0.608532559494206	0.795069960320917
Mix_88	0	0.334928447895668	0.0865474562705541	0	0.0332718276027642	0	0	0.151493725369728	0	0.393758542861286	9999	0.633761919551071	0.775200256647866
Mix_89	0	0.0692630123325776	0.191141318524393	0.149606260360111	0.122304594489211	0	0	0.0773179632857789	0	0.390366851007928	9999	0.549362132999057	0.842166166005661
Mix_90	0	0.201934459400981	0.0218358942240194	0.393441944077834	0.0822077438100032	0	0	0.105209715261671	0	0.195370243225491	9999	0.580906145212808	0.833428718802923
Mix_91	0	0.461928975407333	0.021898514249244	0.131681545869643	0.0582289225301845	0	0	0.135758709851318	0	0.190503332092278	9999	0.631377513951144	0.775649323062563
Mix_92	0	0.239320894399073	0.0940502199556631	0.276326487557661	0.0824540435595463	0	0	0.12971906460262	0	0.178129289925436	9999	0.58213543050249	0.814533794720227
Mix_93	0	0.210873800742789	0.212888794807806	0	0	0	0.0185085831434344	0.210441883860208	0.010424977624731	0.336861959821032	9999	0.59189255782787	0.807442823385815
Mix_94	0	0.343044990414412	0.0930888892008013	0	0.0875485477553151	0	0	0.118993421293168	0	0.357324151336304	9999	0.638117115588548	0.772111934446636
Mix_95	0	0.167753361535957	0.0672603234572139	0.180527703279209	0.0812568936765327	0	0	0.206843286341788	0	0.296358431709299	9999	0.586360052256696	0.811382638540032
Mix_96	0	0.131834014283069	0.0973791120529353	0.00939303739036815	0.124344237620174	0	0	0.159443332092658	0	0.477606266560795	9999	0.622831646450848	0.78175551810956
Mix_97	0	0.22143290238996	0.135694924720781	0.131787568512233	0.0861318347362705	0	0	0.0772375311889314	0	0.347715238451824	9999	0.566792052968558	0.823344228523269
Mix_98	0	0.465842665918765	0.363679736176223	0	0	0	0.00456248529669544	0.090355670551021	0	0.0755594420572955	9999	0.587982344028612	0.810750027379724
Mix_99	0	0.0710269846097239	0.0559481880735554	0	0.132555240067853	0	0	0.0770781534104494	0	0.663391433838418	9999	0.624049841174168	0.788600389419505
Mix_100	0	0.271530216351681	0.181150244285281	0.211208766912269	0.0339098881386648	0	0	0.145908695653142	0	0.156292188658961	9999	0.558289689376324	0.828569565153115
