naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
Mix_1	0.232326265314263	0.167146381801404	0.0381247495430811	0.225788722477287	0.0952048112293614	0.11676934275296	0.099370777927316	0.0252689489543275
Mix_2	0.411139995103751	0.263401947260484	0.0325274824813807	0.12934280602836	0.0541752476345404	0.0586856347868926	0.0343045414511405	0.016422345253451
Mix_3	0.157006955990195	0.124930747456122	0.0259363217423442	0.483199712242533	0.0742911010054748	0.0561378883525863	0.0492785303472135	0.029218742863531
Mix_4	0.246756490714704	0.15456918857118	0.0358096874642519	0.401337220378563	0.0533136056667179	0.042447707071152	0.039818745709917	0.025947354423514
Mix_5	0.473261366961874	0.296378203188441	0.0139434447446761	0.144010539238542	0.0323134910017616	0.0163270972457109	0.0104830059684709	0.0132828516505229
Mix_6	0.324656256951106	0.190455510007341	0.0104743804029807	0.214134000405456	0.0733463011522965	0.0963052428333499	0.0727258286771282	0.0179024795703417
Mix_7	0.255076172866912	0.174169628743932	0.0365864042532513	0.408371707265294	0.0461278254066011	0.0289526817977367	0.0248562891842085	0.025859290482064
Mix_8	0.326706636676516	0.215666047319112	0.036325545366089	0.251598958920397	0.045733070497784	0.0641830670146621	0.0393349460505271	0.0204517281549122
Mix_9	0.355946135433753	0.215751316945316	0.0239383204274862	0.252797808326968	0.0432320750877636	0.0452458201510149	0.0395323136416451	0.0235562099860532
Mix_10	0.372124805306948	0.225246507682164	0.00850591585719743	0.235563981007665	0.0484159547619036	0.0517208623602352	0.0389504552622091	0.0194715177616773
Mix_11	0.365764146482726	0.225994350435492	0.0589697946984575	0.199415734730009	0.0486145404210699	0.043314801912355	0.0361916919067315	0.0217349394131594
Mix_12	0.123299424738887	0.0945936397873658	0.0255303251348503	0.428780702095931	0.0970754659579895	0.112006631116984	0.0766696310895662	0.0420441800784265
Mix_13	0.383871872865355	0.24085312764325	0.019367781502364	0.243337346401538	0.0430199880303439	0.0280260678748133	0.0213285782172544	0.0201952374650812
Mix_14	0.164670655894202	0.109609726504966	0.0452065185515953	0.54602293935414	0.0579456188748425	0.0196963411890495	0.0208317265175107	0.0360164731136943
Mix_15	0.239215901739149	0.142126374409085	0.0585254102161787	0.395368368497691	0.0515551242063382	0.0492987035302138	0.0346018576319241	0.0293082597694195
Mix_16	0.306949533928246	0.19306657895848	0.0327137192289652	0.310775016340436	0.0509725124893907	0.0502055339966455	0.033227535967612	0.0220895690902253
Mix_17	0.248217379944107	0.139279777241147	0.0447485232277328	0.403025777351983	0.0596108855593874	0.0393806157999515	0.034692318209428	0.0310447226662628
Mix_18	0.273082464498612	0.149706430729474	0.0713966184225169	0.330057442215633	0.0502925084330996	0.0709118029572491	0.0301655558220768	0.0243871769213383
Mix_19	0.168528969436317	0.130685596697665	0.0213513901862634	0.400096191032265	0.0812491063395543	0.090672172560834	0.0744361596718158	0.032980414075286
