Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	P-value	Correlation	RMSE
mix_1	0	0	0.0351504004562041	0	0.307136741043168	0	0	0.39656139231308	0.261151466187548	9999	0.786338442393889	0.62968923392442
mix_2	0.0433063736686629	0	0	0	0.375037353160296	0	0	0.43803812070345	0.143618152467591	9999	0.769285635933552	0.647999156780455
mix_3	0.00108383042558728	0.00114733002344357	0.0267477750619323	0	0.452399344917243	0	0	0.422116423347161	0.0965052962246334	9999	0.683103832120615	0.730013762013304
mix_4	0	0.00054367061756762	0.00314779565717694	0	0.28079694248389	0	0	0.548246297533929	0.167265293707436	9999	0.788990791683301	0.632612096217684
mix_5	0	0.0105853894840647	0.00749097221358898	0	0.32290212585836	0	0	0.499012139365929	0.160009373078058	9999	0.754718789433592	0.665023677591464
mix_6	0	0.0136176200154281	0	0	0.247830257152157	0	0	0.565430267275713	0.173121855556702	9999	0.788747825868988	0.635118046141541
mix_7	0.00053197719499689	0.00649926345657239	0	0	0.375734364865736	0	0	0.456564968171392	0.160669426311303	9999	0.722240955675214	0.694001930547317
mix_8	0	0.013327331282449	0	0	0.38153475242815	0	0	0.442679055784363	0.162458860505038	9999	0.733368026888089	0.683085958828898
mix_9	0	0.00815398212297194	0.00518323871331241	0	0.192909613171587	0	0	0.603079328591757	0.190673837400373	9999	0.810287178807517	0.615793395919266
mix_10	0	0.0180895767421746	0.0297749976272783	0	0.305157841201156	0	0	0.567352746010567	0.079624838418824	9999	0.773709978514343	0.651971504202688
mix_11	0	0.00891985378109897	0.0101669602020295	0	0.333724521294563	0	0	0.408675170961746	0.238513493760563	9999	0.804360992594542	0.609399283892631
mix_12	0	0.00760343106303375	0	0	0.301916713474164	0	0	0.522557462875235	0.167922392587567	9999	0.755657752730253	0.66458515315593
mix_13	0	0.000723434344444488	0.00320189686289818	0	0.224883747070591	0	0	0.672327114005294	0.0988638077167722	9999	0.781691368692482	0.646942546699847
mix_14	0	0.00801052725329399	0	0	0.23074455404618	0	0	0.609636135733296	0.151608782967231	9999	0.809299188332323	0.616650399866535
mix_15	0	0.0129602629829134	0	0	0.328282555853588	0	0	0.501635065482347	0.157122115681152	9999	0.75703023691157	0.66245727253783
mix_16	0	0.144642604686594	0.0309984091030473	0	0.376764550530766	0	0	0.389191687964227	0.0584027477153649	9999	0.65823233382967	0.753329607184952
mix_17	0	0.129589273543495	0	0	0.370992361958061	0	0	0.447019321614368	0.0523990428840761	9999	0.664675637487785	0.748162268916084
mix_18	0	0.0019344558076864	0	0	0.307980662327415	0	0	0.650882342726331	0.039202539138567	9999	0.767734012811413	0.657296215849986
mix_19	0	0.0256184398136842	0	0	0.432267781487714	0	0	0.403922055542606	0.138191723155995	9999	0.688560101925232	0.725143678489192
mix_20	0.0150599156714478	0	0	0	0.260148089058605	0	0	0.57911185477489	0.145680140495057	9999	0.792636643549737	0.631685353250111
mix_21	0	0.0175490850705001	7.74468392673883e-05	0	0.320057257849933	0	0	0.605823322709279	0.0564928875310206	9999	0.712872966151336	0.707044710167522
mix_22	0	0	0.025158153683256	0	0.292393009532761	0	0	0.48978612123665	0.192662715547333	9999	0.796576940178261	0.623528803615971
mix_23	0	0.0145549965694998	0.00875918457585396	0	0.219965170343711	0	0.00348592946309726	0.592433046265109	0.160801672782729	9999	0.804882784270635	0.622581950561568
mix_24	0	0.0073504554139864	0	0	0.326083815108453	0	0	0.517454903536021	0.14911082594154	9999	0.747663026928076	0.671814349968979
mix_25	0	0	0	0	0.245912025133017	0	0	0.586595857742556	0.167492117124427	9999	0.807805675220231	0.61556124765374
mix_26	0	0.0210074316359957	0.00943899362829741	0	0.374743539749746	0	0	0.535205394542436	0.0596046404435253	9999	0.70631517914072	0.710963748012886
mix_27	0	0.00223418850915596	0.0155961881050872	0	0.291248536388288	0	0	0.477311007638183	0.213610079359287	9999	0.80424752117181	0.614004555728916
mix_28	0	0.0113601396187591	0	0	0.286563939757067	0	0	0.548558251049188	0.153517669574985	9999	0.781813830333132	0.640511391014874
mix_29	0	0.000119342908440465	0.0189094208197183	0	0.310593512952196	0	0	0.444387199647097	0.225990523672548	9999	0.793708480902127	0.623140707811119
mix_30	0	0.00305329435726476	0.0084326761448423	0	0.273767645729761	0	0	0.549933588897171	0.164812794870961	9999	0.793241057801089	0.629282937763777
mix_31	0	0	0	0	0.289041237394031	0	0	0.576293506529398	0.134665256076571	9999	0.782335149512096	0.640270795880207
mix_32	0	0.0059279316568892	0.00586703392022578	0	0.23214804325158	0	0	0.61137779627265	0.144679194898655	9999	0.808810226730686	0.61775053748706
mix_33	0	0	0.0195611518225976	0	0.294868489117763	0	0	0.593764133982702	0.0918062250769372	9999	0.764942545354235	0.659437238921383
mix_34	0.000161066893515823	0.00283725477904795	0.0121469630566013	0	0.395530042637195	0	0	0.578972592110428	0.0103520805232117	9999	0.719207258766198	0.698953641893179
mix_35	0	0	0	0	0.306025892467665	0	0	0.512415545845215	0.181558561687119	9999	0.779409860866064	0.639873241296808
mix_36	0	0.0100329554589142	0.0105882226307095	0	0.293447630553147	0	0	0.547110027515643	0.138821163841587	9999	0.772084982900671	0.650744918980029
mix_37	0	0.0188429823911514	0.00897169360877065	0	0.35373264555627	0	0	0.513237860523494	0.105214817920314	9999	0.70040136430324	0.716180478203605
mix_38	0	0.00584526954359671	0.0211724781971609	0	0.350187613890466	0	0	0.460760312146133	0.162034326222643	9999	0.728174512869896	0.689380351328022
mix_39	0	0.0129884376655106	0	0	0.280065303207791	0	0	0.541104725416661	0.165841533710038	9999	0.788657367751789	0.633498384975378
mix_40	0	0.00095847584252808	0	0	0.300814293168399	0	0	0.565255989722002	0.132971241267071	9999	0.772522747923894	0.649364178059862
mix_41	0.000300287842637368	0.00437787957084825	0.0193678928223592	0	0.368166667242443	0	0	0.52893390162239	0.0788533708993219	9999	0.721731724897247	0.696581658192717
mix_42	0	0.00687699882846918	0	0	0.263768557736921	0	0	0.640505427126045	0.0888490163085655	9999	0.798509764250309	0.628706450278994
mix_43	0	0.00357401751966164	0.0145822401837167	0	0.326928629279208	0	0	0.603723898410438	0.0511912146069758	9999	0.744472153865386	0.678110443571148
