Mixture	naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	P-value	Correlation	RMSE
mix_44	0.0148311594819628	0	0.00592522719521734	0	0.253569414669046	0	0	0.574844338432208	0.150829860221566	9999	0.805076520410265	0.619655179987278
mix_45	0	0.0129623456076255	0	0	0.340098245424619	0	0	0.487318105175889	0.159621303791866	9999	0.771747792606405	0.647038833394294
mix_46	0	0.012536883600375	0.0456134706573026	0	0.327794112160547	0	0	0.50737453421915	0.106680999362626	9999	0.740813633049056	0.680604599693359
mix_47	0	0.213683052418385	0	0	0.37733322026962	0	0	0.384131385608151	0.0248523417038439	9999	0.586640318639972	0.811140784052361
mix_48	0	0.00555899113558361	0	0	0.292511831952825	0	0	0.629237515847302	0.0726916610642894	9999	0.792724946761524	0.632980884288944
mix_49	0.00797554542845422	0	0.0441013475458761	0	0.288661671730205	0	0	0.46388521949866	0.195376215796805	9999	0.778265116690511	0.642965213103265
mix_50	0	0	0	0	0.306023460798351	0	0	0.504732686295177	0.189243852906472	9999	0.786413949860992	0.632305081985179
mix_51	0	0.020470567710658	0.0115948603929006	0	0.405087077649436	0	0	0.51334848574851	0.0494990084984959	9999	0.690873078270278	0.724134849131404
mix_52	0.000250554923023894	0.00386641335778304	0.0103151096929767	0	0.352477365907442	0	0	0.546299274600738	0.0867912815180357	9999	0.732115201023002	0.687287339748582
mix_53	0	0.0122817054752062	0.00860544693415806	0	0.35147086765726	0	0	0.548829255091575	0.0788127248418008	9999	0.761404969069227	0.659867466050229
mix_54	0	0.00980377409211311	0.00325989256401767	0	0.274986798254686	0	0	0.602277337409352	0.109672197679831	9999	0.7766568539407	0.64853075396235
mix_55	0	0.0172178803688998	0.00590097317214292	0	0.305870460391388	0	0	0.640391525570661	0.0306191604969077	9999	0.743093804599197	0.681357623674949
mix_56	0	0	0	0	0.2566624488165	0	0	0.593577853588605	0.149759697594895	9999	0.789653867048736	0.634295994767112
mix_57	0	0.000266118539604935	0.0100176474765922	0	0.280796165647893	0	0	0.515467704715581	0.193452363620329	9999	0.799483514513383	0.620641326070772
mix_58	0	0.0117530816362122	0	0	0.30811341896706	0	0	0.52408942019768	0.156044079199048	9999	0.758253429642615	0.662334951914761
mix_59	0	0.0235027417076088	0.0267127062587149	0	0.391220810785852	0	0	0.482530180458858	0.0760335607889668	9999	0.727584527041577	0.69061707491931
mix_60	0	0.0108303738059423	0.0201249977442436	0	0.281212489781616	0	0	0.612379771640277	0.0754523670279209	9999	0.766161141412588	0.660287048782553
mix_61	0	0.0094784277870389	0.00683765042586212	0	0.309033384016588	0	0	0.538272667299614	0.136377870470898	9999	0.762239875426924	0.659338185337657
mix_62	9.92683013973757e-05	0.00257622073055625	0.0110846627731161	0	0.372850620263355	0	0	0.480454816814941	0.132934411116634	9999	0.716131036835581	0.700452034385557
mix_63	0	0.0123629669028597	0	0	0.287846447760237	0	0	0.541740931749147	0.158049653587757	9999	0.764965424594508	0.656848794182817
mix_64	0	0.225032656643766	0	0	0.408908309680864	0	0	0.342110999009392	0.0239480346659784	9999	0.627932454453851	0.77846407330558
mix_65	0.00269237357778439	0.00277126160785672	0.0110684991348702	0	0.356071166748631	0	0	0.534697551695323	0.0926991472355349	9999	0.719280574877939	0.698927098317647
mix_66	0	0.0104700658970915	0.0329374602623751	0	0.386147539622205	0	0	0.449667536432514	0.120777397785814	9999	0.760504497364826	0.657720669090928
mix_67	0	0.00847931931755961	0.0297999204985604	0	0.320366988882673	0	0	0.427876869460857	0.21347690184035	9999	0.780239186666295	0.637875469052112
mix_68	0	0.0207765408213526	0	0	0.372784974811144	0	0	0.505868547716068	0.100569936651436	9999	0.734472520329289	0.683981601446872
mix_69	0	0.017019423583007	0	0	0.310463749391644	0	0	0.545066513763156	0.127450313262194	9999	0.782721740130996	0.639522928512451
mix_70	0	0.0542776856094922	0.0136567863180158	0	0.332946791499166	0	0	0.559118345996338	0.0400003905769881	9999	0.690889569176645	0.726766674265842
mix_71	0	0.00692423711016783	0.00688902215763119	0	0.364830768332545	0	0	0.481406750286914	0.139949222112743	9999	0.732333321329761	0.685239006271347
mix_72	0.000636932402025046	0.00548097778473797	0.0186619117288058	0	0.38653431827472	0	0	0.44487429980225	0.143811560007461	9999	0.707462960145575	0.708076373825457
mix_73	0	0.0714067540372544	0.000739188726112192	0	0.313177173951874	0	0	0.568085617724083	0.0465912655606761	9999	0.683180255520113	0.73394972991425
mix_74	0	0.00575473494089611	0.00271038100147986	0	0.196910355290283	0	0	0.624722281032011	0.16990224773533	9999	0.809540852013653	0.617472575813799
mix_75	0.00140870444263637	0	0.0023169844417394	0	0.280601914399212	0	0	0.667775385387368	0.0478970113290445	9999	0.774943471274984	0.65198921586565
mix_76	0	0.0118669434612331	0.0293889707869786	0	0.332811107610714	0	0	0.441777284936936	0.184155693204138	9999	0.741097260665904	0.677353657057303
mix_77	0.00773985949514054	0	0.00689762129206873	0	0.26716630657433	0	0	0.586254079619629	0.131942133018832	9999	0.79283984061146	0.631953397859799
mix_78	0	0.008681500711548	0.00839645608665465	0	0.323193508936094	0	0	0.565594996777412	0.0941335374882916	9999	0.737270577752941	0.683748703422749
mix_79	0	0.0682943991683004	0.0641194069241906	0	0.391824784514929	0	0	0.408104037118861	0.0676573722737189	9999	0.686542481889874	0.72841090818692
mix_80	0	0.0344907836622153	0.0201085692790045	0	0.323866614964566	0	0	0.548721566996203	0.0728124650980107	9999	0.775965635152483	0.6490408231723
mix_81	0.0031584982476813	0.00277294371475191	0.0674869826721158	0	0.425467729644114	0	0	0.456343246352962	0.0447705993683745	9999	0.713850761541721	0.702429482808297
mix_82	0	0.0832653080021619	0.047856685167068	0	0.425268847482756	0	0	0.422741660080616	0.0208674992673985	9999	0.584158767661453	0.81336615493772
mix_83	0	0.0183260476510014	0	0	0.329107668921519	0	0	0.599005879736391	0.0535604036910888	9999	0.701367591612895	0.71694216125382
mix_84	0	0.00663516596144747	0	0	0.350482344580093	0	0	0.479622759638028	0.163259729820431	9999	0.739118092426537	0.678550616073553
mix_85	0.00230850377450799	0.00210622099190341	0.0181981502489707	0	0.403996275178717	0	0	0.446788243522223	0.126602606283678	9999	0.702698692993249	0.71231556752943
mix_86	0	0.010301339170551	0	0	0.290204234264807	0	0	0.556439095746921	0.143055330817721	9999	0.764060384353308	0.658170400625489
mix_87	0	0.0115136955643195	0.0385776100559916	0	0.140301986711248	0	0	0.586734877698382	0.222871829970059	9999	0.81006768660277	0.618788129469091
mix_88	0	0	0.0103552476311275	0	0.26692700626953	0	0	0.562759006034541	0.159958740064801	9999	0.796800779724369	0.626367854183736
mix_89	0	0.132118210063898	0.0414735753464905	0	0.354496332413015	0	0	0.471911882176596	0	9999	0.691998540454456	0.726454940219361
mix_90	0.0012598292030322	0	0	0	0.236805503097838	0	0	0.547051226292957	0.214883441406172	9999	0.812921213549412	0.607619694309148
mix_91	0	0	0	0	0.302984543882263	0	0	0.506264577644095	0.190750878473642	9999	0.774893645152095	0.644203436396692
mix_92	0	0	0	0	0.29116690460205	0	0	0.574455947744871	0.134377147653078	9999	0.783817173241664	0.638668621400355
mix_93	0	0.145151795739352	0	0	0.350175105671758	0	0	0.469437782879291	0.0352353157095993	9999	0.6222817885921	0.783172506353367
mix_94	0	0	0.00372112250012368	0	0.272903758017144	0	0	0.545650004977744	0.177725114504989	9999	0.798001473323196	0.62334358754517
mix_95	0	0	0	0	0.286679694667944	0	0	0.578745206147758	0.134575099184298	9999	0.777757369449211	0.64496239107192
mix_96	0.000527362769220578	0.00488054348237543	0.0233578469234319	0	0.293603409011505	0	0	0.551412603873413	0.126218233940054	9999	0.777008388440747	0.646768784778682
mix_97	0	0	0.00611125056048108	0	0.245116733159613	0	0	0.585495495168145	0.163276521111761	9999	0.795953527652818	0.628283419005561
mix_98	0	0	0	0	0.300214480029852	0	0	0.599416237061359	0.100369282908789	9999	0.776513575403455	0.646866737133932
mix_99	0	0.187313325221195	0.000555064029394218	0	0.440154217737143	0	0	0.336628491536361	0.0353489014759066	9999	0.647175510624726	0.762313758361837
mix_100	0	0.0170191005233546	0	0	0.288823132756633	0	0	0.564314773467458	0.129842993252555	9999	0.747655380252399	0.674625978340833
