naive_B_cell	memory_B_cell	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell	macrophage_m0	macrophage_m1	macrophage_m2	MAST_cell
Mix_57	0	0	0	0.8773	0	0	0.1227	0
Mix_58	0.0242	0	0.2749	0.6338	0	0	0.0671	0
Mix_59	0.0798	0	0	0.8187	0	0	0.1016	0
Mix_60	0.2341	0	0	0.7659	0	0	0	0
Mix_61	0.2535	0	0	0.5674	0	0	0.1791	0
Mix_62	0.3175	0	0	0.6712	0	0	0.0113	0
Mix_63	0.0548	0	0	0.6927	0	0	0.2525	0
Mix_64	0.1281	0	0.158	0.436	0	0	0.2779	0
Mix_65	0.1094	0	0.1755	0.508	0	0	0.2071	0
Mix_66	0.1636	0	0.0748	0.7437	0	0	0.0179	0
Mix_67	0.2722	0	0.2032	0.281	0	0	0.2436	0
Mix_68	0.0203	0	0.3015	0.5712	0	0	0.107	0
Mix_69	0.2454	0	0	0.641	0	0	0.1137	0
Mix_70	0.0145	0	0.3242	0.5884	0	0	0.073	0
Mix_71	0.1165	0	0	0.788	0	0	0.0954	0
Mix_72	0	0	0.5549	0.2828	0	0	0.1623	0
Mix_73	0.0032	0	0	0.9322	0	0	0.0646	0
Mix_74	0.2349	0	0	0.5414	0	0	0.2237	0
Mix_75	0.1152	0	0	0.848	0	0	0.0368	0
Mix_76	0.121	0	0	0.8577	0	0	0.0214	0
Mix_77	0.0709	0	0.2305	0.4838	0	0	0.2148	0
Mix_78	0	0	0.011	0.989	0	0	0	0
Mix_79	0.074	0	0	0.7202	0	0	0.2057	0
Mix_80	0.0315	0	0.329	0.545	0	0	0.0945	0
Mix_81	0.1254	0	0	0.6884	0	0	0.1863	0
Mix_82	0.1623	0	0	0.8377	0	0	0	0
Mix_83	0.1893	0	0.0096	0.6269	0	0	0.1742	0
Mix_84	0.0581	0	0.2546	0.5416	0	0	0.1457	0
Mix_85	0.1196	0	0.0226	0.8384	0	0	0.0194	0
Mix_86	0.0878	0	0	0.7171	0	0	0.1951	0
Mix_87	0.3358	0.0496	0.047	0.3346	0	0	0.233	0
Mix_88	0.1122	0	0.3664	0.4634	0	0	0.058	0
Mix_89	0	0	0.1637	0.6068	0	0	0.2295	0
Mix_90	0.152	0	0	0.8151	0	0	0.0329	0
Mix_91	0.325	0.0208	0.0888	0.5009	0	0	0.0644	0
Mix_92	0.1608	0	0.0196	0.6559	0	0	0.1637	0
Mix_93	0	0	0.5599	0.2841	0	0	0.156	0
Mix_94	0.1499	0	0.329	0.4409	0	0	0.0802	0
Mix_95	0.0684	0	0.2016	0.6615	0	0	0.0685	0
Mix_96	0	0	0.3072	0.6403	0	0	0.0525	0
Mix_97	0.1694	0	0	0.6014	0	0	0.2292	0
Mix_98	0.1867	0	0.4838	0	0	0.0175	0.312	0
Mix_99	0	0	0.3352	0.6648	0	0	0	0
Mix_100	0.113	0	0.2351	0.4035	0	0	0.2484	0
