Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	P-value	Correlation	RMSE	Absolute score (sig.score)
Mix_49	0	0.127707462291807	0.0276105579368243	0.237227655143287	0.0955732149201228	0	0	0.147019886729872	0	0.462582294796485	9999	0.57873847884616	0.829421738867902	1.0977210718184
Mix_50	0	0.207700254389073	0.161926043383904	0	0.152874002262471	0	0	0.24318961739026	0	0.660317793183508	9999	0.652392820907537	0.757320052220611	1.42600771060922
Mix_51	0	0.389885546470262	0.12654563783429	0	0.183572574676614	0	0	0.139363637292317	0	0.569603744476225	9999	0.625357950254354	0.779674096644918	1.40897114074971
Mix_52	0	0.109197383245941	0.112213231117547	0.0896022640471527	0.153555623186079	0	0	0.154368110760895	0	0.655606380727092	9999	0.601131071709645	0.80352997218405	1.27454299308471
Mix_53	0	0.412155577078305	0.25072599093717	0	0.179000544889478	0	0	0.125079443394843	0	0.579597625351483	9999	0.626123059146509	0.781357900306767	1.54655918165128
Mix_54	0	0.1620704438428	0.232882068169158	0.496353430121006	0.0968766795336234	0	0	0.0771454553318003	0	0.325174929370722	9999	0.551777202218788	0.847184496348007	1.39050300636911
Mix_55	0	0.0870229307483369	0.0836868012711942	0.240627783881977	0.126008557088531	0	0	0.107284648357922	0	0.56865420944301	9999	0.565897949487017	0.842122963225304	1.21328493079097
Mix_56	0	0.231325514852659	0.219392195940915	0	0.212845828633813	0	0	0.198001441579186	0	0.620884262301343	9999	0.645183625334367	0.763768341467538	1.48244924330792
Mix_57	0	0.0266337105193106	0.0972329013982595	0.375038700101423	0.0870435983376203	0	0	0.180976654401325	0	0.276434611824511	9999	0.552149820149003	0.863040642284619	1.04336017658245
Mix_58	0	0.242348920173769	0.101700336836493	0	0.173775875926525	0	0	0.145664333580084	0	0.68877522324891	9999	0.622830009545898	0.781844959135016	1.35226468976578
Mix_59	0	0.134805642395853	0.0741660647898675	0.339819689606591	0.088320931691532	0	0	0.0545790741721018	0	0.493663507792211	9999	0.573120955288058	0.836650498655237	1.18535491044816
Mix_60	0	0.483676160902654	0.022929864116537	0	0.120443144600305	0	0	0.0757453700705818	0	0.542192918778356	9999	0.671760457865835	0.741810062713137	1.24498745846843
Mix_61	0	0.427761189246862	0.142568732044918	0.197821971728518	0.100479676557145	0	0	0.147165296625718	0	0.411349886194245	9999	0.586341467545883	0.808926160313216	1.42714675239741
Mix_62	0	0.430136133583321	0.0140399700071049	0.246710480665275	0.10997672173421	0	0	0.11503430205712	0	0.370700915850587	9999	0.604912361678455	0.796455893133417	1.28659852389762
Mix_63	0	0.117420935674576	0.209869408022747	0.431297487457285	0.0847725321414632	0	0	0.078147465065285	0	0.472282217081758	9999	0.552996051734937	0.846056501772655	1.39379004544311
Mix_64	0	0.403611614776811	0.351002261623302	0.106295021346976	0.114372053134119	0	0	0.117441905015573	0	0.522342463528561	9999	0.592722335136775	0.806269498495232	1.61506531942534
Mix_65	0	0.426326296279223	0.263571913572121	0	0.182825899618936	0	0	0.0904782293856513	0	0.575273856846897	9999	0.622916326464809	0.783921544050726	1.53847619570283
Mix_66	0	0.331231845834673	0.0418399845437982	0.114456278151418	0.115657903793458	0	0	0.144380585558861	0	0.488058195166903	9999	0.614305762178975	0.788300623512311	1.23562479304911
Mix_67	0	0.703467084316398	0.29127385897158	0.229571464585595	0.0702583417531922	0	0	0.162001175623842	0	0.227349790719136	9999	0.605518889625576	0.799244116696894	1.68392171596974
Mix_68	0	0.265223215402848	0.181157441088968	0	0.171360080655342	0	0	0.193382051622481	0	0.600364688975472	9999	0.644886460683499	0.764392871407342	1.41148747774511
Mix_69	0	0.504663971089916	0.091854368979294	0.145225792847732	0.0997602305124921	0	0	0.120719963613995	0	0.513157759914954	9999	0.612067306024578	0.789965023664816	1.47538208695838
Mix_70	0	0.259383332140154	0.158018945511369	0	0.167197600780856	0	0	0.221732370804718	0	0.648202398922436	9999	0.649604162435325	0.759954499606763	1.45453464815953
Mix_71	0.0269736250317988	0.162254549668752	0.100421825790176	0.152712927802194	0.181871613901573	0	0	0.0150883156164412	0	0.729141274622269	9999	0.59587025604978	0.810406460278516	1.3684641324332
Mix_72	0	0.247145252403988	0.329015112437344	0	0.0554311740906268	0	0	0.307768507006504	0	0.553074384049981	9999	0.589312233105782	0.807923027803009	1.49243442998844
Mix_73	0	0.0835455428658855	0.0578694021722016	0.189198751571983	0.161235123508337	0	0	0.135529892209305	0	0.589241565655212	9999	0.567094375137713	0.843988304568632	1.21662027798292
Mix_74	0	0.44443005764207	0.169751440971676	0.196785716434907	0.131491266828045	0	0	0.107205293851192	0	0.425235615410596	9999	0.579043552437949	0.814167002086389	1.47489939113849
Mix_75	0	0.183478039905585	0.0370014360032202	0.327561399918451	0.0822522680726963	0	0	0.168415950522088	0	0.397279747460193	9999	0.577099059936257	0.827557338456342	1.19598884188223
Mix_76	0	0.18550780932136	0.0378130445223813	0.28437275005682	0.108499151672827	0	0	0.139297889993179	0	0.510214792861355	9999	0.58396642390641	0.822428017572768	1.26570543842792
Mix_77	0	0.285030654310448	0.24960334509351	0.262179502818362	0.0775259063912154	0	0	0.209137415693809	0	0.46978628153165	9999	0.555292703618686	0.830964993571895	1.55326310583899
Mix_78	0	0.0890640762395304	0.0428553265198196	0.0823852242564912	0.173785500246927	0	0	0.0209628292296537	0	0.68431741711425	9999	0.619046280282247	0.79924994022489	1.09337037360667
Mix_79	0	0.121325382955706	0.145988193144404	0.536782633902921	0.0745678942883765	0	0	0.0623874045723601	0	0.35290904881224	9999	0.551450169267383	0.86138777904034	1.29396055767601
Mix_80	0	0.300161888173758	0.157131535147757	0.0905251677228883	0.122146928773791	0	0	0.242544698573348	0	0.456894887622333	9999	0.601743043608255	0.797708052966332	1.36940510601388
Mix_81	0.0362428648983851	0.15784557985658	0.180877634389941	0.107189702955898	0.19852630429134	0	0	0.0373812762546905	0	0.673763466964058	9999	0.576042160586196	0.821201321070891	1.39182682961089
Mix_82	0	0.248041803835876	0	0.16610042182411	0.0917322526570599	0	0	0.107236811704088	0	0.451449603693392	9999	0.623711790177601	0.783340432930556	1.06456089371453
Mix_83	0	0.424316897214963	0.150042884606383	0.127756501914046	0.121611792999839	0	0	0.0899813009689097	0	0.596068023493697	9999	0.592681452720879	0.804314764951032	1.50977740119784
Mix_84	0	0.311511988211203	0.213040250513042	0	0.18467322656358	0	0	0.18642465096505	0	0.586482003740397	9999	0.628853331270093	0.777620432580968	1.48213211999327
Mix_85	0	0.199169914207403	0.0277976418174843	0.209988391585438	0.0962817824683977	0	0	0.156618074558279	0	0.45638214260118	9999	0.589003774812568	0.814000564199962	1.14623794723818
Mix_86	0	0.182766391756267	0.163224305010108	0.213076365698154	0.111131514557355	0	0	0.085327780819282	0	0.619908917516067	9999	0.551126890173347	0.840261727444876	1.37543527535723
Mix_87	0	0.747064425155849	0.200808699432669	0.213832595512764	0.091335652091586	0	0	0.126397542567283	0	0.227639325555534	9999	0.608532559494206	0.795069960320917	1.60707824031568
Mix_88	0	0.451296891169483	0.116617737904708	0	0.0448318811226566	0	0	0.204129113906558	0	0.530567073000854	9999	0.633761919551071	0.775200256647866	1.34744269710426
Mix_89	0	0.0873772169928206	0.241130090975617	0.188732459573108	0.154290648529537	0	0	0.0975387617134702	0	0.492458642767991	9999	0.549362132999057	0.842166166005661	1.26152782055254
Mix_90	0	0.243699474828287	0.0263520944893951	0.47481541997147	0.0992103282062163	0	0	0.126969673388882	0	0.235777617214824	9999	0.580906145212808	0.833428718802923	1.20682460809907
Mix_91	0	0.607833485783925	0.028815361144794	0.173274371820431	0.0766210626292795	0	0	0.17863934550044	0	0.250675559585743	9999	0.631377513951144	0.775649323062563	1.31585918646461
Mix_92	0	0.339881146877373	0.133569184182038	0.392436121131502	0.117100410142057	0	0	0.184225721534698	0	0.252977440621431	9999	0.58213543050249	0.814533794720227	1.4201900244891
Mix_93	0	0.291771022694971	0.29455902612168	0	0	0	0.0256090050702015	0.291173410141367	0.0144242972452041	0.466091843452371	9999	0.59189255782787	0.807442823385815	1.38362860472579
Mix_94	0	0.456771771727047	0.123949855081651	0	0.116572771466554	0	0	0.158442295869947	0	0.475784781143651	9999	0.638117115588548	0.772111934446636	1.33152147528885
Mix_95	0	0.219700268677681	0.0880883160825972	0.236430343636991	0.106419097711025	0	0	0.270894873088576	0	0.388129492460114	9999	0.586360052256696	0.811382638540032	1.30966239165698
Mix_96	0	0.182144452233985	0.134540885524652	0.0129776041455309	0.17179643032904	0	0	0.220290025638006	0	0.659870157783752	9999	0.622831646450848	0.78175551810956	1.38161955565497
Mix_97	0	0.320370493268327	0.196324256682716	0.190671069543872	0.124616071427225	0	0	0.111747738022458	0	0.503076558440014	9999	0.566792052968558	0.823344228523269	1.44680618738461
Mix_98	0	0.686676236421763	0.536082782387085	0	0	0	0.00672533982280359	0.133188941959557	0	0.111378534200386	9999	0.587982344028612	0.810750027379724	1.4740518347916
Mix_99	0	0.0674818448870114	0.0531556699194594	0	0.125939066657136	0	0	0.0732309842688876	0	0.630279858896437	9999	0.624049841174168	0.788600389419505	0.950087424628932
Mix_100	0	0.427890340814077	0.285465245110657	0.332832907038091	0.053436828459002	0	0	0.229929922163427	0	0.246292728560435	9999	0.558289689376324	0.828569565153115	1.57584797214569
