Mixture	B cells naive	B cells memory	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells resting	Mast cells activated	P-value	Correlation	RMSE
S10057	0.0837727931020272	0	0.0451441696419683	0	0.0308494337584366	0.642924322209479	0.0711298737489144	0	0.0837361593295935	0.0424432482095812	0	9999	0.443345519303221	0.912329698259912
S10062	0.0360806813502254	0.068990012833073	0.286930758967471	0.0660892738990896	0	0.252053324347875	0.13492109956838	0	0.128133289365638	0.0268015596682478	0	9999	0.329080932806658	0.965406987627054
S10066	0.0766752219860991	0	0.343541801996997	0	0	0.256734793009922	0.0879012218784301	0	0.203192120246082	0.0319548408824702	0	9999	0.252266371651639	1.00603848008536
S10067	0.113795190569707	0	0.0920426118640535	0	0	0.56602859279046	0.0932255844129354	0	0.110358495640015	0.0245495247228299	0	9999	0.41449041595362	0.926128455328407
S1007	0.217649270975735	0	0.0853785498921117	0.0448879736155325	0	0.430771725993052	0.0707904868681421	0	0.137393816742702	0.0131281759127246	0	9999	0.310364825654628	0.978634890405976
S10073	0.0905125429108503	0	0.138204790955779	0	0	0.563473276501933	0.0530302552995196	0	0.123032610669407	0.0317465236625106	0	9999	0.428466792292453	0.919770269229479
S10077	0.143307458515893	0.0162508547537212	0.129631896783863	0	0.0405534513078076	0.426191812236623	0.0564670358748676	0	0.154722307360714	0.0328751831665111	0	9999	0.359887958767642	0.947078328319068
S10080	0.143407328705964	0	0.0133408794692507	0	0.0468006843272578	0.583287303290403	0.0235868166283327	0	0.140785169353179	0.0487918182256132	0	9999	0.318953032433099	0.979669395887088
S10082	0.134996890046744	0	0.259541930751171	0.12440773338124	0	0.256511788139029	0.0851705169220069	4.16677646886723e-05	0.0754095870054234	0.063919885989698	0	9999	0.414226503845469	0.918749580398906
S10087	0.128034991598838	0.0444416063007469	0.120997781850127	0.145937808116839	0.0173458084215058	0.233824143614651	0.104379717338086	0	0.171184973344879	0.033853169414327	0	9999	0.343700148301933	0.949663023024011
S10089	0.142890467412208	0	0.215169235571616	0.0138794752391309	0	0.376282707703535	0.0984155912306964	0	0.13523918438747	0.0181233384553433	0	9999	0.288844300189107	0.990322157002835
S1009	0.220972014695114	0	0.25828487301648	0.00065396520069272	0	0.356109632178928	0.0487702524213995	0	0.0628485010421889	0.0523607614451972	0	9999	0.490582873946597	0.873582945901644
S10090	0.103853513577912	0	0.292878557431667	0	0	0.401511646006999	0.0974699883400805	0	0.0993810748211331	0.00490521982220835	0	9999	0.312506216621529	0.988553436982657
S10093	0.0824654653535532	0	0.115669210649261	0	0.0341087892839898	0.501111565668583	0.0744421493615898	0	0.146604569930917	0.045598249752106	0	9999	0.27292087448622	1.00173888377182
S10094	0.106562869926931	0	0.0362473229630278	0.0791856228572887	0	0.403797896749785	0.10093915531184	0	0.227996557666995	0.0452705745241323	0	9999	0.285718246957264	0.983728608394743
S1010	0.0641873564944044	0.0457614125997449	0.206895824003218	0.0411456327695181	0	0.369662632473741	0.0722498159042124	0	0.158077496246706	0.042019829508455	0	9999	0.412515464862838	0.918669806582679
S10111	0.0670210908265001	0.000399990010717147	0.0201170878624246	0.116023791781108	0.0129590613771086	0.511138045491125	0.078739782620938	0	0.141088711140464	0.0525124388896149	0	9999	0.389576106424576	0.937559893522926
S10116	0.0689323592663656	0	0.0946711239339346	0	0	0.677419513698993	0.0744028416594441	0	0.0154990572145988	0.0690751042266641	0	9999	0.547044092470334	0.844504685483947
S10119	0.124488920449222	0.030661627708584	0.181962781610988	0.124916909889974	0	0.317006783650154	0.072320037542762	0	0.12067769088345	0.0279652482648664	0	9999	0.33044867296638	0.966891256507359
S10121	0.0834358603715576	0.00116653971511925	0.113631127028118	0	0	0.572263034694506	0.0751371656256848	0	0.124682475921652	0.0296837966433621	0	9999	0.38342155202581	0.947606865196371
S10130	0.0474764469045948	0.0719153019355104	0.273582994731396	0	0.0311938234987435	0.298228239441437	0.0522142600850508	0	0.200258252540076	0.0251306808631912	0	9999	0.264239223681815	0.996255962950774
S10140	0.111410802885476	0.0625984589272677	0.0895288291373106	0	0.0120493841622949	0.412049030430674	0.0921191184260728	0	0.18515796912637	0.035086406904534	0	9999	0.234937681955805	1.00854165710724
S10142	0.146330373756509	0	0	0	0	0.620793207499026	0.0391577957291731	0	0.0838190982625361	0.109899524752756	0	9999	0.388401544438753	0.941224548349388
S10150	0.132654839401559	0	0.0167685166665148	0	0.041321794018172	0.479520558008307	0.150073484816866	0	0.1409677382833	0.0386930688052814	0	9999	0.2313903462703	1.01421553381383
S10155	0.134099054681573	0	0.262579518367687	0.0190617252696674	0	0.320427428782145	0.0799121767950256	0	0.149771261549767	0.034148834554135	0	9999	0.342525617049499	0.958034256623468
S1016	0.0145914299995664	0.0784869393872638	0	0	0	0.546336187215275	0.148682350066942	0	0.176706897220615	0.0351961961103388	0	9999	0.279470428277238	0.996327030999964
S10163	0.130068477039743	0	0.1455548277142	0	0.00611380688530399	0.549575932673926	0.0814691419201156	0	0.0502480967454213	0.0369697170212901	0	9999	0.345132390980696	0.974089403646829
S10167	0.127230946003676	0	0	0	0.0372055839416302	0.630679457171502	0.0605728902045103	0	0.0825011488166267	0.0618099738620549	0	9999	0.381637290084572	0.947405626659419
S10168	0.135337746665577	0	0.0494072053052461	0	0.0148417220427899	0.636619284120175	0.0356267283591501	0.000117820071195154	0.0550025224723149	0.0730469709635519	0	9999	0.420112802304774	0.928560105341708
S10173	0.0716678861616536	0.162472022275025	0.149848771809754	0.0571383674479119	0.0332217903313257	0.373823503734903	0.0509428053748217	0	0.0712629198282342	0.0296219330363708	0	9999	0.440577796548771	0.902923995549483
S10175	0.128914445891123	0.0222610939483409	0.0337995865741417	0.168909345641931	0.039554869300646	0.313606347393994	0.130117395663346	0	0.131708371081598	0.0311285445048795	0	9999	0.281043624279158	0.984447924073873
S10179	0.0531627444102184	0	0	0	0.0735235050787808	0.649090310826539	0.0612237143984766	0	0.127596742814179	0.0354029824718061	0	9999	0.407334735938963	0.933327597047642
S10186	0.161492430647297	0	0.201924609835278	0	0.0810579610368501	0.369638908120362	0.0326963639302919	0	0.111823948971663	0.0413657774582584	0	9999	0.431299216600435	0.90706303036771
S1019	0.123083217394298	0	0.10891749134885	0	0.0638353397827387	0.444692386656457	0.061577428537821	0	0.133755781594865	0.0641383546849708	0	9999	0.3423436401011	0.95579877527605
S10190	0.0920380158089812	0.0446470682978796	0.103280411128227	0.253814778308633	0.0157352124860103	0.222985752310318	0.0920654188355312	0	0.139153710166497	0.036279632657922	0	9999	0.375726638489302	0.936176806587251
S10195	0.171649034886078	0	0.147280870666494	0	0.00281221053198516	0.340384881388339	0.152132585318177	0	0.152404958763471	0.0333354584454547	0	9999	0.264213032797551	0.993423208578066
S10196	0.0413335887591635	0.055692814461604	0.114909217808758	0.15315300274939	0.0252190008823402	0.331325766185935	0.110510886310896	0	0.0995358746469325	0.0683198481949814	0	9999	0.294277528018853	0.982266755904205
S10200	0	0.074314952309254	0	0	0.0180256133400828	0.600565510657569	0.123673550800451	0	0.149129323650333	0.0342910492423109	0	9999	0.293236444879651	0.995409601678447
S10201	0.114556882352919	0.0053931587676075	0.0563377270076012	0	0	0.393190848416132	0.228570930026819	0	0.187645051944867	0.0143054014840537	0	9999	0.252535996214727	1.00486540110782
S10202	0.0865906610477453	0	0.00499372404821722	0	0.00390374672714644	0.697954333288275	0.0745405599594617	0	0.102852071279433	0.0291649036497215	0	9999	0.447842313255991	0.91289398150584
S10205	0.196536561315404	0	0.146836271408433	0.00487322557457483	0.0687300589651487	0.335293236764063	0.110061560342137	0	0.101300462832205	0.0363686227980334	0	9999	0.320710489409379	0.963503685362994
S10211	0.0809744283331626	0	0	0.341578764584278	0	0.397206522454988	0.0382486520835904	0	0.123102326419307	0.018889306124675	0	9999	0.307506585805392	0.995938664297228
S10221	0.135214852090811	0	0.178394494118164	0.0302622327732663	0	0.399768513848258	0.0618992985924833	0	0.162702367136279	0.0317582414407382	0	9999	0.273384410872628	0.998028220062015
S10222	0.055964064098357	0.0972335842232383	0.119072145463269	0	0.0220807437723942	0.370133560860237	0.106811918974507	0	0.186864840816305	0.0418391417916931	0	9999	0.232676429792728	1.00631942739638
S10226	0.154837409971701	0.00889403582227341	0.103870416716376	0.0831280176908511	0	0.275952171164926	0.130319820025486	0	0.193835456403226	0.0491626722051605	0	9999	0.276598616857167	0.982645185614853
S10227	0.0848220415269056	0.0403934064204065	0.142020458136691	0.0219167702875456	0.0311913657180895	0.318596419418344	0.136147628362306	0	0.172012371958389	0.0528995381713241	0	9999	0.228696674696765	1.00668717550954
S10228	0.00513558818380947	0.0782408935954965	0.172641185055528	0.0462097905058272	0.0692177235648529	0.347523989456337	0.134813910173002	0	0.0763483202996176	0.0698685991655294	0	9999	0.315903023767165	0.969088552074959
S10232	0.0728227002104156	0.0374662033489411	0.0310790580813315	0.0897829211888307	0	0.583324070819001	0.0728507517039298	0	0.0835443522064983	0.0291299424410516	0	9999	0.517482758448959	0.860464982186074
S10248	0.127261800347636	0	0.0777952933770443	0.331211062178166	0	0.215653116725323	0.112976339696333	0	0.104252065230621	0.030850322444877	0	9999	0.259943062334197	1.00393513516958
S10249	0.0450345985370806	0.0163052261963783	0.232996676254345	0	0.0489203258486877	0.274710035085689	0.191302689969633	0	0.160683393164459	0.0300470549437273	0	9999	0.220086495084511	1.01723169527294
S1025	0.0551946299284375	0.0477535605557227	0.0242340707719583	0.0901728424047608	0.0547833772632376	0.468922117907878	0.0965610435177113	0	0.114793827704788	0.0475845299455059	0	9999	0.407038534269796	0.922226813193001
S10266	0.105886660657817	0	0.228326665369259	0	0.00832066244113123	0.363742980261235	0.0968414247035144	0	0.165946007180068	0.0309355993869756	0	9999	0.308605654710872	0.976340382448348
S10269	0	0.226372187260547	0.0127338836225486	0	0.00274298396170621	0.482727740693716	0.0998101134302755	0	0.119260168533992	0.0563529224972153	0	9999	0.328531315710068	0.962144826990292
S10272	0.0645264271115475	0.0552467724973631	0	0.157551114681121	0	0.358952949084673	0.161102007943838	0	0.174757518302277	0.0278632103791809	0	9999	0.242602250303748	1.00702713561993
S10273	0.227677705234021	0	0.0119304968204636	0	0.0184012019927212	0.502208329177657	0.0528847575142076	0	0.138922324714079	0.0479751845468507	0	9999	0.309492786786672	0.976831582852014
S10274	0.15079515156603	0	0.0177999490547933	0.17105700822847	0	0.390500985176872	0.1390918670689	0	0.108742805454521	0.0220122334504134	0	9999	0.278467675926299	0.994929679470483
S1028	0.11187113831315	0	0	0.235391910059182	0.0289761250670519	0.206586951989098	0.117006298353548	0	0.250435436040504	0.0497321401774653	0	9999	0.252723971842483	0.991891777615194
S10280	0.14447228600931	0	0.175966418510675	0	0.039023747605225	0.377939230448658	0.0423702360138549	0	0.172884312838886	0.0473437685733911	0	9999	0.363209210471028	0.943380855420308
S10283	0.0685012789817637	0.00766232167194172	0.0112903423342924	0.0195226591895305	0.0314273995337941	0.598940700578489	0.0730510712659184	0	0.159747504390464	0.0298567220538066	0	9999	0.457950538266992	0.896822783956684
S1029	0.144056651703365	0	0.158043874593521	0	0.0156698416687141	0.430607762806789	0.0715493212808955	0	0.139506159138212	0.0405663888085027	0	9999	0.346002344857768	0.957002392412668
S10292	0.200194517127657	0	0.234485146250575	0.0598702738443391	0.020506484805986	0.27865948669945	0.0681021405013024	0	0.0482871678078399	0.0898947829628513	0	9999	0.401515066120355	0.923861925358718
S10294	0.0617520445237949	0.052214541870861	0	0	0	0.637644691518182	0.0177794231845312	0	0.155898794961049	0.0747105039415818	0	9999	0.332456579315727	0.976114084749018
S10302	0.0922247357367866	0	0	0.0592547420028453	0	0.585914730353871	0.112079647157373	0	0.110290285201135	0.0402358595479882	0	9999	0.349967491918895	0.965650516665155
S10303	0.130894886960383	0	0.0179217582416947	0	0	0.643915567572696	0.0505355912594718	0	0.130060974919343	0.0266712210464108	0	9999	0.377915880092526	0.953365871341621
S10323	0.127051879168666	0	0.1346489662762	0	0	0.461925534175352	0.0688611216541532	0	0.176131027551192	0.0313814711744369	0	9999	0.340394552712491	0.961476758917
S10326	0.0156053653828877	0.112136555288823	0	0.128807820410435	0	0.420478226222965	0.144874752520956	0	0.144108752068513	0.03398852810542	0	9999	0.309892406527062	0.974571128701578
S10328	0.0677201532255621	0	0.0435146745373354	0	0	0.746851349099198	0.0273370464386514	0.000680533599390853	0.0487780735994951	0.0651181695003668	0	9999	0.481234725301996	0.899787622475284
S10329	0.130528056560205	0.0497296452513272	0.0631144559255996	0.129729425277001	0.0274783992613771	0.393278033664309	0.069688697167175	0	0.106481476997545	0.0299718098954615	0	9999	0.395739159738233	0.92877023980094
S10336	0.0816634251005649	0	0	0	0.0586730190887935	0.630123039168061	0.0727676310395258	0	0.0911884512063038	0.0655844343967508	0	9999	0.378610895698925	0.948417707682394
S10340	0.204562343782833	0	0.0881829606773513	0.175289004943584	0.000157307544930224	0.314173673043589	0.0774948506547935	0	0.10811669888071	0.0320231604722096	0	9999	0.355047972265694	0.951065237279698
S10347	0.0502328507533893	0	0.205508669517902	0	0.00892918087725762	0.555101460129267	0.0354374855593986	0	0.11182758391546	0.0329627692473256	0	9999	0.404379773363758	0.941354097498104
S10353	0.145081805590552	0.0535572655332586	0.164690750704423	0.0321872295204288	0	0.343021460513627	0.102055092714989	0	0.132462353772863	0.0269440416498593	0	9999	0.336358759656166	0.958510397365341
S10356	0.140460453474082	0.0093305626523128	0.359506918521571	0	0	0.302896354178634	0.0570751492762267	0	0.104659860951743	0.0260707009454308	0	9999	0.395344335449533	0.933973207030333
S10358	0.0933970645501716	0	0.149715403299108	0	0.0225714461414373	0.376422651658474	0.132027054802755	0	0.159021254787039	0.0668451247610142	0	9999	0.306151531122691	0.971815830505716
S10365	0.0792414538888911	0.0156367943020273	0.141709517749244	0	0	0.43501693171826	0.139634587339455	0	0.151553253748949	0.0372074612531728	0	9999	0.248165114202158	1.01004354123167
S1037	0.074903608546877	0.0579842540523359	0.134289019536067	0	0.0277451066877004	0.534210417076636	0.0697899745756632	0	0.0678871604573921	0.0331904590673291	0	9999	0.542800862307298	0.840517660579796
S10373	0.115329974025701	0.0599155052887737	0.134475945045082	0.16320881144068	0	0.348103985323886	0.073307284337009	0	0.0852796724486358	0.0203788220902332	0	9999	0.375044395535515	0.944906049402334
S10374	0.097843264115042	0.0694962784916132	0.125091191634942	0.206190774647703	0	0.248033094437217	0.0554669952241718	0	0.107087564669034	0.090790836780277	0	9999	0.224497155388812	1.01482795423728
S10375	0.099301480968011	0	0.0501774043101858	0	0.0522625105004928	0.553648532990416	0.0445711202131392	0	0.150698045582144	0.0493409054356111	0	9999	0.305718694656394	0.984880872563497
S10377	0.152469990976358	0	0.0893765301677057	0	0	0.541321481108693	0.123238606848656	0	0.0734055503871511	0.0201878405114352	0	9999	0.342180259212471	0.969356861286672
S10378	0.087999856180428	0.0796080811568126	0.164817314129981	0.136507218126699	0.0210436424374548	0.312583699994686	0.0376024674013965	0	0.126465962845894	0.0333717577266478	0	9999	0.357837356653047	0.950279303722899
S10390	0.142398046242961	0	0.222793278805229	0	0	0.478215652897068	0.114420779988159	0	0	0.0421722420665832	0	9999	0.392494338996	0.943890863799289
S10391	0.110728547140466	0.0737327273796585	0	0.0528195791455607	0	0.524648725248582	0.0379859356057919	0	0.179934416239571	0.0201500692403695	0	9999	0.271265264639351	1.00276267800524
S10393	0.0817570516591138	0	0	0.0968076635953451	0	0.609379926369854	0.0849463182746105	0	0.0948241570738321	0.0322848830272442	0	9999	0.32729766827275	0.98813696211799
S10400	0.156259739379802	0	0.141822690771423	0	0	0.398932568549259	0.0708076433125022	0	0.195477030570261	0.0367003274167527	0	9999	0.291348452472151	0.982328214560387
S10401	0.144931663666991	0	0	0	0	0.607760597393461	0.109225305726926	0.000581698916867943	0.0503927404058377	0.087107993889916	0	9999	0.419946466898545	0.920620901545985
S10406	0.169336989975567	0	0.0779680382076753	0.0231053615523248	0	0.36920362070634	0.202562923886582	0	0.120233844146265	0.0375892215252466	0	9999	0.252590891865324	1.00105763226877
S10408	0.114933696731375	0	0.109816061240971	0	0.00754395331789136	0.571058009612968	0.0446423131481795	0	0.112668854093449	0.0393371118551656	0	9999	0.377962518876881	0.95106036704552
S10409	0.0480501968403929	0.0737269822568732	0.00853367966825029	0.197636808333433	0	0.414803474706837	0.0773152648272099	0	0.157384763966429	0.022548829400575	0	9999	0.387188966898313	0.935435527500706
S10418	0.14055641135785	0.0546583180807835	0.124158097522765	0.0179250473652596	0	0.319481584006438	0.236746884369502	0	0.0516426396776627	0	0.0548310176197395	9999	0.234141153963921	1.01225452130906
S10431	0.0571308720525045	0.0154344668995779	0.130001452788154	0.16457672143908	0	0.356357284145686	0.168597465571251	0	0.0699583534361351	0.037943383667611	0	9999	0.331291670116537	0.970409273174683
S10438	0.132085011404719	0	0.0430735779233111	0	0.0181384032873808	0.533310632813795	0.0816814950836059	0	0.141036013874986	0.0506748656122015	0	9999	0.322623221352402	0.972222090366747
S10439	0.122323182529306	0	0.10560839548923	0	0	0.453513839069703	0.0892954716269825	0	0.20817453576507	0.021084575519709	0	9999	0.275710189087292	0.994508882216452
S10441	0.109056922681335	0	0.0583517062508718	0	0.0258693806314369	0.466824495987627	0.0906105984078229	0	0.179574477851355	0.0697124181895506	0	9999	0.278985828124969	0.987747793839798
S10442	0.128146928602973	0	0.107371159250739	0	0.0565409203131591	0.422245480297252	0.0925492935942621	0	0.143572485561381	0.0495737323802336	0	9999	0.327122617754184	0.962237657579967
S1046	0.165065026383709	0	0.143554552669002	0	0	0.350934425638248	0.104453263875925	0	0.192373168061716	0.0436195633713991	0	9999	0.253356493597766	0.997533196303598
S10478	0.144765851288517	0.0652727179202566	0.0921438457408886	0	0	0.260042009922674	0.136916656314449	0	0.280458439750345	0.0204004790628701	0	9999	0.228217763628447	1.00560414606522
S10480	0.0181440891949701	0.198155525446719	0	0.0361663023339608	0.0150853659258769	0.563964958552038	0.0613416470703047	0	0.0749937911769064	0.0321483202992241	0	9999	0.493430454398784	0.872998515178507
S10484	0.112175934702286	0	0.0681991674254326	0	0.0467232995631734	0.458110590884881	0.0606671575541199	0	0.20131106967839	0.0528127801917173	0	9999	0.322010685031736	0.965137394915362
S10492	0.0781315843496965	0.0110916256769555	0	0.288049897768411	0	0.371581236988324	0.0335556098681247	0	0.184451435790151	0.033138609558337	0	9999	0.383255351841198	0.939278815162047
S10496	0.061347491452095	0.169452053396165	0.0252861296332978	0.13543890369402	0.0464088305212481	0.3266946340683	0.0846773870071826	0	0.120730086967758	0.0299644832599324	0	9999	0.365615880354099	0.93922155126265
S10510	0.0307807044210707	0.0870246793062476	0.00878539985948468	0.29862881308324	0.0338931371341955	0.268426883302706	0.137310093140275	0	0.084489633392749	0.0506606563600321	0	9999	0.226646171497391	1.01574102697049
S10513	0.0595006770960623	0	0.1612628640051	0	0	0.488879821502933	0.0527741520616982	0	0.145204050020787	0.0923784353134199	0	9999	0.264064258432175	1.00772773233843
S10516	0.155537352484992	0	0.0977091156861038	0	0.0180555878925639	0.462185355577902	0.0637845856275341	0	0.16023124806045	0.0424967546704543	0	9999	0.323953475493998	0.967936256523227
S10534	0.0613979815820492	0.103099747600175	0.133218944718257	0.153324359522955	0.016935384778365	0.207220442881551	0.110398954019109	0	0.18408350989028	0.0303206750072574	0	9999	0.317220456174039	0.962420123335631
S10535	0.104140584653033	0	0	0.285698261493305	0	0.393351316177269	0.114952778351656	0	0.0857144325247216	0.0161426268000155	0	9999	0.427579075565293	0.915967945615241
S10537	0.0981899339943879	0.0117452514367446	0.108918191539962	0	0.0716920248565694	0.359021650009681	0.092940149905105	0	0.205687025112854	0.0518057731446952	0	9999	0.304695229051781	0.968161859068485
S1054	0.0109597376025519	0.0520006441478344	0	0	0.0163389011735908	0.710924457776257	0.0456950530904363	0	0.121892875943388	0.0421883302659415	0	9999	0.41986597525008	0.932697734868981
S10543	0.0316972839068123	0.10888226242747	0.111884151751019	0	0	0.555884633043208	0.0520020201074273	0	0.115296859798237	0.024352788965826	0	9999	0.367493052865392	0.955848650729881
S10546	0.0666044048417074	0.108642085368737	0.0345752987286812	0	0	0.526907275751939	0.119067968845529	0	0.11686034365368	0.0273426228097269	0	9999	0.254731083424206	1.01011242301837
S1055	0.0966695637543607	0	0.0405402466441172	0	0	0.490593224708866	0.140999154649161	0	0.201218318116912	0.029979492126584	0	9999	0.249108144327736	1.00917877378388
S10551	0.142835405286948	0	0.100540116795086	0	0	0.496412747560562	0.0842416715499959	0	0.142552460574685	0.0334175982327237	0	9999	0.378910494972381	0.940876579593266
S10552	0.0911837913577462	0.0234093374057545	0	0	0	0.63483529543096	0.0944873078040225	0	0.116427092458878	0.039657175542638	0	9999	0.27083486610229	1.01413723287685
S10555	0.0791099961316225	0	0	0	0.019395066844658	0.734893898719088	0.0524543695368719	0	0.0842514011910539	0.0298952675767054	0	9999	0.503496582504792	0.87754895564704
S10559	0.0647583953413904	0.0193048369811777	0.10669809732272	0	0.0583690643455026	0.388364018537888	0.113717704053978	0	0.205037203506076	0.0437506799112664	0	9999	0.28075597896058	0.983484841007627
S1056	0.137015822941738	0.0489314907041725	0.223379775460146	0.108074278001521	0	0.286728018367168	0.0590606587067629	0	0.12633790014664	0.0104720556718524	0	9999	0.369233925287994	0.945486569691016
S10563	0.103419720108965	0	0.154344279546797	0	0.0411364882727197	0.427622135626713	0.0696698985969254	0	0.151474614366663	0.0523328634812165	0	9999	0.369488360920559	0.942115775849395
S10574	0.0321035320957532	0.0632063418233203	0.0596963791810075	0.262698059014923	0.066861789687031	0.257774873544892	0.0800149576458788	0	0.14787399170808	0.029770075299114	0	9999	0.379567255523629	0.934226735465067
S10576	0.126559682728741	0.0669476173087903	0.00235344570481778	0.146969871047057	0.00245008587762162	0.322844723395528	0.149821929065984	0	0.154582868000376	0.0274697768710844	0	9999	0.230207754145991	1.00900427293304
S10578	0.100640508620523	0.0174275770670735	0	0.0359533909258221	0.0143957020894692	0.507965320720835	0.113277863862757	0	0.162107852575815	0.048231784137706	0	9999	0.239687098760367	1.01364209789269
S10579	0.0176408126114772	0.128982914687121	0.0865038258038988	0	0	0.481672488231048	0.0684845840424929	0	0.183647349664005	0.0330680249599581	0	9999	0.263161409328639	1.00146733470208
S10582	0.104704621191361	0.0678519177582717	0.00203904085314521	0.127531553121974	0	0.423599178834709	0.0956304162498777	0	0.148295861993792	0.0303474099968695	0	9999	0.281895513909886	0.98991725346459
S1059	0.106998421719646	0	0.041780002269324	0	0.0490021545448524	0.580651889015126	0.0562009054162991	0	0.124217597351754	0.0411490296829989	0	9999	0.374032949265433	0.948520655847167
S10599	0.199787288984342	0	0.153022368877008	0	0.0370300118489711	0.326416018166661	0.0120962931090326	0	0.219271877447262	0.0523761415667229	0	9999	0.212141528868363	1.01571071094233
S10611	0.0730738032126392	0.0469137401667085	0.168720392130716	0.207802447274204	0	0.193932110822088	0.12046295135849	0	0.150644938935387	0.0384496160997668	0	9999	0.284418177585285	0.984239488870342
S10614	0.117453172511646	0	0.0961165505651275	0	0	0.487564660128024	0.0934299149733955	0	0.165808686751458	0.0396270150703486	0	9999	0.22261244733255	1.0254788616535
S10624	0.00564990362688526	0.241430152195722	0.15781582552401	0	0	0.338592999139838	0.110467594694878	0	0.125200287731166	0.0208432370875008	0	9999	0.339265441163076	0.954743378749043
S10632	0.10926786193779	0.05530059440271	0.0724277248889779	0.134410262767899	0	0.408650685784773	0.09613729869684	0	0.0992721606636837	0.0245334108573262	0	9999	0.301570444863009	0.985189560989359
S10634	0.170917939171066	0.0185406182115105	0.228135276011429	0.112325550753731	0	0.238015853904262	0.115916579687052	0	0.100810802710847	0.015337379550102	0	9999	0.334512761613144	0.96218575503143
S10638	0.172958900579819	0	0.160990752038173	0	0.015867442199158	0.387188232202326	0.018377237856078	0	0.201235996297008	0.0433814388274374	0	9999	0.325614100315206	0.964437856795622
S10644	0.0885467391507746	0	0.0425986279281366	0.11101023116702	0.00409231242025966	0.524063423582317	0.129289029710015	0	0.0697584896625705	0.0306411463789054	0	9999	0.431574390854503	0.915881412538535
S10649	0.132894916412586	0	0.0958802836506354	0	0.00335139336414285	0.436134115092763	0.13521590278079	0	0.155262867059916	0.0412605216391659	0	9999	0.210322183721605	1.02554133508061
S10652	0.156115566854133	0	0.0822180400835381	0	0.010720095053696	0.508665817684499	0.0734858166302429	0	0.12982137886015	0.0389732848337402	0	9999	0.218097716297299	1.03126073078668
S10654	0.0403979793911231	0.112893410140456	0	0.0171850726993817	0.041381339470901	0.557929568074402	0.0262973148209633	0	0.157589724768291	0.0463255906344812	0	9999	0.369544349819491	0.946320122594846
S10655	0.076520511438443	0.0295657137931878	0.115318368265207	0	0	0.483069077656296	0.080803320679658	0	0.172084443322646	0.0426385648445628	0	9999	0.274391699226826	0.998097240819143
S10656	0.036983914835208	0.0439331578881812	0	0.0635840421250594	0.0311208893783489	0.565439264145052	0.0834930067762369	0	0.124069973591614	0.0513757512602996	0	9999	0.402436579078854	0.930407511133262
S10657	0.0827846820903071	0.0337117008595002	0.0993697237890855	0	0.0704177771077493	0.468063983725085	0.0684777954332145	0	0.123980734071601	0.0531936029234583	0	9999	0.343356801036183	0.957152619354339
