Mixture	B cells naive	B cells memory	Monocytes	NK cells resting	NK cells activated	Neutrophils	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells CD8	P-value	Correlation	RMSE
S10001	0.000451609679693023	0.0195996622106819	0.174999490076681	0.115215051414398	0	0.366501715835167	0.240578723232117	0	0.0239766981982754	0.058677049352987	9999	0.709051725155116	0.707301265870647
S10006	0.0608944385653051	0	0.103869463145368	0.128186286769267	0	0.458756492517772	0.0619872786280186	0.0402059031847415	0.0150231870894785	0.13107695010005	9999	0.650179708637989	0.762831111684115
S1001	0.01949200172731	0	0.145970636078846	0.160909928729535	0	0.352191067402063	0	0.0660052795363351	0	0.25543108652591	9999	0.660651093036257	0.751401079573574
S10010	0	0	0.172672285338508	0.10739541004157	0	0.504397708448319	0.0722547584526404	0	0	0.143279837718963	9999	0.75927186420917	0.652796982798052
S10011	0.0159261672200223	0.00651912705756088	0.216632334983573	0.0879375469460739	0	0.301097516862382	0.182481440817911	0	0.0102250737368494	0.179180792375627	9999	0.718746021468862	0.701422279035533
S10014	0.0284259707915047	0	0.114993519848449	0.160388190117909	0	0.415154278146723	0.0734628595590517	0	0.0131845097282209	0.194390671808142	9999	0.66355202009437	0.749612928280308
S10026	0	0.0817550327558569	0.0844840847749273	0.150173752980541	0	0.509198147599071	0.0064886598791201	0.11775414800386	0.00840301062591749	0.041743163380706	9999	0.716049880766136	0.700042495939514
S10032	0.0303083901470371	0	0.322451483546157	0.103831231036664	0	0.300649130523146	0.111786871045726	0	0.00372245366133462	0.127250440039936	9999	0.725125412164251	0.691912931816124
S10036	0	0.0547409017174005	0.0757028003119002	0.157110605331623	0	0.465386500825364	0	0.167555503757802	0	0.0795036880559108	9999	0.616987612228026	0.7931710227277
S10042	0	0.0180043092431447	0.113495458702347	0.183711962968691	0	0.434949616451783	0.0276606662652095	0.0361308693250458	0	0.18604711704378	9999	0.70559360869534	0.710228136344654
S10044	0.0570576186900278	0	0.0635890671110098	0.13313083467038	0	0.463242943753523	0.104386759386334	0.0825663487121351	0	0.0960264276765901	9999	0.696765020525309	0.718429811818287
S10049	0.0202148938493188	0.0616532051227127	0.0668216392746098	0.116623249414227	0	0.442550308549501	0	0.13930969892028	0.0185985176992333	0.134228487170118	9999	0.662947640792738	0.749600467667543
