naive_B_cell	memory_B_cell	CD14_positive_monocyte	CD16_positive_monocyte	CD56dim_natural_killer_cell	CD56bright_natural_killer_cell	neutrophil	CD4_positive_alpha_beta_T_cell	CD8_positive_alpha_beta_T_cell
A	0.0703281917169111	0.12610114373169	0.125675805738743	0.110629896732225	0.0830492325171056	0.173758786999156	0.0958400212894658	0.177005364308307	0.0376115569663978
B	0.0699688929258204	0.12609500294187	0.125540441795875	0.110289380588767	0.0837255238225384	0.172654908054836	0.0976776650494065	0.176268778578235	0.037779406242652
C	0.0608588841626705	0.119087595689615	0.111264343299616	0.0997572635007072	0.0847081995156251	0.17822008398889	0.0930328862394976	0.213685302469685	0.0393854411336938
D	0.0624482765174857	0.122508287002126	0.108540286136861	0.0985558879400343	0.0854305056717947	0.178786142450138	0.090418130542426	0.213563926255842	0.0397485574832931
E	0.0596555660963817	0.115638980345935	0.114775480021805	0.0999643124578205	0.0879622105997207	0.194433209127489	0.0948433225730119	0.189388897653962	0.0433380211238753
F	0.0614215018564272	0.119812996163688	0.120588987948026	0.107439078486897	0.0969249122561727	0.200406751270519	0.101928564291074	0.152963680352427	0.0385135273747684
G	0.0713691934661957	0.127163706249947	0.132704222286737	0.11637053611767	0.0799802562773326	0.150148013350726	0.122215939729916	0.166879646550711	0.0331684859707655
H	0.0698334406355574	0.125515152651221	0.144855624863051	0.126712766050636	0.0775269337741552	0.162669853669951	0.0932430569366637	0.166482984395243	0.0331601870235213
I	0.0698521955231537	0.125585824511696	0.146705052556319	0.128164875274426	0.0780446862956714	0.15621731925159	0.0936797348294423	0.168077978954425	0.0336723328032759
J	0.0642981811736634	0.139640933566056	0.0955507411605179	0.0956048280337942	0.0877201212005005	0.157515243818413	0.0840177083324393	0.245283662695593	0.030368580019022
K	0.058902433526217	0.129030025768025	0.0796082308153257	0.0845020677212627	0.0936299594596693	0.216143043661449	0.0818806756471756	0.208609519017563	0.0476940443833128
L	0.0480423234064258	0.11448220901705	0.112365317159275	0.105432867503721	0.0864253154787868	0.146453320219578	0.102836733858258	0.250224300089856	0.0337376132670487
