ID,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8
S10661,6.68197419355,6.39316923077,7.12296153846,6.855235,6.93819,8.30403571429,6.57339545455,7.66076153846,5.05406923077,6.71015
S10676,6.54015806452,6.5891,7.56956923077,6.99291,7.060815,8.58901904762,6.05045454545,6.9545,4.89183846154,6.14576666667
S1068,6.59258387097,6.34135384615,7.31926923077,6.839785,7.08451,8.29785238095,6.50396818182,7.44452307692,4.98567692308,6.76501666667
S10681,6.29646774194,6.13270769231,7.32916153846,6.87859,6.66248,8.2458452381,6.18011363636,6.75696923077,4.96963846154,6.38563333333
S10686,6.06798709677,6.08849230769,7.18480769231,6.70832,6.806235,8.16462857143,6.26805909091,7.16894615385,4.91956923077,6.18313333333
S10688,6.25556451613,6.39276923077,7.34417692308,6.840535,7.28394,8.56702619048,6.74629545455,7.76775384615,5.21033846154,6.68811666667
S10690,6.23603548387,6.19805384615,7.26522307692,7.165705,7.334785,8.20435952381,6.34286363636,7.03841538462,4.90288461538,6.22826666667
S10698,6.42151612903,6.31698461538,7.17889230769,6.898395,7.076355,8.22807142857,6.46553181818,7.52597692308,5.11817692308,6.68016666667
S107,6.35133548387,6.36510769231,7.31912307692,6.986545,7.22558,8.43591904762,6.63775,7.54013076923,5.12501538462,6.87555
S10703,6.31594193548,6.26962307692,7.46542307692,7.0355,7.136465,8.12323333333,6.50160909091,7.41536923077,4.97956923077,6.48616666667
S10726,6.56843870968,6.28297692308,7.39292307692,6.796285,6.793095,8.32250714286,6.52878181818,7.43074615385,4.94209230769,6.51275
S10729,6.28448064516,6.06889230769,7.42086923077,6.92454,6.98137,8.30525714286,6.40346363636,7.16732307692,4.89662307692,6.45198333333
S10733,6.3642483871,6.24153076923,7.57110769231,7.05439,7.044065,8.50870952381,6.34767272727,7.42791538462,4.92483846154,6.48093333333
S10734,6.36333225806,6.31225384615,7.41173076923,7.107755,6.951155,8.09007142857,6.52808181818,7.24993076923,5.0347,6.79056666667
S10735,6.68762258065,6.47240769231,7.35889230769,6.940045,6.883985,8.32541904762,6.43626363636,7.36155384615,4.89133846154,6.36006666667
S10740,6.19645806452,6.28830769231,7.82878461538,6.858045,7.046705,8.82593095238,6.62032727273,7.17894615385,5.03184615385,6.6107
S10745,6.39404516129,6.28325384615,7.53958461538,6.908515,6.974495,8.76557619048,6.17248636364,7.07396923077,4.75650769231,6.24093333333
S10748,6.39748709677,6.21133076923,7.27556153846,6.968255,7.010915,8.22316190476,6.51772727273,7.32197692308,5.04506923077,6.46646666667
S10753,6.47020322581,6.38190769231,7.72635384615,6.9641,7.178985,8.78207619048,6.69154545455,7.50156923077,4.97565384615,6.69618333333
S10756,6.68727419355,6.41327692308,7.35556923077,6.904425,7.05882,8.47098809524,6.34188181818,7.45194615385,4.91808461538,6.52181666667
S10757,6.66210645161,6.55857692308,7.21913076923,6.921125,7.291795,8.20052380952,6.71005909091,7.73628461538,5.22506153846,7.19138333333
S1076,6.56249032258,6.37850769231,7.42607692308,6.969885,7.15304,8.50026904762,6.48551818182,7.35233846154,4.85151538462,6.49386666667
S10764,6.2274,5.99863846154,7.13856923077,7.111855,6.938255,8.22184047619,6.46891818182,7.13876153846,4.97597692308,6.6364
S10767,6.43463225806,6.35382307692,7.05138461538,7.154225,7.445195,7.94771190476,6.51155909091,7.45112307692,5.13788461538,6.88775
S10776,6.4379,6.15455384615,7.6147,7.030525,7.059775,8.73718095238,6.38964090909,7.41190769231,4.84817692308,6.59136666667
S10778,6.44304193548,6.43701538462,7.50819230769,6.84275,7.142045,8.96182380952,6.56707272727,7.43316153846,5.03338461538,6.79378333333
S10784,6.44943548387,6.00524615385,7.59882307692,6.94731,7.047315,8.82709761905,6.33593181818,7.14469230769,4.75597692308,6.47855
S10787,6.35841935484,6.31310769231,7.17161538462,6.992855,7.203315,8.21328809524,6.48334545455,7.18816153846,4.87056153846,6.53928333333
S10800,7.26476451613,6.66553846154,7.31533076923,6.85585,7.02406,8.42598809524,6.31864090909,7.19294615385,4.90992307692,6.31875
S10805,6.55712580645,6.21717692308,7.36843076923,6.79715,6.94142,8.60453095238,6.37135454545,7.24,4.86897692308,6.4445
S10813,6.51099354839,6.07862307692,7.4298,7.01749,7.283895,8.45569761905,6.30578181818,7.26176923077,4.87559230769,6.4719
S10814,6.03164193548,6.02192307692,6.84634615385,6.70619,6.537795,8.11395,6.18705454545,6.87532307692,4.94002307692,6.3005
S10815,6.57224516129,6.3181,7.30350769231,7.02043,7.182255,8.58338809524,6.39738181818,7.43510769231,4.96576153846,6.45685
S10817,6.38817096774,5.97504615385,7.09553846154,6.97832,7.08649,8.05448809524,6.40226818182,7.09656923077,4.85685384615,6.54711666667
S1083,6.4463,6.29335384615,7.30007692308,6.947825,7.2165,8.33739047619,6.43911363636,7.49261538462,4.95506153846,6.73935
S10835,5.99634193548,6.42720769231,7.60129230769,6.807165,6.83928,8.20901190476,6.24795,6.96103076923,4.82614615385,6.18548333333
S10838,6.18380645161,6.45234615385,7.43821538462,6.848495,7.014295,8.55024047619,6.36101818182,7.35508461538,4.91589230769,6.58546666667
S10844,6.59162258065,6.09953846154,7.04214615385,6.839635,6.86019,8.19585,6.33666363636,7.35930769231,4.95999230769,6.45645
S10845,6.30719677419,6.21077692308,7.43363076923,6.858375,6.95913,8.53148095238,6.28605,7.26208461538,4.7969,6.16845
S10846,6.9404,6.4379,7.14423846154,6.933385,7.1931,7.9696547619,6.62379090909,7.53653076923,5.03289230769,6.90168333333
S10853,5.96398709677,6.04110769231,7.4265,6.850225,6.67903,8.63353333333,6.10272272727,6.75473076923,4.73958461538,6.1317
S10854,6.6587,6.4233,7.38010769231,6.73331,6.985705,8.1897547619,6.60157727273,7.67098461538,5.08190769231,6.6666
S10865,6.39387741935,6.11392307692,7.3693,7.127275,7.494225,8.43465952381,6.51709090909,7.41189230769,5.0489,6.57153333333
S10866,6.40870967742,6.14423076923,7.5379,7.04459,7.04568,8.46838809524,6.22621818182,7.03252307692,4.7527,6.71675
S10869,6.1029516129,6.14242307692,7.69843846154,7.043795,7.187135,8.92788571429,6.13487727273,7.00194615385,4.66212307692,6.5712
S10873,6.43497419355,6.11755384615,7.28843846154,6.915745,7.131205,8.44821904762,6.34583636364,7.10436153846,4.84053846154,6.583
S10876,6.51125483871,6.4104,7.50860769231,6.988195,7.14184,8.39485,6.49076363636,7.63135384615,5.16786153846,6.80861666667
S10883,6.45001290323,6.39136153846,7.55092307692,6.80771,6.89318,8.50158571429,6.22737727273,7.02753846154,4.83341538462,6.40733333333
S10885,6.32117096774,6.3339,7.53056923077,6.831895,6.889375,8.5216047619,6.39331363636,7.19786923077,4.95187692308,6.46228333333
S10893,6.27048387097,6.26915384615,7.54098461538,6.820455,6.90961,8.60837380952,6.22807727273,7.08239230769,4.88419230769,6.19985
