ID,B cells naive,B cells memory,Monocytes,NK cells resting,NK cells activated,Neutrophils,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells CD8
S1408,6.53779032258,6.17176923077,7.45599230769,6.771205,6.761015,8.9072452381,6.20758636364,7.26809230769,4.73990769231,6.32051666667
S14089,6.37543225806,6.33465384615,7.45867692308,6.75763,6.637225,8.3791952381,6.22160454545,7.18751538462,5.01064615385,6.21285
S14090,6.30151935484,6.18184615385,7.44826153846,7.148935,7.21679,8.40809761905,6.54829545455,7.4411,4.9121,6.49456666667
S14121,6.0604516129,6.37960769231,7.59056153846,7.084655,7.085545,8.88556428571,6.19202727273,6.99108461538,4.78021538462,6.44716666667
S14122,6.52607419355,6.15724615385,7.08916923077,6.60058,6.78475,8.00235714286,6.51311818182,7.45708461538,4.87723076923,6.6211
S14129,6.2000516129,6.18622307692,7.39967692308,7.379355,7.5186,8.50124047619,6.34114090909,7.04783846154,5.05043076923,6.52936666667
S14133,6.63029354839,6.42900769231,7.35264615385,7.20703,7.33599,8.72472619048,6.27561818182,7.28047692308,4.97985384615,6.85586666667
S14138,6.4284,6.26468461538,7.10719230769,6.86256,6.759655,8.44618333333,6.44841363636,7.53516153846,4.96063076923,6.50263333333
S14141,6.74160967742,6.58512307692,7.32896153846,6.87395,6.86941,8.47532380952,6.4248,7.33140769231,4.95151538462,6.4225
S14151,6.16180967742,5.99288461538,7.13827692308,6.732995,6.873295,8.4259452381,6.38821818182,7.14334615385,4.97635384615,6.47758333333
S14154,6.46387419355,6.35496153846,7.33473076923,6.71439,6.843635,8.15292857143,6.39551818182,7.45823076923,4.87159230769,6.43121666667
S14157,6.60878387097,6.45246153846,7.32696923077,7.28342,7.38293,8.35132857143,6.57327727273,7.47723076923,4.92193846154,6.54418333333
S14161,6.27907741935,6.11917692308,7.35423076923,6.7636,6.922325,8.39561190476,6.36832272727,7.38714615385,4.86986923077,6.25286666667
S14167,6.49690645161,6.12580769231,7.08656923077,7.101105,7.27531,8.28982142857,6.36935454545,7.24225384615,4.9613,6.60858333333
S14185,6.59078387097,6.13432307692,7.38367692308,7.18913,7.21135,8.77737142857,6.51594545455,7.38564615385,4.99442307692,6.65425
S1419,6.15515806452,6.11312307692,7.51404615385,7.00143,7.19043,8.44486190476,6.26247727273,7.07083076923,4.94607692308,6.27806666667
S14193,6.38390967742,6.29201538462,7.52210769231,7.023785,7.14168,8.50626666667,6.48409545455,7.3519,5.05426923077,6.40761666667
S14197,6.20698387097,6.40226923077,7.22242307692,7.32864,7.29966,8.3616547619,6.23737272727,6.93108461538,5.05696923077,6.43786666667
S142,6.33714516129,6.29851538462,7.08600769231,7.03089,7.01942,8.51937619048,6.46886818182,7.10283846154,4.83658461538,6.45858333333
S14206,6.42869677419,6.08334615385,6.84239230769,6.568005,6.869625,7.95366666667,6.71549090909,7.55525384615,5.13499230769,6.85896666667
S14215,6.66568709677,6.27412307692,7.53132307692,6.773705,6.719305,8.63086904762,6.41046818182,7.30036153846,4.9087,6.37331666667
S14220,6.1013483871,6.21012307692,7.30316923077,6.96618,7.110275,8.1779452381,6.12212272727,6.80533076923,4.77928461538,6.2075
S14222,6.32950645161,6.01856153846,7.40118461538,7.22465,7.354605,8.57344285714,6.49972272727,7.39776923077,4.81368461538,6.75123333333
S14225,6.29099677419,6.33764615385,7.27016923077,6.744455,6.830175,8.07634285714,6.40235909091,7.03583846154,5.01399230769,6.54831666667
S1423,6.61418387097,6.34538461538,7.41953076923,6.903585,6.8953,8.80838571429,6.36696818182,7.35273846154,5.00431538462,6.28605
S14233,6.57089354839,6.14227692308,7.41396923077,6.831545,7.02111,8.51132857143,6.55979545455,7.39425384615,4.98246923077,6.59063333333
S14251,6.37396129032,6.17013846154,7.25678461538,6.92427,7.1981,8.37428333333,6.37283181818,7.41290769231,4.89576923077,6.60573333333
S14260,6.46182580645,6.3165,7.12688461538,6.91051,7.060745,8.27991666667,6.63954090909,7.49435384615,4.78889230769,6.5655
S14266,6.75570322581,6.65215384615,7.64573846154,7.475185,7.57734,8.81811666667,6.65710909091,7.51133846154,5.07499230769,7.10858333333
S14278,6.36400322581,6.14451538462,7.57281538462,6.880075,6.766945,8.58627380952,6.21307727273,6.86805384615,4.96343076923,6.16721666667
S14280,6.27448387097,6.23695384615,7.26989230769,7.026965,7.03689,8.4883047619,6.35475,7.32406923077,4.91471538462,6.35135
S14286,6.7937483871,6.49188461538,7.17204615385,6.78867,7.00805,8.02094285714,6.62336363636,7.4947,4.87661538462,6.8451
S14287,6.78968064516,6.74111538462,7.46340769231,7.1291,7.10277,8.64167619048,6.31959545455,7.36016923077,5.06803846154,6.71711666667
S14290,6.31491935484,6.38204615385,7.26681538462,6.744655,6.8024,8.21288095238,6.43284090909,7.39977692308,5.00186153846,6.41925
S14297,6.30347741935,6.34727692308,7.44126923077,6.99286,7.167715,8.39403095238,6.59266363636,7.43436153846,5.07083846154,6.44225
S14303,6.16090645161,6.005,6.85878461538,6.57055,6.671035,8.21214047619,6.46537272727,7.14492307692,4.9046,6.31913333333
S14305,6.24466774194,6.1496,7.38170769231,6.95855,7.02189,8.37936666667,6.33560909091,7.15766153846,4.8667,6.34578333333
S1432,7.02750322581,6.54813076923,7.42287692308,7.2566,7.515695,8.38701190476,6.62272272727,7.71336923077,5.01534615385,6.98946666667
S14320,6.43686129032,6.10399230769,7.36214615385,7.086365,7.089215,8.3944547619,6.43985,7.26494615385,4.95515384615,6.46448333333
S14332,6.56945483871,6.24434615385,7.34028461538,6.846375,6.95247,8.18996190476,6.68615454545,7.29210769231,4.98057692308,6.60486666667
S14339,5.95335806452,6.07463846154,7.48206153846,7.15378,7.27204,8.58597380952,6.46421363636,7.15821538462,5.10393846154,6.64996666667
S14340,6.54053870968,6.23269230769,7.21673076923,7.198305,7.3914,8.22665714286,6.45485454545,7.56945384615,5.04462307692,6.8143
S14342,6.44556774194,6.17891538462,7.33175384615,7.00654,7.10502,8.45161904762,6.4456,7.36571538462,4.99105384615,6.77641666667
S14346,6.47112258065,6.28522307692,7.53817692308,6.691495,6.48502,8.5671,6.29169545455,6.93465384615,4.82852307692,6.1535
S14348,6.76724193548,6.43706923077,7.48783076923,7.02639,7.235895,8.5724452381,6.48146363636,7.49121538462,5.01261538462,6.74108333333
S14354,6.91026451613,6.30352307692,7.27798461538,6.83253,7.0859,8.62155714286,6.65861818182,7.72578461538,5.08422307692,6.59256666667
S14358,6.22761290323,6.17420769231,7.14433846154,6.782505,6.77185,8.73364047619,6.44638181818,7.09705384615,4.99262307692,6.49288333333
S1436,6.50750322581,6.28106923077,7.04826153846,6.90131,7.317,8.28245,6.49128636364,7.26515384615,4.9522,6.53278333333
S1437,6.24166451613,6.0959,7.38865384615,7.10809,6.92381,8.41902380952,6.26091818182,7.17469230769,4.94249230769,6.44286666667
S14372,6.53958709677,6.25525384615,7.37596153846,6.767785,6.73948,8.18445714286,6.31605909091,7.22126153846,5.07588461538,6.402
S14379,6.40484193548,6.28447692308,7.23036923077,6.971815,7.26504,8.40963095238,6.56449545455,7.52713846154,4.85806923077,6.85165
S14381,6.08770645161,6.31079230769,7.4345,7.32165,7.16326,8.17739761905,6.32812272727,6.97352307692,5.00176153846,6.30881666667
S14389,6.8502483871,6.26967692308,7.36586923077,6.845215,6.95201,8.59315714286,6.65549545455,7.57986153846,4.92706153846,6.67458333333
S14392,6.66701290323,6.37073076923,7.48496153846,6.864355,7.02065,8.61901904762,6.37061818182,7.36173076923,4.88574615385,6.36728333333
S14393,6.41532903226,6.45413076923,7.42196153846,7.045495,7.216965,8.32055952381,6.51729090909,7.44193846154,5.03383846154,6.69085
S14395,5.99527096774,6.06486153846,7.76421538462,6.86978,6.7003,8.68895238095,6.11833636364,6.73009230769,4.86726923077,6.14748333333
S14397,7.42111935484,7.21654615385,6.80326923077,6.67285,6.87236,7.9339952381,6.12667727273,6.83775384615,4.70345384615,6.09326666667
S144,6.2955,6.35608461538,7.10811538462,6.95459,6.850545,8.21833095238,6.42914545455,7.36146923077,4.92653076923,6.38398333333
S14402,6.57949032258,6.50454615385,7.43318461538,6.97812,7.418035,8.41043809524,6.49471363636,7.41586153846,5.16963076923,6.80053333333
S14405,6.43982580645,6.16063846154,7.14823846154,6.766135,6.942845,8.38141428571,6.33915909091,7.13000769231,4.97516923077,6.2483
S14409,6.00647741935,6.07461538462,7.33346153846,6.843715,6.76099,8.34065952381,6.20580909091,7.03151538462,4.80183076923,6.38841666667
S1441,6.79867741935,6.49856923077,7.07271538462,6.692295,6.99331,8.12559285714,6.37700909091,7.54483076923,5.04379230769,6.49006666667
S14414,6.40458709677,6.17811538462,7.5567,7.280635,7.23516,8.47126666667,6.47435454545,7.32210769231,4.9932,6.52911666667
S14415,6.21264193548,6.04624615385,7.32336153846,6.52747,6.443655,8.51042857143,6.25001818182,6.82619230769,4.84147692308,6.21595
S14416,6.37474516129,6.4948,7.50060769231,6.85812,7.071175,8.50583095238,6.44794090909,7.35246153846,4.95816923077,6.64045
S14417,6.4069516129,6.10329230769,7.13109230769,6.933575,6.79169,8.26233095238,6.26345,7.17825384615,4.82382307692,6.42388333333
S14428,6.13253225806,6.1462,7.46792307692,6.887865,6.900685,8.4431452381,6.32830454545,7.26024615385,4.86798461538,6.18313333333
S14432,6.05299032258,6.02033846154,7.23223846154,6.960705,6.849385,8.44499047619,6.21171818182,6.98822307692,5.01175384615,6.53585
S14433,6.64800322581,6.42550769231,7.26135384615,7.24271,7.270455,8.41385714286,6.39239545455,7.40139230769,4.9672,6.53083333333
S14434,6.36866451613,6.17795384615,7.28156923077,7.110155,7.126,8.01823333333,6.43847727273,7.19632307692,5.02491538462,6.55563333333
S14437,6.17259032258,6.34926153846,7.46332307692,7.21063,7.109635,8.43912857143,6.31116818182,7.21633846154,4.89859230769,6.70793333333
S14438,6.36409032258,6.33713846154,7.24532307692,7.11706,7.118085,8.42611904762,6.4412,7.40233846154,4.89358461538,6.42126666667
S14440,6.76779032258,6.21643846154,7.10456923077,7.13196,7.572915,8.5152,6.47576818182,7.46117692308,4.8023,6.51648333333
S14462,6.26853870968,6.10900769231,7.39287692308,6.86991,7.023045,8.54365,6.25081363636,7.09736153846,4.79199230769,6.16365
S14467,6.54777741935,6.20257692308,7.11053076923,6.61862,6.7792,7.87566666667,6.51387727273,7.36548461538,4.95223076923,6.45335
S14469,6.43406451613,6.25980769231,7.24180769231,6.90628,6.95813,8.07697142857,6.52892272727,7.47898461538,4.97513846154,6.63321666667
S14488,6.54748709677,6.34563076923,7.36201538462,6.800795,7.279465,8.81143809524,6.68397272727,7.65018461538,5.06792307692,6.67445
S14492,6.45829354839,6.33451538462,7.64764615385,7.38024,7.287765,8.92746904762,6.51175,7.47864615385,4.9308,6.52445
S14493,6.53430322581,6.27110769231,7.45734615385,6.88421,6.8941,8.65650952381,6.51711363636,7.34506153846,4.89653846154,6.51393333333
S14495,6.61807419355,6.20545384615,7.27279230769,7.053405,7.25759,8.35232857143,6.47730454545,7.4107,5.07737692308,6.92833333333
S14502,6.41458064516,6.24962307692,7.24780769231,6.84112,7.007945,8.49163809524,6.49999090909,7.46712307692,4.90879230769,6.51735
S14507,5.92980322581,6.54191538462,7.3008,6.828765,6.89828,8.06757380952,6.15275454545,6.87505384615,5.04889230769,6.16235
S14513,6.66623870968,6.36518461538,7.09713076923,6.871475,7.02134,8.41325714286,6.43088636364,7.44072307692,4.97749230769,6.54078333333
S14522,6.07377096774,6.12124615385,7.37751538462,6.86342,7.018425,8.14791190476,6.53481818182,7.11125384615,5.03618461538,6.65518333333
S14532,6.34307419355,6.19508461538,7.46023076923,6.895375,6.830835,9.11803809524,6.41125454545,6.97456153846,4.92324615385,6.60206666667
S14533,6.53405483871,6.31454615385,7.1803,7.288105,7.662405,7.82398809524,6.61997727273,7.68953846154,5.16353846154,6.57706666667
S14534,6.25917096774,6.04373846154,7.35939230769,6.85491,6.983105,8.90175,6.31748636364,7.01311538462,4.81454615385,6.261
S14538,6.26147741935,6.45971538462,7.34459230769,7.23418,7.582365,8.31153333333,6.36254090909,7.18093846154,4.9723,6.86195
S1454,6.42173548387,6.27127692308,7.2599,6.826145,6.978575,8.44277380952,6.56544545455,7.55846153846,5.05236153846,6.57443333333
S14549,5.82798064516,5.91169230769,7.73006153846,6.98807,7.045775,7.99108571429,6.06782272727,6.65738461538,4.86264615385,6.2898
S14554,6.20800645161,6.16728461538,7.44828461538,6.607475,6.51952,8.6851452381,6.15319545455,6.74860769231,4.81383846154,6.10713333333
S14562,6.1677,6.04426153846,7.16038461538,6.83671,7.03941,8.41728333333,6.48669090909,7.26077692308,5.08779230769,6.50871666667
S14564,6.6302,6.44028461538,7.61123076923,7.166635,7.51097,8.31569047619,6.64796818182,7.47011538462,4.93712307692,6.8509
S1457,6.68958387097,6.41106153846,7.34680769231,7.162055,7.362025,8.22557619048,6.29324545455,7.42824615385,5.04785384615,6.54046666667
S14570,6.3102483871,6.04803076923,7.19137692308,6.868515,7.03375,8.82886428571,6.41677272727,7.17715384615,4.81916153846,6.47081666667
S14571,6.31897096774,6.21852307692,7.61113846154,7.1971,7.13087,8.90433333333,6.40369090909,7.44534615385,4.93415384615,6.6597
S14579,6.31826129032,6.06795384615,7.47499230769,7.07098,7.154165,8.40227142857,6.31176363636,7.28915384615,4.92118461538,6.63495
S1458,6.18274516129,6.37385384615,7.31493076923,6.678115,6.670125,8.55045238095,6.26606818182,7.15282307692,4.95783076923,6.33791666667
S1459,6.45264193548,6.45798461538,7.8435,7.284315,7.390065,8.64056666667,6.29901818182,7.12008461538,4.82541538462,6.5361
S14594,6.45880322581,6.23737692308,7.14515384615,6.590315,6.73826,8.47052619048,6.46348636364,7.52783846154,4.90140769231,6.7111
S14595,5.95520967742,6.00999230769,7.32359230769,6.936765,7.084565,8.39746904762,6.29490454545,7.08639230769,4.84025384615,6.23213333333
S14599,6.60563870968,6.31856923077,7.25129230769,6.771075,7.04515,7.79941190476,6.64431363636,7.51680769231,4.98176153846,6.53383333333
S14608,6.07880645161,6.16566923077,7.20286153846,6.952525,7.037245,8.34465952381,6.58443636364,7.54717692308,4.98224615385,6.88176666667
S14614,6.5226483871,6.22678461538,7.36809230769,6.79893,6.695045,8.36325,6.46748181818,7.14971538462,4.9372,6.36285
S14619,6.17076451613,6.21485384615,7.45619230769,6.971115,7.22005,8.49481190476,6.42275454545,7.37824615385,5.02006923077,6.41728333333
S14640,6.4948,6.49676153846,7.59786923077,6.632115,6.62647,9.09975952381,6.32460454545,7.22020769231,4.8311,6.2961
S14641,6.29659032258,6.35195384615,7.36977692308,6.968065,6.943175,8.22251190476,6.47302272727,7.55664615385,5.10347692308,6.58328333333
S14644,6.25021612903,6.17166153846,7.00688461538,7.038505,7.356485,8.24722142857,6.50000454545,7.50891538462,5.05986923077,6.85648333333
S14647,6.51533225806,6.25326153846,7.24528461538,6.914015,7.24468,8.42032857143,6.54491818182,7.40040769231,4.87483076923,6.51426666667
S1465,6.10162580645,6.04574615385,7.21176153846,6.91521,6.882625,7.78233571429,6.23602272727,6.87190769231,4.78123846154,6.28356666667
S14650,6.43318387097,6.41211538462,7.25876923077,6.771805,6.739675,8.61640952381,6.52002727273,7.37583846154,4.94265384615,6.70278333333
S14653,6.31100967742,6.15409230769,7.15879230769,6.619795,6.726,8.32602380952,6.38120909091,7.01013076923,4.81775384615,6.3943
S14660,6.15997096774,6.07146923077,7.29553076923,7.10845,7.01478,8.33898333333,6.27531818182,7.07419230769,4.98542307692,6.45698333333
S14663,6.67830645161,6.37635384615,7.38243076923,6.91947,7.05384,8.43650714286,6.48432727273,7.33550769231,5.03746153846,6.5341
S14664,6.41819677419,6.3405,7.18491538462,6.929665,6.920245,8.51547380952,6.39771363636,7.20427692308,4.83541538462,6.25443333333
S14674,6.25567419355,6.13648461538,7.24775384615,6.844205,6.8247,8.6031952381,6.3763,7.09413076923,4.77692307692,6.51951666667
S14676,6.364,6.17972307692,7.20007692308,6.887145,7.0404,8.2929452381,6.50127272727,7.37531538462,4.99125384615,6.38328333333
S14678,6.47536129032,6.27334615385,7.25762307692,7.077575,6.99531,8.28878571429,6.44907727273,7.26510769231,4.99791538462,6.64205
S14682,6.23478064516,6.18287692308,7.14881538462,6.79779,6.850685,8.46085714286,6.40567727273,7.19914615385,4.96371538462,6.3038
S14683,6.19936774194,6.18159230769,7.32678461538,6.762005,6.79723,8.46538333333,6.34050909091,7.11482307692,4.94692307692,6.3156
S14685,6.34128709677,6.13187692308,7.88239230769,7.033945,7.047725,9.09620714286,6.15582272727,6.73295384615,4.8876,6.26368333333
S14694,6.5882,6.41540769231,7.22463846154,6.90374,6.89741,8.36789047619,6.47155909091,7.381,4.96666153846,6.39805
S14696,6.56369032258,6.32326923077,7.50211538462,6.770385,6.88069,8.71318095238,6.47430454545,7.47268461538,4.81240769231,6.4391
S14705,6.90803870968,6.71014615385,7.66510769231,7.17754,7.086545,8.35342619048,6.27992272727,7.32176153846,4.9869,6.42916666667
S14707,6.39596129032,6.44846923077,7.5402,6.62859,6.94136,8.4820452381,6.51227727273,7.49155384615,4.94081538462,6.55125
S14714,6.73543225806,6.50938461538,7.1442,6.85431,7.064625,7.81283809524,6.51023181818,7.52631538462,5.0289,7.02423333333
S14729,6.45791935484,6.22498461538,7.14939230769,6.95713,7.226175,8.33385714286,6.50803181818,7.39702307692,5.0353,6.59406666667
S14733,6.38229032258,6.20373076923,7.10117692308,7.26709,7.4401,8.17610714286,6.35573181818,7.31742307692,4.93527692308,6.67398333333
S14735,6.50077096774,6.31236923077,7.31812307692,6.874785,7.06316,8.50731190476,6.49168181818,7.35290769231,4.99077692308,6.5404
S14749,6.10176129032,6.14481538462,7.19645384615,6.55308,6.701735,8.20487142857,6.51865,7.34603846154,5.11608461538,6.51776666667
S14761,5.98880322581,5.98222307692,7.34004615385,6.815315,6.851185,8.21737619048,6.25012727273,6.84743076923,4.92136923077,6.21538333333
S14762,6.23242258065,5.99869230769,6.82696153846,6.779555,6.77491,8.05740952381,6.45029090909,7.09634615385,4.94650769231,6.11573333333
S14766,6.24059354839,6.19953076923,7.22106923077,6.888225,6.85505,8.33575952381,6.39631363636,7.4134,4.92312307692,6.48653333333
S14767,6.1847516129,6.09153076923,7.29564615385,6.79473,6.88063,8.50966190476,6.44441818182,7.2815,4.96774615385,6.63008333333
S14769,6.35802580645,6.12036153846,6.89124615385,6.79316,6.739585,8.02173809524,6.49718181818,7.06191538462,4.89736923077,6.41126666667
S14770,7.93994516129,7.36350769231,6.20129230769,6.20069,6.227175,6.99461428571,6.01264090909,6.64388461538,5.0317,5.85725
S14774,6.17276129032,6.36309230769,7.34534615385,7.21963,7.30381,8.62917619048,6.32357727273,7.11644615385,4.91604615385,6.57783333333
S14780,6.2892516129,6.13261538462,7.06161538462,6.87785,7.08751,7.81652380952,6.51048181818,7.26297692308,5.01253846154,6.80603333333
S14793,6.16783548387,6.23177692308,7.40349230769,7.030615,7.01633,8.51353095238,6.34981818182,7.28981538462,4.86245384615,6.2934
S14796,6.57026774194,6.37509230769,7.48317692308,6.78502,7.080575,8.16703809524,6.58766818182,7.54486153846,5.06717692308,6.5953
S14803,6.38231935484,6.10673846154,7.03804615385,6.863835,7.2711,8.1039952381,6.47694545455,7.11701538462,5.0257,6.52493333333
S14804,6.29800645161,5.96496153846,7.28431538462,7.160885,7.285995,8.35054761905,6.50898636364,7.54681538462,4.96441538462,6.85795
S14805,6.25226774194,6.15273076923,7.4284,6.86735,7.025105,8.57901428571,6.42773636364,7.1474,4.95890769231,6.59855
S14814,6.35283870968,6.29048461538,7.18650769231,7.11009,7.45417,8.37578333333,6.46488181818,7.58639230769,5.16,6.63721666667
S14816,6.2391,5.96643846154,7.15515384615,6.7857,6.595425,8.60118095238,6.30880909091,6.78390769231,4.94279230769,6.04746666667
S1482,6.16962580645,6.03663846154,7.06973076923,6.682535,6.685065,8.07550714286,6.50509545455,7.35717692308,5.09435384615,6.39128333333
S14823,6.37039677419,6.31205384615,7.57983846154,6.949225,6.852255,8.69660238095,6.36600909091,7.17195384615,4.87663076923,6.32351666667
S14824,6.17045483871,6.13497692308,7.42344615385,7.187565,7.48393,8.10581190476,6.64447272727,7.48705384615,5.11313846154,6.87583333333
S14829,6.47969677419,6.18135384615,6.90341538462,6.68794,6.952145,8.20598571429,6.49221363636,7.24156153846,4.89971538462,6.42928333333
S14838,6.23118709677,6.27285384615,7.57053076923,6.811615,6.80903,8.74336666667,6.25753181818,7.14701538462,4.84463846154,6.12938333333
S14841,6.36457419355,6.07829230769,7.51872307692,6.99846,6.945675,8.44176666667,6.43346363636,7.188,4.8698,6.41628333333
S14848,6.26422903226,6.12363076923,7.1365,7.025665,7.202,8.16575,6.35508636364,7.12586153846,4.90063076923,6.24638333333
S14853,6.46295806452,6.40462307692,7.24606923077,6.81302,7.04064,8.4777,6.47597272727,7.51943076923,4.96776923077,6.74078333333
S1486,6.09493225806,6.06573076923,7.13591538462,6.78698,6.81138,8.26579761905,6.27542272727,6.90222307692,4.9151,6.26185
S14862,6.22891935484,6.19170769231,7.37563846154,6.93059,6.93011,8.3455952381,6.51843636364,7.31270769231,4.981,6.4967
S14873,6.32386451613,6.22011538462,7.23995384615,7.29536,7.650715,8.40716190476,6.64529545455,7.47326923077,4.92427692308,6.742
S14885,6.37237741935,6.18840769231,7.39780769231,6.690655,7.10817,8.46918095238,6.70572272727,7.60445384615,5.03409230769,6.93636666667
S14888,6.63887096774,6.23746923077,7.23426923077,6.95181,7.110985,8.58283333333,6.78352727273,7.73244615385,4.98443846154,6.68545
S14890,6.07604516129,6.17885384615,7.24987692308,6.73088,6.705595,8.38843571429,6.32256818182,7.11604615385,4.94418461538,6.2329
S14895,6.24533548387,6.14213846154,7.14923076923,6.946925,7.06871,8.2481,6.37901363636,7.11034615385,4.94973846154,6.47026666667
S14896,6.58322903226,6.28486153846,7.56211538462,6.924565,6.95708,8.58625952381,6.42575,7.34256153846,4.87802307692,6.49123333333
S14900,6.3356,6.37417692308,7.41248461538,6.921155,7.072435,8.50759285714,6.46573181818,7.34546153846,5.10377692308,6.61881666667
S14906,6.34746451613,6.06682307692,7.20653846154,6.92094,7.044275,8.33990714286,6.43192727273,7.35099230769,4.95328461538,6.35373333333
S14909,6.37023548387,6.1751,7.27112307692,6.85187,6.914605,8.15750952381,6.29800454545,7.40439230769,4.91023076923,6.37446666667
S1491,6.23134193548,6.14130769231,7.18813076923,7.0479,7.095465,8.53901428571,6.47793181818,7.36707692308,4.89951538462,6.81993333333
S14913,6.43342903226,6.15366923077,7.04128461538,6.929505,7.083475,8.17355952381,6.44926818182,7.49942307692,4.9643,6.44993333333
S14914,6.33659354839,6.29421538462,7.78483076923,7.135835,7.179325,9.03268333333,6.50352272727,7.25305384615,4.91526153846,6.43721666667
S14916,6.73647096774,6.48483846154,6.93657692308,6.75084,6.96329,7.84695,6.69494090909,7.99827692308,5.20043846154,6.78241666667
S14919,6.41669677419,6.28761538462,7.45585384615,7.029805,6.862135,9.05132380952,6.38609090909,7.30679230769,4.95915384615,6.41413333333
S14949,6.67016774194,6.36113846154,7.20577692308,6.950515,7.04622,8.23047619048,6.62799545455,7.66898461538,4.95350769231,6.7482
S1495,6.30772903226,6.27537692308,7.14900769231,6.624885,6.898575,8.02564285714,6.69345,7.3754,4.94443076923,6.24345
S14954,6.36840322581,6.33101538462,7.32226923077,6.66745,6.6806,8.2705952381,6.61373181818,7.6244,4.85794615385,6.52245
S14956,6.32651935484,6.35817692308,7.47289230769,7.18004,7.134245,8.41642857143,6.48779090909,7.45913846154,5.05224615385,6.85618333333
S14961,7.25203225806,6.59274615385,6.74412307692,6.597825,6.744695,7.46115952381,6.19764545455,6.81235384615,4.94682307692,6.02446666667
S14976,6.4707516129,6.36557692308,7.21113846154,6.735775,6.664375,8.34255,6.27135909091,7.11238461538,4.94153846154,6.21503333333
S14978,6.22372258065,6.07229230769,7.39804615385,6.98034,7.11086,8.15460952381,6.50203636364,7.24410769231,4.88454615385,6.62846666667
S14980,6.40226451613,6.20433846154,7.25158461538,6.55393,6.654485,8.40212142857,6.37109090909,7.45303076923,5.00492307692,6.6638
S14983,6.22048709677,6.34671538462,7.52601538462,6.764955,7.0854,8.67350238095,6.53984545455,7.3588,5.03948461538,6.21278333333
S14989,6.18567096774,6.14166923077,7.36764615385,6.891175,6.91778,8.61697619048,6.35403181818,7.27568461538,4.81738461538,6.49005
S14991,6.53911935484,6.35270769231,7.16579230769,6.841545,6.864605,8.62096904762,6.16560454545,7.07233846154,4.87878461538,6.32781666667
S14999,6.11552903226,5.98582307692,7.17353846154,6.640605,6.879105,7.84398333333,6.46815454545,7.15701538462,4.99303076923,6.47396666667
S15000,6.4734,6.46382307692,7.66686923077,6.96619,6.891045,8.47011904762,6.37996818182,7.46439230769,5.07049230769,6.83685
S15012,6.22094516129,6.14990769231,7.41563076923,7.004995,7.074635,8.50043095238,6.33526818182,7.10701538462,4.88576153846,6.15641666667
S15013,6.16343225806,6.14646153846,7.23845384615,6.831705,6.75737,8.2563547619,6.33065,7.21019230769,4.82843076923,6.44865
S1502,6.50072903226,6.26676153846,7.02206923077,6.75998,7.240145,8.13712142857,6.67076363636,7.68776923077,5.1803,6.89476666667
S15023,6.45930967742,6.45594615385,7.32605384615,6.66979,6.719645,8.3592952381,6.47363636364,7.36915384615,4.96120769231,6.52761666667
S15024,6.36848064516,6.2495,7.61551538462,7.042525,7.15648,8.83638095238,6.24148181818,7.0687,4.82363846154,6.4044
S15025,6.57653870968,6.40640769231,7.60686153846,7.11577,7.18305,8.67674285714,6.41717727273,7.32839230769,5.03541538462,6.55291666667
S15032,6.72751612903,6.32992307692,7.50312307692,7.227315,7.352435,8.74349047619,6.55705,7.47890769231,4.97618461538,6.5921
S15033,6.27868064516,6.27872307692,7.36990769231,7.26076,7.421055,8.37666666667,6.24145454545,7.01919230769,4.90397692308,6.30841666667
S15041,6.58437419355,6.39384615385,7.36592307692,6.69301,6.93008,8.41121428571,6.42923636364,7.45716153846,4.90378461538,6.42873333333
S1505,6.31803548387,6.15279230769,7.33575384615,6.843825,6.835225,8.73109047619,6.24895454545,6.97671538462,4.88368461538,6.14703333333
S15054,6.77205483871,6.58223076923,7.79207692308,7.153595,6.9781,8.93915952381,6.40165,7.32288461538,4.96696923077,6.68435
S15061,6.38983548387,6.23223076923,7.43612307692,6.9796,7.085865,8.28932380952,6.56960909091,7.49963076923,4.91335384615,6.82898333333
S15063,6.20124516129,6.15787692308,7.10313846154,7.00946,7.29658,8.37809761905,6.48893636364,7.36906923077,4.90826153846,6.61126666667
S15065,6.50970645161,6.47168461538,7.13087692308,7.189645,7.61413,8.08412142857,6.58870454545,7.40243076923,4.90777692308,6.71103333333
S15069,6.41575806452,6.45467692308,7.56950769231,6.854915,6.99051,8.39581190476,6.49755454545,7.59562307692,4.89329230769,6.67241666667
S15070,6.4724516129,6.1627,7.4205,7.071815,6.902565,8.53421666667,6.39884090909,7.20979230769,4.85088461538,6.57551666667
S15071,6.57747419355,6.28873846154,7.56476923077,6.771255,6.86145,8.51532380952,6.56870909091,7.51714615385,4.96076923077,6.51793333333
S15077,6.04593870968,6.18736153846,7.33848461538,7.010105,6.953805,7.99714761905,6.38687272727,6.87875384615,5.20701538462,6.35703333333
S15078,6.92471612903,6.53143076923,7.28964615385,7.137465,7.314845,8.51018809524,6.66837727273,7.61760769231,5.00184615385,6.54158333333
S1508,6.51262903226,6.12033846154,6.99492307692,6.78884,7.025025,8.04014047619,6.51654545455,7.4752,4.99686923077,6.5345
S15080,6.36267741935,6.27684615385,7.51995384615,7.122415,7.052835,8.56232142857,6.61799090909,7.50356153846,5.06696923077,6.6993
