B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
Mix_1	0	0.1614	0	0.0024	0	0.5684	0.0271	0.0218	0.1585	0	0.0604
Mix_2	0	0.3606	0.0656	0.1272	0	0.4255	0	0	0.0212	0	0
Mix_3	0	0.0636	0	0	0	0.9089	0	0.0082	0.0155	0	0.0037
Mix_4	0	0.1142	0.0012	0.092	0	0.7926	0	0	0	0	0
Mix_5	0.0298	0.4426	0	0	0	0.5277	0	0	0	0	0
Mix_6	0	0.2693	0	0	0	0.4295	0.065	0.0084	0.1768	0	0.0509
Mix_7	0	0.1575	0.0597	0.1553	0	0.6274	0	0	0	0	0
Mix_8	0	0.3626	0.1933	0.2021	0	0.1813	0	0	0.0607	0	0
Mix_9	0	0.3054	0.0135	0.0754	0	0.6057	0	0	0	0	0
Mix_10	0	0.4168	0	0	0	0.4989	0	0	0.0844	0	0
Mix_11	0	0.2202	0.093	0.2275	0.0037	0.4554	0	0	0	0	0
Mix_12	0	0.0506	0.0208	0.0322	0	0.716	0.011	0.0103	0.1194	0	0.0397
Mix_13	0	0.4395	0.028	0.031	0	0.5015	0	0	0	0	0
Mix_14	0	0.0201	0	0.1079	0	0.872	0	0	0	0	0
Mix_15	0	0.1366	0.1268	0.2668	0	0.4698	0	0	0	0	0
Mix_16	0	0.3104	0.1263	0.1529	0	0.3951	0	0	0.0152	0	0
Mix_17	0	0.1509	0.1129	0.212	0	0.5242	0	0	0	0	0
Mix_18	0	0.139	0.2551	0.3371	0.0162	0.2526	0	0	0	0	0
Mix_19	0	0.1156	0	0	0	0.6837	0.0133	0.0096	0.1292	0	0.0485
Mix_20	0	0.3806	0.0698	0.069	0	0.4067	0	4e-04	0.0736	0	0
Mix_21	0	0.3609	0.0986	0.0457	0	0.3432	0.0237	0	0.1279	0	0
Mix_22	0	0.1361	0	0	0	0.5886	0.0461	0.0141	0.1492	0	0.0658
Mix_23	0	0.4782	0.1006	0.1314	0	0.2898	0	0	0	0	0
Mix_24	0	0	0.2435	0.3511	0.005	0.3751	0	0	0.0254	0	0
Mix_25	0	0.3784	0.0521	0.0894	0	0.4801	0	0	0	0	0
Mix_26	0	0.2634	0.1275	0.1799	0	0.4293	0	0	0	0	0
Mix_27	0	0.4225	0.1431	0.0459	0	0.3023	0.0122	0	0.074	0	0
Mix_28	0	0.2754	0.0526	0.0766	0	0.4747	0.0049	0.0025	0.1134	0	0
Mix_29	0	0.3139	0.1348	0.1539	0	0.3974	0	0	0	0	0
Mix_30	0	0.149	0	0	0	0.851	0	0	0	0	0
Mix_31	0	0.336	0.0989	0.1177	0	0.4382	0	0	0.0092	0	0
Mix_32	0	0.1587	0.2349	0.3319	0	0.2446	0	0	0.0299	0	0
Mix_33	0	0.0865	0.1193	0.2049	0	0.5371	0	0	0.0522	0	0
Mix_34	0	0.3386	0	0	0	0.4328	0.0487	0.006	0.14	0	0.0338
Mix_35	0	0.2089	0.0129	0.1199	0	0.6583	0	0	0	0	0
Mix_36	0	0.2908	0.0329	0.0872	0	0.5891	0	0	0	0	0
Mix_37	0	0.096	0	0	0	0.8642	0	0.0175	0.0223	0	0
Mix_38	0	0.0641	0.0371	0.1224	0	0.6488	1e-04	0.0027	0.1131	0	0.0116
Mix_39	0	0.4784	0.133	0.0587	0	0.1468	0.0346	0	0.1485	0	0
Mix_40	0	0.2331	0	0	0	0.7669	0	0	0	0	0
Mix_41	0	0.1893	0	0	0	0.747	0	0.0279	0.0356	0	1e-04
Mix_42	0	0.2789	0.1562	0.2188	0	0.346	0	0	0	0	0
