B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
Mix_43	0	0.3765	0	0	0	0.5415	0	0.0049	0.0771	0	0
Mix_44	0	0.1101	0	0.039	0	0.7115	0	0.0204	0.0949	0	0.0241
Mix_45	0	0.1531	0.0676	0.0595	0	0.6594	0	0	0.0603	0	0
Mix_46	0	0.3587	0.1458	0.1441	0	0.3415	0	0	0.0099	0	0
Mix_47	0	0.2782	0.0033	0.0054	0	0.539	0.0199	0.0116	0.1287	0	0.0137
Mix_48	0	0.2912	0.0679	0.1232	0	0.5177	0	0	0	0	0
Mix_49	0	0.0568	0	0.0655	1e-04	0.8776	0	0	0	0	0
Mix_50	0	0.1174	0.1688	0.2108	0	0.4743	0	0	0.0287	0	0
Mix_51	0	0.2998	0.1175	0.1792	0	0.4027	0	0	8e-04	0	0
Mix_52	0	0.0129	0.0257	0.0885	0	0.8588	0	0	0.0142	0	0
Mix_53	0	0.2991	0.0802	0.0671	0	0.4407	9e-04	0	0.112	0	0
Mix_54	0	0.0807	0	0	0	0.688	0	0.0316	0.123	0	0.0767
Mix_55	0	0.0065	0	0	0.0063	0.9471	0	0.0301	0.01	0	0
Mix_56	0	0.1402	0.1033	0.1557	0	0.5374	0	0	0.0634	0	0
Mix_57	0	0	0	0.0045	0.0165	0.913	0	0.0251	0.0183	0	0.0227
Mix_58	0	0.1396	0.1065	0.2537	0.0139	0.4862	0	0	0	0	0
Mix_59	0	0.047	0	0	0	0.9119	0	0.0244	0	0	0.0167
Mix_60	0.0013	0.4084	0.1065	0.0709	0	0.4129	0	0	0	0	0
Mix_61	0	0.4277	0	0	0	0.5184	0	0.0057	0.0482	0	0
Mix_62	0.028	0.3887	0	0	0	0.5833	0	0	0	0	0
Mix_63	0	0.0395	0	0	0	0.7523	0	0.0329	0.1082	0	0.0672
Mix_64	0	0.3112	0.0026	0	0	0.4574	0.0397	0	0.1549	0	0.0341
Mix_65	0	0.3203	0.0679	0.0354	0	0.4585	0.0086	0	0.1094	0	0
Mix_66	0	0.2816	0.0461	0.1026	0	0.5698	0	0	0	0	0
Mix_67	0	0.5583	0.0272	0	0	0.3042	0	0.0091	0.1012	0	0
Mix_68	0	0.1887	0.1407	0.1859	0	0.4417	0	0	0.0431	0	0
Mix_69	0.0087	0.4554	0	0.0059	0	0.53	0	0	0	0	0
Mix_70	0	0.1681	0.1497	0.201	0	0.4695	0	0	0.0117	0	0
Mix_71	0	0.1849	0	0	0	0.8018	0	0.0113	0.0019	0	0
Mix_72	0	0.1666	0.2014	0.2622	0	0.2118	0.0344	0	0.1236	0	0
Mix_73	0	0	0	0.0075	0.0124	0.9654	0	0.0138	0	0	0.001
Mix_74	0	0.3951	0	0	0	0.5294	0	0.0086	0.0669	0	0
Mix_75	0	0.1516	0	0.0342	0.0066	0.8077	0	0	0	0	0
Mix_76	0	0.1421	0	0	7e-04	0.8558	0	0.0014	0	0	0
Mix_77	0	0.2175	0.0145	0.0513	0	0.5422	0.0152	0.0111	0.1304	0	0.0179
Mix_78	0	0	0.0266	0.1794	0	0.794	0	0	0	0	0
Mix_79	0	0.0291	0	0	0	0.8068	0	0.0427	0.0665	0	0.055
Mix_80	0	0.2262	0.1136	0.222	0.0054	0.4058	0	0	0.0271	0	0
Mix_81	0	0.2288	0	0	0	0.6914	0	0.0103	0.0696	0	0
Mix_82	0	0.2272	0	0.0431	0	0.7297	0	0	0	0	0
Mix_83	0	0.3781	0.0062	0	0	0.5683	0	0.0016	0.0459	0	0
Mix_84	0	0.2397	0.1095	0.1237	0	0.4605	0	0	0.0666	0	0
Mix_85	0	0.1727	0.0105	0.0907	0	0.7262	0	0	0	0	0
Mix_86	0	0.1465	0	0	0	0.7367	0	0.0156	0.0797	0	0.0215
Mix_87	0	0.6482	0	0	0	0.2841	0	0.0084	0.0594	0	0
Mix_88	0	0.367	0.1964	0.1998	0	0.2368	0	0	0	0	0
Mix_89	0	0.0075	0	0.0082	0	0.745	0.0179	0.0149	0.1452	0	0.0614
Mix_90	0.0097	0.1642	0	0	0	0.8192	0	0.0069	0	0	0
Mix_91	0.0082	0.5668	0.0435	0.0676	0	0.314	0	0	0	0	0
Mix_92	0	0.263	0	0.0046	0	0.6814	0	0.0199	0.031	0	0
Mix_93	0	0.1956	0.2378	0.2993	0	0.1378	0.0238	0	0.1057	0	0
Mix_94	0	0.4258	0.1567	0.1649	0	0.2526	0	0	0	0	0
Mix_95	0	0.1728	0.0426	0.1919	0.0034	0.5893	0	0	0	0	0
Mix_96	0	0.0706	0.1092	0.2619	0	0.5583	0	0	0	0	0
Mix_97	0	0.3097	0	0	0	0.5813	0	0.0151	0.0911	0	0.0028
Mix_98	0	0.4998	0.1371	0.0076	0	0	0.1255	2e-04	0.1942	0	0.0355
Mix_99	0	0	0.1643	0.3535	0.0043	0.4779	0	0	0	0	0
Mix_100	0	0.2889	0.0085	0.0385	0	0.4614	0.0137	0.0199	0.1456	0	0.0236
