B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
S1283	0.0021	0.0871	0.1718	0.044	0.0968	0.13	0.1186	0.0522	0.1802	0.0679	0.0493
S12830	5e-04	0.0957	0.0771	0	0.0741	0.1226	0.161	0.039	0.2376	0.0787	0.1137
S12836	0	0.1071	0.161	0.0668	0.0417	0.1652	0.1222	0.0442	0.2257	0.0596	0.0066
S12839	0	0.0784	0.1529	0.0683	0.0366	0.2888	0.1007	0.0597	0.1562	0.0164	0.0418
S12845	0	0.0966	0.164	0.071	0.0747	0.0357	0.1622	0.0507	0.2384	0.0618	0.0449
S12848	9e-04	0.1107	0.1649	0.0852	0.0441	0.1954	0.0956	0.044	0.144	0.0766	0.0386
S12849	0	0.114	0.2735	0.13	0.0371	0.1236	0.0848	0.0639	0.1183	0	0.0549
S12854	0	0.1242	0.2014	0	0.0683	0.0484	0.1689	0.0586	0.2242	0.0297	0.0762
S12857	0.0032	0.1118	0.2865	0.178	0.0649	0.0744	0.0613	0.0739	0.1025	0.0019	0.0415
S12863	0.018	0.1082	0.1429	0.061	0.0422	0.1663	0.1306	0.0502	0.1879	0.048	0.0448
S12865	0	0.116	0.2362	0.0778	0.0122	0.1453	0.1186	0.0504	0.1565	0.0586	0.0285
S12866	0	0.1722	0.2338	0.019	0.0635	0.0712	0.1074	0.0648	0.139	0.0355	0.0937
S12868	0.0068	0.1012	0.1522	0.0518	0.0481	0.2672	0.0996	0.0838	0.1138	0.0441	0.0314
S12869	0	0.1354	0.2162	0	0.0824	0.1459	0.1278	0.0733	0.1085	0.0408	0.0697
S12872	0	0.128	0.2299	0.0308	0.058	0.0159	0.1655	0.0548	0.2361	0.0243	0.0568
S12875	0.048	0.0486	0.1354	0.0672	0.045	0.2696	0.0993	0.0553	0.1703	0.0465	0.0148
S12884	0	0.1387	0.3137	0.0437	0.0375	0.1503	0.1061	0.0564	0.1036	0	0.0499
S12886	0	0.1456	0.259	0.0132	0.062	0.144	0.0592	0.0724	0.167	0.0092	0.0685
S12888	0	0.1377	0.2053	0.014	0.0694	0.0788	0.1361	0.0406	0.21	0.0764	0.0317
S12893	0	0.1176	0.1673	0.0645	0.0501	0.1284	0.1438	0.0606	0.1686	0.0573	0.0418
S12897	0	0.1121	0.2412	0.0776	0.0341	0.0894	0.1246	0.0862	0.1501	0.0095	0.0752
S1290	0	0.135	0.1569	0.1077	0.0199	0.1292	0.119	0.0657	0.173	0.0454	0.0481
S12901	0	0.1257	0.1307	0.0356	0.0712	0.1186	0.158	0.0687	0.1692	0.0632	0.0592
S12906	0	0.1023	0.2131	0.0323	0.0521	0.1698	0.1394	0.049	0.1543	0.0629	0.0248
S1291	0	0.1138	0.1613	0	0.0561	0.0804	0.1701	0.0715	0.1811	0.0675	0.0981
S12912	0	0.1155	0.1828	0.0225	0.0606	0.1637	0.1328	0.0623	0.1452	0.012	0.1027
S12922	0.0932	0.0377	0.344	0.2738	0.037	0.1096	0	0.0638	0.0346	0.0063	0
S12924	0	0.1525	0.1749	0.0158	0.0531	0.1582	0.162	0.0489	0.1462	0.0369	0.0516
S12925	0	0.1356	0.1488	0.0019	0.0751	0.0757	0.1548	0.0736	0.1931	0.0204	0.1211
S12944	0.0407	0.0636	0.1428	0.1104	0.042	0.185	0.1273	0.0659	0.1419	0.0368	0.0436
S12950	0.0236	0.0761	0.1612	0.2074	0.0422	0.1149	0.1231	0.039	0.154	0.0282	0.0304
S12952	0	0.1387	0.2327	0.0661	0.0625	0.0871	0.1128	0.0393	0.1699	0.0516	0.0392
S12953	0	0.1109	0.2239	0.0283	0.0619	0.2156	0.1165	0.0647	0.1079	0.0135	0.0567
S1296	0	0.1187	0.1316	0.0415	0.0538	0.1182	0.1676	0.0325	0.2299	0.0502	0.056
S12964	0	0.1332	0.1487	0.084	0.0606	0.1323	0.1187	0.0808	0.159	0.0495	0.0332
S12968	0	0.1149	0.1659	0.1206	0.0389	0.0844	0.1437	0.0557	0.1813	0.0542	0.0404
S12969	0	0.1056	0.107	0.1769	0.0851	0.0807	0.102	0.029	0.1797	0.0694	0.0646
S12978	0.0521	0.0455	0.2054	0.1876	0.0807	0.0367	0.1089	0.0531	0.1696	0.0604	0
S12979	0	0.0975	0.1726	0	0.048	0.1362	0.182	0.0483	0.2324	0.0537	0.0293
S12982	0	0.1534	0.2312	0	0.0371	0.1399	0.1268	0.0768	0.1411	0.0435	0.0503
S12984	0	0.0914	0.1427	0	0.0709	0.1447	0.1622	0.0612	0.1934	0.0508	0.0828
S12989	0	0.1189	0.2603	0.076	0.0442	0.0389	0.1474	0.0689	0.1432	0.05	0.0523
S12996	0	0.1242	0.2103	0.0805	0.0469	0.1051	0.1553	0.062	0.1463	0.021	0.0484
S13010	0	0.094	0.1427	0.0643	0.0453	0.1257	0.1799	0.0549	0.1962	0.0682	0.0288
S13018	0	0.0819	0.186	0.0157	0.0689	0.2231	0.1425	0.0762	0.119	0.0537	0.0331
S13022	0.0166	0.1229	0.1626	0.0746	0.0665	0.069	0.1301	0.0324	0.2494	0.062	0.014
S13025	0.036	0.1105	0.1769	0.0888	0.0505	0.1224	0.1313	0.0637	0.1583	0.0285	0.0331
S13026	0.1046	0.0408	0.1111	0.0787	0.0516	0.1833	0.1219	0.0616	0.1439	0.0342	0.0683
S13029	0.0689	0.0305	0.0723	0.0936	0.085	0.1489	0.1328	0.0425	0.2172	0.0312	0.077
S13035	0.058	0.0455	0.1739	0.1931	0.1144	0	0.1148	0.0212	0.2017	0.0774	0
S13039	0	0.2223	0.171	0.0774	0.0372	0.148	0.0969	0.0782	0.1258	0.0077	0.0355
S13042	0	0.1245	0.1861	0.0436	0.0712	0.0478	0.161	0.0433	0.1776	0.0708	0.0742
S13051	0.0096	0.1225	0.1778	0.1222	0.0564	0.0783	0.1197	0.0424	0.1753	0.0576	0.038
S13053	0.0028	0.1223	0.179	0.1146	0.0391	0.1226	0.1247	0.043	0.1761	0.0293	0.0465
S13057	0	0.1388	0.1084	0.0523	0.0823	0.0869	0.1225	0.0315	0.2364	0.0663	0.0747
S1306	0	0.1195	0.2127	0.0638	0.0511	0.1594	0.1255	0.0499	0.1739	0.0373	0.0069
S13060	0	0.1225	0.2022	0.0222	0.1076	0.0256	0.1621	0.0639	0.1703	0.0535	0.07
S13062	0	0.1152	0.2064	0.0224	0.1805	0.0248	0.0738	0.0928	0.151	0.0606	0.0725
S13070	0	0.0985	0.2132	0.0457	0.0505	0.2189	0.0983	0.0656	0.1316	0.0166	0.0612
S13073	0	0.1324	0.1923	0.1025	0.0618	0.0517	0.0944	0.0792	0.1855	0.0189	0.0814
S1308	0	0.1038	0.0802	0	0.0449	0.2606	0.1346	0.0556	0.1816	0.0601	0.0787
S13082	0.0286	0.0911	0.1813	0.0891	0.0582	0.0517	0.1455	0.0564	0.205	0.0925	7e-04
S13084	0	0.0725	0.1271	0	0.0578	0.33	0.0911	0.0402	0.1806	0.0492	0.0515
S13094	0	0.1235	0.133	0.0325	0.0665	0.1738	0.1216	0.0547	0.1687	0.0751	0.0507
S13109	0.0132	0.1213	0.1469	0.1024	0.1	0.0914	0.1137	0.0237	0.1885	0.0873	0.0116
S13114	0.0061	0.1068	0.1114	0.0292	0.027	0.216	0.1325	0.0347	0.2103	0.0727	0.0534
S13131	0	0.1181	0.27	0	0.1007	0.0338	0.1386	0.0713	0.1571	0	0.1105
S13132	0	0.1294	0.2445	0	0.0458	0.2211	0.077	0.0586	0.1465	0.0209	0.0562
S13134	0	0.1148	0.1759	0.1509	0.0488	0.0924	0.1281	0.0525	0.148	0.0367	0.0518
S13154	0	0.1114	0.2023	0.1126	0.0411	0.0099	0.159	0.0596	0.2192	0.0732	0.0117
S13161	0.0038	0.1323	0.1322	0.0359	0.0418	0.102	0.205	0.0476	0.1817	0.0713	0.0463
S13169	0	0.1374	0.2468	0.0731	0.0408	0	0.1776	0.0684	0.1784	0.0535	0.024
S1317	0	0.104	0.1834	0	0.0525	0.2826	0.0748	0.0419	0.1407	0.063	0.0572
S13170	0.0341	0.0832	0.1253	0.0483	0.0796	0.0653	0.1756	0.0382	0.205	0.0996	0.0458
S13173	0	0.1224	0.1805	0.1173	0.0302	0.134	0.1297	0.0478	0.1684	0.0188	0.0508
S13178	0	0.2009	0.2186	0.0413	0.0394	0.1212	0.1232	0.0404	0.1493	0.0407	0.0251
S13192	0	0.1301	0.1847	0.0116	0.0527	0.1151	0.1723	0.0664	0.1616	0.0442	0.0613
S13194	0	0.1037	0.2128	0.0889	0.0421	0.0737	0.1467	0.0635	0.1956	0.049	0.0239
S13195	0	0.0702	0.1523	0.0259	0.0439	0.4056	0.058	0.0636	0.0947	0.0536	0.0322
S132	0.0539	0.0833	0.2036	0.0571	0.0588	0.0576	0.1414	0.0608	0.1886	0.0455	0.0494
S13203	0	0.1109	0.2169	0.073	0.0754	0.133	0.1022	0.0847	0.1051	0.0378	0.0609
S13216	0	0.1294	0.3014	0.0791	0.0217	0.1088	0.1288	0.0728	0.117	0.0056	0.0353
S13217	0.0037	0.097	0.1299	0.0272	0.0511	0.2709	0.1049	0.0326	0.1935	0.036	0.0533
S13219	0	0.1266	0.1888	0.0267	0.0976	0.033	0.1203	0.0352	0.2571	0.0714	0.0433
S1322	0	0.1072	0.214	0.0757	0.0398	0.0457	0.1459	0.0777	0.2075	0.0531	0.0334
S13227	0	0.1362	0.2084	0.0945	0.0464	0.1326	0.0945	0.065	0.1386	0.03	0.0538
S13231	0	0.1031	0.2098	0.0886	0.0862	0.1478	0.0654	0.0512	0.1458	0.0589	0.043
S13234	0.0095	0.1239	0.1549	0.0035	0.0479	0.1043	0.1943	0.061	0.1942	0.043	0.0634
S13243	0	0.0711	0.2357	0.1439	0.0412	0.1209	0.1129	0.055	0.1442	0.0483	0.0268
S13248	0	0.1322	0.1442	0.0493	0.056	0.1287	0.1467	0.0546	0.1956	0.0473	0.0454
S13253	0	0.1161	0.1749	0.0525	0.056	0.1005	0.1764	0.0486	0.1985	0.0134	0.063
S13272	0	0.131	0.1813	8e-04	0.0502	0.1253	0.1661	0.0705	0.1466	0.0692	0.0591
S13275	0.014	0.0797	0.1536	0.0872	0.0374	0.1378	0.1798	0.0371	0.1931	0.061	0.0193
S13278	0	0.1384	0.2649	0.034	0.1249	0	0.1377	0.0576	0.1588	0.024	0.0598
S13283	0	0.0914	0.1722	0.144	0.0217	0.2218	0.0937	0.055	0.1474	0.0011	0.0516
S13289	0.0813	0.0068	0.2102	0.1532	0.1106	0.0248	0.1482	0.0472	0.1609	0.0506	0.0063
S1329	0.0083	0.1366	0.2428	0.1209	0.0403	0.0722	0.1059	0.0534	0.1581	0	0.0614
S13291	0	0.0809	0.2233	0.021	0.079	0.2365	0.1044	0.0562	0.1244	0.0104	0.064
S13293	0.0249	0.1064	0.275	0.209	0.0622	0.0701	0.0657	0.0656	0.0792	0.0028	0.039
S13296	0.0231	0.0542	0.1141	0.0929	0.044	0.2555	0.1021	0.0411	0.197	0.0677	0.0082
S13299	0	0.1235	0.1875	0.0565	0.044	0.0866	0.1574	0.0542	0.1832	0.044	0.0631
S1330	0	0.1126	0.2459	0.0681	0.0776	0.0177	0.1665	0.0969	0.1367	0.017	0.061
S13300	0	0.0602	0.2534	0.0851	0.0453	0.1628	0.1146	0.0575	0.1447	0.0265	0.0499
S13305	0.008	0.1113	0.1346	0.068	0.0514	0.0342	0.1339	0.1055	0.2348	0.1046	0.0138
S1331	0	0.1189	0.2064	0.1069	0.0349	0.073	0.1444	0.0408	0.1894	0.0307	0.0545
S13310	0	0.107	0.2547	0	0.0416	0.1377	0.1398	0.0579	0.1418	0.0804	0.039
S13311	0	0.1319	0.1406	0.007	0.0299	0.2644	0.1059	0.0616	0.1837	0.0511	0.0238
S13324	0	0.1073	0.1846	0.0149	0.0626	0.1825	0.1153	0.0611	0.172	0.0471	0.0525
S13326	0	0.1056	0.0342	0.0952	0.095	0.1956	0.0713	0.0567	0.1999	0.099	0.0476
S13329	0	0.1287	0.1992	0	0.0784	0.1051	0.1415	0.0526	0.1938	0.0213	0.0795
S13331	0	0.1254	0.2725	0.0844	0.0566	0.0835	0.1136	0.0454	0.1492	0.0217	0.0478
S13336	0	0.0936	0.2023	0.0113	0.038	0.2202	0.0819	0.0836	0.1818	0.0456	0.0416
S13339	0	0.156	0.2428	0.0217	0.0701	0.0849	0.1094	0.0732	0.1369	0.0614	0.0436
S13341	0	0.1277	0.2047	0.0113	0.1259	0.0709	0.1099	0.0643	0.1833	0.0167	0.0853
S13345	0.009	0.1278	0.2023	0.0764	0.0469	0.1463	0.1196	0.0502	0.1519	0.0284	0.0414
S13346	0	0.1085	0.2512	0.1006	0.0415	0.0691	0.1318	0.0804	0.1537	0.0293	0.0339
S13349	0	0.1128	0.1444	0.1042	0.0839	0.1682	0.0786	0.0567	0.156	0.0481	0.0471
S1335	0	0.1243	0.1759	0.0589	0.0723	0.0697	0.1435	0.0437	0.2144	0.0597	0.0376
S13352	0	0.101	0.1576	0.0198	0.0498	0.1596	0.1755	0.0637	0.1808	0.0607	0.0315
S13354	0	0.1325	0.2141	0.0689	0.0292	0.1102	0.128	0.0681	0.1671	0.0341	0.0479
S13357	0	0.1257	0.2072	0	0.0396	0.1921	0.1037	0.0746	0.1442	0.0544	0.0584
S13367	0	0.0866	0.2792	0.1021	0	0.1281	0.1308	0.0808	0.1367	0.0051	0.0505
S13369	0	0.1472	0.1805	0.0395	0.0706	0.0427	0.16	0.0568	0.1771	0.0595	0.0661
S13370	0	0.1318	0.2079	0.0601	0.0515	0.1072	0.1542	0.0691	0.1568	0.0241	0.0373
S13374	0	0.0853	0.1832	0.0986	0.0099	0.2467	0.106	0.0614	0.1299	0.0215	0.0576
S13378	0	0.0892	0.1475	0.0457	0.0503	0.228	0.0944	0.0575	0.2044	0.0407	0.0423
S13382	0	0.1443	0.2255	0.0122	0.0774	0.1312	0.1053	0.0773	0.1305	0.0254	0.0709
S13389	0	0.1512	0.1698	0.021	0.0746	0.1427	0.109	0.0782	0.1555	0.0292	0.0687
S13391	0	0.0911	0.1444	0.0609	0.033	0.1821	0.1706	0.0492	0.1878	0.0662	0.0146
S13396	0	0.1584	0.1974	0.0042	0.0683	0.1165	0.1195	0.0706	0.1716	0.0593	0.0343
S13398	0	0.0976	0.1556	0.012	0.0498	0.278	0.1166	0.0602	0.1567	0.0329	0.0406
S13403	0	0.132	0.1841	0.039	0.0643	0.1121	0.1084	0.0682	0.1848	0.083	0.0241
S13405	0	0.1066	0.1372	0.0058	0.0095	0.2392	0.1641	0.0864	0.1417	0.0352	0.0743
S13407	0	0.0904	0.2111	0.0705	0.039	0.1894	0.1058	0.0656	0.1425	0.0514	0.0343
S1341	0	0.1295	0.1986	0.0526	0.0455	0.1058	0.1576	0.064	0.1504	0.0399	0.0561
S13415	0	0.1485	0.2137	0.0528	0.047	0.1542	0.1317	0.0582	0.13	0.0177	0.0463
S13416	0.064	0.0136	0.2286	0.1782	0.0797	0.0318	0.1326	0.0568	0.1645	0.0472	0.0032
S13420	0.0185	0.0463	0.1437	0.1343	0.06	0.1905	0.0925	0.0594	0.1829	0.0463	0.0256
S13425	0	0.0879	0.1905	0.1112	0.0597	0.0535	0.1622	0.0529	0.1826	0.0767	0.0226
S13433	0.0801	0.044	0.1423	0.0978	0.0657	0.1231	0.1276	0.0613	0.16	0.0911	0.007
S13442	0	0.1376	0.1769	0.078	0.0571	0.0924	0.1331	0.0512	0.2002	0.0292	0.0443
S13444	0	0.1421	0.2202	0.0137	0.0744	0.0377	0.1531	0.0791	0.1489	0.027	0.1039
S13445	0.0692	0.0563	0.1754	0.0514	0.0809	0.0828	0.1126	0.0485	0.2166	0.0723	0.0341
S13454	0	0.0845	0.0331	0	0.0369	0.2076	0.2029	0.0354	0.2786	0.079	0.042
S13457	0.0217	0.1262	0.1443	0	0.0554	0.0212	0.2284	0.0257	0.2388	0.1049	0.0335
S13461	0	0.1336	0.1994	0.1451	0.0585	0.0955	0.0809	0.0506	0.1551	0.0382	0.0431
S13471	0.0016	0.127	0.1268	0.0228	0.0428	0.139	0.1686	0.0466	0.2126	0.064	0.0482
S13472	0.0039	0.1298	0.1816	0.0482	0.0476	0.1243	0.1216	0.0394	0.2261	0.0559	0.0217
S13476	0	0.0737	0.1297	0.0269	0.0551	0.1026	0.2308	0.0477	0.215	0.0141	0.1043
S13478	0	0.1104	0.2606	0.0562	0.0108	0.1604	0.1383	0.0563	0.1218	0.0261	0.0592
S1348	0.0099	0.0811	0.1462	0.0269	0.0539	0.1996	0.1385	0.0462	0.1946	0.0632	0.04
S13486	0	0.1474	0.2244	0.0412	0.0632	0.0532	0.1275	0.0654	0.2034	0.03	0.0443
S13494	0	0.1039	0.1378	0.074	0.058	0.1144	0.17	0.0602	0.1836	0.0451	0.053
S13507	0	0.124	0.1904	0.1837	0.0692	0.1364	0.0511	0.0613	0.1192	0.0035	0.0611
S13510	0.0384	0.0383	0.2008	0.0289	0.055	0.208	0.1582	0.0468	0.1464	0.0356	0.0435
S13511	0.1166	0	0.1856	0.1392	0.0524	0.1152	0.1182	0.0649	0.1557	0.0521	0
S13512	0	0.118	0.1816	0.0547	0.0559	0.1627	0.1269	0.0884	0.1454	0.0468	0.0196
S13515	0	0.1066	0.1508	0.0349	0.0308	0.1709	0.1652	0.067	0.169	0.0499	0.0549
S13519	0	0.1042	0.2028	0.1116	0.0465	0.2036	0.1048	0.0599	0.1196	0.0386	0.0084
S13521	0.0198	0.0795	0.1276	0.0453	0.0552	0.1253	0.1464	0.0418	0.2474	0.07	0.0416
S13533	0	0.071	0.2398	0.0122	0.0825	0.1647	0.1385	0.0684	0.122	0.0547	0.0461
S13537	0	0.0732	0.2857	0.1852	0.0881	0.1423	0.0382	0.0649	0.0764	0.001	0.0453
S13541	0.0083	0.0559	0.0821	0.1451	0.118	0.1617	0.103	0.045	0.177	0.0762	0.0278
S13543	0	0.1049	0.1671	0.0936	0.0919	0.0408	0.1246	0.0466	0.2069	0.0615	0.062
S13545	0.0846	0.0189	0.0492	0.0561	0.0574	0.2426	0.0931	0.0404	0.1752	0.0734	0.109
S1355	0.0555	0.071	0.2139	0.0778	0.0616	0.0298	0.1746	0.0555	0.1791	0.0589	0.0225
S13558	0.0395	0.0602	0.1077	0.0022	0.0391	0.2376	0.1383	0.0755	0.1908	0.068	0.0412
S1356	0.0317	0.0612	0.1826	0.1506	0.0433	0.1223	0.1245	0.0437	0.1479	0.0246	0.0674
S13561	0	0.1134	0.1695	0.0152	0.0707	0.1127	0.1902	0.051	0.1693	0.0493	0.0584
S13564	0	0.078	0.192	0.1082	0.0858	0.1645	0.0937	0.0345	0.1531	0.0473	0.0431
S13568	0.0182	0.1208	0.1575	0.0667	0.0375	0.1375	0.1086	0.0596	0.1662	0.0645	0.063
S13569	0	0.1245	0.199	0.0259	0.0474	0.1228	0.1438	0.0822	0.1389	0.0411	0.0743
S13570	0.0314	0.0662	0.0866	0.0112	0.0765	0.198	0.1706	0.0441	0.1828	0.061	0.0717
S13575	0	0.1153	0.1662	0	0.0492	0.122	0.1412	0.0358	0.2374	0.0802	0.0528
S13577	0	0.1313	0.1495	0.0062	0.0418	0.1804	0.1226	0.0518	0.2053	0.0588	0.0523
S13585	0	0.1231	0.1892	0.0623	0.0442	0.0719	0.158	0.0768	0.1519	0.0812	0.0414
S13586	0	0.1241	0.271	0	0.023	0.1058	0.1325	0.0486	0.1242	0.0637	0.1071
S13587	0	0.1056	0.2506	0.0976	0.0212	0.1264	0.1366	0.0722	0.1354	0.036	0.0183
S13589	0.0024	0.1312	0.1703	0.0407	0.053	0.1397	0.1077	0.0524	0.2015	0.0581	0.0431
S13593	0	0.0787	0.144	0.1349	0.0725	0.1185	0.1259	0.0493	0.1784	0.0569	0.0408
S13605	0	0.1069	0.1644	0.0312	0.0481	0.1752	0.1405	0.0569	0.1922	0.0406	0.0441
S13616	0	0.0964	0.1851	0	0.0373	0.152	0.1543	0.0542	0.197	0.0691	0.0546
S13617	0	0.1208	0.1626	0.0305	0.0411	0.1462	0.143	0.0711	0.1906	0.0258	0.0683
S13618	0	0.1038	0.1646	0.0532	0.0715	0.0858	0.1482	0.0941	0.18	0.0405	0.0585
S13625	0	0.101	0.1875	0.0235	0.0561	0.1998	0.1226	0.0596	0.1657	0.0436	0.0405
S13627	0	0.1249	0.1494	2e-04	0.0536	0.1789	0.1535	0.0591	0.1731	0.0382	0.0691
S13633	0.0759	0.0643	0.1533	0.0779	0.0336	0.2118	0.0999	0.0612	0.1374	0.0399	0.0447
S13636	0	0.1089	0.1795	0	0.0684	0.2187	0.0822	0.0533	0.2118	0.0178	0.0593
S13638	0	0.1411	0.1232	0.0019	0.0787	0.0518	0.1906	0.0641	0.2071	0.1055	0.036
S13646	0	0.1336	0.1398	0	0.0578	0.232	0.1103	0.0508	0.1885	0.0244	0.0629
S13647	0.0315	0.0599	0.2044	0.1508	0.0221	0.2082	0.0867	0.0663	0.119	0.0233	0.0276
S13649	0	0.128	0.1645	0	0.0361	0.2031	0.145	0.0622	0.1698	0.0498	0.0414
S1365	0.0219	0.0974	0.1737	0.0798	0.0294	0.1437	0.145	0.0624	0.1669	0.0282	0.0516
S13654	0	0.183	0.1586	0.025	0.0622	0.091	0.1253	0.0433	0.1807	0.0496	0.0814
S13656	0	0.1563	0.0752	0	0.0356	0.2147	0.1369	0.0468	0.2349	0.0468	0.0528
S13658	0	0.1067	0.2185	0.0734	0.073	0.0985	0.1212	0.0736	0.1415	0.0404	0.0532
S13664	0	0.1546	0.1848	0.0064	0.065	0.0606	0.1811	0.0563	0.1954	0.0278	0.0681
S13672	0	0.1184	0.1835	0.0324	0.0428	0.1031	0.144	0.0642	0.2105	0.0374	0.0637
S13674	0	0.1232	0.1553	0.0187	0.0539	0.1523	0.1502	0.0597	0.1794	0.0412	0.0661
S13675	0.0812	0.0032	0.1169	0.0645	0.0774	0.0599	0.1329	0.0169	0.2882	0.1167	0.0423
S13678	0	0.1134	0.1868	0.0948	0.0762	0.0607	0.1028	0.0579	0.2236	0.0798	0.004
S13679	0	0.1126	0.1298	0.0948	0.0377	0.0382	0.1858	0.0738	0.2003	0.0778	0.0492
S13698	0	0.1211	0.1632	0.0924	0.0367	0.1336	0.1428	0.0488	0.1706	0.0319	0.0588
S13706	0	0.1054	0.2306	0.0914	0.1079	0.0335	0.1033	0.066	0.165	0.0391	0.0577
S13708	0	0.1262	0.2281	0.0226	0.0578	0.1006	0.1214	0.0408	0.2316	0.0631	0.0078
S1371	0	0.1123	0.2197	0.0854	0.0502	0.1144	0.1265	0.0593	0.1414	0.0517	0.0392
S13716	0	0.0925	0.2132	0.1307	0.0419	0.1421	0.1178	0.0659	0.1324	0.0457	0.0177
S13717	0.0268	0.0547	0.1439	0.1113	0.0834	0.1613	0.1046	0.0283	0.206	0.0764	0.0035
S13725	0	0.1224	0.2131	0.0425	0.0401	0.0671	0.1888	0.0714	0.1597	0.0141	0.0807
S1373	0	0.1441	0.1639	3e-04	0.0558	0.0842	0.1636	0.0616	0.1959	0.0748	0.0557
S13749	0	0.1352	0.1516	0	0.0678	0.2012	0.1144	0.0395	0.1951	0.0528	0.0422
S13751	0	0.1169	0.1508	0.0406	0.052	0.1208	0.1516	0.0639	0.1593	0.0578	0.0863
S13759	0	0.1259	0.1766	0.0111	0.0717	0.169	0.1191	0.0271	0.2093	0.0395	0.0507
S13761	0.0214	0.0686	0.2216	0.1033	0.0744	0.0537	0.1498	0.0583	0.1688	0.0577	0.0225
S13766	0	0.116	0.2403	0.1182	0.0505	0.0649	0.1236	0.0795	0.129	0.0614	0.0166
S13778	0	0.0916	0.24	0.069	0.0882	0.0988	0.1201	0.0608	0.1463	0.0206	0.0646
S1378	0	0.1252	0.3336	0.1329	0.0783	0.0771	0.0414	0.0697	0.0931	0	0.0487
S13780	0.0015	0.1083	0.2299	0.0922	0.0189	0.1524	0.1137	0.0528	0.17	0.0112	0.0493
S13785	0	0.1247	0.2618	0.0066	0.0634	0.0998	0.1133	0.072	0.1752	0.0296	0.0536
S13789	0.0101	0.1181	0.1878	0.0114	0.0519	0.1386	0.1467	0.0326	0.2164	0.0437	0.0426
S13791	0	0.1688	0.2109	0	0.0746	0.0773	0.1185	0.0636	0.1816	0.0516	0.053
S13794	0	0.0953	0.2251	0.024	0.0794	0.1516	0.1183	0.056	0.1692	0.0229	0.0582
S13795	0.0212	0.1091	0.2012	0.0826	0.0423	0.1487	0.1192	0.071	0.1414	0.0422	0.0212
S13796	0	0.1305	0.2245	0.0651	0.0785	0.0463	0.1426	0.0431	0.1418	0.0762	0.0515
S13824	0.0057	0.1111	0.2461	0.091	0.0742	0.0405	0.1405	0.0635	0.1574	0.0296	0.0405
S13827	0	0.1108	0.2039	0.1746	0.0558	0.0958	0.1031	0.0643	0.15	0.026	0.0157
S13834	0	0.1097	0.1784	0	0.1028	0.166	0.1621	0.0572	0.1146	0.041	0.0681
S13837	0	0.1495	0.2082	0.03	0.0489	0.0723	0.1562	0.0676	0.1872	0.0548	0.0253
S13846	0	0.1077	0.0683	0	0.0455	0.2381	0.1246	0.0356	0.2714	0.0617	0.0471
S1385	0	0.1224	0.252	0.0658	0.0266	0.0907	0.1527	0.0701	0.1438	2e-04	0.0757
S13851	0.0796	0.04	0.1461	0.1333	0.054	0.0697	0.129	0.0619	0.1608	0.0504	0.0751
S13856	0	0.1104	0.196	0.0466	0.0786	0.0965	0.1116	0.0583	0.1849	0.0218	0.0953
S13858	0	0.0563	0.2688	0.2905	0.0226	0.2023	0.0289	0.0535	0.0765	6e-04	0
S13866	0	0.0844	0.1608	0.0395	0.054	0.2656	0.1254	0.0582	0.1348	0.0189	0.0584
S13877	0	0.1	0.1267	0.1871	0.0397	0.1862	0.1229	0.0384	0.1434	0.0354	0.0202
S13881	0	0.1126	0.1563	0	0.0522	0.1337	0.1684	0.0571	0.2127	0.062	0.045
S13883	0.0395	0.0548	0.1199	0.1395	0.0785	0.1106	0.1345	0.0155	0.2104	0.0313	0.0655
S13903	0	0.1197	0.2432	0.0871	0.0377	0.0405	0.1714	0.0705	0.1426	0.0073	0.0801
S13904	0.0921	0.0742	0.1654	0.0101	0.0598	0.1143	0.1473	0.0533	0.1578	0.0659	0.0598
S13920	0	0.1064	0.2165	0.0356	0.0594	0.1974	0.1156	0.0597	0.1021	0.002	0.1052
S13925	0	0.1474	0.2006	0.0289	0.0584	0.0953	0.1277	0.0721	0.1635	0.0492	0.057
S13926	0.0069	0.0672	0.1486	0.135	0.0576	0.1721	0.1074	0.0601	0.1656	0.0563	0.0234
S1393	0	0.1149	0.2645	0.1572	0.0395	0.1358	0.0594	0.0759	0.093	0	0.0598
S13936	0	0.1222	0.2508	0.082	0.0488	0.1585	0.0874	0.0565	0.1372	0.0247	0.0319
S13938	0	0.1311	0.178	0.081	0.0488	0.1294	0.1335	0.0683	0.138	0.0341	0.058
S13948	0	0.1204	0.1316	0.0302	0.0422	0.3202	0.0776	0.0628	0.1395	0.0577	0.0177
S13952	0.0524	0.0699	0.188	0.2128	0.0543	0.096	0.0478	0.0823	0.1461	0.0284	0.022
S13955	0.0134	0.105	0.2403	0.0619	0.047	0.1505	0.1178	0.0619	0.1368	0.05	0.0155
S13956	0	0.093	0.1611	0	0.0672	0.2288	0.1246	0.0658	0.1563	0.001	0.1023
S13959	0.1028	0.0415	0.1256	0.1188	0.0642	0.1482	0.0924	0.0209	0.2084	0.0562	0.0209
S13972	0	0.1059	0.1641	0.005	0.0379	0.2139	0.1245	0.07	0.1672	0.085	0.0264
